"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DIST_RATIO_1"|"DIST_RATIO_2"|"DIST_RATIO_3"|"DIST_RATIO_4"|"DIST_RATIO_5"|"AVG_DIST_RATIO"|"VALUE_NONCHAR_ASSETS"|"ONE_PCT_INV_INC"|"RATIO_PLUS_INV_INC"|"QUAL_DIST_V"|"DIST_RATIO_NONCHAR_ASSETS"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"1686267"|"0.0509600000"|"0.0634240000"|"0.0678380000"|"0.0634940000"|"0.0473820000"|"0.05862"|"3341851.0000"|"568.0000"|"196467.0000"|"193906.0000"|"195899.0000"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1687088"|"1.3860830000"|"0.4399380000"|"0.5793920000"|"0.0585330000"|"0.6716280000"|"0.627115"|""|"1.0000"|"1.0000"|"3939.0000"|""
"02-0779716"|"WTC FOUNDATION"|"1687621"|"3.4010790000"|"1.5309440000"|"0.4938600000"|"0.0679520000"|"3.3473490000"|"1.768237"|"34812.0000"|"0.0000"|"61556.0000"|"186325.0000"|"61556.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"1687624"|"1.9519400000"|"1.5502400000"|"0.8637600000"|"0.9469700000"|"0.6230100000"|"1.18718"|"65503.0000"|"36.0000"|"77800.0000"|"200555.0000"|"77764.0000"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1687635"|"0.1595170000"|"0.2003910000"|"0.0757870000"|"0.1530080000"|"0.0646020000"|"0.130661"|"9853782.0000"|"7185.0000"|"1294690.0000"|"450000.0000"|"1287505.0000"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|"1687636"|"0.0992110000"|"0.1221460000"|"0.1203890000"|"0.0909340000"|"0.0797180000"|"0.10248"|"789669.0000"|"149.0000"|"81074.0000"|"90299.0000"|"80925.0000"
"04-6131201"|"FIDELITY FOUNDATION"|"1687641"|"0.0566070000"|"0.0556920000"|"0.0358210000"|"0.0640130000"|"0.0628660000"|"0.055"|"385143293.0000"|"1075486.0000"|"22258367.0000"|"26041735.0000"|"21182881.0000"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"1687644"|"37.9908530000"|"54.7546980000"|"54.8736150000"|"60.5947030000"|"101.7870930000"|"62.00019"|"3056.0000"|"0.0000"|"189473.0000"|"60958.0000"|"189473.0000"
"04-3201916"|"ACORN FOUNDATION"|"1689332"|"0.2513820000"|"0.1187370000"|"0.3966440000"|"0.1439390000"|"0.1438370000"|"0.210908"|"11020349.0000"|"1854.0000"|"2326134.0000"|"3507556.0000"|"2324280.0000"
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNDATION, INC."|"1689335"|"0.0463860000"|"0.0909300000"|"0.1021880000"|"0.1041560000"|"0.0755640000"|"0.083845"|"79292251.0000"|"37118.0000"|"6685377.0000"|"6074017.0000"|"6648259.0000"
"04-3464581"|"THE ACCESS STRATEGIES FUND"|"1689750"|"0.0687510000"|"0.0715310000"|"0.0745210000"|"0.0689960000"|"0.0656150000"|"0.069883"|"7797325.0000"|"3935.0000"|"548835.0000"|"548479.0000"|"544900.0000"
"04-3781316"|"THE KING AND I FOUNDATION"|"1689760"|"0.1341840000"|"0.2298770000"|"0.1565570000"|"0.1424570000"|"0.0265990000"|"0.137935"|"1231474.0000"|"137.0000"|"170000.0000"|"76603.0000"|"169863.0000"
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|"1691208"|"0.0502790000"|"0.0296080000"|"0.0216690000"|"0.0256430000"|"0.0329980000"|"0.032039"|"11089153.0000"|"7767.0000"|"363052.0000"|"545685.0000"|"355285.0000"
"04-2943405"|"Landry Family Charitable Foundation"|"1691487"|""|""|""|""|""|"0"|"17769475.0000"|"68763.0000"|"68763.0000"|"3532219.0000"|"0.0000"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"1691506"|"0.0483510000"|"0.0461300000"|"0.0539460000"|"0.0446180000"|"0.0416520000"|"0.046939"|"5485986.0000"|"3955.0000"|"261462.0000"|"279219.0000"|"257507.0000"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"1691508"|"0.0385820000"|"0.0586210000"|"0.0426010000"|"0.0294960000"|"0.0291830000"|"0.039697"|"829447.0000"|"426.0000"|"33353.0000"|"37603.0000"|"32927.0000"
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|"1691511"|"0.7568140000"|"0.4601390000"|"0.2776830000"|"0.2413840000"|"0.3538590000"|"0.417976"|"34721.0000"|"0.0000"|"14513.0000"|"89800.0000"|"14513.0000"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"1691513"|"0.0475150000"|"0.0509250000"|"0.0448330000"|"0.0496620000"|"0.0521250000"|"0.049012"|"33620410.0000"|"44075.0000"|"1691879.0000"|"1817500.0000"|"1647804.0000"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1692074"|"0.0630990000"|"0.0565920000"|"0.0546830000"|"0.0610520000"|"0.0392700000"|"0.054939"|"6399145.0000"|"3966.0000"|"355529.0000"|"483268.0000"|"351563.0000"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|"1692075"|"0.0869640000"|"0.0556080000"|"0.0697120000"|"0.0891430000"|"0.0500730000"|"0.0703"|"1229544.0000"|"729.0000"|"87166.0000"|"80000.0000"|"86437.0000"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1692086"|"0.0667280000"|"0.1150760000"|"0.1251100000"|"0.6352990000"|"0.0326230000"|"0.194967"|"5103287.0000"|"17146.0000"|"1012119.0000"|"2630715.0000"|"994973.0000"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|"1692095"|"0.0548400000"|"0.0319120000"|"0.0398180000"|"0.0276830000"|"0.0543760000"|"0.041726"|"3647644.0000"|"691.0000"|"152893.0000"|"235185.0000"|"152202.0000"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1692097"|"0.0187520000"|"0.0227720000"|"0.0256380000"|"0.0311570000"|"0.0311740000"|"0.025899"|"4305041.0000"|"982.0000"|"112478.0000"|"110374.0000"|"111496.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"1692099"|"0.0774470000"|"0.0782870000"|"0.0852850000"|"0.0980510000"|"0.0902850000"|"0.085871"|"961476542.0000"|"708874.0000"|"83271826.0000"|"71442133.0000"|"82562952.0000"
"04-3127721"|"THE A & A FUND"|"1692100"|"0.0495690000"|"0.0529080000"|"0.0522760000"|"0.0547740000"|"0.0561590000"|"0.053137"|"8138555.0000"|"5981.0000"|"438439.0000"|"414289.0000"|"432458.0000"
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"1692101"|"0.0334000000"|"0.0327560000"|"0.0336190000"|"0.0722730000"|"0.0677050000"|"0.047951"|"8743145.0000"|"3552.0000"|"422795.0000"|"48050.0000"|"419243.0000"
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"1692104"|"1.0590130000"|"0.5790850000"|"1.5319240000"|"1.2506080000"|"0.7636900000"|"1.036864"|"78444.0000"|"1.0000"|"81337.0000"|"78735.0000"|"81336.0000"
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|"1692105"|"0.0785060000"|"0.0580970000"|"0.0522150000"|"0.0494530000"|"0.0487970000"|"0.057414"|"831683.0000"|"188.0000"|"47938.0000"|"38564.0000"|"47750.0000"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"1692107"|"0.0759250000"|"0.0620510000"|"0.0918740000"|"0.0526630000"|"0.0575100000"|"0.068005"|"1319389.0000"|"134.0000"|"89859.0000"|"88025.0000"|"89725.0000"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"1692109"|"0.0491860000"|"0.0547380000"|"0.0424210000"|"0.0474780000"|"0.0554830000"|"0.049861"|"19911522.0000"|"5198.0000"|"998006.0000"|"1026584.0000"|"992808.0000"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"1692112"|"0.0490020000"|"0.0454780000"|"0.0161990000"|"0.0498090000"|"0.0328910000"|"0.038676"|"777144.0000"|"483.0000"|"30540.0000"|"40829.0000"|"30057.0000"
"04-3729982"|"THE PAUL D WASSEROTT FOUNDATION"|"1692114"|"0.0515990000"|"0.0509580000"|"0.0534450000"|"0.0674500000"|"0.0557600000"|"0.055842"|"3584998.0000"|"1545.0000"|"201738.0000"|"179621.0000"|"200193.0000"
"04-6012782"|"HURDLE HILL FOUNDATION"|"1692117"|"0.1680910000"|"0.2530120000"|"0.2892660000"|"0.4296650000"|"0.4191060000"|"0.311828"|"379399.0000"|"369.0000"|"118676.0000"|"51390.0000"|"118307.0000"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1692118"|"0.0466620000"|"0.0479060000"|"0.0423280000"|"0.0627200000"|"0.0529280000"|"0.050509"|"682208.0000"|"331.0000"|"34789.0000"|"33025.0000"|"34458.0000"
"04-6037423"|"ARONSON FOUNDATION INC"|"1692119"|"0.0745840000"|"0.0644870000"|"0.0688330000"|"0.0706350000"|"0.0557970000"|"0.066867"|"817036.0000"|"647.0000"|"55280.0000"|"54398.0000"|"54633.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1692121"|""|""|""|""|""|""|""|""|""|""|""
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|"1692125"|"0.0631800000"|"0.0454900000"|"0.0077100000"|"0.0831000000"|"0.0644900000"|"0.05279"|"2178058.0000"|"1869.0000"|"116855.0000"|"125623.0000"|"114986.0000"
"04-6579815"|"BARR FOUNDATION"|"1692127"|"0.0508730000"|"0.0510370000"|"0.0502210000"|"0.0611710000"|"0.0424040000"|"0.051141"|"1389398837.0000"|"1394887.0000"|"72450133.0000"|"58571680.0000"|"71055246.0000"
"04-6655524"|"OEDEL FOUNDATION"|"1692128"|"0.0505960000"|"0.0511870000"|"0.0480700000"|"0.0492660000"|"0.0496160000"|"0.049747"|"2353107.0000"|"1098.0000"|"118158.0000"|"118500.0000"|"117060.0000"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"1692129"|"0.3388340000"|"0.2830750000"|"0.3521610000"|"0.2245650000"|"0.2322820000"|"0.286183"|"122235.0000"|"260.0000"|"35242.0000"|"52460.0000"|"34982.0000"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"1692132"|"0.0525640000"|"0.0414690000"|"0.0498560000"|"0.0559690000"|"0.0488290000"|"0.049737"|"9448676.0000"|"5244.0000"|"475193.0000"|"521847.0000"|"469949.0000"
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"1698134"|"0.1248420000"|"0.1156140000"|"0.1106610000"|"0.1012770000"|"0.0956930000"|"0.109617"|"426879.0000"|"183.0000"|"46976.0000"|"60000.0000"|"46793.0000"
"02-0762484"|"THE ALAN K AND ISABELLE DERKAZANAN FDN"|"1698136"|""|""|""|""|""|""|""|""|""|""|""
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1698142"|"1.0251170000"|"0.2965800000"|"0.2859790000"|"0.3168700000"|"0.3267490000"|"0.450259"|"57712.0000"|"0.0000"|"25985.0000"|"39947.0000"|"25985.0000"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"1698143"|"45.5071850000"|"8.0628530000"|"9.2312000000"|"4.1316340000"|"5.2976810000"|"14.44611"|"4486.0000"|"0.0000"|"64805.0000"|"109203.0000"|"64805.0000"
"04-3372484"|"ENABLE HOPE FOUNDATION"|"1698145"|"0.0564630000"|"0.0567150000"|"0.0599930000"|"0.0634290000"|"0.0547960000"|"0.058279"|"1121006.0000"|"124.0000"|"65455.0000"|"67000.0000"|"65331.0000"
"04-3391926"|"GRAVESTAR FOUNDATION"|"1698146"|"0.0334350000"|"0.0467490000"|"0.0668800000"|"0.0273520000"|"0.0652260000"|"0.047928"|"1808554.0000"|"880.0000"|"87560.0000"|"46300.0000"|"86680.0000"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1698148"|"0.1977900000"|"0.1768600000"|"0.2102140000"|"0.1852110000"|"0.1176050000"|"0.177536"|"895908.0000"|"1621.0000"|"160677.0000"|"262930.0000"|"159056.0000"
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"1698149"|"0.2578590000"|"0.2020730000"|"0.1246110000"|"0.0124080000"|"0.1059280000"|"0.140576"|"445312.0000"|"284.0000"|"62884.0000"|"162502.0000"|"62600.0000"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|"1698150"|""|""|""|""|""|""|""|""|""|""|""
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1698152"|"0.0587740000"|"0.0633720000"|"0.0704590000"|"0.0544690000"|"0.0405390000"|"0.057523"|"310111.0000"|"290.0000"|"18129.0000"|"17500.0000"|"17839.0000"
"04-3581722"|"THE CEDAR STREET FOUNDATION"|"1698153"|"0.0483440000"|"0.0469480000"|"0.0461790000"|"0.0431590000"|"0.0474910000"|"0.046424"|"10436874.0000"|"6217.0000"|"490738.0000"|"519936.0000"|"484521.0000"
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|"1698155"|"0.0508690000"|"0.0603580000"|"0.0562460000"|"0.0448720000"|"0.0711200000"|"0.056693"|"648441.0000"|"52.0000"|"36814.0000"|"34750.0000"|"36762.0000"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|"1698157"|"1.1250010000"|"1.3734870000"|"1.1796540000"|"0.9162490000"|"0.2543510000"|"0.969748"|"1298775.0000"|"18191.0000"|"1277675.0000"|"80571.0000"|"1259484.0000"
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|"1702553"|"0.0523030000"|"0.0550910000"|"0.1849350000"|"0.0033170000"|"0.0724030000"|"0.07361"|"1361966.0000"|"676.0000"|"100930.0000"|"113880.0000"|"100254.0000"
"02-0622126"|"RESMED FOUNDATION"|"1702554"|"0.2471220000"|"0.2408550000"|"0.1690510000"|"0.2208850000"|"0.2057170000"|"0.216726"|"5475821.0000"|"2840.0000"|"1189593.0000"|"1368478.0000"|"1186753.0000"
"02-0709426"|"THE FOSTER FAMILY PRIVATE FOUNDATION INC"|"1702555"|"0.0471800000"|"0.0398420000"|"0.0533380000"|"0.0639360000"|"0.0530100000"|"0.051461"|"2847635.0000"|"1835.0000"|"148377.0000"|"148852.0000"|"146542.0000"
"02-6004322"|"TRUST UW ALVIN CROSS"|"1702556"|"0.0543890000"|"0.0692960000"|"0.0626170000"|"0.0552800000"|"0.0564990000"|"0.059616"|"1649707.0000"|"1018.0000"|"99367.0000"|"61673.0000"|"98349.0000"
"04-6037026"|"THE SUDBURY FOUNDATION"|"1702563"|"0.0498900000"|"0.0507400000"|"0.0414840000"|"0.0492590000"|"0.0601330000"|"0.050301"|"31649755.0000"|"15277.0000"|"1607291.0000"|"1505639.0000"|"1592014.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1702564"|"0.0563440000"|"0.0636310000"|"0.0485390000"|"0.0497320000"|"0.0656940000"|"0.056788"|"116854720.0000"|"47746.0000"|"6683692.0000"|"6530578.0000"|"6635946.0000"
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|"1702566"|"0.0493820000"|"0.0536530000"|"0.0431920000"|"0.0410600000"|"0.0498500000"|"0.047427"|"644824.0000"|"803.0000"|"31385.0000"|"33377.0000"|"30582.0000"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"1703414"|"0.0533300000"|"0.0506890000"|"0.0541890000"|"0.0608320000"|"0.0479740000"|"0.053403"|"7854683.0000"|"3597.0000"|"423061.0000"|"593659.0000"|"419464.0000"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|"1703449"|"0.0554970000"|"0.0608170000"|"0.0567890000"|"0.0636850000"|"0.0342760000"|"0.054213"|"2682289.0000"|"1986.0000"|"147401.0000"|"170622.0000"|"145415.0000"
"01-0482817"|"THE HUDSON FOUNDATION"|"1703451"|"0.0439970000"|"0.0314330000"|"0.0201160000"|"0.0315690000"|"0.0681610000"|"0.039055"|"4124424.0000"|"2477.0000"|"163556.0000"|"173141.0000"|"161079.0000"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1703452"|"0.0562740000"|"0.0539540000"|"0.0616690000"|"0.0570250000"|"0.0951400000"|"0.064812"|"2331053.0000"|"1781.0000"|"152861.0000"|"238981.0000"|"151080.0000"
"01-0800004"|"PIERCE FAMILY FOUNDATION"|"1703454"|"0.1027100000"|"0.0788000000"|"0.1722200000"|"0.0695200000"|"0.1573500000"|"0.11612"|"486040.0000"|"148.0000"|"56588.0000"|"107825.0000"|"56440.0000"
"01-0939828"|"AGEE FAMILY FOUNDATION"|"1703456"|"0.1214680000"|"0.0415220000"|"0.0170830000"|""|""|"0.045018"|"10315574.0000"|"3600.0000"|"467987.0000"|"406000.0000"|"464387.0000"
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|"1703461"|"23.3328040000"|"18.1895260000"|"30.2541770000"|"28.5653590000"|"25.2763560000"|"25.12364"|"21545.0000"|""|"541289.0000"|"215000.0000"|"541289.0000"
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|"1703462"|"0.2003450000"|"0.3031090000"|"0.1517870000"|"0.3067200000"|"0.1572400000"|"0.22384"|"325512.0000"|"68.0000"|"72931.0000"|"0.0000"|"72863.0000"
"02-0656117"|"THE EDWARD E. & MARIE L. MATTHEWS FOUNDATION"|"1703463"|"0.0608730000"|"0.0554880000"|"0.0699860000"|"0.0640260000"|"0.1045500000"|"0.070985"|"15904123.0000"|"10101.0000"|"1139055.0000"|"872954.0000"|"1128954.0000"
"02-6004820"|"BENJAMIN KIMBALL TRUST UW 360126015"|"1703466"|"0.0471060000"|"0.0426690000"|"0.0498250000"|"0.0567700000"|"0.0543020000"|"0.050134"|"6579045.0000"|"12907.0000"|"342741.0000"|"308980.0000"|"329834.0000"
"02-6005330"|"THE BEAN FOUNDATION"|"1703467"|"0.1014780000"|"0.1075660000"|"0.1027020000"|"0.0764430000"|"0.0558670000"|"0.088811"|"1350345.0000"|"1830.0000"|"121755.0000"|"192234.0000"|"119925.0000"
"02-6037729"|"HENRY F HURLBURT III CHARITABLE TRUST BRAD GILE TRUSTEE"|"1703470"|"0.0487070000"|"0.0477600000"|"0.0452530000"|"0.0403640000"|"0.0385650000"|"0.04413"|"856474.0000"|"342.0000"|"38138.0000"|"46300.0000"|"37796.0000"
"03-0486725"|"LAWLESS FAMILY FOUNDATION"|"1703475"|"0.2767700000"|"0.0676500000"|"0.1402600000"|"0.3830700000"|"0.3272600000"|"0.239"|"5181340.0000"|"3459.0000"|"1241815.0000"|"720350.0000"|"1238356.0000"
"03-6100828"|"ILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1703478"|"0.0483890000"|"0.0530170000"|"0.0468800000"|"0.0472340000"|"0.0390920000"|"0.046922"|"3880957.0000"|""|"182102.0000"|"214715.0000"|"182102.0000"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1703480"|""|""|""|""|""|""|""|""|""|""|""
"04-2607227"|"MARY A CRABTREE FUND"|"1703483"|"0.0411440000"|"0.0499240000"|"0.0538480000"|"0.0452830000"|"0.0281410000"|"0.043668"|"626216.0000"|"279.0000"|"27625.0000"|"30797.0000"|"27346.0000"
"04-3136120"|"THE KNEISEL FOUNDATION, INC"|"1703485"|"0.0581120000"|"0.0509840000"|"0.0598300000"|"0.0633940000"|"0.0561360000"|"0.057691"|"3694095.0000"|"3288.0000"|"216404.0000"|"239000.0000"|"213116.0000"
"04-3257030"|"IRA C KAPLAN & ANITA M MIGOAY FOUNDATION INC"|"1703487"|"0.0485070000"|"0.0462230000"|"0.0355960000"|"0.0570740000"|"0.0375590000"|"0.044992"|"418047.0000"|"211.0000"|"19020.0000"|"20434.0000"|"18809.0000"
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|"1703488"|"0.0507590000"|"0.0475910000"|"0.0410630000"|"0.0565140000"|"0.0365330000"|"0.046492"|"1032791.0000"|"417.0000"|"48434.0000"|"56816.0000"|"48017.0000"
"04-3357529"|"TELAKA FOUNDATION"|"1703489"|"0.0256100000"|"0.0363540000"|"0.0583610000"|"0.0411080000"|"0.0778910000"|"0.047865"|"3939524.0000"|"3830.0000"|"192395.0000"|"191250.0000"|"188565.0000"
"04-3361704"|"NLT FOUNDATION INC"|"1703490"|"0.0528820000"|"0.0399420000"|"0.0636520000"|"0.0622910000"|"0.0760140000"|"0.058956"|"3125340.0000"|"3364.0000"|"187622.0000"|"132193.0000"|"184258.0000"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1703494"|"0.0615920000"|"0.1050630000"|"0.0880040000"|"0.0858310000"|"0.0436330000"|"0.076825"|"4574631.0000"|"2367.0000"|"353813.0000"|"368983.0000"|"351446.0000"
"04-3424620"|"THE BLAIS FOUNDATION"|"1703495"|"0.0559130000"|"0.0871610000"|"0.0667450000"|"0.0790020000"|"0.0718050000"|"0.072125"|"358278.0000"|"194.0000"|"26035.0000"|"19200.0000"|"25841.0000"
"04-3494117"|"THRUMCAP.ORG"|"1703500"|"0.0000000000"|"0.0538810000"|"0.0606640000"|"0.0000000000"|"0.0000000000"|"0.022909"|"1740738.0000"|"569.0000"|"40448.0000"|""|"39879.0000"
"04-3528004"|"POPPLESTONE FOUNDATION"|"1703501"|"0.0498860000"|"0.0496210000"|"0.0446110000"|"0.0588060000"|"0.0545450000"|"0.051494"|"54416221.0000"|"58919.0000"|"2861028.0000"|"6305898.0000"|"2802109.0000"
"04-3540017"|"THE PARDUS FAMILY FOUNDATION"|"1703502"|"0.0520020000"|"0.0387340000"|"0.0465990000"|"0.0587010000"|"0.0557250000"|"0.050352"|"413934.0000"|"113.0000"|"20955.0000"|"18980.0000"|"20842.0000"
"04-3541830"|"THE ALCHEMY FOUNDATION"|"1703503"|"0.1770810000"|"0.1943000000"|"0.0872460000"|"0.0990060000"|"0.0965290000"|"0.130832"|"3321736.0000"|"1687.0000"|"436276.0000"|"730164.0000"|"434589.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1703508"|"0.1578870000"|"0.1311880000"|"0.1303480000"|"0.1152410000"|"0.1069850000"|"0.12833"|"3477585.0000"|"1668.0000"|"447946.0000"|"650582.0000"|"446278.0000"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION INC"|"1703509"|"0.0788570000"|"0.0893370000"|"0.0848960000"|"0.0881550000"|"0.0647700000"|"0.081203"|"793944.0000"|"0.0000"|"64471.0000"|"62850.0000"|"64471.0000"
"04-6009617"|"MARTHA DANA MERCER TRUST"|"1703512"|"0.0503800000"|"0.0493740000"|"0.0578900000"|"0.0714310000"|"0.0580210000"|"0.057419"|"60875929.0000"|"45496.0000"|"3540931.0000"|"3054235.0000"|"3495435.0000"
"04-6032804"|"UBS FOUNDATION USA"|"1703513"|"0.6845000000"|""|"1.0796000000"|"1.7648000000"|"1.3878000000"|"0.9833"|"83933.0000"|""|"82531.0000"|"0.0000"|"82531.0000"
"04-6051127"|"FRANCES W EMERSON FOUNDATION"|"1703514"|"0.2325330000"|"0.1785200000"|"0.1453710000"|"0.1531780000"|"0.0994110000"|"0.161803"|"64241.0000"|"188.0000"|"10582.0000"|"17400.0000"|"10394.0000"
"04-6094404"|"ROBERT BRIGHAM TRUST"|"1703516"|"0.0618150000"|"0.0574670000"|"0.0555510000"|"0.0610620000"|"0.0525480000"|"0.057689"|"3243496.0000"|"2834.0000"|"189948.0000"|"198797.0000"|"187114.0000"
"04-6116930"|"ZARTARIAN FOUNDATION"|"1703517"|"0.0708890000"|"0.0606440000"|"0.0565920000"|"0.0500870000"|"0.0682130000"|"0.061285"|"461831.0000"|"115.0000"|"28418.0000"|"19520.0000"|"28303.0000"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1703519"|"0.0441890000"|"0.0374730000"|"0.0524930000"|"0.0440200000"|"0.0442170000"|"0.044478"|"7539551.0000"|"5975.0000"|"341319.0000"|"404932.0000"|"335344.0000"
"04-6742527"|"TED & RUTH JOHNSON FAMILY FOUNDATION"|"1703523"|"0.0389080000"|"0.0335570000"|"0.0533580000"|"0.0528450000"|"0.0451550000"|"0.044765"|"2133670.0000"|"288.0000"|"95802.0000"|"177104.0000"|"95514.0000"
"04-6818329"|"WALSKE CHARITABLE FOUNDATION STEVEN C WALSKE ET AL TRUSTEES"|"1703524"|"0.0397620000"|"0.0455950000"|"0.0309640000"|"0.0450030000"|"0.0443960000"|"0.041144"|"5791932.0000"|"1584.0000"|"239887.0000"|"258070.0000"|"238303.0000"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"1703528"|"0.0369960000"|"0.0451130000"|"0.0613860000"|"0.0414870000"|"0.0446520000"|"0.045927"|"3583540.0000"|"3301.0000"|"167882.0000"|"128932.0000"|"164581.0000"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"1708237"|"0.0636230000"|"0.0546770000"|"0.0645560000"|"0.0658320000"|"0.0614240000"|"0.062022"|"43101377.0000"|"45870.0000"|"2719104.0000"|"2380905.0000"|"2673234.0000"
"01-0669086"|"THE FRANK & GERTRUDE KAISER FOUNDATION"|"1708275"|"0.0912300000"|"0.0728900000"|"0.0574000000"|"0.0828000000"|"0.0486700000"|"0.0706"|"1351237.0000"|"774.0000"|"96167.0000"|"83500.0000"|"95393.0000"
"01-0720431"|"CHERYL & BLAIR EFFRON FAMILY FOUNDATION"|"1708276"|"0.1777010000"|"0.1060530000"|"0.0652810000"|"0.0414550000"|"0.0427070000"|"0.086639"|"6549237.0000"|"22107.0000"|"589526.0000"|"640250.0000"|"567419.0000"
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|"1708278"|"4.4969490000"|""|""|""|""|"4.496949"|"36494.0000"|"0.0000"|"164112.0000"|"188614.0000"|"164112.0000"
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|"1708279"|"0.0512090000"|"0.0509650000"|"0.0507020000"|"0.0456130000"|"0.0522180000"|"0.050141"|"321580361.0000"|"83434.0000"|"16207795.0000"|"16457270.0000"|"16124361.0000"
"01-0807686"|"MANA MORBURY FOUNDATION"|"1708281"|"0.1699800000"|"0.1631600000"|"0.1743100000"|"0.0897800000"|"0.0968800000"|"0.13882"|"1343126.0000"|""|"186455.0000"|"271667.0000"|"186455.0000"
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1708282"|"3.7213300000"|"1.3050940000"|"0.0350880000"|"0.0000000000"|""|"1.265378"|"93149.0000"|"0.0000"|"117869.0000"|"115103.0000"|"117869.0000"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"1708287"|"0.0325840000"|"0.0445780000"|"0.0215950000"|"0.0304060000"|"0.0292440000"|"0.031681"|"610642.0000"|"203.0000"|"19549.0000"|"13000.0000"|"19346.0000"
"02-6048930"|"TRUST UW OLEONDA JAMESON"|"1708288"|"0.0355920000"|"0.0604750000"|"0.0289190000"|"0.0546380000"|"0.0564700000"|"0.047219"|"5033494.0000"|"3618.0000"|"241295.0000"|"296803.0000"|"237677.0000"
