"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"COMPENSATION"|"OTHER_SALARIES"|"PENSION_PLANS"|"LEGAL_FEES"|"ACCOUNTING_FEES"|"PROFESSIONAL_FEES"|"INTEREST"|"TAXES"|"DEPRECIATION"|"OCCUPANCY"|"CONFERENCES"|"PRINTING"|"OTHER_EXPENSES"|"TOTAL_OPERATING_EXPENSES"|"CONTRIBUTIONS"|"TOTAL_EXPENSES"|"NET_INVESTMENT_INCOME"|"ADJUSTED_NET_INCOME"|"INTEREST_SAVINGS"|"DIVIDENDS_SECURITIES"|"GROSS_RENTS"|"SALE_ASSETS"|"PROFIT_SALES"|"OTHER_INC"|"TOTAL_INC"|"REV_INVEST_INC"|"COMPENSATION_INV"|"COMPENSATION_DIS"|"OTHER_SALARIES_INV"|"OTHER_SALARIES_DIS"|"PENSION_PLANS_INV"|"PENSION_PLANS_DIS"|"LEGAL_FEES_INV"|"LEGAL_FEES_DIS"|"ACCOUNTING_FEES_INV"|"ACCOUNTING_FEES_DIS"|"PROFESSIONAL_FEES_CBX"|"PROFESSIONAL_FEES_INV"|"PROFESSIONAL_FEES_DIS"|"INTEREST_DIS"|"TAXES_DIS"|"OCCUPANCY_DIS"|"CONFERENCES_DIS"|"PRINTING_DIS"|"OTHER_EXPENSES_CBX"|"OTHER_EXPENSES_DIS"|"TOTAL_OA_EXPENSES_INV"|"TOTAL_OA_EXPENSES_DIS"|"CONTRIBUTIONS_DIS"|"TOTAL_EXPENSES_INV"|"TOTAL_EXPENSES_DIS"|"CONTRIBUTIONS_RCVD"
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"1475969"|""|""|""|""|""|"9568.0000"|""|"2987.0000"|""|""|""|""|"35.0000"|"12590.0000"|"85000.0000"|"97590.0000"|"90304.0000"|"0.0000"|""|"96749.0000"|""|"-63656.0000"|""|""|"33093.0000"|"96749.0000"|""|""|""|""|""|""|""|""|""|""|"N"|"5741.0000"|"3827.0000"|""|""|""|""|""|"N"|"35.0000"|"6445.0000"|"3862.0000"|"85000.0000"|"6445.0000"|"88862.0000"|""
"04-3494212"|"LAWRENCE & SUSAN DANIELS FAMILY FOUNDATION"|"1475973"|"0.0000"|""|""|""|"1650.0000"|"5899.0000"|""|"285.0000"|""|""|""|""|"35.0000"|"7869.0000"|"35621.0000"|"43490.0000"|"65335.0000"|""|""|"19656.0000"|""|"45964.0000"|""|""|"65620.0000"|"65620.0000"|""|""|""|""|""|""|""|""|""|"1650.0000"|"Y"|""|"5899.0000"|""|""|""|""|""|"Y"|""|"285.0000"|"7549.0000"|"35621.0000"|"285.0000"|"43170.0000"|""
"04-3542811"|"The Tiedemann Foundation"|"1475974"|""|""|""|""|""|""|""|"181.0000"|""|""|""|""|"30.0000"|"211.0000"|"40000.0000"|"40211.0000"|"16311.0000"|""|"5.0000"|"16306.0000"|""|"-318.0000"|""|""|"15994.0000"|"16311.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|"181.0000"|""|""|""|"N"|"30.0000"|""|"211.0000"|"40000.0000"|""|"40211.0000"|""
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"1475978"|"0.0000"|""|""|"2885.0000"|""|"14480.0000"|""|"2449.0000"|""|""|""|""|""|"19814.0000"|"70000.0000"|"89814.0000"|"61373.0000"|""|"14023.0000"|"31510.0000"|""|"29825.0000"|""|""|"75358.0000"|"72919.0000"|"0.0000"|"0.0000"|""|""|""|""|"2885.0000"|"0.0000"|""|""|"Y"|"7633.0000"|"6847.0000"|""|"0.0000"|""|""|""|"N"|""|"11546.0000"|"6847.0000"|"70000.0000"|"11546.0000"|"76847.0000"|""
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1475979"|"0.0000"|""|""|"4267.0000"|"1236.0000"|"16972.0000"|""|"3137.0000"|""|""|""|""|""|"25612.0000"|"84500.0000"|"110112.0000"|"33649.0000"|"0.0000"|"35.0000"|"37447.0000"|""|"14931.0000"|""|"2335.0000"|"54748.0000"|"54709.0000"|"0.0000"|"0.0000"|""|""|""|""|"4267.0000"|"0.0000"|"927.0000"|"309.0000"|"Y"|"12729.0000"|"4243.0000"|""|"0.0000"|""|""|""|"N"|""|"21060.0000"|"4552.0000"|"84500.0000"|"21060.0000"|"89052.0000"|""
"04-6660214"|"THE ORCHARD FOUNDATION"|"1475980"|"60000.0000"|""|""|""|"4500.0000"|"111875.0000"|""|"5825.0000"|""|""|""|""|"9065.0000"|"191265.0000"|"610790.0000"|"802055.0000"|"388119.0000"|""|""|"270094.0000"|""|"244268.0000"|""|"16697.0000"|"531059.0000"|"531059.0000"|"19998.0000"|"40002.0000"|""|""|""|""|""|""|"2250.0000"|"0.0000"|"Y"|"111875.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"6073.0000"|"142940.0000"|"46075.0000"|"610790.0000"|"142940.0000"|"656865.0000"|""
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1475981"|"13219.0000"|""|""|""|"2633.0000"|""|""|"799.0000"|""|""|""|""|"35.0000"|"16686.0000"|"34625.0000"|"51311.0000"|"56004.0000"|""|""|"24394.0000"|""|"40967.0000"|""|""|"65361.0000"|"65361.0000"|"6609.0000"|"6610.0000"|""|""|""|""|""|""|"2633.0000"|"0.0000"|"N"|""|""|""|"0.0000"|""|""|""|"Y"|"35.0000"|"9357.0000"|"6645.0000"|"34625.0000"|"9357.0000"|"41270.0000"|""
"04-6896914"|"NOVACK FAMILY FOUNDATION"|"1475982"|"0.0000"|""|""|""|""|"55972.0000"|""|"1766.0000"|""|""|""|""|"35.0000"|"57773.0000"|"286750.0000"|"344523.0000"|"239388.0000"|""|""|"34919.0000"|""|"260742.0000"|""|""|"428232.0000"|"295661.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"Y"|"55972.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"0.0000"|"56273.0000"|"0.0000"|"286750.0000"|"56273.0000"|"286750.0000"|"132571.0000"
"03-6112076"|"BOYER FAMILY FOUNDATION"|"1478997"|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"30000.0000"|"30000.0000"|"4745.0000"|""|""|"4745.0000"|""|""|""|""|"4745.0000"|"4745.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|""|""|"30000.0000"|""|"30000.0000"|""
"01-0222218"|"HATTIE A AND FRED C LYNAM TRUST"|"1479046"|"34280.0000"|""|""|""|"360.0000"|""|""|"3379.0000"|""|""|""|""|"11564.0000"|"49583.0000"|"263266.0000"|"312849.0000"|"361937.0000"|""|""|"121108.0000"|""|"272998.0000"|""|""|"394106.0000"|"391830.0000"|"17140.0000"|"17140.0000"|""|""|""|""|""|""|"180.0000"|"180.0000"|"N"|""|""|""|""|""|""|""|"Y"|""|"29893.0000"|"17320.0000"|"263266.0000"|"29893.0000"|"280586.0000"|""
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"1479047"|""|""|""|""|""|""|""|""|""|""|""|""|"61.0000"|"61.0000"|"15000.0000"|"15061.0000"|"28667.0000"|""|""|"20080.0000"|""|"8560.0000"|""|"27.0000"|"28667.0000"|"28667.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|"61.0000"|""|"61.0000"|"15000.0000"|""|"15061.0000"|""
"01-0555919"|"GADDIS FAMILY FOUNDATION, INC."|"1479048"|"0.0000"|""|""|""|"1750.0000"|""|""|"9677.0000"|""|""|""|""|"4518.0000"|"15945.0000"|"100650.0000"|"116595.0000"|"0.0000"|"0.0000"|""|"159.0000"|""|""|""|""|"159.0000"|"159.0000"|""|""|""|""|""|""|""|""|"1750.0000"|""|"N"|""|""|""|""|""|""|""|"Y"|""|"6487.0000"|"0.0000"|"100650.0000"|"6487.0000"|"100650.0000"|""
"01-0854918"|"Oreggia Family Foundation"|"1479049"|"252000.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"65000.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"687.0000"|"317687.0000"|"650000.0000"|"967687.0000"|"0.0000"|"0.0000"|"0.0000"|"663.0000"|"0.0000"|"-2747643.0000"|""|"-13660.0000"|"-2760640.0000"|"-12997.0000"|"252000.0000"|"40000.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"N"|"65000.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"N"|"0.0000"|"317687.0000"|"40000.0000"|"650000.0000"|"317687.0000"|"690000.0000"|"0.0000"
"02-0500977"|"PUMPKIN HILL FOUNDATION"|"1479052"|""|""|""|""|"825.0000"|"9235.0000"|""|"170.0000"|""|""|""|""|"275.0000"|"10505.0000"|"47000.0000"|"57505.0000"|"88638.0000"|""|"2556.0000"|"21630.0000"|""|"75371.0000"|""|""|"99557.0000"|"98456.0000"|""|""|""|""|""|""|""|""|"413.0000"|"413.0000"|"Y"|"9235.0000"|""|""|""|""|""|""|"Y"|"275.0000"|"9818.0000"|"688.0000"|"47000.0000"|"9818.0000"|"47688.0000"|""
"02-6033716"|"JASON SOMERVILLE TRUST NANCY STEVENSON, TTEE"|"1479053"|"4466.0000"|""|""|""|"2475.0000"|"4536.0000"|""|""|""|""|""|""|"3788.0000"|"15265.0000"|"126000.0000"|"141265.0000"|"35656.0000"|"46455.0000"|"33752.0000"|"12699.0000"|""|"-9042.0000"|""|"4.0000"|"37413.0000"|"46455.0000"|""|""|""|""|""|""|""|""|"2475.0000"|""|"Y"|"4536.0000"|""|""|""|""|""|""|"Y"|""|"10799.0000"|"0.0000"|"126000.0000"|"10799.0000"|"126000.0000"|""
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"1479054"|""|""|""|""|"2100.0000"|""|""|"1021.0000"|""|""|""|""|"210.0000"|"3331.0000"|"79000.0000"|"82331.0000"|"52062.0000"|"0.0000"|"54.0000"|"67837.0000"|""|"3405.0000"|"0.0000"|""|"71296.0000"|"52408.0000"|""|""|""|""|""|""|""|""|""|"2100.0000"|"N"|""|""|""|""|""|""|""|"N"|"85.0000"|"346.0000"|"2185.0000"|"79000.0000"|"346.0000"|"81185.0000"|""
"02-6175078"|"THISTLE & ROSE FOUNDATION"|"1479055"|"0.0000"|""|""|""|"4900.0000"|""|""|"433.0000"|""|""|""|""|"2107.0000"|"7440.0000"|"121050.0000"|"128490.0000"|"144282.0000"|""|""|"44429.0000"|""|"101950.0000"|""|""|"146379.0000"|"146379.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"4900.0000"|"N"|""|""|""|"0.0000"|""|""|""|"Y"|"0.0000"|"2097.0000"|"4900.0000"|"121050.0000"|"2097.0000"|"125950.0000"|"0.0000"
"03-0466977"|"HEALY FOUNDATION"|"1479056"|"98537.0000"|""|""|""|"1450.0000"|"40178.0000"|""|"45129.0000"|""|""|""|""|"3498.0000"|"188792.0000"|"807050.0000"|"995842.0000"|"1472479.0000"|""|""|"387686.0000"|""|"1234071.0000"|""|""|"2457674.0000"|"1621757.0000"|"98537.0000"|"0.0000"|""|""|""|""|""|""|"1450.0000"|"0.0000"|"Y"|"40178.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"0.0000"|"149278.0000"|"0.0000"|"807050.0000"|"149278.0000"|"807050.0000"|"835917.0000"
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|"1479059"|"0.0000"|""|""|""|"3600.0000"|"8932.0000"|""|"584.0000"|""|""|""|""|"88.0000"|"13204.0000"|"70000.0000"|"83204.0000"|"86657.0000"|""|"4133.0000"|"49971.0000"|""|"39364.0000"|""|""|"93468.0000"|"93468.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"1800.0000"|"1800.0000"|"Y"|"4466.0000"|"4466.0000"|""|"127.0000"|""|""|""|"Y"|"0.0000"|"6811.0000"|"6393.0000"|"70000.0000"|"6811.0000"|"76393.0000"|""
"04-2642387"|"JOHN T. MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1479061"|"0.0000"|""|""|"893.0000"|"1451.0000"|"23681.0000"|""|"1596.0000"|""|""|""|""|""|"27621.0000"|"100000.0000"|"127621.0000"|"135620.0000"|"56356.0000"|"41.0000"|"56315.0000"|""|"102874.0000"|""|"1353.0000"|"160583.0000"|"156958.0000"|"0.0000"|"0.0000"|""|""|""|""|"893.0000"|"0.0000"|"1088.0000"|"363.0000"|"Y"|"17761.0000"|"5920.0000"|""|"0.0000"|""|""|""|"N"|""|"21338.0000"|"6283.0000"|"100000.0000"|"21338.0000"|"106283.0000"|""
"04-2748787"|"KENDRICK FOUNDATION"|"1479062"|"24747.0000"|""|""|""|"1250.0000"|"5138.0000"|""|"4324.0000"|""|""|""|""|"36.0000"|"35495.0000"|"90290.0000"|"125785.0000"|"463440.0000"|""|""|"45595.0000"|""|"435104.0000"|""|"-204.0000"|"480495.0000"|"479260.0000"|"14848.0000"|"9899.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"5138.0000"|""|""|""|""|""|"Y"|"35.0000"|"15820.0000"|"16322.0000"|"90290.0000"|"15820.0000"|"106612.0000"|""
"04-2991588"|"Alfred Campanelli Charitable Foundation"|"1479063"|""|""|""|""|""|""|""|"38.0000"|""|""|""|""|""|"38.0000"|"24825.0000"|"24863.0000"|"106.0000"|""|"106.0000"|""|""|""|""|""|"106.0000"|"106.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|""|""|"24863.0000"|""|"24863.0000"|""
"04-3078302"|"NORTHEAST CHARITABLE TRUST"|"1479064"|"0.0000"|""|""|""|""|"3945.0000"|""|"212.0000"|""|""|""|""|"60.0000"|"4217.0000"|"22550.0000"|"26767.0000"|"51496.0000"|""|""|"7013.0000"|""|"48073.0000"|""|""|"55086.0000"|"55086.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"Y"|"3353.0000"|"592.0000"|""|"0.0000"|""|""|""|"Y"|"0.0000"|"3590.0000"|"592.0000"|"22550.0000"|"3590.0000"|"23142.0000"|""
"04-3294086"|"THE KRUPP FOUNDATION"|"1479065"|"0.0000"|""|""|""|""|""|""|"1125.0000"|""|""|""|""|"176.0000"|"1301.0000"|"468166.0000"|"469467.0000"|"399975.0000"|""|"180.0000"|"134899.0000"|""|"265072.0000"|""|""|"587651.0000"|"400151.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"176.0000"|""|"468166.0000"|"176.0000"|"468166.0000"|"187500.0000"
"04-3371817"|"THE DENNIS A. O'TOOLE FAMILY FOUNDA"|"1479067"|"0.0000"|""|""|""|"1144.0000"|"16821.0000"|""|"4217.0000"|""|""|""|""|"41.0000"|"22223.0000"|"106501.0000"|"128724.0000"|"132287.0000"|"0.0000"|"10562.0000"|"39451.0000"|""|"100632.0000"|""|""|"150645.0000"|"150645.0000"|""|""|""|""|""|""|""|""|"1144.0000"|""|"Y"|"16821.0000"|""|""|""|""|""|""|"Y"|""|"18358.0000"|"0.0000"|"106501.0000"|"18358.0000"|"106501.0000"|""
"04-3425084"|"PROKOPIS CHARITABLE FOUNDATION"|"1479068"|"0.0000"|""|""|""|"1950.0000"|"5575.0000"|""|"151.0000"|""|""|""|""|"2.0000"|"7678.0000"|"157000.0000"|"164678.0000"|"64714.0000"|""|""|"8433.0000"|""|"60623.0000"|""|""|"69056.0000"|"69056.0000"|""|""|""|""|""|""|""|""|""|"1950.0000"|"N"|"4224.0000"|"1351.0000"|""|"35.0000"|""|""|""|"N"|""|"4342.0000"|"3336.0000"|"157000.0000"|"4342.0000"|"160336.0000"|""
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|"1479069"|"0.0000"|""|""|""|"3419.0000"|""|""|"132.0000"|""|""|""|""|"14.0000"|"3565.0000"|"54509.0000"|"58074.0000"|"30459.0000"|"24763.0000"|"16586.0000"|"8177.0000"|""|"5696.0000"|""|""|"30459.0000"|"30459.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"N"|""|""|""|"0.0000"|""|""|""|"Y"|"0.0000"|"0.0000"|"0.0000"|"54509.0000"|"0.0000"|"54509.0000"|""
"04-3534717"|"CHRISTOPHER & PATRICIA HIGGINS ARNOLD FOUNDATION"|"1479070"|""|""|""|""|""|"2833.0000"|""|"182.0000"|""|""|""|""|"1021.0000"|"4036.0000"|"18000.0000"|"22036.0000"|"23651.0000"|""|""|"7799.0000"|""|"20120.0000"|""|""|"27919.0000"|"27063.0000"|""|""|""|""|""|""|""|""|""|""|"Y"|"2833.0000"|""|""|""|""|""|""|"Y"|"1021.0000"|"3412.0000"|"1021.0000"|"18000.0000"|"3412.0000"|"19021.0000"|""
"04-6039187"|"EDWIN GINN TR-ART XV (11)"|"1479071"|"43781.0000"|""|""|""|""|"5866.0000"|""|"15636.0000"|""|""|""|""|"12016.0000"|"77299.0000"|"458158.0000"|"535457.0000"|"520482.0000"|""|""|"310187.0000"|""|"258725.0000"|""|""|"568912.0000"|"576848.0000"|"39403.0000"|"4378.0000"|""|""|""|""|""|""|""|""|"Y"|"5866.0000"|""|""|""|""|""|""|"Y"|"9555.0000"|"56366.0000"|"13933.0000"|"458158.0000"|"56366.0000"|"472091.0000"|""
"04-6115419"|"Eastman Charitable Foundation"|"1479072"|""|""|""|""|""|""|""|"1530.0000"|""|""|""|""|"12993.0000"|"14523.0000"|"71200.0000"|"85723.0000"|"85730.0000"|"41805.0000"|""|"56328.0000"|""|""|""|""|"56328.0000"|"100253.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"14523.0000"|""|""|"14523.0000"|""|""
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"1479073"|"0.0000"|""|""|""|"695.0000"|"5381.0000"|""|"438.0000"|""|""|""|""|"35.0000"|"6549.0000"|"25022.0000"|"31571.0000"|"77962.0000"|"0.0000"|""|"16238.0000"|""|"67209.0000"|""|""|"83447.0000"|"83447.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"Y"|"5381.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"0.0000"|"5485.0000"|"0.0000"|"25022.0000"|"5485.0000"|"25022.0000"|""
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"1479074"|"0.0000"|""|""|""|"1000.0000"|"3917.0000"|""|"182.0000"|""|""|""|""|"35.0000"|"5134.0000"|"22500.0000"|"27634.0000"|"24673.0000"|""|"2.0000"|"8765.0000"|""|"19039.0000"|""|""|"27806.0000"|"27703.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"600.0000"|"400.0000"|"Y"|"2350.0000"|"1567.0000"|""|"0.0000"|""|""|""|"Y"|"35.0000"|"3030.0000"|"2002.0000"|"22500.0000"|"3030.0000"|"24502.0000"|""
"04-6584378"|"RUTH COVO FOUNDATION 852587211"|"1479075"|""|""|""|""|"200.0000"|"14013.0000"|""|"1730.0000"|""|""|""|""|"35.0000"|"15978.0000"|"75000.0000"|"90978.0000"|"334221.0000"|""|""|"33988.0000"|""|"310093.0000"|""|"136.0000"|"344217.0000"|"344031.0000"|""|""|""|""|""|""|""|""|"200.0000"|""|"Y"|"9012.0000"|"5001.0000"|""|""|""|""|""|"Y"|"35.0000"|"9810.0000"|"5036.0000"|"75000.0000"|"9810.0000"|"80036.0000"|""
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"1479076"|""|""|""|""|""|"6843.0000"|""|"377.0000"|""|""|""|""|"986.0000"|"8206.0000"|"25645.0000"|"33851.0000"|"12574.0000"|""|""|"10397.0000"|""|"9660.0000"|""|"562.0000"|"20619.0000"|"19784.0000"|""|""|""|""|""|""|""|""|""|""|"Y"|"6843.0000"|""|""|""|""|""|""|"Y"|"985.0000"|"7210.0000"|"985.0000"|"25645.0000"|"7210.0000"|"26630.0000"|""
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"1479078"|"0.0000"|""|""|""|"1000.0000"|""|""|"1796.0000"|""|""|""|""|"289.0000"|"3085.0000"|"181000.0000"|"184085.0000"|"368475.0000"|"0.0000"|"12.0000"|"44006.0000"|""|"324746.0000"|""|""|"368764.0000"|"368764.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"1000.0000"|"N"|""|""|""|"1796.0000"|""|""|""|"Y"|"0.0000"|"289.0000"|"2796.0000"|"181000.0000"|"289.0000"|"183796.0000"|""
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"1480566"|"0.0000"|""|""|""|"1400.0000"|"12554.0000"|""|""|""|""|""|""|"903.0000"|"14857.0000"|"100500.0000"|"115357.0000"|"138670.0000"|""|""|"49705.0000"|""|"101830.0000"|""|""|"151535.0000"|"151535.0000"|""|""|""|""|""|""|""|""|""|""|"Y"|"12554.0000"|""|""|""|""|""|""|"Y"|""|"12865.0000"|""|"100500.0000"|"12865.0000"|"100500.0000"|""
"04-2307820"|"BABSON-WEBBER-MUSTARD FUND"|"1480569"|"27600.0000"|"28000.0000"|""|""|"1695.0000"|"125.0000"|""|"8595.0000"|""|""|""|""|"2455.0000"|"68470.0000"|"178914.0000"|"247384.0000"|"532884.0000"|""|"38.0000"|"154029.0000"|""|"398785.0000"|""|""|"552852.0000"|"552852.0000"|"18400.0000"|"9200.0000"|"0.0000"|"28000.0000"|""|""|""|""|"0.0000"|"1695.0000"|"Y"|"125.0000"|"0.0000"|""|"2142.0000"|""|""|""|"Y"|"1194.0000"|"19968.0000"|"42231.0000"|"178914.0000"|"19968.0000"|"221145.0000"|""
"04-3235379"|"Poduska Family Foundation Inc"|"1480570"|"0.0000"|""|""|""|"3889.0000"|"1976.0000"|""|""|""|""|"717.0000"|""|"650.0000"|"7232.0000"|"177250.0000"|"184482.0000"|"19.0000"|"19.0000"|""|"19.0000"|""|""|""|""|"1581.0000"|"19.0000"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|""|""|""|"177250.0000"|"0.0000"|"177250.0000"|"1562.0000"
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|"1480571"|"3569.0000"|""|""|""|"500.0000"|""|""|"167.0000"|""|""|""|""|"740.0000"|"4976.0000"|"25500.0000"|"30476.0000"|"63779.0000"|""|""|"8011.0000"|""|"58819.0000"|""|""|"66830.0000"|"66830.0000"|"2676.0000"|"892.0000"|""|""|""|""|""|""|"375.0000"|"125.0000"|"N"|""|""|""|""|""|""|""|"Y"|""|"3051.0000"|"1017.0000"|"25500.0000"|"3051.0000"|"26517.0000"|""
"04-3383620"|"C LEROY MILLER CHARITABLE FDN 668019011"|"1480572"|"15459.0000"|""|""|""|"575.0000"|""|""|"303.0000"|""|""|""|""|"35.0000"|"16372.0000"|"69000.0000"|"85372.0000"|"117837.0000"|""|""|"26085.0000"|""|"108034.0000"|""|""|"134119.0000"|"134119.0000"|"15459.0000"|""|""|""|""|""|""|""|"575.0000"|""|"N"|""|""|""|""|""|""|""|"Y"|""|"16282.0000"|""|"69000.0000"|"16282.0000"|"69000.0000"|""
"04-3535723"|"GANSETT FOUNDATION"|"1480573"|"0.0000"|""|""|""|"3500.0000"|""|""|""|""|""|""|""|"1300.0000"|"4800.0000"|"114500.0000"|"119300.0000"|"2017.0000"|""|""|"3317.0000"|""|"-5441.0000"|""|"13461.0000"|"817783.0000"|"3317.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"N"|""|""|""|""|""|""|""|"Y"|"0.0000"|"1300.0000"|"0.0000"|"114500.0000"|"1300.0000"|"114500.0000"|"806446.0000"
"04-6067779"|"ANSIN FOUNDATION"|"1480574"|"0.0000"|""|""|""|""|"40790.0000"|""|"2374.0000"|""|""|""|""|"70.0000"|"43234.0000"|"240875.0000"|"284109.0000"|"73805.0000"|""|"42.0000"|"90852.0000"|""|"26145.0000"|""|""|"117039.0000"|"117039.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"Y"|"40790.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"0.0000"|"43234.0000"|"0.0000"|"240875.0000"|"43234.0000"|"240875.0000"|""
"04-6126323"|"CLIOT I AND RUTH SNIDER CHARITABLE TRUST"|"1480575"|"0.0000"|""|""|""|"2007.0000"|""|""|"2715.0000"|""|""|""|""|"6806.0000"|"11528.0000"|"56835.0000"|"68363.0000"|"41353.0000"|""|"365.0000"|"20595.0000"|""|"29179.0000"|""|"3.0000"|"50142.0000"|"50142.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"2007.0000"|"0.0000"|"N"|""|""|""|"0.0000"|""|""|""|"Y"|"0.0000"|"8789.0000"|"0.0000"|"56835.0000"|"8789.0000"|"56835.0000"|""
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"1480577"|"0.0000"|""|""|""|"30921.0000"|""|""|"10857.0000"|""|""|""|""|"6144.0000"|"47922.0000"|"370000.0000"|"417922.0000"|"393682.0000"|""|"129.0000"|"223809.0000"|""|"173396.0000"|""|""|"397334.0000"|"397334.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"30921.0000"|"N"|""|""|""|"7205.0000"|""|""|""|"Y"|"6144.0000"|"3652.0000"|"44270.0000"|"370000.0000"|"3652.0000"|"414270.0000"|""
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"1480578"|"4679.0000"|""|""|"1414.0000"|"6400.0000"|"26440.0000"|""|"8039.0000"|""|""|""|""|"203.0000"|"47175.0000"|"519890.0000"|"567065.0000"|"437070.0000"|""|"42468.0000"|"124647.0000"|""|"310814.0000"|""|""|"513929.0000"|"477929.0000"|"2340.0000"|"2339.0000"|""|""|""|""|"707.0000"|"707.0000"|"3200.0000"|"3200.0000"|"Y"|"26440.0000"|"0.0000"|""|"70.0000"|""|""|""|"Y"|"0.0000"|"40859.0000"|"6316.0000"|"519890.0000"|"40859.0000"|"526206.0000"|"36000.0000"
"03-0533223"|"GALANTA FOUNDATION, INC"|"1481874"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|"100.0000"|"100.0000"|"583550.0000"|"583650.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"500000.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|""|"100.0000"|""|"583550.0000"|"100.0000"|"583550.0000"|"500000.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"1482226"|"155000.0000"|"188856.0000"|"49082.0000"|""|"59869.0000"|"863673.0000"|"218.0000"|"30562.0000"|"3014.0000"|"67984.0000"|"14650.0000"|""|"77304.0000"|"1510212.0000"|"5090592.0000"|"6600804.0000"|"5658273.0000"|""|""|"2463396.0000"|""|"4165513.0000"|""|"-255518.0000"|"14850383.0000"|"6373391.0000"|"77500.0000"|"77500.0000"|"0.0000"|"188856.0000"|"17450.0000"|"31632.0000"|""|""|"29265.0000"|"1340.0000"|"Y"|"577825.0000"|"267848.0000"|"0.0000"|"20597.0000"|"67984.0000"|"14650.0000"|""|"Y"|"28174.0000"|"715118.0000"|"698581.0000"|"5090592.0000"|"715118.0000"|"5789173.0000"|"8476992.0000"
