"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"PERIOD_BEGIN"|"PERIOD_END"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PHONE"|"TYPE"|"FAIR_MARKET_VALUE"|"last_modified"|"TERMINATED_CBX"|"FINAL_RETURN_CBX"|"INIT_RET_CBX"|"INITIAL_RETURN_FORMER_PC"|"CHANGE_ADDRESS_CBX"|"CHANGE_NAME_CBX"
"04-6136011"|"JAMES B CORCORAN TUW"|"1482279"|"N"|"JAMES B CORCORAN TUW"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"1921813.0000"|"11/10/2014 10:40:04 AM"|""|""|""|""|""|""
"04-6136421"|"MATILDA L HEYDT TUW"|"1482280"|"N"|"MATILDA L HEYDT TUW"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"6749291.0000"|"11/10/2014 10:40:58 AM"|""|""|""|""|""|""
"04-6176476"|"CHISHOLM FBO CHRIST CHURCH ETAL-TR"|"1482281"|"N"|"CHISHOLM FBO CHRIST CHURCH ETAL-TR"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"BNY Mellon, N A - P O BOX 185"|""|"Pittsburgh"|"PA"|"USA"|"15230-0185"|"617-722-7334"|"T"|"1438176.0000"|"11/10/2014 10:41:49 AM"|""|""|""|""|""|""
"04-6232521"|"GRACE C JORDAN TUA"|"1482282"|"N"|"GRACE C JORDAN TUA"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"3215333.0000"|"11/10/2014 10:42:45 AM"|""|""|""|""|""|""
"04-6266114"|"WILLIAM HOSIER T/U/W"|"1482283"|"N"|"WILLIAM HOSIER T/U/W"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"324966.0000"|"11/10/2014 10:43:34 AM"|""|""|""|""|""|""
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"1482284"|"N"|"JULIAN DE CORDOVA U/W-EQUITY"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"7717865.0000"|"11/10/2014 10:44:28 AM"|""|""|""|""|""|""
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1482285"|"N"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"10297890.0000"|"11/10/2014 10:44:33 AM"|""|""|""|""|""|""
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"1482286"|"N"|"EARLE P CHARLTON JR CHARITY FUND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"7665140.0000"|"11/10/2014 10:45:28 AM"|""|""|""|""|""|""
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|"1482287"|"N"|"CORNELIUS A WOOD 1969 CHAR TR"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1433236.0000"|"11/10/2014 10:46:20 AM"|""|""|""|""|""|""
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"1482288"|"N"|"TR U/A C R HASTINGS F/B SPFL"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"1198300.0000"|"11/10/2014 10:47:11 AM"|""|""|""|""|""|""
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|"1482289"|"N"|"MAHONEY FOR ST PATRICK'S MANOR"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1947802.0000"|"11/10/2014 10:47:43 AM"|""|""|""|""|""|""
"04-6427501"|"CHRISTINE L BECK T/U/A"|"1482290"|"N"|"CHRISTINE L BECK T/U/A"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"3504689.0000"|"11/10/2014 10:48:37 AM"|""|""|""|""|""|""
"04-6446179"|"BROOKS GRACE E TRUST"|"1482291"|"N"|"BROOKS GRACE E TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"2233274.0000"|"11/10/2014 10:49:29 AM"|""|""|""|""|""|""
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"1482292"|"N"|"SANDLER H FBO VARIOUS CHARITIES"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"BNY Mellon, N A. - P. O. BOX 185"|""|"Pittsburgh"|"PA"|"USA"|"15230-0185"|"617-722-7415"|"F"|"1652954.0000"|"11/10/2014 10:50:20 AM"|""|""|""|""|""|""
"04-6496117"|"JOSEPH B HALBERT T/U/A"|"1482293"|"N"|"JOSEPH B HALBERT T/U/A"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"553359.0000"|"11/10/2014 10:51:03 AM"|""|""|""|""|""|""
"04-6643614"|"MILDRED E GATES T/U/W"|"1482294"|"N"|"MILDRED E GATES T/U/W"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"845206.0000"|"11/10/2014 10:51:53 AM"|""|""|""|""|""|""
"04-6692518"|"ROBERT S PAPE CHARITABLE FND"|"1482295"|"N"|"ROBERT S PAPE CHARITABLE FND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"447499.0000"|"11/10/2014 10:52:44 AM"|""|""|""|""|""|""
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"1482296"|"N"|"RUTH C M MASSON FD FOR CHARLTON"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"14158258.0000"|"11/10/2014 10:53:34 AM"|""|""|""|""|""|""
"04-6814621"|"MILES & GERTRUDE HANSON FDN"|"1482298"|"N"|"MILES & GERTRUDE HANSON FDN"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"2256525.0000"|"11/10/2014 10:53:42 AM"|""|""|""|""|""|""
"04-2111410"|"THE SETH MANN, 2D, HOME FOR THE AGED AND INFIRM WOMEN"|"1484899"|"N"|"THE SETH MANN, 2D, HOME FOR THE AGED AND INFIRM WOMEN"|"10/1/2012 12:00:00 AM"|"9/30/2013 12:00:00 AM"|""|"349 N MAIN ST"|""|"RANDOLPH"|"MA"|"USA"|"02368"|"781-963-5039"|"F"|"6547189.0000"|"11/12/2014 10:05:36 AM"|""|""|""|""|""|""
"01-0493311"|"Francis T and Louise T, Nichols Foundation"|"1484926"|"N"|"Francis T and Louise T, Nichols Foundation"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"PO Box 1210"|""|"Bangor"|"ME"|"USA"|"04402-1210"|"207-947-0111"|"F"|"34387608.0000"|"11/12/2014 10:26:05 AM"|""|""|""|""|""|""
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|"1484927"|"N"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"1 HORMEL PLACE"|""|"AUSTIN"|"MN"|"USA"|"55912"|"507-437-5435"|"F"|"1230994.0000"|"11/12/2014 10:26:48 AM"|""|""|""|""|""|""
"01-6011506"|"ROBERT W. BELKNAR, MD, FREE BED FUND"|"1484928"|"N"|"ROBERT W. BELKNAR, MD, FREE BED FUND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"PO BOX 7"|""|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"207-563-5864"|"F"|"283106.0000"|"11/12/2014 10:27:07 AM"|""|"Y"|""|""|""|""
"02-6015114"|"HUBBARD FARMS CHARITABLE FOUNDATION"|"1484929"|"N"|"HUBBARD FARMS CHARITABLE FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"PO BOX 505"|""|"WALPOLE"|"NH"|"USA"|"03608-0505"|"603-756-3311"|"F"|"1248733.0000"|"11/12/2014 10:27:57 AM"|""|""|""|""|""|""
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|"1484930"|"N"|"RONALD TERRILL MEMORIAL FUND, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"PO BOX 632"|""|"MORRISVILLE"|"VT"|"USA"|"05661"|"802-888-4664"|"F"|"722185.0000"|"11/12/2014 10:28:45 AM"|""|""|""|""|""|""
"04-3133703"|"SOUTH SHORE ANTIQUE FOUNDATION, INC"|"1484931"|"N"|"SOUTH SHORE ANTIQUE FOUNDATION, INC"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"ERIC JOHNSON"|"100 GROVE STREET"|""|"KINGSTON"|"MA"|"USA"|"02364"|"781-585-6258"|"F"|"16849.0000"|"11/12/2014 10:29:36 AM"|""|""|""|""|""|""
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|"1484932"|"N"|"AVIDIA CHARITABLE FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"42 MAIN STREET"|""|"HUDSON"|"MA"|"USA"|"01749"|"978-567-3541"|"F"|"1630228.0000"|"11/12/2014 10:30:28 AM"|""|""|""|""|""|""
"04-3541108"|"EPKER-SINHA FOUNDATION"|"1484933"|"N"|"EPKER-SINHA FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"31 CANDLEBERRY LANE"|""|"WESTON"|"MA"|"USA"|"02793"|"617-526-8992"|"F"|"15552327.0000"|"11/12/2014 10:31:16 AM"|""|""|""|""|""|""
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"1484935"|"N"|"ESTHER H. HAWKS TRUST #0717116"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"NUTTER, MCCLENNEN & FISH"|"PO BOX 51400"|""|"BOSTON"|"MA"|"USA"|"02205-8982"|"617-439-2503"|"T"|"2235870.0000"|"11/12/2014 10:32:09 AM"|""|""|""|""|""|""
"04-6614314"|"PATRICK CARNEY FOUNDATION"|"1484936"|"N"|"PATRICK CARNEY FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"CLAREMONT MANAGEMENT COMPANY"|"ONE LAKESHORE CENTER"|""|"BRIDGEWATER"|"MA"|"USA"|"02324"|"508-279-4300"|"F"|"10533841.0000"|"11/12/2014 10:32:57 AM"|""|""|""|""|""|""
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"1487011"|"N"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"10/1/2012 12:00:00 AM"|"9/30/2013 12:00:00 AM"|""|"PO BOX 367"|""|"KENNEBUNK"|"ME"|"USA"|"04043"|"207-967-5597"|"F"|"6436400.0000"|"11/13/2014 10:07:08 AM"|""|""|""|""|""|""
"01-0556625"|"MAAK FOUNDATION"|"1487012"|"N"|"MAAK FOUNDATION"|"7/1/2012 12:00:00 AM"|"6/30/2013 12:00:00 AM"|"FRIEDMAN & HUEY ASSOCIATES, LLP"|"1313 WEST 175TH STREET"|""|"HOMEWOOD"|"IL"|"USA"|"60430"|"708-799-6800"|"F"|"949708.0000"|"11/13/2014 10:08:06 AM"|""|""|""|""|""|""
"04-2632222"|"ANTHONY C SIMBOLI CHARITABLE FOUNDATION"|"1487013"|"N"|"ANTHONY C SIMBOLI CHARITABLE FOUNDATION"|"12/1/2012 12:00:00 AM"|"11/30/2013 12:00:00 AM"|""|"397 MAIN ST"|""|"WOBURN"|"MA"|"USA"|"01801"|"781-460-2006"|"F"|"1265237.0000"|"11/13/2014 10:08:56 AM"|""|""|""|""|""|""
"04-2670128"|"MELVIN AND RYNA COHEN FOUNDATION"|"1487014"|"N"|"MELVIN AND RYNA COHEN FOUNDATION"|"10/1/2012 12:00:00 AM"|"9/30/2013 12:00:00 AM"|"DAVID COHEN"|"900 BAY DRIVE"|"124"|"MIAMI BEACH"|"FL"|"USA"|"33141"|"305-864-0942"|"F"|"1236758.0000"|"11/13/2014 10:09:48 AM"|""|""|""|""|""|""
"04-3602929"|"NORTH CAROLINA SCIENCE, MATHEMATICS, AND TECHNOLOGY EDUCATION CENTER, INC."|"1487015"|"N"|"NORTH CAROLINA SCIENCE, MATHEMATICS, AND TECHNOLOGY EDUCATION CENTER, INC."|"7/1/2012 12:00:00 AM"|"6/30/2013 12:00:00 AM"|""|"P.O. BOX 13901"|""|"RESEARCH TRIANGLE PARK"|"NC"|"USA"|"27709-3901"|"919-991-5100"|"F"|"337293.0000"|"11/13/2014 10:10:42 AM"|""|""|""|""|""|""
"01-0525593"|"BHBT & JK PETTY TTEES RICHARD S. PETTY CHAR.F DN"|"1487089"|"N"|"BHBT & JK PETTY TTEES RICHARD S. PETTY CHAR.F DN"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"135 HIGH STREET"|"1100"|"ELLSWORTH"|"ME"|"USA"|"04605-1100"|"207-667-3883"|"F"|"1250394.0000"|"11/13/2014 11:00:57 AM"|""|""|""|""|""|""
"01-6145027"|"ANNE WHITEMAN RICHARDSON RESIDUARY"|"1487092"|"N"|"ANNE WHITEMAN RICHARDSON RESIDUARY"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"Acadia Trust, NA"|"511 Congress Street - Ninth Floor"|""|"Portland"|"ME"|"USA"|"04101"|"207-619-8600"|"F"|"1724320.0000"|"11/13/2014 11:01:46 AM"|""|""|""|""|""|""
"02-0573327"|"BRUCE E. & DEBRA K. GREWCOCK FOUNDATION"|"1487094"|"N"|"BRUCE E. & DEBRA K. GREWCOCK FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"13421 HAMILTON ST"|""|"OMAHA"|"NE"|"USA"|"68154-5150"|"402-496-4079"|"F"|"3028100.0000"|"11/13/2014 11:01:48 AM"|""|""|""|""|""|""
"02-6005022"|"MARTIN CHARITABLE MEMORIAL FUND"|"1487096"|"N"|"MARTIN CHARITABLE MEMORIAL FUND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"3202565.0000"|"11/13/2014 11:01:53 AM"|""|""|""|""|""|""
"02-6060525"|"LUCY E MANIX DAWSON CHARITABLE TRUST"|"1487098"|"N"|"LUCY E MANIX DAWSON CHARITABLE TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"CAMBRIDGE TRUST COMPANY 5122080"|"75 STATE STREET, 18TH FLOOR"|""|"BOSTON"|"MA"|"USA"|"02109"|"617-441-1548"|"F"|"1270048.0000"|"11/13/2014 11:01:59 AM"|""|""|""|""|""|""
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"1487099"|"N"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"20 WOLFEBORO ROAD"|""|"ETNA"|"NH"|"USA"|"03750"|"603-643-4150"|"F"|"460993.0000"|"11/13/2014 11:02:02 AM"|""|""|""|""|""|""
"02-6139129"|"GEORGE A STRBA CHARITABLE TRUST"|"1487100"|"N"|"GEORGE A STRBA CHARITABLE TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"DAVID FERENZ"|"2 CANNON STREET"|""|"POUGHKEEPSIE"|"NY"|"USA"|"12601"|"845-454-0500"|"F"|"2967518.0000"|"11/13/2014 11:02:04 AM"|""|""|""|""|""|""
"03-0330527"|"FRANK M. AND OLIVE F. GILMAN FOUNDATION"|"1487101"|"N"|"FRANK M. AND OLIVE F. GILMAN FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"REGINALD JONES"|"PO BOX 979"|""|"WHITE RIVER JUNCTION"|"VT"|"USA"|"05001"|"802-295-3358"|"F"|"39528722.0000"|"11/13/2014 11:02:07 AM"|""|""|""|""|""|""
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"1487102"|"N"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"80 SOUTH MAIN ST"|"202"|"HANOVER"|"NH"|"USA"|"03755"|"603-643-7799"|"F"|"40768342.0000"|"11/13/2014 11:02:10 AM"|""|""|""|""|""|""
"03-0471427"|"THE SWANTON FAMILY FOUNDATION, INC."|"1487103"|"N"|"THE SWANTON FAMILY FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"NORMAN SWANTON"|"30523 PALOS VERDES DRIVE EAST"|""|"RANCHO PALOS VERDES"|"CA"|"USA"|"90275"|"562-590-9535"|"F"|"1075858.0000"|"11/13/2014 11:02:13 AM"|""|""|""|""|""|""
"03-6071893"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|"1487104"|"N"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"850 MAIN STREET, RC 13-505"|""|"BRIDGEPORT"|"CT"|"USA"|"06604-4913"|"802-872-6852"|"T"|"1844675.0000"|"11/13/2014 11:02:16 AM"|""|""|""|""|""|""
"03-6111428"|"KAUFMAN FAMILY FOUNDATION STACEY GERRISH, JENIFER MATHIEU & CFSG"|"1487105"|"N"|"KAUFMAN FAMILY FOUNDATION STACEY GERRISH, JENIFER MATHIEU & CFSG"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"CO-TRUSTEES, P.O. BOX 120"|""|"NEWPORT"|"VT"|"USA"|"05855"|"802-334-1677"|"F"|"7367861.0000"|"11/13/2014 11:02:18 AM"|""|""|""|""|""|""
"04-2121325"|"UNITED FUND & CONCIL OF GREATER LYNN, INC."|"1487107"|"N"|"UNITED FUND & CONCIL OF GREATER LYNN, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"GOLDMAN & GOLDMAN"|"990 PARDISE RD."|"1"|"SWAMPSCOTT"|"MA"|"USA"|"01907"|"978-741-3805"|"F"|"2468.0000"|"11/13/2014 11:02:21 AM"|""|"Y"|""|""|""|""
"04-2716893"|"FOLEY HOAG FOUNDATION"|"1487108"|"N"|"FOLEY HOAG FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"155 SEAPORT BOULEVARD"|""|"BOSTON"|"MA"|"USA"|"02210"|"617-832-1000"|"F"|"2143.0000"|"11/13/2014 11:02:24 AM"|""|""|""|""|""|""
"04-2754324"|"CROCKETT JAMES UNDERWOOD"|"1487109"|"N"|"CROCKETT JAMES UNDERWOOD"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"198927.0000"|"11/13/2014 11:02:27 AM"|""|""|""|""|""|""
"04-2979426"|"THE BEAUCOURT FOUNDATION, INC"|"1487110"|"N"|"THE BEAUCOURT FOUNDATION, INC"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"P WILSON, EDWARDS WILDMAN PALMER LLP"|"111 HUNTINGTON AVENUE"|""|"BOSTON"|"MA"|"USA"|"02199"|"617-239-0778"|"F"|"2118582.0000"|"11/13/2014 11:02:29 AM"|""|""|""|""|""|""
"04-3005593"|"FRASER FAMILY FOUNDATION, INC."|"1487112"|"N"|"FRASER FAMILY FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"RINET COMPANY, LLC"|"101 FEDERAL STREET"|"14"|"BOSTON"|"MA"|"USA"|"02110"|"617-488-2700"|"F"|"780516.0000"|"11/13/2014 11:02:35 AM"|""|""|""|""|""|""
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"1487113"|"N"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"200 CLARENDON STREET, 53RD FLOOR"|""|"BOSTON"|"MA"|"USA"|"02116"|"617-369-7300"|"F"|"2557.0000"|"11/13/2014 11:02:38 AM"|""|""|""|""|""|""
"04-3296725"|"THE ERIC & BARBARA CARLE FOUNDATION"|"1487114"|"N"|"THE ERIC & BARBARA CARLE FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"38 MAIN STREET"|""|"NORTHAMPTON"|"MA"|"USA"|"01061"|"413-586-2046"|"F"|"2869337.0000"|"11/13/2014 11:02:41 AM"|""|""|""|""|""|""
"04-3338927"|"HAZARD FAMILY FOUNDATION"|"1487115"|"N"|"HAZARD FAMILY FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"23 MARLBOROUGH STREET"|""|"BOSTON"|"MA"|"USA"|"02116"|"617-262-1903"|"F"|"6830581.0000"|"11/13/2014 11:02:43 AM"|""|""|""|""|""|""
"04-3371223"|"Douglas Drane Charitable Trust"|"1487117"|"N"|"Douglas Drane Charitable Trust"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"3 Hedge Lane"|""|"Austin"|"TX"|"USA"|"78746"|"512-347-0777"|"F"|"2414003.0000"|"11/13/2014 11:03:03 AM"|""|""|""|""|""|""
"04-3533126"|"Wechsler Family Foundation"|"1487120"|"N"|"Wechsler Family Foundation"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"16 Dogwood Rd."|""|"Weston"|"MA"|"USA"|"02493"|"781-899-6171"|"F"|"496607.0000"|"11/13/2014 11:03:06 AM"|""|""|""|""|""|""
"04-3541593"|"THE DOWNS FOUNDATION"|"1487121"|"N"|"THE DOWNS FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"FREDERICK S. DOWNS JR."|"206 CLAYBROOK ROAD"|""|"DOVER"|"MA"|"USA"|"02030"|"508-785-2556"|"F"|"537671.0000"|"11/13/2014 11:03:08 AM"|""|""|""|""|""|""
"04-3551989"|"Barbara Delinsky Charitable Foundation"|"1487122"|"N"|"Barbara Delinsky Charitable Foundation"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"19 Pheasant Landing Road"|""|"Needham"|"MA"|"USA"|"02492-0026"|"781-444-0474"|"F"|"85734.0000"|"11/13/2014 11:03:11 AM"|""|""|""|""|""|""
"04-3560389"|"JOAN K. SEXTON FOUNDATION DAVID A. RANDALL, TRUSTEE"|"1487123"|"N"|"JOAN K. SEXTON FOUNDATION DAVID A. RANDALL, TRUSTEE"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"11 HOLBROOK STREET"|""|"FOXBOROUGH"|"MA"|"USA"|"02035"|"508-698-9282"|"F"|"832354.0000"|"11/13/2014 11:03:14 AM"|""|""|""|""|""|""
"04-3574891"|"MESSIER-COSTAIN FOUNDATION 43M135018"|"1487124"|"N"|"MESSIER-COSTAIN FOUNDATION 43M135018"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"850 MAIN STREET, 13TH FLOOR"|""|"BRIDGEPORT"|"CT"|"USA"|"06604"|"802-872-6852"|"F"|"1282982.0000"|"11/13/2014 11:03:17 AM"|""|""|""|""|""|""
"04-3778128"|"The Ideker Family Foundation"|"1487128"|"N"|"The Ideker Family Foundation"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"9977 Elkhorn Street"|""|"Littleton"|"CO"|"USA"|"80127"|"317-843-5400"|"F"|"3012356.0000"|"11/13/2014 11:03:22 AM"|""|""|""|""|""|""
"04-3801691"|"EISZNER FAMILY FOUNDATION"|"1487129"|"N"|"EISZNER FAMILY FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"S. BART"|"ONE SOUTH DEARBORN"|""|"CHICAGO"|"IL"|"USA"|"60603"|"312-853-2075"|"F"|"3035882.0000"|"11/13/2014 11:03:25 AM"|""|""|""|""|""|""
"04-6027026"|"BRADLEY C. HIGGINS FOUNDATION"|"1487130"|"N"|"BRADLEY C. HIGGINS FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"370 MAIN STREET, 12TH FLOOR"|""|"WORCESTER"|"MA"|"USA"|"01608-1779"|"508-459-8000"|"F"|"2055853.0000"|"11/13/2014 11:03:28 AM"|""|""|""|""|""|""
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"1487131"|"N"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"DANE & HOWE"|"45 SCHOOL STREET"|""|"BOSTON"|"MA"|"USA"|"02108-3204"|"617-227-3600"|"T"|"1088323.0000"|"11/13/2014 11:03:31 AM"|""|""|""|""|""|""
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"1487132"|"N"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"55 Bacon Street"|""|"Natick"|"MA"|"USA"|"01760-2901"|"508-653-7833"|"F"|"373616.0000"|"11/13/2014 11:03:34 AM"|""|""|""|""|""|""
