"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVESTMENTS_GOV_FAIR_MARKET"|"INVESTMENTS_STOCKS_FAIR_MARKET"|"INVESTMENTS_BONDS_FAIR_MARKET"|"INVESTMENTS_DEPRECIATION_FAIR_MARKET"|"INVESTMENTS_LOANS_FAIR_MARKET"|"INVESTMENTS_OTHER_FAIR_MARKET"|"LAND_DEPRECIATION_FAIR_MARKET"|"OTHER_ASSETS_FAIR_MARKET"|"TOTAL_ASSETS_BOOK"|"TOTAL_ASSETS_FAIR_MARKET"|"TOTAL_LIABILITIES"|"CASH_NONINT"|"SAV_TEMPCASH"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|"1389884"|""|"1081787.0000"|""|""|""|""|""|""|"1033862.0000"|"1086196.0000"|"0.0000"|""|"4409.0000"
"01-0567810"|"PATRICIA E PHELAN AND JOSEPH W PHELAN FAMILY FOUNDATION INC"|"1389885"|""|"526880.0000"|""|""|""|"688027.0000"|""|""|"1266130.0000"|"1436795.0000"|"0.0000"|"90027.0000"|"131861.0000"
"01-0760054"|"RICHARD W HOTES FOUNDATION"|"1389897"|""|""|""|""|""|""|"218512.0000"|""|"21917696.0000"|"21917696.0000"|"132929.0000"|"1104439.0000"|"20594745.0000"
"01-0807686"|"Maria Norbury Foundation"|"1389900"|"24689.0000"|""|""|""|""|"1070119.0000"|"7180.0000"|""|"1512769.0000"|"1512769.0000"|"6213.0000"|""|"410781.0000"
"01-0939828"|"Agee Family Foundation"|"1389908"|""|""|""|""|""|"9852845.0000"|""|""|"9235997.0000"|"9935912.0000"|"0.0000"|"83067.0000"|""
"02-0235690"|"COGSWELL BENEVOLENT TRUST"|"1389916"|""|"25956375.0000"|"3706177.0000"|""|""|"450574.0000"|""|""|"26082179.0000"|"30750203.0000"|"0.0000"|"637077.0000"|""
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|"1389920"|""|""|""|""|""|"1306368.0000"|""|""|"1200655.0000"|"1330408.0000"|"0.0000"|""|"24040.0000"
"02-0502244"|"LAVOIE FOUNDATION"|"1389925"|""|"279538.0000"|"292245.0000"|""|""|"25754.0000"|""|""|"2100433.0000"|"2215386.0000"|"0.0000"|"49885.0000"|"7608.0000"
"02-0533614"|"THE DABERKO CHARITABLE FOUNDATION"|"1389927"|""|"31533.0000"|"203503.0000"|""|""|"440606.0000"|""|""|"640887.0000"|"758143.0000"|"0.0000"|"82501.0000"|""
"02-0588501"|"THE MADDEN FAMILY FOUNDATION INC"|"1389929"|""|"1073859.0000"|"76726.0000"|""|""|""|""|""|"1139392.0000"|"1190601.0000"|"0.0000"|"40016.0000"|""
"02-0683054"|"THE ISLAM FAMILY FOUNDATION"|"1389940"|"138325.0000"|"1959208.0000"|""|""|""|"26751.0000"|""|""|"2062325.0000"|"2204694.0000"|"100500.0000"|"1040.0000"|"79052.0000"
"02-6013381"|"NORWIN S AND ELIZABETH N BEAN FOUNDATION"|"1389952"|""|"9044408.0000"|"1654949.0000"|""|""|""|""|"250000.0000"|"10226279.0000"|"11724970.0000"|"0.0000"|""|"775613.0000"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"1389959"|""|""|""|""|""|""|""|""|"16152.0000"|"16152.0000"|"8888.0000"|"16152.0000"|""
"03-0461030"|"Harrington Family Foundation"|"1389978"|""|"1260325.0000"|""|""|""|""|""|""|"1250242.0000"|"1367812.0000"|"0.0000"|""|"107487.0000"
"03-6073689"|"THE ENTERLINE FOUNDATION"|"1389985"|""|""|""|""|""|"451767.0000"|""|""|"568982.0000"|"606682.0000"|"0.0000"|"153836.0000"|"-33921.0000"
"04-2105743"|"TAUNTON FEMALE CHARITABLE ASSOCIATION"|"1389992"|""|""|""|""|""|""|""|""|"14067.0000"|"14067.0000"|"0.0000"|"10808.0000"|""
"04-2311010"|"THE FORBES KIRKSIDE FOUNDATION INC"|"1390003"|""|"186385.0000"|""|""|""|"495161.0000"|""|""|"728795.0000"|"728795.0000"|"0.0000"|"47249.0000"|""
"04-2368188"|"THE GEORGE S BISSELL CHARITABLE FOUNDATION"|"1390005"|""|"1218357.0000"|""|""|""|""|""|""|"1202049.0000"|"1221195.0000"|"0.0000"|"2838.0000"|""
"04-2720087"|"GEORGE C WADLEIGH FOUNDATION INC"|"1390020"|""|"11322624.0000"|""|""|""|"1165034.0000"|""|"0.0000"|"12972227.0000"|"12972227.0000"|"598813.0000"|""|"484569.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"1390030"|""|"92598660.0000"|""|""|""|"26113664.0000"|"339882.0000"|"247474.0000"|"141229394.0000"|"141229394.0000"|"68504.0000"|"21870340.0000"|""
"04-3036596"|"THE GOLDBERG FOUNDATION"|"1390032"|""|""|""|""|""|""|""|""|"58654.0000"|"58654.0000"|"0.0000"|"13689.0000"|""
"04-3201916"|"ACORN FOUNDATION"|"1390045"|""|"10748852.0000"|""|""|""|""|""|""|"5698705.0000"|"11364732.0000"|"0.0000"|""|"615880.0000"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1390049"|""|"10339802.0000"|""|""|""|""|""|"846663.0000"|"5903357.0000"|"11186465.0000"|"747933.0000"|""|""
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"1390051"|""|"564325.0000"|""|""|""|""|""|"1189.0000"|"190887.0000"|"618948.0000"|"0.0000"|""|"53434.0000"
"04-3254488"|"THE RIVER FOUNDATION"|"1390053"|""|"1256759.0000"|"973482.0000"|"1.0000"|""|""|""|"436.0000"|"2171324.0000"|"2298322.0000"|"0.0000"|"63685.0000"|""
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|"1390054"|"61933.0000"|""|"653094.0000"|""|""|"355288.0000"|""|""|"1069449.0000"|"1090052.0000"|"0.0000"|"19737.0000"|""
"04-3340178"|"THE HARMAN CAIN FAMILY FOUNDATION"|"1390058"|""|"357120.0000"|""|""|""|"837450.0000"|""|""|"795160.0000"|"1215542.0000"|"21235.0000"|"1.0000"|"20971.0000"
"04-3361704"|"NLT FOUNDATION INC"|"1390061"|""|"2793127.0000"|""|""|""|""|""|""|"2300269.0000"|"2817884.0000"|"0.0000"|""|"24757.0000"
"04-3369589"|"HARVERY D & CHRISTINA R HILL CHARITABLE TRUST"|"1390063"|""|"507312.0000"|""|""|""|"56438.0000"|""|""|"479560.0000"|"577662.0000"|"0.0000"|""|"13912.0000"
"04-3391489"|"H ARTHUR SMITH CHARITABLE FOUNDATION"|"1390065"|"17339.0000"|"574322.0000"|"391129.0000"|""|""|"759581.0000"|""|"3984.0000"|"1683936.0000"|"1838513.0000"|"0.0000"|"90984.0000"|""
"04-3398587"|"PETER H KAMIN FAMILY FOUNDATION"|"1390068"|""|""|""|""|""|""|""|"0.0000"|"1273759.0000"|"1399120.0000"|"0.0000"|"8733.0000"|"62102.0000"
"04-3402210"|"MASSACHUSETTS STATE AUTOMOBILE DEALERS CHARITABLE FOUNDATION"|"1390069"|""|""|""|""|""|""|""|""|"51297.0000"|"51297.0000"|"73122.0000"|"50567.0000"|""
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|"1390073"|"525721.0000"|"1958256.0000"|"878472.0000"|""|""|"2053158.0000"|""|"12963.0000"|"5662668.0000"|"5662668.0000"|"15731.0000"|"19351.0000"|"214747.0000"
"04-3507245"|"THE CHARLES N AND CHRISTINA T STOLPER FOUNDATION INC"|"1390078"|""|"466571.0000"|"429874.0000"|""|""|"171962.0000"|""|""|"1251565.0000"|"1359835.0000"|"0.0000"|""|"290522.0000"
"04-3533712"|"LARSON FAMILY FOUNDATION"|"1390082"|""|"2497960.0000"|"921263.0000"|""|""|"0.0000"|""|"8347.0000"|"6503634.0000"|"7406881.0000"|"0.0000"|""|"3979311.0000"
"04-3538497"|"THE DINTERSMITH-HAZARD FOUNDATION"|"1390083"|""|""|""|""|""|""|"3608783.0000"|""|"3486054.0000"|"3733671.0000"|"0.0000"|""|"124887.0000"
"04-3539095"|"THE GESS FOUNDATION MR GERALD SLAVET"|"1390084"|""|"1391345.0000"|"740892.0000"|""|""|"194988.0000"|""|""|"1752491.0000"|"2406285.0000"|"35560.0000"|""|"79060.0000"
"04-3560389"|"JOAN K SEXTON FOUNDATION DAVID A RANDALL TRUSTEE"|"1390089"|""|"828063.0000"|""|""|""|""|""|""|"812447.0000"|"839380.0000"|"0.0000"|"1.0000"|"11316.0000"
"04-3600502"|"SEEDLINGS FOUNDATION"|"1390093"|""|"65703310.0000"|"145318.0000"|""|""|""|"1009.0000"|""|"55222263.0000"|"68483958.0000"|"0.0000"|""|"2634321.0000"
"04-3668208"|"MORNING GLORY FAMILY FOUNDATION"|"1390100"|""|""|""|""|""|"2271314.0000"|""|""|"1834807.0000"|"2288937.0000"|"0.0000"|""|"17621.0000"
"04-3683486"|"BRADLEY D AND DEBORAH R HOWARD FAMILY FOUNDATION"|"1390101"|"20949.0000"|"29506.0000"|""|""|""|"412704.0000"|""|""|"587587.0000"|"597596.0000"|"0.0000"|""|"134437.0000"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|"1390108"|"1214590.0000"|"22906844.0000"|"2449407.0000"|""|""|"177130.0000"|""|""|"27802778.0000"|"27802778.0000"|"0.0000"|"3164.0000"|"1051643.0000"
"04-6051127"|"FRANCES W EMERSON FOUNDATION"|"1390111"|"5371.0000"|"54844.0000"|"1015.0000"|""|""|"4030.0000"|""|""|"39406.0000"|"66327.0000"|"0.0000"|""|"1067.0000"
"04-6054689"|"BRITISH SOCIETY INC"|"1390112"|""|""|""|""|""|"669900.0000"|""|""|"847666.0000"|"847666.0000"|"0.0000"|"31258.0000"|"146508.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1390114"|""|"401075.0000"|"290999.0000"|""|""|"179743.0000"|"6009957.0000"|"429490.0000"|"9567520.0000"|"9567520.0000"|"3143736.0000"|"173115.0000"|""
"04-6113012"|"RIBLET FOUNDATION TRUST"|"1390116"|""|"767014.0000"|"278735.0000"|""|""|"249087.0000"|""|"7631.0000"|"1333896.0000"|"1772396.0000"|"0.0000"|"469929.0000"|""
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|"1390121"|""|"484497.0000"|"49420.0000"|""|""|"72700.0000"|""|""|"606617.0000"|"606617.0000"|"3677.0000"|""|""
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|"1390124"|""|"438868.0000"|""|""|""|"0.0000"|""|""|"242635.0000"|"625428.0000"|"0.0000"|""|"186560.0000"
"04-6626994"|"LIBRA FOUNDATION"|"1390128"|"8278981.0000"|"27621921.0000"|"3360803.0000"|""|""|"35291704.0000"|"225961.0000"|"17177158.0000"|"140287581.0000"|"93721509.0000"|"928589.0000"|"349400.0000"|"1388810.0000"
"04-6771880"|"NEIL & ANNA RASMUSSEN FOUNDATION"|"1390129"|"5590080.0000"|"31040209.0000"|"2850563.0000"|""|""|""|""|""|"35356721.0000"|"40630689.0000"|"0.0000"|""|"1149837.0000"
"04-6774586"|"THE PAUL C RICHARDS AND GLADYS W RICHARDS CHARITABLE FOUNDATION"|"1390130"|"64100.0000"|"1295365.0000"|"198231.0000"|""|""|"55537.0000"|""|""|"1568345.0000"|"1614652.0000"|"0.0000"|"1419.0000"|""
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|"1390132"|""|"916028.0000"|""|""|""|"1384121.0000"|""|""|"2277082.0000"|"2399315.0000"|"0.0000"|"60663.0000"|"38503.0000"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"1390134"|"937566.0000"|"7451187.0000"|"958728.0000"|""|""|""|""|""|"9031951.0000"|"9509467.0000"|"0.0000"|""|"161986.0000"
"05-0508471"|"DELPRETE FAMILY FOUNDATION"|"1390151"|""|""|""|""|""|"1799342.0000"|""|""|"1751073.0000"|"1799342.0000"|"0.0000"|""|""
"01-0213987"|"WARDWELL HOME FOR THE AGING INC"|"1396965"|""|"1889137.0000"|"623105.0000"|""|""|"654200.0000"|"5052510.0000"|"1264036.0000"|"10892144.0000"|"10892144.0000"|"2415179.0000"|"436322.0000"|"819911.0000"
"01-0852643"|"Gregory L. Gibson Charitable Foundation, Inc."|"1397012"|""|""|""|""|""|"3261186.0000"|""|""|"2747485.0000"|"3396048.0000"|"0.0000"|""|"134862.0000"
"01-6006945"|"MG MARLAND TR FBO GODDALL HOSP"|"1397016"|""|"3377763.0000"|"568133.0000"|""|""|""|""|""|"3614434.0000"|"4114431.0000"|""|""|"168535.0000"
"01-6008813"|"FRED W SANBORN TRUST U/PAR 5 10 -101160038080"|"1397017"|""|"995747.0000"|"371559.0000"|""|""|""|""|""|"1141825.0000"|"1367306.0000"|""|""|""
"01-6072828"|"THOMAS MARION & RUTH TR FBO GOODALL"|"1397021"|""|"1380193.0000"|"236101.0000"|""|""|""|""|""|"1486490.0000"|"1687652.0000"|""|""|"71358.0000"
"01-6076500"|"RICHARD S HUESTIS TRUST U/W 8/9/57 10"|"1397023"|""|""|""|""|""|"2551780.0000"|""|""|"2275675.0000"|"2551780.0000"|""|""|""
"01-6180488"|"FRANCIS J & ELIZABETH BRISSON MACKSEY CHARITABLE TRUST"|"1397024"|""|"2091575.0000"|"202219.0000"|""|""|"161099.0000"|""|""|"2473506.0000"|"2558507.0000"|"0.0000"|""|"103614.0000"
"03-0179406"|"THE CONVERSE HOME INC"|"1397077"|""|"545233.0000"|"432421.0000"|""|""|"32034.0000"|"9500000.0000"|"670813.0000"|"9999990.0000"|"11827715.0000"|"8057606.0000"|"168757.0000"|"417608.0000"
"03-0469046"|"WAGNER AGAPE FOUNDATION"|"1397100"|""|"924973.0000"|""|""|""|"889193.0000"|""|""|"1722812.0000"|"1823610.0000"|"0.0000"|"515.0000"|"7329.0000"
"03-6009912"|"General Education Fund, Inc."|"1397107"|""|"30274478.0000"|""|""|""|""|""|"977468.0000"|"28104286.0000"|"31262653.0000"|""|"400.0000"|"10307.0000"
"03-6117463"|"JAMES F KELLY AND FERNANDE KELLY CHARITABLE TR 429823016"|"1397108"|""|"156394.0000"|"118441.0000"|""|""|""|""|""|"247529.0000"|"285017.0000"|""|""|"10182.0000"
"04-2103796"|"HOWARD HOME TRUSTEES HOME FOR AGED MEN BROCKTON"|"1397124"|""|"4209384.0000"|"210793.0000"|""|""|""|""|""|"3945525.0000"|"4654119.0000"|"7258.0000"|"79656.0000"|"151445.0000"
"04-2103910"|"BOSTON CENTER FOR BLIND CHILDREN INC"|"1397126"|"330117.0000"|"2278130.0000"|"1231074.0000"|""|""|"637226.0000"|""|""|"4491362.0000"|"4491362.0000"|"19034.0000"|""|"14815.0000"
"04-2235130"|"THE HORACE SMITH FUND"|"1397137"|"1018665.0000"|"4819538.0000"|"624360.0000"|""|""|""|"9048.0000"|"13779.0000"|"5728682.0000"|"6700423.0000"|"7837.0000"|"13663.0000"|"181394.0000"
"04-2775692"|"HART FOUNDATION"|"1397195"|""|""|""|""|""|"576899.0000"|""|""|"448067.0000"|"579315.0000"|"0.0000"|""|"2416.0000"
"04-2828143"|"BALFOUR GOLD DUSTERS"|"1397204"|""|""|""|""|""|""|""|""|"80080.0000"|"80080.0000"|"0.0000"|"1951.0000"|"78129.0000"
"04-3340295"|"THE WALLACE FAMILY FOUNDATION"|"1397249"|""|"1397158.0000"|""|""|""|""|""|""|"1037414.0000"|"1428866.0000"|"0.0000"|""|"27445.0000"
"04-3357627"|"MARTIN SALOMON MORTON AND GUSTEL SCHREIBER MORTON FOUNDATION"|"1397253"|""|""|""|""|""|"696762.0000"|"777.0000"|""|"663249.0000"|"801963.0000"|"0.0000"|"5749.0000"|"98675.0000"
"04-3424945"|"THE BIBER FOUNDATION"|"1397260"|"439520.0000"|"3527096.0000"|""|""|""|"578202.0000"|""|""|"3617758.0000"|"4692157.0000"|"0.0000"|""|"147339.0000"
"04-3542674"|"PARKER FAMILY FOUNDATION"|"1397272"|"1072908.0000"|"8847401.0000"|""|""|""|""|""|""|"8455195.0000"|"10327226.0000"|"0.0000"|"1508.0000"|"405409.0000"
"04-6008395"|"ELIZABETH R STEVENS TRUST"|"1397293"|""|"7450393.0000"|""|""|""|"516668.0000"|""|"1.0000"|"7674836.0000"|"8089416.0000"|""|""|"122354.0000"
"04-6025922"|"F S PARMENTER B/O A C P U/W"|"1397296"|""|"824449.0000"|""|""|""|"72510.0000"|""|""|"887231.0000"|"928354.0000"|""|""|"32395.0000"
"04-6026213"|"TTEE U/D OF GEORGE NORMAN ALBREE+"|"1397297"|""|"411346.0000"|""|""|""|"39104.0000"|""|""|"458419.0000"|"466458.0000"|""|""|"16008.0000"
"04-6026880"|"The Nichols Trust"|"1397299"|"172054.0000"|"1097381.0000"|"227531.0000"|""|""|""|""|""|"1739127.0000"|"1883586.0000"|"0.0000"|"386620.0000"|""
"04-6027776"|"CORNERSTONE FOUNDATION"|"1397300"|""|"2100086.0000"|""|""|""|"64438.0000"|""|""|"2016807.0000"|"2190233.0000"|""|""|"25709.0000"
"04-6056778"|"North Attleboro Scholarship Foundation"|"1397308"|"1530381.0000"|""|""|""|""|"385982.0000"|""|"1722.0000"|"2193419.0000"|"2283445.0000"|"90750.0000"|"3285.0000"|"362075.0000"
"04-6074427"|"ELIA & FANNIE KARAS FOUNDATION, INC."|"1397309"|""|""|""|""|""|"30000.0000"|""|""|"281456.0000"|"281456.0000"|"0.0000"|"251456.0000"|""
"04-6093554"|"LEIGHTON EDWEARD K TR U/WELL"|"1397312"|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""
"04-6095808"|"BAILEY CO DECL 11 30 53 CHAR FD"|"1397313"|""|"690303.0000"|""|""|""|"53351.0000"|""|""|"767176.0000"|"771874.0000"|""|""|"28220.0000"
"04-6197659"|"JOAN GOODSPEED TR/U/W"|"1397323"|""|"3128159.0000"|""|""|""|"221974.0000"|""|""|"3209347.0000"|"3431048.0000"|""|""|"80915.0000"
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"1397324"|""|""|""|""|""|"1547628.0000"|""|""|"1450146.0000"|"1569580.0000"|"0.0000"|"21952.0000"|"1547628.0000"
"04-6468598"|"CAREY M FBO CEW GRINNELL FD MED RES"|"1397327"|""|"3005153.0000"|""|""|""|"276405.0000"|""|""|"3304764.0000"|"3435571.0000"|""|""|"54013.0000"
"04-6111827"|"TR UW G GORHAM PETERS 7567-07552007373"|"1403925"|"410332.0000"|"15319081.0000"|"843924.0000"|""|""|"0.0000"|""|""|"11000809.0000"|"16741153.0000"|"0.0000"|"1364.0000"|"166452.0000"
"01-0482817"|"THE HUDSON FOUNDATION"|"1404301"|""|"1532857.0000"|""|""|""|"1997060.0000"|""|""|"2907665.0000"|"3833499.0000"|"0.0000"|""|"303582.0000"
"01-0718240"|"THE FAIRHOLME FOUNDATION"|"1404306"|""|"154254768.0000"|""|""|""|"400000.0000"|""|""|"146411854.0000"|"155280997.0000"|"0.0000"|"626229.0000"|"626229.0000"
"01-0746539"|"FRANKLIN SQUARE FOUNDATION"|"1404310"|"153078.0000"|"427396.0000"|"51034.0000"|""|""|"952487.0000"|""|""|"1529674.0000"|"1790077.0000"|"0.0000"|"206082.0000"|""
"02-0522534"|"ELIZABETH THAYER & E GEOFFREY VERNEY FOUNDATION"|"1404321"|""|"19119.0000"|""|""|""|"3961.0000"|""|""|"20364.0000"|"24521.0000"|"0.0000"|"1441.0000"|""
"02-0581239"|"GOLDSTEIN FAMILY FOUNDATION"|"1404322"|""|""|""|""|""|""|""|""|"1675274.0000"|"1675276.0000"|"0.0000"|"505199.0000"|""
"02-0613293"|"NER TZION FOUNDATION"|"1404324"|""|"9594308.0000"|"7931332.0000"|""|""|""|""|""|"19053561.0000"|"20937497.0000"|"0.0000"|""|"3411857.0000"
"02-6005793"|"TRUST ESTATE UW MARION C SMYTH"|"1404331"|""|"0.0000"|"575545.0000"|""|""|"0.0000"|""|""|"3926630.0000"|"1166279.0000"|"0.0000"|"19749.0000"|"570985.0000"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"1404340"|""|"2380640.0000"|"1476024.0000"|""|""|""|"542308.0000"|"13758.0000"|"3750805.0000"|"4531878.0000"|"5257.0000"|"33135.0000"|"86013.0000"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"1404345"|""|""|""|""|""|""|""|""|"511283.0000"|"511283.0000"|"0.0000"|""|"78287.0000"
"04-2729951"|"THE HOLLIS FOUNDATION"|"1404354"|""|"257571.0000"|""|""|""|""|""|""|"93048.0000"|"277684.0000"|"0.0000"|"20113.0000"|""
"04-3071725"|"Levine Family Charitable Trust"|"1404360"|""|""|""|""|""|"20000.0000"|""|"0.0000"|"1012675.0000"|"1012675.0000"|"0.0000"|""|"812675.0000"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|"1404361"|""|"0.0000"|""|""|""|"1592987.0000"|""|"6034.0000"|"2257309.0000"|"1941710.0000"|"0.0000"|"1.0000"|"342688.0000"
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|"1404364"|""|""|""|""|""|"2912996.0000"|""|""|"3059080.0000"|"3059080.0000"|"0.0000"|""|"146084.0000"
"04-3253603"|"JOSEPH W & FAITH K TIBERIO CHARITABLE FOUNDATION"|"1404367"|""|"667755.0000"|"221273.0000"|""|""|""|""|""|"893791.0000"|"913693.0000"|"0.0000"|"4568.0000"|"20097.0000"
"04-3328552"|"THE CHESWATYR FOUNDATION INC"|"1404369"|""|"612298.0000"|""|""|""|"50165.0000"|"5426.0000"|"-4634.0000"|"660921.0000"|"768402.0000"|"10000.0000"|"90483.0000"|"14664.0000"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"1404370"|""|""|""|""|""|"949287.0000"|""|""|"955380.0000"|"955380.0000"|"0.0000"|"6093.0000"|""
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|"1404372"|""|"697859.0000"|""|""|""|""|""|""|"540563.0000"|"734850.0000"|"2485.0000"|"36991.0000"|""
"04-3393634"|"THE BERT CONSTANCE & SIDNEY H RABINOWITZ FAMILY FOUNDATION INC"|"1404374"|""|"125842.0000"|""|""|""|"0.0000"|""|""|"133402.0000"|"149488.0000"|"0.0000"|""|"23646.0000"
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|"1404377"|""|"4536101.0000"|""|""|""|"1174484.0000"|""|""|"5719015.0000"|"5753442.0000"|"500.0000"|""|"42857.0000"
"04-3494117"|"KELLY FAMILY CHARITABLE FOUNDATION"|"1404381"|"1536366.0000"|""|""|""|""|""|""|""|"1687522.0000"|"1590086.0000"|"0.0000"|"53720.0000"|""
"04-3510635"|"NEW BREEZE FOUNDATION"|"1404382"|""|""|""|""|""|""|""|""|"578697.0000"|"578697.0000"|"0.0000"|"102855.0000"|"475842.0000"
"04-3512637"|"OUYANG YU FOUNDATION"|"1404383"|""|"1059598.0000"|""|""|""|""|""|""|"1064781.0000"|"1064781.0000"|"0.0000"|""|"5183.0000"
"04-3558239"|"THE FNSBIE FAMILY FOUNDATION"|"1404384"|""|"1379943.0000"|""|""|""|"3586448.0000"|""|""|"5910128.0000"|"5910128.0000"|"0.0000"|""|"943737.0000"
"04-3632641"|"THE CHILDREN'S INVERSTMENT FUND FOUNDATION"|"1404387"|""|""|""|""|""|"119363576.0000"|""|"0.0000"|"116245795.0000"|"123356829.0000"|"0.0000"|"3943850.0000"|"49403.0000"
"04-6114839"|"FRANCES R DEWING FOUNDATION 7565-07552015480"|"1404395"|""|"1795298.0000"|"279537.0000"|""|""|""|""|""|"1611556.0000"|"2155976.0000"|"0.0000"|"186.0000"|"79539.0000"
"04-6746134"|"THE LIVING WATERS TRUST"|"1404396"|""|"902833.0000"|""|""|""|""|""|"18.0000"|"121254.0000"|"904560.0000"|"0.0000"|""|"1709.0000"
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|"1404398"|"0.0000"|"12437299.0000"|"2734834.0000"|""|""|"968534.0000"|""|""|"14059834.0000"|"17629835.0000"|"0.0000"|""|"1489168.0000"
"05-0376170"|"THE RUTH AND SAMUEL MARKOFF FOUNDATION"|"1404403"|""|"708760.0000"|"147680.0000"|""|""|""|""|"42372.0000"|"855859.0000"|"966129.0000"|"0.0000"|""|"67317.0000"
"01-6044693"|"H CARVER TR FBO GOODALL HOSP-CARVER"|"1406934"|""|"1508646.0000"|"255751.0000"|""|""|""|""|""|"1624730.0000"|"1846044.0000"|""|""|"81647.0000"
"02-0787615"|"CALABAR FOUNDATION"|"1406952"|""|""|""|""|""|"806945.0000"|""|""|"945358.0000"|"945358.0000"|"5308.0000"|"106032.0000"|"23683.0000"
"02-6110470"|"ANNIE L ROWELL INTERVIVOS TRUST 426245015"|"1406954"|"2442325.0000"|"13431753.0000"|"3105182.0000"|""|""|"0.0000"|""|""|"16482458.0000"|"19889207.0000"|"0.0000"|""|"909947.0000"
"04-1611615"|"MEMORIAL FOUNDATION FOR THE BLIND INC"|"1406970"|""|"3088265.0000"|"640896.0000"|""|""|""|""|"6212.0000"|"3986492.0000"|"3986492.0000"|"12278.0000"|"196349.0000"|"54770.0000"
"04-2400070"|"LYNN HOME FOR ELDERLY PERSONS"|"1406980"|"5195520.0000"|"18036804.0000"|"1693613.0000"|""|""|""|"795520.0000"|""|"26573140.0000"|"26573140.0000"|"781.0000"|"120609.0000"|"729084.0000"
"04-3371941"|"Messler Family Foundation"|"1407007"|""|"2033602.0000"|"260577.0000"|""|""|""|""|""|"1853721.0000"|"2594747.0000"|"0.0000"|""|"300568.0000"
"04-6009170"|"MARGARET M HURLEY RES TR"|"1407016"|""|"4802733.0000"|""|""|""|"445159.0000"|""|""|"4883307.0000"|"5315297.0000"|""|""|"67405.0000"
"04-6019793"|"ALICE W MILES T/U/W-WORC HS"|"1407017"|""|"325686.0000"|""|""|""|"13570.0000"|""|""|"322882.0000"|"350593.0000"|""|""|"11337.0000"
"04-6026051"|"CAROLINE FABENS-APPTD FD U/W"|"1407018"|""|"4401405.0000"|""|""|""|"185987.0000"|""|""|"4935737.0000"|"4783525.0000"|""|""|"196133.0000"
"04-6033442"|"CALKINS FBO SALVATION ARMY UW FLEET NATIONAL BANK"|"1407019"|""|"1627455.0000"|""|""|""|"151024.0000"|""|""|"1741395.0000"|"1816909.0000"|""|""|"38430.0000"
"04-6038293"|"GERMAN AID SOCIETY OF BOSTON INC"|"1407020"|""|"715013.0000"|""|""|"1000.0000"|""|""|""|"566584.0000"|"755957.0000"|"0.0000"|"18384.0000"|"21560.0000"
"04-6047134"|"CHARLES MONTAGUE CHARITABLE TR"|"1407021"|""|"1375162.0000"|""|""|""|"57831.0000"|""|""|"1345614.0000"|"1445401.0000"|""|""|"12408.0000"
"04-6058434"|"KAUDERS CHARITABLE TRUST"|"1407023"|""|""|""|""|""|""|""|""|"33735.0000"|"33735.0000"|"0.0000"|"13252.0000"|"20483.0000"
"04-6078603"|"COCHRAN GIFFORD A TR U/IND"|"1407025"|""|""|""|""|""|"215318.0000"|""|""|"212079.0000"|"225142.0000"|"0.0000"|""|"9824.0000"
"04-6089241"|"MABEL A. HORNE FUND FLEET NATIONAL BANK"|"1407026"|""|"6007812.0000"|""|""|""|""|""|""|"5534174.0000"|"6468769.0000"|""|""|"460957.0000"
"04-6242439"|"OSCAR J. GEORGE TRUST 003077"|"1407031"|""|""|""|""|""|""|""|""|"2034617.0000"|""|""|""|""
"04-6747335"|"BEMIS-TRUST IN DIVERSITY THOMAS E. PECKHAM, TRUSTEE"|"1407032"|""|""|""|""|""|""|""|""|"9217573.0000"|"10405474.0000"|"0.0000"|""|"10405474.0000"
