"C_EIN"|"C_Org_Name"|"QUAL_DIST_XIII"|"EXCESS_DIST_CORPUS_XIII"|"EXCESS_DIST_CUR_YR_XIII"|"EXCESS_DIST_NEXT_YR_XIII"|"XML_DOCUMENT_ID"
"04-6046113"|"ANSIN FOUNDATION"|""|"511643.0000"|"511643.0000"|""|"1565782"
"01-0553690"|"THURBER FAMILY FOUNDATION, INC."|"50994.0000"|"0.0000"|"0.0000"|"0.0000"|"1566014"
"01-0679061"|"SMF FOUNDATION"|"69866.0000"|"0.0000"|"0.0000"|"0.0000"|"1566018"
"02-6169513"|"BALDWIN FAMILY FOUNDATION TRUST"|"249297.0000"|"0.0000"|"0.0000"|"0.0000"|"1566026"
"04-3244069"|"THE NEW ENGLAND PATRIOTS CHARITABLE FOUNDATION, INC."|""|""|""|"8766045.0000"|"1566031"
"04-3397455"|"The Provident Community Foundation, Inc."|"0.0000"|"0.0000"|"0.0000"|"492501.0000"|"1566032"
"04-3538396"|"CLINTON SAVINGS CHARITABLE FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"162077.0000"|"1566033"
"04-6624586"|"THE SUMNER L. & ESTHER M. FELDBERG FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"474189.0000"|"1566039"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|""|""|""|"39332226.0000"|"1567183"
"04-3236375"|"Genzyme Charitable Foundation, Inc."|""|""|""|""|"1567184"
"04-6053426"|"FRENCH FND TR U/DECL"|""|""|""|"150633.0000"|"1567185"
"02-0534424"|"THE MICHAEL & HELEN SCHAFFER FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1357424.0000"|"1567362"
"02-6011388"|"PUTNAM FOUNDATION"|""|"184357.0000"|"184357.0000"|"0.0000"|"1567364"
"04-3837113"|"THE MILNER FAMILY FOUNDATION"|"69411.0000"|""|""|""|"1567376"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"0.0000"|"0.0000"|"0.0000"|"1902266.0000"|"1567758"
"01-0658759"|"AMERICA FIRST FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1000581.0000"|"1567770"
"01-0733593"|"TWELVE LABOURS FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"2368688.0000"|"1567771"
"02-0519941"|"LEIGHTON FAMILY FOUNDATION"|""|""|""|"439063.0000"|"1567790"
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING, TTEES; U/A/D 5/19/03"|""|""|""|"3042812.0000"|"1567817"
"04-3484188"|"GISELA B HOGAN CHARITABLE FDN 854897211"|"157894.0000"|""|""|""|"1567869"
"04-3509776"|"THE HICKS FAMILY CHARITABLE FOUNDATION JUTTA B. HICKS ET AL, TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"751459.0000"|"1567873"
"04-3562515"|"GRACE RIVER FOUNDATION"|""|""|""|"645059.0000"|"1567878"
"01-0722403"|"L P WASSERMAN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"25778.0000"|"1572517"
"03-6090656"|"LLOYD SCHMITZ CHARITABLE TRUST FBO ST. PETER'S UNITED METHODIST CHURCH"|"0.0000"|"0.0000"|"0.0000"|"143494.0000"|"1572519"
"04-3134531"|"REAL COLEGIO COMPLUTENSE, INC"|""|""|""|"5309385.0000"|"1572523"
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC"|"45059.0000"|""|""|""|"1573263"
"04-3217038"|"Katharine L.W. and Winthrop M. Crane, 3d Charitable Foundation"|"0.0000"|"22364.0000"|"22364.0000"|"0.0000"|"1573458"
"04-6107990"|"THE CHARLOTTE HOME"|"2724.0000"|"0.0000"|"0.0000"|"0.0000"|"1573943"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|""|""|""|"0.0000"|"1574297"
"04-3338742"|"THE JOHN H. AND H. NAOMI TOMFOHRDE FOUNDATION"|"203753.0000"|"0.0000"|"0.0000"|"0.0000"|"1574319"
"04-3386858"|"The Mark D. Hostetter and Alexander N. Habib Foundation"|"0.0000"|"50549.0000"|"50549.0000"|"77666.0000"|"1574320"
"04-6028058"|"AMERICAN OPTICAL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"161248.0000"|"1574323"
"04-6076048"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|""|""|""|""|"1574324"
"04-6927546"|"KLAUS-JURGEN BATHE CHARITABLE FOUNDATION"|""|""|""|"1205057.0000"|"1574331"
"01-0518429"|"Atlantic Residential Resource"|"0.0000"|"0.0000"|"0.0000"|"111948.0000"|"1575127"
"02-6040429"|"BJB Charltable Account"|"79943.0000"|""|""|"0.0000"|"1575133"
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"15494.0000"|""|""|"0.0000"|"1575146"
"04-6032206"|"J Loring Brooks Foundation"|"0.0000"|"9660.0000"|"9660.0000"|"14259.0000"|"1575148"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|""|""|""|"186310.0000"|"1575708"
"04-2178056"|"LUCRETIA PRENTISS BAILEY TRUST OF MASSACHUSETTS"|""|""|""|""|"1575794"
"04-3581030"|"Gray Lady Foundation, Inc"|""|""|""|"13730.0000"|"1575797"
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|"104965.0000"|"0.0000"|"0.0000"|"0.0000"|"1576395"
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|""|""|""|"8604928.0000"|"1576396"
"02-6115326"|"The Bagan Foundation"|""|""|""|""|"1576401"
"02-6124799"|"THE BITTY FOUNDATION"|"93702.0000"|"0.0000"|"0.0000"|"0.0000"|"1576402"
"03-0575808"|"WEISFELD FAMILY FOUNDATION INC."|"0.0000"|"0.0000"|"0.0000"|"1739367.0000"|"1576406"
"03-6090117"|"Robert and Judith Sturgis Family Foundation Trust"|""|""|""|"9066.0000"|"1576408"
"04-3489966"|"THE FRANCES LEAR FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1044201.0000"|"1576423"
"04-3569828"|"HALL FAMILY FOUNDATION"|""|"0.0000"|""|"141623.0000"|"1576424"
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1261411.0000"|"1576425"
"04-6225360"|"OGDEN CODMAN TR U/W/ DOROTHY SFM CODMAN"|"194639.0000"|"0.0000"|"0.0000"|"0.0000"|"1576431"
"04-6652923"|"ADELARD AND VALEDA ROY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1794764.0000"|"1576433"
"04-6869215"|"THE DICENSO FAMILY CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"8521.0000"|"1576436"
"04-3251269"|"DUNN FAMILY CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"101100.0000"|"1577836"
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|""|""|""|""|"1577838"
"04-2981078"|"THE BARRON FAMILY CHARITABLE FOUNDATION"|"0.0000"|"59751.0000"|"59751.0000"|"4984.0000"|"1577976"
"04-3541288"|"WINN FAMILY CHARITABLE FOUNDATION"|""|""|""|"1126368.0000"|"1577980"
"04-6107955"|"THE LASSOR AND FANNY AGOOS CHARITY FUND"|"0.0000"|"3783.0000"|"3783.0000"|"9925.0000"|"1577989"
"04-6719809"|"THE ROBBINS-DE BEAUMONT FOUNDATION"|"0.0000"|""|"0.0000"|"192180.0000"|"1577992"
"04-6862775"|"FLORENCE & RICHARD KOPLOW CHARITABLE FOUNDATION"|"289120.0000"|"0.0000"|"0.0000"|"0.0000"|"1577994"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"111230.0000"|"0.0000"|"0.0000"|"0.0000"|"1577995"
"01-0247548"|"Clarence E. Mulford Trust"|"0.0000"|"0.0000"|"0.0000"|""|"1578751"
"01-6190683"|"BLEWETT, ALICE E AND JOS. C. FOUNDAT"|""|"21120.0000"|"21120.0000"|"2045.0000"|"1578761"
"02-6123968"|"Roger R. & Theresa Thompson Endowment f/b/o Local Charities"|"0.0000"|"0.0000"|"0.0000"|"73783.0000"|"1578768"
"03-0490864"|"THE SWINERTON FOUNDATION"|""|""|""|"1638176.0000"|"1578769"
"03-0564464"|"Benjamin & Bettina Van Cleave Charitable Foundation"|""|""|""|"63007.0000"|"1578771"
"04-3105650"|"The Hanover Insurance Group Foundation, Inc."|""|""|""|"8889614.0000"|"1578785"
"04-3405965"|"JOHN F. & DOROTHY H. MAGEE FOUNDATION"|""|""|""|"16919.0000"|"1578789"
"04-3424944"|"The Edward J Urban Charitable Foundation"|"0.0000"|"18681.0000"|"18681.0000"|"16951.0000"|"1578790"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"698062.0000"|""|""|"0.0000"|"1578795"
"04-6026648"|"THE STARE FUND"|"418055.0000"|"0.0000"|"0.0000"|"0.0000"|"1580286"
"04-6043983"|"HAROLD BROOKS FOUNDATION"|""|"4094.0000"|"4094.0000"|"423460.0000"|"1580321"
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"9500.0000"|"0.0000"|"0.0000"|"0.0000"|"1580562"
"02-0366576"|"BLUE HILLS FOUNDATION, INC."|""|""|""|""|"1580566"
"04-3506575"|"JANCI FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"912356.0000"|"1580600"
"04-6691795"|"ROGER K. BERLE CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"106487.0000"|"1580610"
"04-6868099"|"THE MORSE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1148966.0000"|"1580611"
"04-6091426"|"FAY EUGENE F TR U/WILL"|""|"3013.0000"|"3013.0000"|"12196.0000"|"1582223"
"04-6677641"|"NBT CHARITABLE TRUST"|""|""|""|"444473.0000"|"1582224"
"04-2103762"|"CONCORD'S HOME FOR THE AGED INC"|""|""|""|""|"1582578"
"01-0744075"|"Networks, Electronic Commerce and Telecommunications Institute"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1584774"
"02-0268498"|"GOULDER FAMILY FOUNDATION"|""|""|""|""|"1584778"
"03-0547269"|"The Sykora Family Charitable Foundation"|"63204.0000"|"67204.0000"|"67204.0000"|"54074.0000"|"1584785"
"01-0391038"|"Rosscare"|""|""|""|""|"1585545"
"01-0519446"|"Great Bay Foundation"|""|""|""|"10564296.0000"|"1585546"
"01-0726374"|"MAYA RELIEF FOUNDATION"|""|""|""|""|"1585562"
"02-0513464"|"HESED FOUNDATION INC."|"0.0000"|"0.0000"|"0.0000"|"39902.0000"|"1585564"
"04-2794647"|"GORDON FOUNDATION BERNARD M. GORDON ET AL, TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"34061957.0000"|"1585565"
"04-3196041"|"FIELDS POND FOUNDATION, INC."|"176186.0000"|"0.0000"|"0.0000"|"0.0000"|"1585566"
"04-6019938"|"BOOTH FOUNDATION THE"|""|"614.0000"|"614.0000"|"26739.0000"|"1585568"
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|""|""|""|""|"1585569"
"04-6060702"|"JOHN MCELANEY TRUST U/W FBO TOWN OF AVON"|"13449.0000"|"0.0000"|"0.0000"|"0.0000"|"1585742"
"04-3536784"|"BEN & KATE TAYLOR CHARITABLE FOUNDATION BEN & KATE TAYLOR, TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"443050.0000"|"1586400"
"04-6407797"|"WILLIAM P. WHARTON TRUST U/W ART. 2(D) CHOATE HALL & STEWART LLP"|"27803.0000"|"0.0000"|"0.0000"|"0.0000"|"1586401"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"310710.0000"|"1586420"
"04-3473585"|"BARBARA LEE FAMILY FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"3167440.0000"|"1586421"
"04-3843795"|"THE GRETCHEN C. VALADE ENDOWMENT FOR THE ARTS"|"0.0000"|"0.0000"|"0.0000"|"8739004.0000"|"1586422"
"04-6023790"|"THE ALBERT J. GIFFORD CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"71388.0000"|"1586423"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"426299.0000"|"1586424"
"04-6183682"|"SPERO CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"742896.0000"|"1586425"
"01-0387404"|"Elmina B. Sewall Foundation"|"0.0000"|"0.0000"|"0.0000"|"1592927.0000"|"1586603"
"04-3532105"|"MATTHEW A & SUSAN B WEATHERBIE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"3090119.0000"|"1586677"
"03-6044565"|"E DANTE BOGNI TR 420260010"|"9396.0000"|"0.0000"|"0.0000"|"0.0000"|"1589889"
"04-2610674"|"LOTTA AGRICULTURAL FUND"|""|""|""|"386026.0000"|"1589894"
"04-2915665"|"THE DR A EVERETT AND RUTH E ROSEN F ROSEN FOUNDATION"|""|""|""|"119219.0000"|"1589899"
"04-3619072"|"JILL & KRISCHER FAMILY FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"134736.0000"|"1589902"
"04-3361816"|"EUGENE F. MERKERT 1996 CHARITABLE FOUNDATION"|""|""|""|"180584.0000"|"1591565"
"02-0241739"|"Scott-Farrar Home"|""|""|""|""|"1592777"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"0.0000"|""|""|"4134444.0000"|"1592781"
"01-0471533"|"Maine Education Services"|""|""|""|""|"1592893"
"01-0535144"|"Maine Health Access Foundation, Inc."|"5092369.0000"|"0.0000"|"0.0000"|"0.0000"|"1592895"
"02-0709433"|"THE VINCENT DOWLING FAMILY FOUNDATION INC."|""|""|""|"0.0000"|"1592902"
"04-2763837"|"THE FLATLEY FOUNDATION"|"15890075.0000"|"0.0000"|"0.0000"|"0.0000"|"1592907"
"04-3073548"|"REEBOK FOUNDATION INC."|"0.0000"|"0.0000"|"0.0000"|"5548626.0000"|"1592909"
"04-3197325"|"Sheehan Family Foundation"|"0.0000"|""|"0.0000"|"4183265.0000"|"1592911"
"03-6004915"|"ELEANOR WHITE TR 430012013"|"0.0000"|"0.0000"|"0.0000"|"66885.0000"|"1595228"
"04-2573604"|"GIBRAN INC"|"10890.0000"|"0.0000"|"0.0000"|"0.0000"|"1595253"
"04-2625173"|"THE LINNELL FOUNDATION"|"176709.0000"|""|""|""|"1595254"
"04-3371601"|"THE LITTLE OAK HILL FOUNDATION"|"28279.0000"|""|""|""|"1595265"
"04-3371801"|"THE REDMOND FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"32231.0000"|"1595266"
"04-3424302"|"EAGLEMERE FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"31301.0000"|"1595270"
"04-3451161"|"ELEPHANT ROCK FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"493682.0000"|"1595271"
"04-3476677"|"NEIGHBORHOOD PARTNERS FUND INC"|""|""|""|""|"1595272"
"04-3662001"|"SIEBENTHALER FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"135216.0000"|"1595281"
"04-3668208"|"MORNING GLORY FAMILY FOUNDATION"|"76067.0000"|""|""|""|"1595283"
"04-6004808"|"THE DEVONSHIRE FOUNDATION"|""|"459085.0000"|"459085.0000"|"0.0000"|"1595289"
"04-6029004"|"JAMES C MELVIN TRUST UW ROBERT N SHAPIRO ET AL TRUSTEES"|"201488.0000"|"0.0000"|"0.0000"|"0.0000"|"1595291"
"04-6088114"|"JUSTIN & GENEVIEVE WYNER TRUST"|"0.0000"|"0.0000"|"0.0000"|"286608.0000"|"1595296"
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRUSTEE"|"0.0000"|"0.0000"|"0.0000"|"233981.0000"|"1595307"
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|""|""|""|""|"1599552"
"04-3530777"|"AKAMAI FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"1311222.0000"|"1600877"
"04-6707573"|"JAMES N ABBPTT JR TRUST UW ARTICLE 4"|"0.0000"|"0.0000"|"0.0000"|"19788.0000"|"1600884"
"04-6040091"|"SCOTS' CHARITABLE SOCIETY"|"9999.0000"|"0.0000"|"0.0000"|"3583.0000"|"1601396"
"03-6088692"|"S. L. GIMBEL FOUNDATION"|"4551589.0000"|"0.0000"|"0.0000"|"0.0000"|"1601822"
"04-3369981"|"ROCKWELL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"35846.0000"|"1601840"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"870822.0000"|"0.0000"|"0.0000"|"0.0000"|"1601851"
"04-6038982"|"002835 TRUST U/W ETHEL H. BRADLEY"|"15647.0000"|""|""|""|"1604500"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|""|""|""|"23180256.0000"|"1604527"
"03-0497916"|"THE ANDREW CADER FOUNDATION INC."|"103921.0000"|""|""|"0.0000"|"1604531"
"01-0511020"|"BARKING FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"1123378.0000"|"1604719"
"01-0514175"|"MACHIAS SAVINGS BANK COMMUNITY DEVELOPMENT FOUNDATION"|"0.0000"|"3386.0000"|"3386.0000"|"14381.0000"|"1604720"
"01-0724780"|"FOUNDATION FOR HOPE"|""|"1259.0000"|"1259.0000"|"355322.0000"|"1604727"
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|""|"71.0000"|"71.0000"|""|"1604728"
"01-0752611"|"THE FAULCONER SCHOLARSHIP PROGRAMS"|""|""|""|"5753026.0000"|"1604729"
"01-6226621"|"WILLIAM F TROXELL CHARITABLE TRUST PNC BANK NA"|"56758.0000"|"0.0000"|"0.0000"|"0.0000"|"1604740"
"02-6010880"|"MARY E ELLIOTT TRUST"|"27524.0000"|""|""|""|"1604764"
"02-6074479"|"BUSI SCHOLARSHIP FUND 362665010"|"39085.0000"|"0.0000"|"0.0000"|"2409.0000"|"1604766"
"03-6016085"|"IVAN W AND BERNICK K BURNHAM EDUCATIONAL"|"8430.0000"|"0.0000"|"0.0000"|"0.0000"|"1604785"
"04-2104317"|"WINCHESTER MOUNT VERNON HOUSE"|""|""|""|""|"1604793"
"04-3339819"|"MURIEL & NORMAN B LEVENTHAL FAMILY FOUNDATION INC"|""|""|""|"5010984.0000"|"1604826"
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"476155.0000"|"1604828"
"04-6013075"|"GEORGE H MORRISON TRUST UWILL FBO MORRISON"|"0.0000"|"0.0000"|"0.0000"|"5285.0000"|"1604847"
"04-6038982"|"002835 TRUST U/W ETHEL H. BRADLEY"|"24880.0000"|""|""|""|"1604850"
"04-6215821"|"JOSEPH & CLARA FLYNN SCHOLARSHIP TRUST"|"7319.0000"|"0.0000"|"0.0000"|"7303.0000"|"1604858"
"04-6635075"|"F LEO MURRAY & IRENE D MURRAY SCHOLARSHIP FUND"|"10941.0000"|""|""|""|"1604862"
"04-6675875"|"MARSHALL M & BARBARA J SLOANE PVT FOUND"|"0.0000"|"0.0000"|"0.0000"|"84842.0000"|"1604864"
"04-6716517"|"THE KAPLAN GOLDSTEIN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"501521.0000"|"1604865"
"04-6744975"|"KERSHAW FOUNDATION CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"706347.0000"|"1604866"
"04-6778721"|"GRIMSHAW-GUDEWICZ CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"968576.0000"|"1604868"
"05-0508471"|"DELPRERE FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"180745.0000"|"1604876"
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|"0.0000"|"0.0000"|"0.0000"|"3696022.0000"|"1609940"
"04-3600502"|"SEEDLINGS FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"75697003.0000"|"1609948"
"04-6660300"|"FRANCIS H LEBLANC CHARITABLE TRUST"|"27162.0000"|""|""|""|"1609951"
"04-3191009"|"HIRSH FAMILY FOUNDATION"|""|"80650.0000"|"80650.0000"|"568050.0000"|"1610607"
"01-0705507"|"IRAIDA CADANO CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"510464.0000"|"1610919"
"02-0549409"|"MAINE ORTHOPAEDIC FOUNDATION"|""|""|""|""|"1610939"
"02-6004809"|"GERTRUDE COUCH IRREV TUW 360109011"|"0.0000"|"0.0000"|"0.0000"|"4600.0000"|"1610950"
"04-1091024"|"ROBERT M. BIRMINGHAM TRUST"|"19150.0000"|"0.0000"|"0.0000"|"0.0000"|"1610978"
"04-3498622"|"MISSION HILLFENWAY NEIGHBORHOOD TRUST INC"|"63027.0000"|"0.0000"|"0.0000"|"0.0000"|"1611031"
"04-3541069"|"ORISTAGLIO FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1231364.0000"|"1611037"
"04-6854624"|"SCOTT A NATHAN CHARITABLE TR"|"0.0000"|"0.0000"|"0.0000"|"1771237.0000"|"1611073"
"04-3489794"|"The Zoller Family Foundation Inc."|""|""|""|"419450.0000"|"1616540"
"04-3449084"|"CHARLES FAMILY CHARITABLE FOUNDATION"|""|""|""|""|"1617436"
"01-0539790"|"JACK AND DEBORAH DAW HEFFERNAN FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"168106.0000"|"1617643"
"01-6162330"|"EDWARD PAYSON GEORGE CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"1996847.0000"|"1617657"
"01-6208130"|"PRYOR E & ARLENE R NEUBER CHARITABLE TRUST"|"294684.0000"|"0.0000"|"0.0000"|"0.0000"|"1617658"
"02-6050390"|"OLIN J COCHRAN TR UW 361042013"|"0.0000"|"13334.0000"|"13334.0000"|"14056.0000"|"1617679"
"02-6077231"|"MERRIFIELD WOODIS IRRV TRUST 402726012"|"0.0000"|"0.0000"|"0.0000"|"30562.0000"|"1617680"
"04-2103827"|"NEW BEDFORD DAY NURSERY INC"|"0.0000"|"0.0000"|"0.0000"|"26297.0000"|"1617700"
"04-2607210"|"LOTTA THEATRICAL FUND"|"16801.0000"|""|""|""|"1617712"
"04-3198713"|"RUSSELL-DAVIDSON FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"121734.0000"|"1617723"
"04-3391489"|"H ARTHUR SMITH CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"100164.0000"|"1617726"
"04-3428609"|"THE KIVA FOUNDATION"|"857129.0000"|"0.0000"|"0.0000"|"0.0000"|"1617729"
"04-6012784"|"KENWOOD FOUNDATION 7569-07552021240"|"0.0000"|"0.0000"|"0.0000"|"809532.0000"|"1617740"
"04-6041027"|"TR UW MARY W B CURTIS RES CL"|"0.0000"|"0.0000"|"0.0000"|"142869.0000"|"1617742"
"04-6466327"|"GRACE B JONES"|"9373.0000"|"0.0000"|"0.0000"|"0.0000"|"1617749"
"04-6846332"|"THE DELUCA FAMILY CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"198927.0000"|"1617756"
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|"97338.0000"|"0.0000"|"0.0000"|"0.0000"|"1617758"
"01-0490113"|"MAINE STATE TROOPERS FOUNDATION"|""|""|""|"293974.0000"|"1621630"
"02-0569535"|"THE MAYER FOUNDATION"|""|""|""|"270676.0000"|"1621674"
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|""|""|""|"166380.0000"|"1621706"
"04-3536335"|"MASSIAH FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"9413291.0000"|"1621786"
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"48635130.0000"|"1621811"
"04-6644020"|"THE IVES FAMILY CHARITABLE TRUST"|"118409.0000"|"0.0000"|"0.0000"|"0.0000"|"1621814"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"0.0000"|"0.0000"|"0.0000"|"362706.0000"|"1627928"
"04-2103930"|"BRANDEGEE CHARITABLE FOUNDATION"|"0.0000"|"35203.0000"|"35203.0000"|"682430.0000"|"1628144"
"04-2157061"|"TRUSTEES OF THE AYER HOME"|""|""|""|"63272.0000"|"1628146"
"04-3409527"|"RUNNING DEER FOUNDATION EDWARD R BEDROSIAN"|"0.0000"|"0.0000"|"0.0000"|"442191.0000"|"1628166"
"04-2104861"|"SHAW FUND FOR MARINERS' CHILDREN"|""|""|""|""|"1630698"
"04-3369962"|"TREFLER FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"602487.0000"|"1630706"
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|""|"395.0000"|"395.0000"|"5120.0000"|"1630707"
"02-0651698"|"WESTERN VIRGINIA ENVIRONMENTAL AND SOCIAL TRUST FOUNDATION"|"17748.0000"|""|""|""|"1631788"
"01-0788855"|"Boukai Family Foundation"|""|""|""|"905306.0000"|"1632071"
"02-0581239"|"GOLDSTEIN FAMILY FOUNDATION"|""|"65308.0000"|"65308.0000"|"1305560.0000"|"1632096"
"02-0657537"|"THE LOUISE MERAGE FAMILY FOUNDATION"|"163416.0000"|""|""|""|"1632103"
"02-0798199"|"TRUBRADOR FOUNDATION"|""|""|""|"112869.0000"|"1632109"
"02-6019759"|"ACA SCHOLARSHIP TRUST"|""|""|""|""|"1632111"
"02-6123358"|"JASPER W & CATHERINE L BLANDIN SCHOLARSHIP"|"0.0000"|"209.0000"|"209.0000"|"2029.0000"|"1632114"
"02-6151036"|"PSALM 11612 FOUNDATION TRUST"|""|""|""|"72670.0000"|"1632115"
"03-0474038"|"B & E GILMAN FAMILY FOUNDATION"|"0.0000"|""|""|"3570519.0000"|"1632137"
"04-2077934"|"HENRY DAVID THOREAU FOUNDATION INC"|"0.0000"|"6338.0000"|"6338.0000"|"67336.0000"|"1632160"
"04-2104439"|"ENDOWMENT FOR BIBLICAL RESEARCH"|""|""|""|"1413279.0000"|"1632165"
"04-2104834"|"PILGRIM FOUNDATION"|"53976.0000"|""|""|""|"1632166"
"04-2943894"|"CROWLEY FAMILY CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"283250.0000"|"1632195"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"42402.0000"|"0.0000"|"0.0000"|"0.0000"|"1632217"
"04-3393634"|"THE BERT CONSTANCE & SIDNEY H RABINOWITZ FAMILY FOUNDATION INC"|"0.0000"|""|""|"13849.0000"|"1632222"
"04-3439357"|"THE JOHN J & SUSAN F DORAN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"673957.0000"|"1632228"
"04-3494455"|"THE GERALD AND JUDITH FELDMAN CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"232372.0000"|"1632235"
"04-3522053"|"MANNION FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1452067.0000"|"1632241"
"04-3523698"|"THE EVANS FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"5967260.0000"|"1632242"
"04-3565658"|"BIRKAT ESTHER INC"|"0.0000"|"0.0000"|"0.0000"|"374104.0000"|"1632245"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|""|""|""|"1025824.0000"|"1632259"
"04-6027441"|"MARY E WOOD FOUNDATION NATHANIEL S COOLIDGE ET AL TRUSTEES"|"14121.0000"|"0.0000"|"0.0000"|"0.0000"|"1632262"
