"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FMV_NON_CHAR_TOTAL"|"NET_NON_CHAR"|"MIN_INVEST_RETURN"
"02-0539569"|"ELIZABETH MCGEACHIN MCKEE FOUNDATION"|"1669565"|"226661.0000"|"223261.0000"|"11163.0000"
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"1669566"|"2602871.0000"|"2563828.0000"|"128191.0000"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|"1669567"|"3471568.0000"|"3419494.0000"|"170975.0000"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"1669569"|"1001145.0000"|"986128.0000"|"49306.0000"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"1669570"|"0.0000"|"0.0000"|"0.0000"
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST"|"1669573"|"545119.0000"|"536942.0000"|"26847.0000"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"1669575"|"4438585.0000"|"4372006.0000"|"218600.0000"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"1669578"|"3823526.0000"|"3766173.0000"|"188309.0000"
"04-2148009"|"GRIFFIN WHITE FOUNDATION INC"|"1669579"|"4759497.0000"|"4611997.0000"|"230600.0000"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"1669581"|"87535.0000"|"86222.0000"|"4311.0000"
"04-3033170"|"THE STOBART FOUNDATION"|"1669586"|"543666.0000"|"535511.0000"|"26776.0000"
"04-3178007"|"THE STABLE FOUNDATION INC"|"1669587"|"834149.0000"|"821637.0000"|"41082.0000"
"04-3489109"|"NOUBAR & ANNA AFEYAN FOUNDATION"|"1669593"|"1230977.0000"|"1212512.0000"|"60626.0000"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"1669594"|"1798518.0000"|"1771540.0000"|"88577.0000"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1669596"|"1481170.0000"|"1458952.0000"|"72948.0000"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"1669598"|"1640172.0000"|"1615569.0000"|"80778.0000"
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"1669602"|"205699.0000"|"202614.0000"|"10131.0000"
"04-6691809"|"VAN SLOUN FOUNDATION"|"1669611"|"8581705.0000"|"8452979.0000"|"422649.0000"
"01-0549309"|"THE ROBERTS FOUNDATION"|"1672621"|"2397415.0000"|"2361454.0000"|"118073.0000"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"1672626"|"4485962.0000"|"4418673.0000"|"220934.0000"
"04-3684566"|"THE CONDUIT FOUNDATION"|"1672627"|"4647182.0000"|"4577474.0000"|"228874.0000"
"04-6042267"|"FIORANGELO GASBARRI TRUST UW JAMES C BOWDRING TRUSTEE"|"1672628"|"1505028.0000"|"1482453.0000"|"74123.0000"
"05-0376170"|"THE RUTH AND SAMUEL MARKOFF FOUNDATION"|"1672629"|"936908.0000"|"922854.0000"|"46143.0000"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1673209"|"8995831.0000"|"8860894.0000"|"443045.0000"
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|"1673226"|"19390185.0000"|"19099332.0000"|"954967.0000"
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|"1674764"|"31390470.0000"|"30919613.0000"|"1545981.0000"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"1674833"|"0.0000"|"0.0000"|"0.0000"
"04-2104384"|"LEND A HAND SOCIETY"|"1674834"|"2078710.0000"|"2047529.0000"|"102376.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"1675299"|"1266134.0000"|"1247142.0000"|"62357.0000"
"04-3578370"|"NICHOLS VILLAGE INC"|"1675302"|"30979623.0000"|"6257832.0000"|"312892.0000"
"04-6012009"|"FRANK R PETERS TRUST"|"1675304"|"9367488.0000"|"9226976.0000"|"461349.0000"
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"1675305"|"2529141.0000"|"2491204.0000"|"124560.0000"
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1675309"|"18535.0000"|"18257.0000"|"913.0000"
"05-0260671"|"BALLOU HOME FOR THE AGEO"|"1675310"|"7141091.0000"|"7033975.0000"|"351699.0000"
"04-2658294"|"THE COLLINGS FOUNDATION"|"1675852"|"50394515.0000"|"49638597.0000"|"2481930.0000"
"04-2943793"|"THE MORBY FAMILY CHARITABLE FOUNDATION, INC."|"1675854"|"21985231.0000"|"21655453.0000"|"1082773.0000"
"01-0516587"|"SACO & BIDDEFORD SAVINGS CHARITABLE FOUNDATION"|"1675945"|"147008.0000"|"144803.0000"|"7240.0000"
"04-3441495"|"THE LEBARON FOUNDATION"|"1675962"|"4734604.0000"|"4663585.0000"|"233179.0000"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FOUNDATION"|"1675965"|"57108365.0000"|"56251740.0000"|"2812587.0000"
"01-0567810"|"PATRICIA E PHELAN AND JOSEPH W PHELAN FAMILY FOUNDATION INC"|"1678438"|"1603881.0000"|"1579823.0000"|"78991.0000"
"01-0612073"|"THE KINGHEIL FAMILY FOUNDATION"|"1678440"|"1265209.0000"|"1246231.0000"|"62312.0000"
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|"1678450"|"3329569.0000"|"3279625.0000"|"163981.0000"
"02-0631312"|"HANLEY FOUNDATION"|"1678456"|"15068410.0000"|"14842384.0000"|"742119.0000"
"02-6144776"|"GLADYS M THOMAS TESTAMENTARY TRUST KEAMS PETER D TRUSTEE"|"1678460"|"603823.0000"|"594766.0000"|"29738.0000"
"02-6155676"|"VINTON FAMILY FOUNDATION"|"1678462"|"31000.0000"|"30535.0000"|"1527.0000"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"1678465"|"8811.0000"|"8679.0000"|"434.0000"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1678472"|"434650.0000"|"428130.0000"|"21407.0000"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"1678475"|"1508578.0000"|"1485949.0000"|"74297.0000"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|"1678506"|"212120.0000"|"208938.0000"|"10447.0000"
"04-3533712"|"LARSON FAMILY FOUNDATION"|"1678518"|"7164578.0000"|"7057109.0000"|"352855.0000"
"04-3674511"|"THE PETRA FOUNDATION"|"1678526"|"33527.0000"|"33024.0000"|"1651.0000"
"04-3732711"|"BARRETTE FAMILY FUND"|"1678529"|"3316428.0000"|"3266682.0000"|"163334.0000"
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|"1678533"|"1707815.0000"|"1682198.0000"|"84110.0000"
"04-6039173"|"WELD FOUNDATION 15007564"|"1678534"|"10571178.0000"|"10412610.0000"|"520631.0000"
"04-6049776"|"WINNING HOME INC"|"1678535"|"5875282.0000"|"5787153.0000"|"289358.0000"
"04-6113012"|"RIBLET FOUNDATION TRUST"|"1678539"|"1882475.0000"|"1854238.0000"|"92712.0000"
"04-2943910"|"Stamps Family Charitable Foundation Inc"|"1684621"|"84763744.0000"|"83492288.0000"|"4174614.0000"
"03-0369213"|"S D IRELAND CANCER RESEARCH FUND INC"|"1684664"|"203349.0000"|"200299.0000"|"10015.0000"
"04-2269072"|"TURST UW EMMA R TRAVELLI"|"1684669"|"10863353.0000"|"10700403.0000"|"535020.0000"
"04-3255974"|"SWARTZ FOUNDATION"|"1684675"|"210540098.0000"|"207381997.0000"|"10369100.0000"
"04-3524114"|"NOORIL-IMAN CHARITABLE FOUDNATION, INC."|"1684679"|"3951688.0000"|"3892413.0000"|"194621.0000"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"1684680"|"826429.0000"|"814033.0000"|"40702.0000"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"1684688"|"546931.0000"|"538727.0000"|"26936.0000"
"04-6628772"|"The Baker Family Trust"|"1684692"|"2887671.0000"|"2844356.0000"|"142218.0000"
"04-6717573"|"BARRY M JAYE FAMILY CHARITABLE TRUST"|"1684693"|"936592.0000"|"922543.0000"|"46127.0000"
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"1684694"|"3822479.0000"|"3765142.0000"|"188257.0000"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"1686262"|"923038.0000"|"909192.0000"|"45460.0000"
"04-3213614"|"KESSLER FAMILY FOUNDATION"|"1686264"|"40017094.0000"|"39416838.0000"|"1970842.0000"
"04-3613913"|"KITE FOUNDATION"|"1686265"|"6041855.0000"|"5951227.0000"|"297561.0000"
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|"1686266"|"3157156.0000"|"3109799.0000"|"155490.0000"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"1686267"|"3392742.0000"|"3341851.0000"|"167093.0000"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1687088"|"0.0000"|"0.0000"|"0.0000"
"02-0779716"|"WTC FOUNDATION"|"1687621"|"35342.0000"|"34812.0000"|"1741.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"1687624"|"66501.0000"|"65503.0000"|"3275.0000"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1687635"|"10003840.0000"|"9853782.0000"|"492689.0000"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|"1687636"|"801694.0000"|"789669.0000"|"39483.0000"
"04-6131201"|"FIDELITY FOUNDATION"|"1687641"|"391008419.0000"|"385143293.0000"|"19257165.0000"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"1687644"|"3103.0000"|"3056.0000"|"153.0000"
"04-3201916"|"ACORN FOUNDATION"|"1689332"|"11188172.0000"|"11020349.0000"|"551017.0000"
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNDATION, INC."|"1689335"|"80499747.0000"|"79292251.0000"|"3964613.0000"
"04-3464581"|"THE ACCESS STRATEGIES FUND"|"1689750"|"7916066.0000"|"7797325.0000"|"389866.0000"
"04-3781316"|"THE KING AND I FOUNDATION"|"1689760"|"1250227.0000"|"1231474.0000"|"61574.0000"
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|"1691208"|"11258023.0000"|"11089153.0000"|"554458.0000"
"04-2943405"|"Landry Family Charitable Foundation"|"1691487"|"18040076.0000"|"17769475.0000"|"888474.0000"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"1691506"|"5569529.0000"|"5485986.0000"|"274299.0000"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"1691508"|"842078.0000"|"829447.0000"|"41472.0000"
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|"1691511"|"35250.0000"|"34721.0000"|"1736.0000"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"1691513"|"34132396.0000"|"33620410.0000"|"1681021.0000"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1692074"|"6496594.0000"|"6399145.0000"|"319957.0000"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|"1692075"|"1248268.0000"|"1229544.0000"|"61477.0000"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1692086"|"5181002.0000"|"5103287.0000"|"255164.0000"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|"1692095"|"3703192.0000"|"3647644.0000"|"182382.0000"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1692097"|"4370600.0000"|"4305041.0000"|"215252.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"1692099"|"976118317.0000"|"961476542.0000"|"48073827.0000"
"04-3127721"|"THE A & A FUND"|"1692100"|"8262492.0000"|"8138555.0000"|"406928.0000"
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"1692101"|"8876289.0000"|"8743145.0000"|"437157.0000"
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"1692104"|"79639.0000"|"78444.0000"|"3922.0000"
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|"1692105"|"844348.0000"|"831683.0000"|"41584.0000"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"1692107"|"1339481.0000"|"1319389.0000"|"65969.0000"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"1692109"|"20214743.0000"|"19911522.0000"|"995576.0000"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"1692112"|"788979.0000"|"777144.0000"|"38857.0000"
"04-3729982"|"THE PAUL D WASSEROTT FOUNDATION"|"1692114"|"3639592.0000"|"3584998.0000"|"179250.0000"
"04-6012782"|"HURDLE HILL FOUNDATION"|"1692117"|"385177.0000"|"379399.0000"|"18970.0000"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1692118"|"692597.0000"|"682208.0000"|"34110.0000"
"04-6037423"|"ARONSON FOUNDATION INC"|"1692119"|"829478.0000"|"817036.0000"|"40852.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1692121"|"1589224.0000"|"1565386.0000"|"78269.0000"
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|"1692125"|"2211226.0000"|"2178058.0000"|"108903.0000"
"04-6579815"|"BARR FOUNDATION"|"1692127"|"1410557195.0000"|"1389398837.0000"|"69469942.0000"
"04-6655524"|"OEDEL FOUNDATION"|"1692128"|"2388941.0000"|"2353107.0000"|"117655.0000"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"1692129"|"124096.0000"|"122235.0000"|"6112.0000"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"1692132"|"9968063.0000"|"9448676.0000"|"472434.0000"
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"1698134"|"433380.0000"|"426879.0000"|"21344.0000"
"02-0762484"|"THE ALAN K AND ISABELLE DERKAZANAN FDN"|"1698136"|"732854.0000"|"721861.0000"|"36093.0000"
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1698142"|"58591.0000"|"57712.0000"|"2886.0000"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"1698143"|"4554.0000"|"4486.0000"|"224.0000"
"04-3372484"|"ENABLE HOPE FOUNDATION"|"1698145"|"1138077.0000"|"1121006.0000"|"56050.0000"
"04-3391926"|"GRAVESTAR FOUNDATION"|"1698146"|"1836095.0000"|"1808554.0000"|"90428.0000"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1698148"|"909551.0000"|"895908.0000"|"44795.0000"
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"1698149"|"452093.0000"|"445312.0000"|"22266.0000"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|"1698150"|"762005.0000"|"750575.0000"|"37529.0000"
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1698152"|"314834.0000"|"310111.0000"|"15506.0000"
"04-3581722"|"THE CEDAR STREET FOUNDATION"|"1698153"|"10595811.0000"|"10436874.0000"|"521844.0000"
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|"1698155"|"658316.0000"|"648441.0000"|"32422.0000"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|"1698157"|"1318553.0000"|"1298775.0000"|"64939.0000"
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|"1702553"|"1382707.0000"|"1361966.0000"|"68098.0000"
"02-0622126"|"RESMED FOUNDATION"|"1702554"|"5559209.0000"|"5475821.0000"|"273791.0000"
"02-0709426"|"THE FOSTER FAMILY PRIVATE FOUNDATION INC"|"1702555"|"2891000.0000"|"2847635.0000"|"142382.0000"
"02-6004322"|"TRUST UW ALVIN CROSS"|"1702556"|"1674829.0000"|"1649707.0000"|"82485.0000"
"04-6037026"|"THE SUDBURY FOUNDATION"|"1702563"|"32131731.0000"|"31649755.0000"|"1582488.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1702564"|"118634234.0000"|"116854720.0000"|"5842736.0000"
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|"1702566"|"654644.0000"|"644824.0000"|"32241.0000"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"1703414"|"7974297.0000"|"7854683.0000"|"392734.0000"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|"1703449"|"2723136.0000"|"2682289.0000"|"134114.0000"
"01-0482817"|"THE HUDSON FOUNDATION"|"1703451"|"4187232.0000"|"4124424.0000"|"206221.0000"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1703452"|"2366551.0000"|"2331053.0000"|"116553.0000"
"01-0800004"|"PIERCE FAMILY FOUNDATION"|"1703454"|"493442.0000"|"486040.0000"|"24302.0000"
"01-0939828"|"AGEE FAMILY FOUNDATION"|"1703456"|"10472664.0000"|"10315574.0000"|"515779.0000"
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|"1703461"|"21873.0000"|"21545.0000"|"1077.0000"
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|"1703462"|"330469.0000"|"325512.0000"|"16276.0000"
"02-0656117"|"THE EDWARD E. & MARIE L. MATTHEWS FOUNDATION"|"1703463"|"16146318.0000"|"15904123.0000"|"795206.0000"
"02-6004820"|"BENJAMIN KIMBALL TRUST UW 360126015"|"1703466"|"6679234.0000"|"6579045.0000"|"328952.0000"
"02-6005330"|"THE BEAN FOUNDATION"|"1703467"|"1370909.0000"|"1350345.0000"|"67517.0000"
"02-6037729"|"HENRY F HURLBURT III CHARITABLE TRUST BRAD GILE TRUSTEE"|"1703470"|"869517.0000"|"856474.0000"|"42824.0000"
"03-0486725"|"LAWLESS FAMILY FOUNDATION"|"1703475"|"5260244.0000"|"5181340.0000"|"259067.0000"
"03-6100828"|"ILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1703478"|"3940058.0000"|"3880957.0000"|"194048.0000"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1703480"|"7251182.0000"|"7142414.0000"|"357121.0000"
"04-2607227"|"MARY A CRABTREE FUND"|"1703483"|"635752.0000"|"626216.0000"|"31311.0000"
"04-3136120"|"THE KNEISEL FOUNDATION, INC"|"1703485"|"3750350.0000"|"3694095.0000"|"184705.0000"
"04-3257030"|"IRA C KAPLAN & ANITA M MIGOAY FOUNDATION INC"|"1703487"|"424413.0000"|"418047.0000"|"20902.0000"
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|"1703488"|"1048519.0000"|"1032791.0000"|"51640.0000"
"04-3357529"|"TELAKA FOUNDATION"|"1703489"|"3999517.0000"|"3939524.0000"|"196976.0000"
"04-3361704"|"NLT FOUNDATION INC"|"1703490"|"3172934.0000"|"3125340.0000"|"156267.0000"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1703494"|"4644295.0000"|"4574631.0000"|"228732.0000"
"04-3424620"|"THE BLAIS FOUNDATION"|"1703495"|"363734.0000"|"358278.0000"|"17914.0000"
"04-3494117"|"THRUMCAP.ORG"|"1703500"|"1767247.0000"|"1740738.0000"|"87037.0000"
"04-3528004"|"POPPLESTONE FOUNDATION"|"1703501"|"55244894.0000"|"54416221.0000"|"2720811.0000"
"04-3540017"|"THE PARDUS FAMILY FOUNDATION"|"1703502"|"420238.0000"|"413934.0000"|"20697.0000"
"04-3541830"|"THE ALCHEMY FOUNDATION"|"1703503"|"3372321.0000"|"3321736.0000"|"166087.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1703508"|"3530543.0000"|"3477585.0000"|"173879.0000"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION INC"|"1703509"|"806035.0000"|"793944.0000"|"39697.0000"
"04-6009617"|"MARTHA DANA MERCER TRUST"|"1703512"|"61802974.0000"|"60875929.0000"|"3043796.0000"
"04-6032804"|"UBS FOUNDATION USA"|"1703513"|"85211.0000"|"83933.0000"|"4197.0000"
"04-6051127"|"FRANCES W EMERSON FOUNDATION"|"1703514"|"65219.0000"|"64241.0000"|"3212.0000"
"04-6094404"|"ROBERT BRIGHAM TRUST"|"1703516"|"3292889.0000"|"3243496.0000"|"162175.0000"
"04-6116930"|"ZARTARIAN FOUNDATION"|"1703517"|"468864.0000"|"461831.0000"|"23092.0000"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1703519"|"7654367.0000"|"7539551.0000"|"376978.0000"
"04-6742527"|"TED & RUTH JOHNSON FAMILY FOUNDATION"|"1703523"|"2166162.0000"|"2133670.0000"|"106684.0000"
"04-6818329"|"WALSKE CHARITABLE FOUNDATION STEVEN C WALSKE ET AL TRUSTEES"|"1703524"|"5880134.0000"|"5791932.0000"|"289597.0000"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"1703528"|"3638112.0000"|"3583540.0000"|"179177.0000"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"1708237"|"43757743.0000"|"43101377.0000"|"2155069.0000"
"01-0669086"|"THE FRANK & GERTRUDE KAISER FOUNDATION"|"1708275"|"1371814.0000"|"1351237.0000"|"67562.0000"
"01-0720431"|"CHERYL & BLAIR EFFRON FAMILY FOUNDATION"|"1708276"|"6648972.0000"|"6549237.0000"|"327462.0000"
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|"1708278"|"37050.0000"|"36494.0000"|"1825.0000"
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|"1708279"|"326477524.0000"|"321580361.0000"|"16079018.0000"
"01-0807686"|"MANA MORBURY FOUNDATION"|"1708281"|"1363580.0000"|"1343126.0000"|"67156.0000"
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1708282"|"94568.0000"|"93149.0000"|"4657.0000"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"1708287"|"619941.0000"|"610642.0000"|"30532.0000"
"02-6048930"|"TRUST UW OLEONDA JAMESON"|"1708288"|"5110146.0000"|"5033494.0000"|"251675.0000"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|"1708290"|"1343298.0000"|"1323149.0000"|"66157.0000"
"03-0461030"|"HARRINGTON FAMILY FOUNDATION"|"1708292"|"1415650.0000"|"1394415.0000"|"69721.0000"
"03-0577385"|"THE MCMASTER FAMILY FOUNDATION INC"|"1708293"|"989236.0000"|"974397.0000"|"48720.0000"
"04-2720087"|"GEORGE C WADLEIGH FOUNDATION INC"|"1708298"|"13994943.0000"|"13785019.0000"|"689251.0000"
"04-3119780"|"BYRON ROBINSON EDUCATIONAL FOUNDATION INC"|"1708300"|"2417674.0000"|"2381409.0000"|"119070.0000"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|"1708303"|"1747559.0000"|"1721346.0000"|"86067.0000"
"04-3528932"|"THE LUCILLE FOUNDATION"|"1708310"|"2388860.0000"|"2353027.0000"|"117651.0000"
"04-3541231"|"ROBERT W MURRAY CHARITABLE FOUNDATION"|"1708313"|"0.0000"|"0.0000"|"0.0000"
"04-6044429"|"CHARLES ROBERT GENS FOUNDATION"|"1708319"|"301316.0000"|"296796.0000"|"14840.0000"
"04-6112131"|"THE BRAITMAYER FOUNDATION"|"1708320"|"4156324.0000"|"4093979.0000"|"204699.0000"
"04-6112483"|"THE BARUCH FUND"|"1708321"|"5548453.0000"|"5465226.0000"|"273261.0000"
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1708322"|"254949.0000"|"251125.0000"|"12556.0000"
"04-6663582"|"THE LUDCKE FOUNDATION"|"1708325"|"40209272.0000"|"39606133.0000"|"1980307.0000"
"04-6668886"|"METANOIA FUND 90151348"|"1708326"|"53523.0000"|"52720.0000"|"2636.0000"
"04-6774586"|"THE PAUL C RICHARDS AND GLADYS W RICHARDS CHARITABLE FOUNDATION"|"1708328"|"1655141.0000"|"1630314.0000"|"81516.0000"
"04-6933631"|"THE SUZANNE A AND ANDREW S OFFIT CHARITABLE TRUST"|"1708332"|"3623378.0000"|"3569027.0000"|"178451.0000"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"1710824"|"7893000.0000"|"7774605.0000"|"388730.0000"
"01-0636574"|"GEORGEJACK & JOAN SHUSTER FOUNDATION"|"1711416"|"2898812.0000"|"2855330.0000"|"142767.0000"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"1711423"|"40091456.0000"|"39490084.0000"|"1974504.0000"
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC"|"1711431"|"500407.0000"|"492901.0000"|"24645.0000"
"04-3416880"|"THE COSETTE CHARITABLE FUND"|"1711433"|"14591416.0000"|"14372545.0000"|"718627.0000"
"04-3425079"|"HOWELL FAMILY CHARITABLE FOUNDATION"|"1711434"|"1425854.0000"|"1404466.0000"|"70223.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"1711435"|"143948793.0000"|"141789561.0000"|"7089478.0000"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|"1711438"|"20243508.0000"|"19939855.0000"|"996993.0000"
"04-6485766"|"ONE WORLD FUND"|"1711440"|"9168801.0000"|"9031269.0000"|"451563.0000"
"04-6752868"|"THE ARGOSY FOUNDATION"|"1711441"|"14639507.0000"|"14419914.0000"|"720996.0000"
"04-2944189"|"MCLANEHARPER CHARITABLE FOUNDATION"|"1713255"|"29933378.0000"|"29484377.0000"|"1474219.0000"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"1713321"|"10483298.0000"|"10326049.0000"|"516302.0000"
"01-6085692"|"ROSE M CLARK TRUST"|"1713328"|"2518292.0000"|"2480518.0000"|"124026.0000"
"04-2104688"|"MANAGERS OF BOSTON PORT AND SEAMEN'S AID SOCIETY"|"1713348"|"12931108.0000"|"12737141.0000"|"636857.0000"
"04-2368188"|"THE GEORGE S BISSELL CHARITABLE FOUNDATION"|"1713351"|"1348247.0000"|"1328023.0000"|"66401.0000"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1713356"|"4051417.0000"|"3990646.0000"|"199532.0000"
"04-3179137"|"DENNIS AND MARION MAVROGENIS TRUST FUND"|"1713361"|"2330983.0000"|"2296018.0000"|"114801.0000"
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|"1713363"|"2920335.0000"|"2876530.0000"|"143827.0000"
"04-3369589"|"HARVEY D & CHRISTINA R HILL CHARITABLE TRUST"|"1713368"|"648151.0000"|"638429.0000"|"31921.0000"
"04-3409789"|"INAVALE FOUNDATION INC"|"1713369"|"17248116.0000"|"16989394.0000"|"849470.0000"
"04-3511089"|"THE SHILLMAN FOUNDATION"|"1713371"|"19401447.0000"|"19110425.0000"|"955521.0000"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"1713372"|"3542128.0000"|"3488996.0000"|"174450.0000"
"04-3593793"|"THE BORDUI FOUNDATION"|"1713376"|"441921.0000"|"435292.0000"|"21765.0000"
