"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DISTRIBUTABLE_AMOUNT"|"DIST_MIN_INVEST_RETURN"|"DIST_INVEST_INC_TAX"|"DIST_INC_TAX"|"DIST_INV_INC_TAX"|"DIST_BEFORE_ADJ"|"DIST_RECOV"|"DIST_BEFORE_ADJ_RECOV"|"DIST_DEDUCT"
"02-6151036"|"PSALM 11612 FOUNDATION TRUST"|"1632115"|"101794.0000"|"102264.0000"|"470.0000"|""|"470.0000"|"101794.0000"|""|"101794.0000"|""
"03-0474038"|"B & E GILMAN FAMILY FOUNDATION"|"1632137"|"22375.0000"|"23300.0000"|"925.0000"|""|"925.0000"|"22375.0000"|""|"22375.0000"|""
"04-2077934"|"HENRY DAVID THOREAU FOUNDATION INC"|"1632160"|"496492.0000"|"508040.0000"|"11548.0000"|""|"11548.0000"|"496492.0000"|"0.0000"|"496492.0000"|"0.0000"
"04-2104439"|"ENDOWMENT FOR BIBLICAL RESEARCH"|"1632165"|"7649.0000"|"7714.0000"|"65.0000"|""|"65.0000"|"7649.0000"|""|"7649.0000"|""
"04-2104834"|"PILGRIM FOUNDATION"|"1632166"|"238690.0000"|"239687.0000"|"997.0000"|""|"997.0000"|"238690.0000"|""|"238690.0000"|""
"04-2943894"|"CROWLEY FAMILY CHARITABLE TRUST"|"1632195"|"7150.0000"|"7150.0000"|""|""|"0.0000"|"7150.0000"|"0.0000"|"7150.0000"|"0.0000"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"1632217"|"49239.0000"|"49801.0000"|"562.0000"|""|"562.0000"|"49239.0000"|"0.0000"|"49239.0000"|"0.0000"
"04-3393634"|"THE BERT CONSTANCE & SIDNEY H RABINOWITZ FAMILY FOUNDATION INC"|"1632222"|"7321.0000"|"7329.0000"|"8.0000"|""|"8.0000"|"7321.0000"|""|"7321.0000"|""
"04-3439357"|"THE JOHN J & SUSAN F DORAN FAMILY FOUNDATION"|"1632228"|"23771.0000"|"23771.0000"|""|""|""|"23771.0000"|""|"23771.0000"|""
"04-3494455"|"THE GERALD AND JUDITH FELDMAN CHARITABLE FOUNDATION"|"1632235"|"2934.0000"|"2934.0000"|""|""|"0.0000"|"2934.0000"|"0.0000"|"2934.0000"|"0.0000"
"04-3522053"|"MANNION FAMILY FOUNDATION"|"1632241"|"482749.0000"|"493333.0000"|"10584.0000"|""|"10584.0000"|"482749.0000"|"0.0000"|"482749.0000"|"0.0000"
"04-3523698"|"THE EVANS FAMILY FOUNDATION"|"1632242"|"148425.0000"|"151159.0000"|"2734.0000"|""|"2734.0000"|"148425.0000"|"0.0000"|"148425.0000"|"0.0000"
"04-3565658"|"BIRKAT ESTHER INC"|"1632245"|"323.0000"|"323.0000"|""|""|"0.0000"|"323.0000"|"0.0000"|"323.0000"|"0.0000"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|"1632259"|"39176.0000"|"39560.0000"|"384.0000"|""|"384.0000"|"39176.0000"|""|"39176.0000"|""
"04-6027441"|"MARY E WOOD FOUNDATION NATHANIEL S COOLIDGE ET AL TRUSTEES"|"1632262"|"16779.0000"|"17242.0000"|"463.0000"|""|"463.0000"|"16779.0000"|"0.0000"|"16779.0000"|"0.0000"
"04-6148959"|"VIPONT DE MERWIN RD TR 151872 FBO 312065014"|"1632277"|"89754.0000"|"94154.0000"|"4400.0000"|""|"4400.0000"|"89754.0000"|"0.0000"|"89754.0000"|"0.0000"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"1632284"|"4185317.0000"|"4361943.0000"|"176626.0000"|""|"176626.0000"|"4185317.0000"|"0.0000"|"4185317.0000"|"0.0000"
"04-6742955"|"EDWARD A BOND FOUNDATION"|"1632286"|"58480.0000"|"59088.0000"|"608.0000"|""|"608.0000"|"58480.0000"|"0.0000"|"58480.0000"|"0.0000"
"04-6799734"|"MARY FIELD AND VINCENT DEPAUL GOUBEAU CHARITABLE TR 1996"|"1632287"|"151375.0000"|"152314.0000"|"939.0000"|""|"939.0000"|"151375.0000"|"0.0000"|"151375.0000"|"0.0000"
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|"1632291"|"130099.0000"|"133282.0000"|"3183.0000"|""|"3183.0000"|"130099.0000"|"0.0000"|"130099.0000"|"0.0000"
"04-6914538"|"BROWN CHARITABLE FOUDNATION"|"1632292"|"90313.0000"|"93004.0000"|"2691.0000"|""|"2691.0000"|"90313.0000"|"0.0000"|"90313.0000"|"0.0000"
"02-0560941"|"NAUGATUCKY VALLEY MEDICAL SCHOLARSHIP FUND INC"|"1638982"|"0.0000"|""|"177.0000"|""|"177.0000"|"177.0000"|""|"177.0000"|""
"04-3522054"|"ROBERTS FAMILY FOUNDATION"|"1639034"|"644168.0000"|"647369.0000"|"3201.0000"|""|"3201.0000"|"644168.0000"|"0.0000"|"644168.0000"|"0.0000"
"04-3526349"|"THE CROSS FOUNDATION"|"1639035"|"245099.0000"|"245442.0000"|"343.0000"|""|"343.0000"|"245099.0000"|"0.0000"|"245099.0000"|"0.0000"
"04-6044854"|"RUTH HOLMES TURST UWILL"|"1639045"|"31520.0000"|"31893.0000"|"373.0000"|""|"373.0000"|"31520.0000"|"0.0000"|"31520.0000"|"0.0000"
"04-6048643"|"SHERMAN H STARR FOUNDATION"|"1639046"|"184101.0000"|"190965.0000"|"6864.0000"|""|"6864.0000"|"184101.0000"|"0.0000"|"184101.0000"|"0.0000"
"04-6108949"|"WILLIAM H REISNER FOUNDATION"|"1639048"|"5822.0000"|"5822.0000"|""|""|"0.0000"|"5822.0000"|"0.0000"|"5822.0000"|"0.0000"
"04-6113249"|"BENJAMIN H KATZ FAMILY FOUNDATION"|"1639050"|"15091.0000"|"15330.0000"|"239.0000"|""|"239.0000"|"15091.0000"|"0.0000"|"15091.0000"|"0.0000"
"04-6136550"|"SAQUISH FOUNDATION"|"1639051"|"949719.0000"|"967989.0000"|"18270.0000"|""|"18270.0000"|"949719.0000"|"0.0000"|"949719.0000"|"0.0000"
"04-6387242"|"GRACE HOWE FAMILY TRUST 31A015010"|"1639054"|"23979.0000"|"24230.0000"|"251.0000"|""|"251.0000"|"23979.0000"|"0.0000"|"23979.0000"|"0.0000"
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|"1639058"|"2111.0000"|"2111.0000"|""|""|"0.0000"|"2111.0000"|"0.0000"|"2111.0000"|"0.0000"
"04-2682392"|"THE ROBERT M. & MARJIE A. BENNETT FOUNDATION"|"1641745"|"120378.0000"|"123766.0000"|"3388.0000"|""|"3388.0000"|"120378.0000"|"0.0000"|"120378.0000"|"0.0000"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"1641916"|""|""|""|""|""|""|""|""|""
"04-3161096"|"THE MEZITT HORTICULTURAL FOUNDATION"|"1641946"|"17372.0000"|"17901.0000"|"529.0000"|""|"529.0000"|"17372.0000"|"0.0000"|"17372.0000"|"0.0000"
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"1641947"|"1076597.0000"|"592064.0000"|"12813.0000"|"2159.0000"|"14972.0000"|"577092.0000"|"499505.0000"|"1076597.0000"|"0.0000"
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|"1641953"|"39068.0000"|"39280.0000"|"212.0000"|""|"212.0000"|"39068.0000"|""|"39068.0000"|""
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|"1641955"|"287464.0000"|"297580.0000"|"10116.0000"|""|"10116.0000"|"287464.0000"|"0.0000"|"287464.0000"|"0.0000"
"04-3538497"|"THE DINTERSMITH-HAZARD FOUNDATION"|"1641957"|"171970.0000"|"176059.0000"|"4089.0000"|""|"4089.0000"|"171970.0000"|"0.0000"|"171970.0000"|"0.0000"
"04-6010559"|"MARION G JACKSON CHAR TR"|"1641964"|"537616.0000"|"540657.0000"|"3041.0000"|""|"3041.0000"|"537616.0000"|""|"537616.0000"|""
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|"1641965"|"0.0000"|""|""|""|""|""|""|""|""
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|"1641966"|"58567.0000"|"59151.0000"|"584.0000"|""|"584.0000"|"58567.0000"|"0.0000"|"58567.0000"|"0.0000"
"04-6142795"|"ALFRED L MORSE & ANNETTE S MORSE FOUNDATION"|"1641970"|"204445.0000"|"211474.0000"|"7029.0000"|""|"7029.0000"|"204445.0000"|"0.0000"|"204445.0000"|"0.0000"
"04-6833651"|"JAMES L. RUBENSTEIN FAMILY FOUNDATION"|"1641976"|"37483.0000"|"37862.0000"|"379.0000"|""|"379.0000"|"37483.0000"|"0.0000"|"37483.0000"|"0.0000"
"04-3406251"|"THE PETER AND DEBORAH LAMM FOUNDATION R BRADFORD MALT ET AL TRUSTEES"|"1644197"|"20522.0000"|"22269.0000"|"1747.0000"|""|"1747.0000"|"20522.0000"|"0.0000"|"20522.0000"|"0.0000"
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|"1651137"|"34269.0000"|"35094.0000"|"825.0000"|""|"825.0000"|"34269.0000"|""|"34269.0000"|""
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"1651153"|"16831.0000"|"16831.0000"|"0.0000"|"0.0000"|"0.0000"|"16831.0000"|"0.0000"|"16831.0000"|"0.0000"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"1651225"|"535669.0000"|"537783.0000"|"2114.0000"|""|"2114.0000"|"535669.0000"|"0.0000"|"535669.0000"|"0.0000"
"04-6130871"|"GERONDELIS FOUNDATION INC"|"1651244"|"1287176.0000"|"1314841.0000"|"27665.0000"|""|"27665.0000"|"1287176.0000"|""|"1287176.0000"|""
"02-0229861"|"THE NARARO FOUNDATION"|"1657566"|"756041.0000"|"771264.0000"|"15223.0000"|""|"15223.0000"|"756041.0000"|"0.0000"|"756041.0000"|"0.0000"
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"1657568"|"77192.0000"|"81683.0000"|"4491.0000"|""|"4491.0000"|"77192.0000"|"0.0000"|"77192.0000"|"0.0000"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"1657569"|"170601.0000"|"170601.0000"|""|""|""|"170601.0000"|""|"170601.0000"|""
"04-3037802"|"THE S RICHARD AND PATRICIA R PENNI CHARITABLE FOUNDATION"|"1657570"|"16441.0000"|"16659.0000"|"218.0000"|""|"218.0000"|"16441.0000"|"0.0000"|"16441.0000"|"0.0000"
"04-6046761"|"MASSACHUSETTS SOCIETY OF THE CINCINNATI"|"1657572"|"138011.0000"|"138855.0000"|"844.0000"|""|"844.0000"|"138011.0000"|"0.0000"|"138011.0000"|"0.0000"
"04-6133161"|"BEARD FAMILY CHARITABLE TRUST JOHN E BEARD TRUSTEE"|"1657574"|"126026.0000"|"126933.0000"|"907.0000"|""|"907.0000"|"126026.0000"|"0.0000"|"126026.0000"|"0.0000"
"04-6819602"|"THE WILLOWBANK FOUNDATION"|"1657575"|"40915.0000"|"44747.0000"|"3832.0000"|""|"3832.0000"|"40915.0000"|"0.0000"|"40915.0000"|"0.0000"
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"1657576"|"30637.0000"|"30939.0000"|"302.0000"|""|"302.0000"|"30637.0000"|"0.0000"|"30637.0000"|"0.0000"
"01-0852305"|"KALT FAMILY FOUNDATION"|"1659167"|"37969.0000"|"39355.0000"|"1386.0000"|""|"1386.0000"|"37969.0000"|"0.0000"|"37969.0000"|"0.0000"
"02-0588501"|"THE MADDEN FAMILY FOUNDATION INC"|"1659170"|"61915.0000"|"62545.0000"|"630.0000"|""|"630.0000"|"61915.0000"|""|"61915.0000"|""
"02-0659001"|"EDWARD L WILLIAMS AND MARY B WILLIAMS FOUNDATION"|"1659174"|"275618.0000"|"283574.0000"|"7956.0000"|""|"7956.0000"|"275618.0000"|""|"275618.0000"|""
"03-0373301"|"THE DALKYS FOUNDATION"|"1659177"|"43922.0000"|"44691.0000"|"769.0000"|""|"769.0000"|"43922.0000"|""|"43922.0000"|""
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|"1659188"|"25511.0000"|"25688.0000"|"177.0000"|""|"177.0000"|"25511.0000"|""|"25511.0000"|""
"04-3014763"|"THE SHANE FOUNDATION 15009232"|"1659200"|"58159.0000"|"58344.0000"|"185.0000"|""|"185.0000"|"58159.0000"|"0.0000"|"58159.0000"|"0.0000"
"04-3234201"|"SILVERMAN FAMILY FOUNDATION INC WOLF & COMPANY, PC"|"1659206"|"22863.0000"|"23113.0000"|"250.0000"|""|"250.0000"|"22863.0000"|"0.0000"|"22863.0000"|"0.0000"
"04-3253603"|"JOSEPH W & FAITH K TIBERIO CHARITABLE FOUNDATION"|"1659207"|"46364.0000"|"47584.0000"|"1220.0000"|""|"1220.0000"|"46364.0000"|"0.0000"|"46364.0000"|"0.0000"
"04-3493460"|"ROSEN BAUM STEIN BERG FAMILY FOUNDATION"|"1659210"|"12604.0000"|"13014.0000"|"410.0000"|""|"410.0000"|"12604.0000"|"0.0000"|"12604.0000"|"0.0000"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|"1659211"|""|""|""|""|""|""|""|""|""
"04-3674101"|"THE SYDELLE AND MICHAEL J LAZAR FOUNDATION INC"|"1659213"|"5015.0000"|"5020.0000"|"5.0000"|""|"5.0000"|"5015.0000"|"0.0000"|"5015.0000"|"0.0000"
"04-6027900"|"TRUST UIND 3152 EMMA R TRAVELLI"|"1659216"|"775802.0000"|"785435.0000"|"9633.0000"|""|"9633.0000"|"775802.0000"|"0.0000"|"775802.0000"|"0.0000"
"04-6060903"|"RIMER TRUST"|"1659217"|"23239.0000"|"23428.0000"|"189.0000"|""|"189.0000"|"23239.0000"|""|"23239.0000"|""
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|"1659221"|"11362.0000"|"11535.0000"|"173.0000"|""|"173.0000"|"11362.0000"|""|"11362.0000"|""
"04-3683205"|"THE JOHN WHITEHEAD FAMILY FOUNDATION INC"|"1662511"|"2037.0000"|"2037.0000"|"0.0000"|""|"0.0000"|"2037.0000"|""|"2037.0000"|""
"02-0738401"|"INTERNATIONAL OSTEOPOROSIS FOUNDATION - USA INC."|"1662523"|"4206.0000"|"4206.0000"|""|""|""|"4206.0000"|""|"4206.0000"|""
"02-6113705"|"FELLER FAMILY CHARITABLE FOUNDATION TRUST"|"1662524"|"34321.0000"|"36459.0000"|"2138.0000"|""|"2138.0000"|"34321.0000"|"0.0000"|"34321.0000"|"0.0000"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"1662530"|"65284.0000"|"65856.0000"|"572.0000"|""|"572.0000"|"65284.0000"|"0.0000"|"65284.0000"|"0.0000"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"1662920"|"216643.0000"|"258247.0000"|"5182.0000"|"36422.0000"|"41604.0000"|"216643.0000"|"0.0000"|"216643.0000"|"0.0000"
"02-6013381"|"NORWIN S AND ELIZABETH N BEAN FOUNDATION"|"1662944"|"653194.0000"|"659877.0000"|"6683.0000"|""|"6683.0000"|"653194.0000"|""|"653194.0000"|""
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"1662945"|"1102341.0000"|"1129739.0000"|"27398.0000"|""|"27398.0000"|"1102341.0000"|"0.0000"|"1102341.0000"|"0.0000"
"04-6155696"|"THE ART COMPLEX INC"|"1662949"|""|""|""|""|""|""|""|""|""
"01-0644503"|"MILL PARK FOUNDATION, INC"|"1663296"|"4417139.0000"|"4474799.0000"|"57660.0000"|""|"57660.0000"|"4417139.0000"|"0.0000"|"4417139.0000"|"0.0000"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"1663297"|"155657.0000"|"157043.0000"|"1386.0000"|""|"1386.0000"|"155657.0000"|"0.0000"|"155657.0000"|"0.0000"
"04-3310863"|"JOHN C. AND EUNICE B. MORRISON CHARITABLE FOUNDATION"|"1663300"|"571886.0000"|"580609.0000"|"8723.0000"|""|"8723.0000"|"571886.0000"|"0.0000"|"571886.0000"|"0.0000"
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|"1663302"|"181541.0000"|"183372.0000"|"1831.0000"|""|"1831.0000"|"181541.0000"|""|"181541.0000"|""
"04-6269700"|"ALTA W FOSTER TRUST"|"1663305"|"1402378.0000"|"1439964.0000"|"37586.0000"|""|"37586.0000"|"1402378.0000"|""|"1402378.0000"|""
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1664200"|"38979.0000"|"39191.0000"|"212.0000"|""|"212.0000"|"38979.0000"|"0.0000"|"38979.0000"|"0.0000"
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"1664207"|"23958.0000"|"24388.0000"|"430.0000"|""|"430.0000"|"23958.0000"|"0.0000"|"23958.0000"|"0.0000"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|"1664208"|"184317.0000"|"185153.0000"|"836.0000"|""|"836.0000"|"184317.0000"|"0.0000"|"184317.0000"|"0.0000"
"04-3527006"|"The Lost and Foundation Inc"|"1664216"|"14489.0000"|"15485.0000"|"996.0000"|""|"996.0000"|"14489.0000"|"0.0000"|"14489.0000"|"0.0000"
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|"1664218"|"163558.0000"|"165301.0000"|"1743.0000"|""|"1743.0000"|"163558.0000"|"0.0000"|"163558.0000"|"0.0000"
"04-6035506"|"J HENRY KENDALL TRUST"|"1664219"|"120040.0000"|"121304.0000"|"1264.0000"|""|"1264.0000"|"120040.0000"|""|"120040.0000"|""
"04-6037206"|"THE LANCASTER FOUNDATION 7522-07561014179"|"1664221"|"25022.0000"|"27163.0000"|"2141.0000"|""|"2141.0000"|"25022.0000"|""|"25022.0000"|""
"01-0752786"|"Zcahary and Linsey Gund Foundation"|"1665369"|"110444.0000"|"111528.0000"|"1084.0000"|""|"1084.0000"|"110444.0000"|"0.0000"|"110444.0000"|"0.0000"
"04-6027800"|"TAMARACK FOUNDATION"|"1665939"|"40283.0000"|"41655.0000"|"1372.0000"|""|"1372.0000"|"40283.0000"|"0.0000"|"40283.0000"|"0.0000"
"02-0678498"|"CARLTON HILL FAMILY FOUNDATION, INC"|"1668046"|""|""|""|""|""|""|""|""|""
"04-6195965"|"Frank Gerrity Charitable Trust"|"1668201"|"228298.0000"|"229680.0000"|"1382.0000"|""|"1382.0000"|"228298.0000"|"0.0000"|"228298.0000"|"0.0000"
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|"1669554"|"139.0000"|"139.0000"|""|""|""|"139.0000"|""|"139.0000"|""
"01-0757068"|"JOHN AND BEMICE PLUTA FAMILY FOUNDATION INC"|"1669556"|"84997.0000"|"85424.0000"|"427.0000"|""|"427.0000"|"84997.0000"|""|"84997.0000"|""
"02-0539569"|"ELIZABETH MCGEACHIN MCKEE FOUNDATION"|"1669565"|"10821.0000"|"11163.0000"|"342.0000"|""|"342.0000"|"10821.0000"|""|"10821.0000"|""
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"1669566"|"120352.0000"|"128191.0000"|"7839.0000"|""|"7839.0000"|"120352.0000"|"0.0000"|"120352.0000"|"0.0000"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|"1669567"|"166757.0000"|"170975.0000"|"4218.0000"|""|"4218.0000"|"166757.0000"|"0.0000"|"166757.0000"|"0.0000"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"1669569"|"49163.0000"|"49306.0000"|"143.0000"|""|"143.0000"|"49163.0000"|"0.0000"|"49163.0000"|"0.0000"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"1669570"|""|""|""|""|""|""|""|""|""
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST"|"1669573"|"24752.0000"|"26847.0000"|"2095.0000"|""|"2095.0000"|"24752.0000"|"0.0000"|"24752.0000"|"0.0000"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"1669575"|"215344.0000"|"218600.0000"|"3256.0000"|""|"3256.0000"|"215344.0000"|""|"215344.0000"|""
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"1669578"|""|""|""|""|""|""|""|""|""
"04-2148009"|"GRIFFIN WHITE FOUNDATION INC"|"1669579"|""|""|""|""|""|""|""|""|""
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"1669581"|"4311.0000"|"4311.0000"|""|""|""|"4311.0000"|""|"4311.0000"|""
"04-3033170"|"THE STOBART FOUNDATION"|"1669586"|"26577.0000"|"26776.0000"|"199.0000"|""|"199.0000"|"26577.0000"|""|"26577.0000"|""
"04-3178007"|"THE STABLE FOUNDATION INC"|"1669587"|"40892.0000"|"41082.0000"|"190.0000"|""|"190.0000"|"40892.0000"|""|"40892.0000"|""
"04-3489109"|"NOUBAR & ANNA AFEYAN FOUNDATION"|"1669593"|"54798.0000"|"60626.0000"|"5828.0000"|""|"5828.0000"|"54798.0000"|"0.0000"|"54798.0000"|"0.0000"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"1669594"|"88113.0000"|"88577.0000"|"464.0000"|""|"464.0000"|"88113.0000"|"0.0000"|"88113.0000"|"0.0000"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1669596"|"72010.0000"|"72948.0000"|"938.0000"|""|"938.0000"|"72010.0000"|"0.0000"|"72010.0000"|"0.0000"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"1669598"|"79491.0000"|"80778.0000"|"1287.0000"|""|"1287.0000"|"79491.0000"|""|"79491.0000"|""
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"1669602"|""|""|""|""|""|""|""|""|""
"04-6691809"|"VAN SLOUN FOUNDATION"|"1669611"|"411753.0000"|"422649.0000"|"10896.0000"|""|"10896.0000"|"411753.0000"|""|"411753.0000"|""
"01-0549309"|"THE ROBERTS FOUNDATION"|"1672621"|"108724.0000"|"118073.0000"|"9349.0000"|""|"9349.0000"|"108724.0000"|"0.0000"|"108724.0000"|"0.0000"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"1672626"|"217428.0000"|"220934.0000"|"3506.0000"|""|"3506.0000"|"217428.0000"|""|"217428.0000"|""
"04-3684566"|"THE CONDUIT FOUNDATION"|"1672627"|"225922.0000"|"228874.0000"|"2952.0000"|""|"2952.0000"|"225922.0000"|"0.0000"|"225922.0000"|"0.0000"
"04-6042267"|"FIORANGELO GASBARRI TRUST UW JAMES C BOWDRING TRUSTEE"|"1672628"|"73814.0000"|"74123.0000"|"309.0000"|""|"309.0000"|"73814.0000"|""|"73814.0000"|""
"05-0376170"|"THE RUTH AND SAMUEL MARKOFF FOUNDATION"|"1672629"|"42981.0000"|"46143.0000"|"3162.0000"|""|"3162.0000"|"42981.0000"|"0.0000"|"42981.0000"|"0.0000"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1673209"|"437900.0000"|"443045.0000"|"5145.0000"|""|"5145.0000"|"437900.0000"|""|"437900.0000"|""
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|"1673226"|"939751.0000"|"954967.0000"|"15216.0000"|""|"15216.0000"|"939751.0000"|"0.0000"|"939751.0000"|"0.0000"
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|"1674764"|"1545981.0000"|"1545981.0000"|""|""|"0.0000"|"1545981.0000"|"0.0000"|"1545981.0000"|"0.0000"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"1674833"|""|""|""|""|""|""|""|""|""
"04-2104384"|"LEND A HAND SOCIETY"|"1674834"|"100502.0000"|"102376.0000"|"1874.0000"|""|"1874.0000"|"100502.0000"|"0.0000"|"100502.0000"|"0.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"1675299"|"58745.0000"|"62357.0000"|"3612.0000"|""|"3612.0000"|"58745.0000"|"0.0000"|"58745.0000"|"0.0000"
"04-3578370"|"NICHOLS VILLAGE INC"|"1675302"|""|""|""|""|""|""|""|""|""
"04-6012009"|"FRANK R PETERS TRUST"|"1675304"|"442713.0000"|"461349.0000"|"18636.0000"|""|"18636.0000"|"442713.0000"|""|"442713.0000"|""
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"1675305"|"124077.0000"|"124560.0000"|"483.0000"|""|"483.0000"|"124077.0000"|""|"124077.0000"|""
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1675309"|"913.0000"|"913.0000"|""|""|"0.0000"|"913.0000"|"0.0000"|"913.0000"|"0.0000"
"05-0260671"|"BALLOU HOME FOR THE AGEO"|"1675310"|""|""|""|""|""|""|""|""|""
"04-2658294"|"THE COLLINGS FOUNDATION"|"1675852"|""|""|""|""|""|""|""|""|""
"04-2943793"|"THE MORBY FAMILY CHARITABLE FOUNDATION, INC."|"1675854"|"1071209.0000"|"1082773.0000"|"11564.0000"|""|"11564.0000"|"1071209.0000"|""|"1071209.0000"|""
"01-0516587"|"SACO & BIDDEFORD SAVINGS CHARITABLE FOUNDATION"|"1675945"|"7461.0000"|"7240.0000"|"279.0000"|""|"279.0000"|"6961.0000"|"500.0000"|"7461.0000"|"0.0000"
"04-3441495"|"THE LEBARON FOUNDATION"|"1675962"|"232562.0000"|"233179.0000"|"617.0000"|""|"617.0000"|"232562.0000"|""|"232562.0000"|""
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FOUNDATION"|"1675965"|"2802198.0000"|"2812587.0000"|""|"10389.0000"|"10389.0000"|"2802198.0000"|"0.0000"|"2802198.0000"|"0.0000"
"01-0567810"|"PATRICIA E PHELAN AND JOSEPH W PHELAN FAMILY FOUNDATION INC"|"1678438"|"78249.0000"|"78991.0000"|"742.0000"|""|"742.0000"|"78249.0000"|"0.0000"|"78249.0000"|"0.0000"
"01-0612073"|"THE KINGHEIL FAMILY FOUNDATION"|"1678440"|"62021.0000"|"62312.0000"|"291.0000"|""|"291.0000"|"62021.0000"|"0.0000"|"62021.0000"|"0.0000"
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|"1678450"|"153762.0000"|"163981.0000"|"10219.0000"|""|"10219.0000"|"153762.0000"|"0.0000"|"153762.0000"|"0.0000"
"02-0631312"|"HANLEY FOUNDATION"|"1678456"|"730421.0000"|"742119.0000"|"11698.0000"|""|"11698.0000"|"730421.0000"|""|"730421.0000"|""
"02-6144776"|"GLADYS M THOMAS TESTAMENTARY TRUST KEAMS PETER D TRUSTEE"|"1678460"|"29306.0000"|"29738.0000"|"432.0000"|""|"432.0000"|"29306.0000"|"0.0000"|"29306.0000"|"0.0000"
"02-6155676"|"VINTON FAMILY FOUNDATION"|"1678462"|"1527.0000"|"1527.0000"|""|""|"0.0000"|"1527.0000"|"0.0000"|"1527.0000"|"0.0000"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"1678465"|"434.0000"|"434.0000"|""|""|"0.0000"|"434.0000"|"0.0000"|"434.0000"|"0.0000"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1678472"|"21202.0000"|"21407.0000"|"205.0000"|""|"205.0000"|"21202.0000"|"0.0000"|"21202.0000"|"0.0000"
