"C_EIN"|"C_Org_Name"|"approved_grant_id"|"XML_DOCUMENT_ID"|"ORGNAME"|"CITY"|"STATE"|"COUNTRY"|"AMOUNT"
"01-0483892"|"Hannaford Charitable Foundation"|"279753"|"1515496"|"Big Brothers, Big Sister of Southern Maine"|""|""|"USA"|"100000.0000"
"01-0483892"|"Hannaford Charitable Foundation"|"279754"|"1515496"|"Maine Community College Foundation"|""|""|"USA"|"100000.0000"
"01-0483892"|"Hannaford Charitable Foundation"|"279755"|"1515496"|"Maine Medical Center"|""|""|"USA"|"250000.0000"
"01-0483892"|"Hannaford Charitable Foundation"|"279756"|"1515496"|"My Place Teen Center"|""|""|"USA"|"50000.0000"
"01-0483892"|"Hannaford Charitable Foundation"|"279757"|"1515496"|"Wentworth Douglass Hospital"|""|""|"USA"|"100000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"279758"|"1515512"|"Belknap Mill Society"|"Laconia"|"NH"|"USA"|"20000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"279759"|"1515512"|"NH Center for Nonprofits"|"Concord"|"NH"|"USA"|"3000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"279760"|"1515512"|"The Mclninch Art Gallery SNHU"|"Manchester"|"NH"|"USA"|"3000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"279761"|"1515512"|"NH Humanities Council"|"Concord"|"NH"|"USA"|"25000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"279762"|"1515512"|"Palace Theatre Trust"|"Machester"|"NH"|"USA"|"30000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"279763"|"1515522"|"EASTHAMPTON DOLLARS FOR SCHOLARS"|""|""|"USA"|"7500.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"279764"|"1515522"|"BAYSTATE HEALTH FOUNDATION"|""|""|"USA"|"40000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"279765"|"1515522"|"THE UNITED WAY OF HAMPSHIRE COUNTY"|""|""|"USA"|"25000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"279766"|"1515522"|"SOUTH HADLEY PUBLIC LIBRARY"|""|""|"USA"|"30000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"279767"|"1515522"|"HOLYOKE PUBLIC LIBRARY"|""|""|"USA"|"30000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"279768"|"1515522"|"CONSUMER CREDIT COUNSELING"|""|""|"USA"|"5200.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"279769"|"1515522"|"LINK TO LIBRARIES"|""|""|"USA"|"3600.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"281943"|"1520691"|"The Opportunity Alliance"|"Portland"|"ME"|"USA"|"2500.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"281944"|"1520691"|"York Public Library Association"|"York"|"ME"|"USA"|"6750.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"281945"|"1520691"|"Center for Wildlife"|"Cape Neddick"|"ME"|"USA"|"4000.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"281946"|"1520691"|"York County Sheriff's Office"|"Alfred"|"ME"|"USA"|"1500.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"281947"|"1520691"|"Homehealth Visitine Nurses"|"Saco"|"ME"|"USA"|"10000.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"281948"|"1520691"|"Kennebunk Free Library"|"Kennebunk"|"ME"|"USA"|"13125.0000"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"281949"|"1520697"|"CHILDREN'S HOSPITAL"|"BOSTON"|"MA"|"USA"|"1650000.0000"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"281950"|"1520697"|"DEDHAM COUNTRY DAY SCHOOL"|"DEDHAM"|"MA"|"USA"|"37500.0000"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"281951"|"1520697"|"GEORGE W. BUSH FOUNDATION"|"DALLAS"|"TX"|"USA"|"333334.0000"
"04-2687384"|"CLIPPER SHIP FOUNDATION, INC."|"282534"|"1530011"|"LOCAL INITATIVES SUPPORT CORPORATION"|""|""|"USA"|"30000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283319"|"1535661"|"BETH ISRAEL DEACONESS MEDICAL CENTER"|"BOSTON"|"MA"|"USA"|"416667.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283320"|"1535661"|"BRANDEIS UNIVERSITY"|"WALTHAM"|"MA"|"USA"|"600000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283321"|"1535661"|"BROWN UNIVERSITY"|"PROVIDENCE"|"RI"|"USA"|"31250.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283322"|"1535661"|"CHILDREN'S HOSPITAL OF PHILADELPHIA"|"PHILADELPHIA"|"PA"|"USA"|"262086.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283323"|"1535661"|"COLD SPRING HARBOR LABORATORY"|"COLD SPRING HARBOR"|"NY"|"USA"|"1169744.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283324"|"1535661"|"HARVARD UNIVERSITY"|"BOSTON"|"MA"|"USA"|"50000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283325"|"1535661"|"MASSACHUSETTS ADVOCATES FOR CHILDREN"|"BOSTON"|"MA"|"USA"|"647387.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283326"|"1535661"|"MASSACHUSETTS GENERAL HOSPITAL"|"BOSTON"|"MA"|"USA"|"343723.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283327"|"1535661"|"MASSACHUSETTS GENERAL HOSPITAL"|"BOSTON"|"MA"|"USA"|"25000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283328"|"1535661"|"UNIVERSITY OF MASSACHUSETTS"|"BOSTON"|"MA"|"USA"|"50000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283329"|"1535661"|"AUTISM CONSORTIUM"|"BOSTON"|"MA"|"USA"|"275000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283330"|"1535661"|"BRADLEY HOSPITAL"|"EAST PROVIDENCE"|"RI"|"USA"|"214000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283331"|"1535661"|"BOSTON CHILDREN'S HOSPITAL"|"BOSTON"|"MA"|"USA"|"1227612.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283332"|"1535661"|"MAINE MEDICAL CENTER"|"PORTLAND"|"MN"|"USA"|"456232.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283333"|"1535661"|"MASSACHUSETTS INSTITUE OF TECHNOLOGY"|"CAMBRIDGE"|"MA"|"USA"|"953649.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"283334"|"1535661"|"SYRACUSE UNIVERSITY"|"NY"|"NY"|"USA"|"147060.0000"
"01-0738276"|"The CW Film Foundation Inc"|"283868"|"1544779"|"Iris Elezi Villa"|"Tirane 1000"|""|"AL"|"10000.0000"
"01-0738276"|"The CW Film Foundation Inc"|"283869"|"1544779"|"Goran RadovanovicAleksinackih"|"Novi Beograd"|""|"RI"|"10000.0000"
"01-0738276"|"The CW Film Foundation Inc"|"283870"|"1544779"|"David Constantin"|"BelleEtoile"|""|"MP"|"10000.0000"
"01-0738276"|"The CW Film Foundation Inc"|"283871"|"1544779"|"Georges Schoucair"|"Beirut"|""|"LE"|"10000.0000"
"01-0738276"|"The CW Film Foundation Inc"|"283872"|"1544779"|"Alexandra Sun"|"Section Tian-Tong-Yuan Chang Ping Beijing 102218"|""|"CH"|"10000.0000"
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"283873"|"1544785"|"BEAVER COUNTRY DAY SCHOOL"|"BROOKLINE"|"MA"|"USA"|"5500.0000"
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"283874"|"1544785"|"BELMONT HILL SCHOOL"|"BELMONT"|"MA"|"USA"|"400000.0000"
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"283875"|"1544785"|"BUCKINGHAM BROWN & NICHOLS SCHOOL"|"CAMBRIDGE"|"MA"|"USA"|"19500.0000"
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"283876"|"1544785"|"MUSEUM OF FINE ARTS, BOSTON"|"BOSTON"|"MA"|"USA"|"2200000.0000"
"04-3466803"|"NORTH EAST ROOFING EDUCATIONAL FOUNDATION INC"|"283877"|"1544789"|"SCHOLARSHIPS (13 RECIPIENTS 2500)- PAID 81613"|"BRAINTREE"|"MA"|"USA"|"32500.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286832"|"1547313"|"AMERICAN FRIENDS OF NEVE SHALOM-WAHAT AL-SALAM"|"SHERMAN OAKS"|"CA"|"USA"|"1000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286833"|"1547313"|"AMERICAN JEWISH COMMITTEE"|"BOSTON"|"MA"|"USA"|"100000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286834"|"1547313"|"AMERICAN JEWISH HISTORICAL SOCIETY"|"NEWTON CENTRE"|"MA"|"USA"|"25000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286835"|"1547313"|"ANTI-DEFAMATION LEAGUE"|"BOSTON"|"MA"|"USA"|"25000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286836"|"1547313"|"BOSTON JEWISH FILM FESTIVAL"|"WEST NEWTON"|"MA"|"USA"|"1000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286837"|"1547313"|"COMBINED JEWISH PHILANTHROPIES"|"BOSTON"|"MA"|"USA"|"167313.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286838"|"1547313"|"ELON HILLEL"|"ELON"|"NC"|"USA"|"5500.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286839"|"1547313"|"FACING HISTORY AND OURSELVES NATIONAL FOUNDATION"|"BROOKLINE"|"MA"|"USA"|"20000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286840"|"1547313"|"FRIENDS OF IR DAVID"|"BROOKLYN"|"NY"|"USA"|"10000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286841"|"1547313"|"HADASSAH MEDICAL RELIEF ASSOCIATION, INC."|"NEW YORK"|"NY"|"USA"|"167596.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286842"|"1547313"|"HEBREW SENIOR LIFE"|"BOSTON"|"MA"|"USA"|"100000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286843"|"1547313"|"JEWISH BIG BROTHERS BIG SISTERS OF GREATER BOSTON"|"NEWTON"|"MA"|"USA"|"10000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286844"|"1547313"|"JEWISH COMMUNITY CENTERS OF GREATER BOSTON"|"NEWTON"|"MA"|"USA"|"10000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286845"|"1547313"|"JEWISH FAMILY & CHILDREN SERVICES"|"BOSTON"|"MA"|"USA"|"70000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286846"|"1547313"|"JEWISH FAMILY SERVICE OF METRO WEST"|"FRAMINGHAM"|"MA"|"USA"|"500.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286847"|"1547313"|"NATIONAL JEWISH HEALTH"|"DENVER"|"CO"|"USA"|"75000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286848"|"1547313"|"P.E.F. ISRAEL ENDOWMENT FUNDS, INC"|"NEW YORK"|"NY"|"USA"|"5000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286849"|"1547313"|"P.E.F. ISRAEL ENDOWMENT FUNDS, INC"|"NEW YORK"|"NY"|"USA"|"5000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286850"|"1547313"|"THE DAVID PROJECT"|"BOSTON"|"MA"|"USA"|"30000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286851"|"1547313"|"THE HILLEL FOUNDATION AT TUFTS UNIVERSITY"|"MEDFORD"|"MA"|"USA"|"10000.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"286852"|"1547313"|"THE ISRAEL PROJECT"|"WASHINGTON"|"DC"|"USA"|"100000.0000"
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"287871"|"1557889"|"AFORAM - American Friends of Rambam"|"New York"|"NY"|"USA"|"750000.0000"
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"287872"|"1557889"|"ASUH - American Society of the University of Haifa"|"New York"|"NY"|"USA"|"1000000.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287987"|"1558454"|"AMERICAN ANTIQUARIAN SOCIETY"|""|""|"USA"|"100000.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287988"|"1558454"|"FALMOUTH ACADEMY"|""|""|"USA"|"30000.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287989"|"1558454"|"UNITED WAY OF CENTRAL MASSACHUSETTS"|""|""|"USA"|"37500.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287990"|"1558454"|"WORCESTER ART MUSEUM"|""|""|"USA"|"250000.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287991"|"1558454"|"WORCESTER ACADEMY"|""|""|"USA"|"300000.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287992"|"1558454"|"WORCESTER YOUTH CENTER"|""|""|"USA"|"25000.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287993"|"1558454"|"Y.O.U. INC"|""|""|"USA"|"175000.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"287994"|"1558454"|"YWCA"|""|""|"USA"|"87500.0000"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"288020"|"1558527"|"Vermont Community Garden Network"|"Burlington"|"VT"|"USA"|"25000.0000"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"288021"|"1558527"|"Vermont River Conservancy"|"Montpelier"|"VT"|"USA"|"50000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"288022"|"1558529"|"DuPage County Health Department"|"Wheaton"|"IL"|"USA"|"317625.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"288023"|"1558529"|"Erie Family Health Center Inc"|"Chicago"|"IL"|"USA"|"100000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"288024"|"1558529"|"Erie Family Health Center Inc"|"Chicago"|"IL"|"USA"|"300000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"288025"|"1558529"|"Erie Family Health Center Inc"|"Chicago"|"IL"|"USA"|"1700000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"288026"|"1558529"|"Metrolitan Family Services"|"Chicago"|"IL"|"USA"|"1700000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"288027"|"1558529"|"Southern Illinois Healthcare Foundation Inc"|"Sauget"|"IL"|"USA"|"298067.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"289726"|"1567183"|"HARVARD UNIVERSITY"|"CAMBRIDGE"|"MA"|"USA"|"150000.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"289727"|"1567183"|"UNIVERSITY OF SOUTHERN CALIFORNIA"|"LOS ANGELES"|"CA"|"USA"|"144456.0000"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"289806"|"1567758"|"Erskine Academy"|"South China"|"ME"|"USA"|"500.0000"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"289807"|"1567758"|"Mary's Walk"|"Falmouth"|"ME"|"USA"|"250.0000"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"289808"|"1567758"|"Sexual Assault Crisis Support Center"|"Winthrop"|"ME"|"USA"|"750.0000"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"290202"|"1574297"|"HILLSBOROUGH EDUCATION FOUNDATION"|"TAMPA"|"FL"|"USA"|"50000.0000"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"290203"|"1574297"|"GLAZER CHILDREN'S MUSEUM OF TAMPA"|"TAMPA"|"FL"|"USA"|"80000.0000"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"290255"|"1575708"|"PLEASE SEE ATTACHED SCHEDULE"|""|""|"USA"|""
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|"290380"|"1576396"|"Emily Fregeau"|""|""|"USA"|"500.0000"
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|"290381"|"1576396"|"Community Child Care Center"|""|""|"USA"|"10000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290667"|"1578795"|"Alliance for Inclusion and Prevention"|""|""|"USA"|"25000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290668"|"1578795"|"Cambridge Community Center, Inc"|""|""|"USA"|"25000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290669"|"1578795"|"CEDAC f/b/o Children's Investment Fund"|""|""|"USA"|"25000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290670"|"1578795"|"Ecotarium"|""|""|"USA"|"30000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290671"|"1578795"|"Handel and Haydn Society"|""|""|"USA"|"30000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290672"|"1578795"|"Lesley University"|""|""|"USA"|"25000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290673"|"1578795"|"New England Aquarium"|""|""|"USA"|"25000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290674"|"1578795"|"New England Conservatory"|""|""|"USA"|"25000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290675"|"1578795"|"North Bennet Street School"|""|""|"USA"|"25000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290676"|"1578795"|"YMCA of Greater Boston"|""|""|"USA"|"30000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290677"|"1578795"|"Handel and Haydn Society"|""|""|"USA"|"30000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"290678"|"1578795"|"New England Aquarium"|""|""|"USA"|"30000.0000"
"01-0519446"|"Great Bay Foundation"|"291016"|"1585546"|"FIDELITY INVESTMENTS CHARITABLE GIFT FUND"|"BOSTON"|"MA"|"USA"|"19817.0000"
"01-0387404"|"Elmina B. Sewall Foundation"|"292369"|"1586603"|"Trustees of Tufts College"|"Somerville"|"MA"|"USA"|"50000.0000"
"01-0387404"|"Elmina B. Sewall Foundation"|"292370"|"1586603"|"Less Present Value Discount"|""|""|"USA"|"-498.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"292376"|"1586420"|"Associated Grant Makers"|""|""|"USA"|"4600.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"292377"|"1586420"|"Council on Foundations"|""|""|"USA"|"1720.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"292378"|"1586420"|"Lazarus House"|""|""|"USA"|"15000.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"292379"|"1586420"|"Boys and Girls Club of Greater Lowell"|""|""|"USA"|"10000.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"292380"|"1586420"|"Merrimack Valley YMCA"|""|""|"USA"|"225000.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"292381"|"1586420"|"Lawrence Community Works"|""|""|"USA"|"35000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"292382"|"1586424"|"Associated Grant Makers"|""|""|"USA"|"5350.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"292383"|"1586424"|"Essex County Community Foundation"|""|""|"USA"|"15000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"292384"|"1586424"|"Prep at Pingree"|""|""|"USA"|"20000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"292385"|"1586424"|"Merrimack Valley YMCA"|""|""|"USA"|"225000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"292386"|"1586424"|"Lawrence Community Works"|""|""|"USA"|"35000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294978"|"1592781"|"New England Conservatory"|""|""|"USA"|"250000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294979"|"1592781"|"Washington University in St. Louis"|""|""|"USA"|"300000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294980"|"1592781"|"Perkins School for the Blind"|""|""|"USA"|"40000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294981"|"1592781"|"Pathways Health Centre for Children"|""|""|"USA"|"20000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294982"|"1592781"|"The Lambton College Foundation"|""|""|"USA"|"20000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294983"|"1592781"|"APM da Escola Municipal CAIC Carolina Moreira da Silva"|""|""|"USA"|"13252.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294984"|"1592781"|"Jiangxi Yongxiu Charity Foundation"|""|""|"USA"|"10000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294985"|"1592781"|"China Foundation for Disabled Persons"|""|""|"USA"|"80000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294986"|"1592781"|"Shanghal Charity Foundation"|""|""|"USA"|"10000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294987"|"1592781"|"Shanghal Xu Hui District Boal Children's Rehabilitation Center"|""|""|"USA"|"17000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294988"|"1592781"|"Tianjin Hangu Charity Foundation"|""|""|"USA"|"27421.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294989"|"1592781"|"Hebei Province Youth Development Foundation"|""|""|"USA"|"22530.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294990"|"1592781"|"Ride4Kids (Energy4All)"|""|""|"USA"|"7500.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294991"|"1592781"|"Panal VZW"|""|""|"USA"|"15000.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294992"|"1592781"|"City of Rheinfelden"|""|""|"USA"|"13500.0000"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"294993"|"1592781"|"Town of Valmez"|""|""|"USA"|"15000.0000"
"01-0471533"|"Maine Education Services"|"295016"|"1592893"|"Brandon Smith"|""|""|"USA"|"250.0000"
"01-0471533"|"Maine Education Services"|"295017"|"1592893"|"Eric Chen"|""|""|"USA"|"2000.0000"
"01-0471533"|"Maine Education Services"|"295018"|"1592893"|"Jeff Pass"|""|""|"USA"|"250.0000"
"01-0471533"|"Maine Education Services"|"295019"|"1592893"|"Junior Achievement of Maine"|"Portland"|"ME"|"USA"|"7000.0000"
"01-0471533"|"Maine Education Services"|"295020"|"1592893"|"Mason Merrill"|""|""|"USA"|"2000.0000"
"01-0471533"|"Maine Education Services"|"295021"|"1592893"|"Michael Benecke"|""|""|"USA"|"2000.0000"
"01-0471533"|"Maine Education Services"|"295022"|"1592893"|"Molly Cleveland"|""|""|"USA"|"2000.0000"
"01-0471533"|"Maine Education Services"|"295023"|"1592893"|"Morgan Burke"|""|""|"USA"|"500.0000"
"01-0471533"|"Maine Education Services"|"295024"|"1592893"|"Nate Gilbert"|""|""|"USA"|"1000.0000"
"01-0471533"|"Maine Education Services"|"295025"|"1592893"|"Reeve Austin"|""|""|"USA"|"500.0000"
"01-0471533"|"Maine Education Services"|"295026"|"1592893"|"Robby Burns"|""|""|"USA"|"1000.0000"
"01-0471533"|"Maine Education Services"|"295027"|"1592893"|"Stephen Rice"|""|""|"USA"|"1000.0000"
"01-0471533"|"Maine Education Services"|"295028"|"1592893"|"Taylor Oullette"|""|""|"USA"|"2000.0000"
"01-0471533"|"Maine Education Services"|"295029"|"1592893"|"Viviane Kostin"|""|""|"USA"|"2000.0000"
"01-0535144"|"Maine Health Access Foundation, Inc."|"295030"|"1592895"|"See satement 14"|""|""|"USA"|"1945314.0000"
"04-3197325"|"Sheehan Family Foundation"|"295031"|"1592911"|"Coalition for Buzzards Bay"|""|""|"USA"|"5000.0000"
"04-3197325"|"Sheehan Family Foundation"|"295032"|"1592911"|"NSRWA"|""|""|"USA"|"10000.0000"
"04-3197325"|"Sheehan Family Foundation"|"295033"|"1592911"|"The Nature Conservancy"|""|""|"USA"|"75000.0000"
"04-3197325"|"Sheehan Family Foundation"|"295034"|"1592911"|"Trust for Public Land"|""|""|"USA"|"10000.0000"
"04-3197325"|"Sheehan Family Foundation"|"295035"|"1592911"|"City Connects-Boston College"|""|""|"USA"|"300000.0000"
"04-3197325"|"Sheehan Family Foundation"|"295036"|"1592911"|"Rockaway Museum"|""|""|"USA"|"1500.0000"
"04-3197325"|"Sheehan Family Foundation"|"295037"|"1592911"|"Rockaway Museum"|""|""|"USA"|"10000.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"295669"|"1604527"|"THE BRICK PRESBYTERIAN CHURCH"|"NEW YORK"|"NY"|"USA"|"100000.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"295670"|"1604527"|"TEACH FOR ALL"|"NEW YORK"|"NY"|"USA"|"500000.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"295671"|"1604527"|"THE BUCKLEY SCHOOL"|"NEW YORK"|"NY"|"USA"|"5000000.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"295672"|"1604527"|"THE SPENCE SCHOOL"|"NEW YORK"|"NY"|"USA"|"6800000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295721"|"1601840"|"Becker College"|""|""|"USA"|"10000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295722"|"1601840"|"Hanover Theatre for the Performing Arts"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295723"|"1601840"|"Hanover Theatre for the Performing Arts"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295724"|"1601840"|"Hanover Theatre for the Performing Arts"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295725"|"1601840"|"Massachusetts Audubon Society-Worcester"|""|""|"USA"|"10000.0000"
