"C_EIN"|"C_Org_Name"|"CONTRACTOR_ID"|"XML_DOCUMENT_ID"|"CONTR_NAME"|"CONTR_STREET"|"CONTR_CITY"|"CONTR_STATE"|"CONTR_COUNTRY"|"CONTR_ZIP"|"CONTR_SERVICE"|"CONTR_COMP"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"5273"|"1535661"|"DELOITTE TAX LLP"|"200 BERKELEY STREET"|"BOSTON"|"MA"|"USA"|"02116"|"ACCOUNTING"|"40000.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"5274"|"1535661"|"TUKMAN GROSSMAN CAPITAL MANAGEMENT"|"60 EAST SIR FRANCIS DRAKE BLVD SUITE 204"|"LARKSPUR"|""|"USA"|""|"INVESTMENT ADVISOR"|"31436.0000"
"04-3739441"|"THE PROVIDENT BANK FOUNDATION"|"5340"|"1545073"|"KQL CONSULTING, LLC"|"7 MILLAY COURT"|"LEDGEWOOD"|"NJ"|"USA"|"07852"|"CONSULTING"|"36000.0000"
"04-3739441"|"THE PROVIDENT BANK FOUNDATION"|"5341"|"1545073"|"THE PROVIDENT BANK"|"100 WOOD AVENUE SOUTH"|"ISELIN"|"NJ"|"USA"|"08830"|"SEE BELOW"|"77563.0000"
"04-3412829"|"THE POSS FAMILY FOUNDATION"|"5401"|"1546426"|"ATLANTIC TRUST COMPANY, N.A."|"100 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORS"|"65677.0000"
"04-2767890"|"HELEN AND GEORGE LADD CHARITABLE CORPORATION #0720995"|"5435"|"1547305"|"NUTTER, MCCLENNEN & FISH, LLP"|"SEAPORT WEST 155 SEAPORT BLVD"|"BOSTON"|"MA"|"USA"|"02210"|"TRUSTEE, LEGAL & TAX PREPARATION FEES"|"76291.0000"
"03-0346513"|"The Orton Family Foundation, Inc."|"5508"|"1554972"|"Placeways, LLC"|"1722 14th Street Suite # 150"|"Boulder"|"CO"|"USA"|"80302"|"Software Consulting"|"120833.0000"
"04-3487843"|"PEPPERCORN FOUNDATION"|"5509"|"1554975"|"SANVIL CONSULTING"|"13014 N DALE MABRY HWY #366"|"TAMPA"|"FL"|"USA"|"33618"|"GRANTMAKING AND PROGRAM SERVICES"|"150000.0000"
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"5537"|"1557888"|"ROPES & GRAY LLP"|"ONE INTERNATIONAL PLACE"|"BOXTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORY"|"317281.0000"
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"5538"|"1557888"|"BARCLAYS WEALTH MANAGEMENT"|"125 HIGH STREET"|"BOXTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORY"|"151774.0000"
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"5539"|"1557888"|"BOLTON GLOBAL CAPITAL"|"579 MAIN STREET"|"BOLTON"|"MA"|"USA"|"01740"|"INVESTMENT ADVISORY"|"88274.0000"
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"5540"|"1557888"|"FMI CORPORATION"|"5171 GLENWOOD AVE #200"|"RALEIGH"|"NC"|"USA"|"27612"|"INVESTMENT ADVISORY"|"80177.0000"
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"5541"|"1557888"|"WELLINGTON MANAGEMENT"|"280 CONGRESS ST"|"BOSTON"|"MA"|"USA"|"02210"|"INVESTMENT ADVISORY"|"53182.0000"
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"5573"|"1558454"|"SALEM CAPITAL MANAGEMENT"|""|"WOBURN"|"MA"|"USA"|"01801"|"ADVISOR"|"63585.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"5588"|"1558529"|"NTI Upstream/Children Research Triangle"|"180 North Michigan Avenue, Suite 700"|"Chicago"|"IL"|"USA"|""|"Program Consultation and Evaluation"|"158747.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"5589"|"1558529"|"Dr. Bennett Leventhal"|"2709 Laguna Way,"|"Naples"|"FL"|"USA"|"34109"|"Program Consultation and Evaluation"|"95000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"5590"|"1558529"|"Hewitt Ennis Knupp, an AON Company"|"10 South Riverside Plaza, Suite 1600"|"Chicago"|"IL"|"USA"|""|"Investment Consultant"|"78000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"5591"|"1558529"|"Jim Durkan"|"410 W. Burlington Ave., #205"|"LaGrange"|"IL"|"USA"|"60525"|"Interim Director"|"66946.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"5592"|"1558529"|"DHR International"|"10 S. riverside Paza, Suite 2220"|"Chicago"|"IL"|"USA"|"60606"|"Employment Search Firm"|"66686.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"5665"|"1567183"|"PHARMOPTIMA, LLC"|"6710 QUALITY WAY"|"PORTAGE"|"MI"|"USA"|"49002"|"MEDICAL RESEARCH"|"268696.0000"
"04-6076048"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|"5693"|"1574324"|"SIPPICAN CAPITAL ADVISORS (GORDON BARRETT)"|"125 HIGH STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT MANAGEMENT"|"82523.0000"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"5702"|"1575708"|"EASTERN BANK"|""|""|""|"USA"|""|""|"20400.0000"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"5703"|"1575708"|"JAMES F BOGLE, CPA"|""|""|""|"USA"|""|""|"4000.0000"
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|"5717"|"1576396"|"PRIME BUCHHOLZ & ASSOCIATES"|"273 CORPORATE DRIVE, SUITE 250"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"CONSULTANT"|"50273.0000"
"04-3489966"|"THE FRANCES LEAR FOUNDATION"|"5718"|"1576423"|"CAPITAL GUARDIAN TRUST COMPANY"|"C/O PIMTAX, 6455 IRVINE CENTER DR, C-2B"|"IRVINE"|"CA"|"USA"|"92618"|"INVESTMENT ADVISORY"|"83833.0000"
"04-6869215"|"THE DICENSO FAMILY CHARITABLE TRUST"|"5719"|"1576436"|"GW&WADE, LLC"|"93 WORCESTER STREET"|"WELLESLEY"|"MA"|"USA"|"02481"|"INVESTMENT MANAGEMENT & TAX PREP"|"5988.0000"
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|"5706"|"1577838"|"DAVID OGDEN"|"TWO MEADOW RIDGE"|"CONCORD"|"MA"|"USA"|"01742"|"FINANCIAL ADVISOR"|"99040.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"5751"|"1578795"|"CABOT-WELLINGTON LLC"|"70 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"ADMINSTRATION SERVIC"|"250000.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"5752"|"1578795"|"FIDUCIARY TRUST COMPANY"|"PO BOX 55806"|"BOSTON"|"MA"|"USA"|"02205-5806"|"INVESTMENT ADVSORS"|"152590.0000"
"01-0391038"|"Rosscare"|"5782"|"1585545"|"Philips Lifeline"|"PO Box 403109"|"Atlanta"|"GA"|"USA"|"30384-3109"|"Monitoring Lifeline"|"103512.0000"
"04-3536784"|"BEN & KATE TAYLOR CHARITABLE FOUNDATION BEN & KATE TAYLOR, TRUSTEES"|"5824"|"1586400"|"WILMINGTON TRUST"|"280 CONGRESS STREET, SUITE 1800"|"BOSTON"|"MA"|"USA"|"02210"|"ADMINISTRATIVE AND INV"|"13559.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"5843"|"1586420"|"BROWN BROTHERS HARRIMAN"|"40 WATER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVICE"|"70774.0000"
"04-3473585"|"BARBARA LEE FAMILY FOUNDATION, INC."|"5844"|"1586421"|"LAKE RESEARCH PARTNERS"|"1726 M STREET NW, SUITE 500"|"WASHINGTON"|"DC"|"USA"|"20036"|"CONSULTING"|"110763.0000"
"04-6023790"|"THE ALBERT J. GIFFORD CHARITABLE TRUST"|"5845"|"1586423"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST & ACCOUNTING"|"18000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"5846"|"1586424"|"BROWN BROTHERS HARRIMAN"|"40 WATER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVICE"|"90824.0000"
"01-0387404"|"Elmina B. Sewall Foundation"|"5837"|"1586603"|"Bank of America"|"P.O. Box 1802"|"Providence"|"RI"|"USA"|"02901"|"Investment Management Services"|"575981.0000"
"01-0387404"|"Elmina B. Sewall Foundation"|"5838"|"1586603"|"Federal Street Advisors, Inc."|"50 Federal Street"|"Boston"|"MA"|"USA"|"02110-2500"|"Investment Management Services"|"150540.0000"
"01-0387404"|"Elmina B. Sewall Foundation"|"5839"|"1586603"|"Sanderson International Value Fund"|"250 South Wacker Drive, Suite 220"|"Chicago"|"IL"|"USA"|""|"Investment Management Services"|"69075.0000"
"01-0387404"|"Elmina B. Sewall Foundation"|"5840"|"1586603"|"The Highclere International Investors Fund"|"253 Bayberry Lane"|"Westport"|"CT"|"USA"|"06880"|"Investment Management Services"|"68801.0000"
"04-3361816"|"EUGENE F. MERKERT 1996 CHARITABLE FOUNDATION"|"5921"|"1591565"|"STACI TYSON"|"123 DATE PALM DRIVE"|"JUPITER"|"FL"|"USA"|"33458"|"ADMINISTRATION"|"60000.0000"
"02-0241739"|"Scott-Farrar Home"|"5941"|"1592777"|"EGA Architects"|"1 Vernon Street"|"Newburyport"|"MA"|"USA"|"01950"|"Architecture Services"|"103897.0000"
"02-0241739"|"Scott-Farrar Home"|"5942"|"1592777"|"Atlantic Retirement Communities"|"239 Water Street"|"Newburyport"|"MA"|"USA"|"01950-3223"|"Consulting Services"|"65951.0000"
"02-0241739"|"Scott-Farrar Home"|"5943"|"1592777"|"Thomas Hanna"|"41 School Street"|"Keene"|"NH"|"USA"|"03431"|"Legal Services"|"52793.0000"
"01-0471533"|"Maine Education Services"|"5964"|"1592893"|"Edfinancial Services, LLC"|"298 North Seven Oaks Drive"|"Knoxville"|"TN"|"USA"|"37922"|"Federal Direct Student Loan Servici"|"2320599.0000"
"01-0535144"|"Maine Health Access Foundation, Inc."|"5965"|"1592895"|"Prime Buchholz & Associates"|"40 Pleasant Street"|"Portsmouth"|"NH"|"USA"|"03801"|"Investment advisory"|"62419.0000"
"04-2763837"|"THE FLATLEY FOUNDATION"|"5966"|"1592907"|"FMC LLC"|"BRAINTREE HILL OFFICE PARK"|"BRAINTREE"|"MA"|"USA"|"02184"|"ADMIN & INVEST MANAGEMENT SVC"|"1092731.0000"
"04-2763837"|"THE FLATLEY FOUNDATION"|"5967"|"1592907"|"CLOUGH CAPITAL PARTNERS, L.P."|"260 FRANKLIN ST."|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT MANAGEMENT SVC"|"985937.0000"
"04-2573604"|"GIBRAN INC"|"6009"|"1595253"|"CALLAS FELOPULOS & DITELBERG LLP"|"142 SMITH ST"|"BOSTON"|"MA"|"USA"|"02120"|"MANAGEMENT"|"2200.0000"
"04-2573604"|"GIBRAN INC"|"6010"|"1595253"|"CLAUDIA J WORTH CPA PC"|"790 TURNPIKE ST"|"NO ANDOVER"|"MA"|"USA"|"01845"|"TAX & ACCOUNTING"|"1525.0000"
"04-6004808"|"THE DEVONSHIRE FOUNDATION"|"6011"|"1595289"|"HOWLAND CAPITAL"|"75 FEDERAL STREET, SUITE 1100"|"BOSTON"|"MA"|"USA"|"02110-1911"|"TAX & INVEST MANAGEMENT"|"178251.0000"
"04-6029004"|"JAMES C MELVIN TRUST UW ROBERT N SHAPIRO ET AL TRUSTEES"|"6012"|"1595291"|"ROPES & GRAY LLP"|"800 BOYLSTON STREET"|"BOSTON"|"MA"|"USA"|"02199"|"LEGAL, MANAGEMENT & INVESTMENT MANAGEMENT"|"66320.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"6039"|"1601840"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST AND ACCOUNTING"|"13000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"6040"|"1601851"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST AND ACCOUNTING"|"187761.0000"
"04-3339819"|"MURIEL & NORMAN B LEVENTHAL FAMILY FOUNDATION INC"|"6077"|"1604826"|"RIDGEWAY ADVISORS"|"10 POST OFFICE SQUARE"|"BOSTON"|"MA"|"USA"|"02109"|"PHILANTHROPY"|"90975.0000"
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|"6093"|"1609940"|"COTSEN FAMILY OFFICE LLC"|"12100 WILSHIRE BLVD"|"LOS ANGELES"|"CA"|"USA"|"90025"|"MANAGEMENT SERVICES"|"303708.0000"
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|"6179"|"1617758"|"WILLIAM D MAHONY & CO"|"5 COMMONWEALTH ROAD"|"NATICK"|"MA"|"USA"|"01760"|"ACCOUNTING"|"1500.0000"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"6244"|"1627928"|"MARIA O'CONNELL UNDA"|"43 BELMONT STREET"|"SOUTH EASTON"|"MA"|"USA"|"02375"|"CONSULTING"|"94900.0000"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"6283"|"1632217"|"WELLS FARGO"|"TWO INTERNATIONAL PLACE"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT"|"4772.0000"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"6284"|"1632217"|"SOLO DESIGN"|"175 WASHINGTONS TREET"|"WINCHESTER"|"MA"|"USA"|"01890"|"COMPUTER RELATED"|"2534.0000"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"6285"|"1632217"|"OCONNOR & DREW"|"27 CHURCH STREET"|"WINCHESTER"|"MA"|"USA"|"01890"|"TAX AND ACCOUNTING"|"2450.0000"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"6286"|"1632284"|"THE BOSTON FOUNDATION (FORMERLY TRI)"|"420 BOLYSTON STREET"|"BOSTON"|"MA"|"USA"|"02116"|"PHILANTHROPIC SERVICES"|"255076.0000"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"6287"|"1632284"|"CITIGROUP GLOBAL MKTS INC"|"111 WALL STREET 3RD FLOOR"|"NEW YORK"|"NY"|"USA"|"10005"|"INVESTMENT ADVISORY SERVICES"|"230430.0000"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"6288"|"1632284"|"BYN MELLON WEALTH MANAGEMENT"|"131 SANTILLI HWY"|"EVERETT"|"MA"|"USA"|"02149"|"INVESTMENT ADIVOSRY SERVICES"|"113752.0000"
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"6385"|"1651153"|"SACKS, GLAZIER, FRANKLIN & LODISE LLP"|"350 S GRAND AVE, #3500"|"LOS ANGELES"|"CA"|"USA"|"90071"|"LEGAL SERVICE"|"83464.0000"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"6386"|"1651225"|"HOUSSAN & OJERHOLM CPA"|"27 WEST MOUNTAIN STREET"|"WORCESTER"|"MA"|"USA"|"01606"|"TAX RETURN"|"500.0000"
"04-6130871"|"GERONDELIS FOUNDATION INC"|"6387"|"1651244"|"DEMAKIS LAW OFFICES"|"56 CENTRAL AVE SUTIE 201"|"LYNN"|"MA"|"USA"|"01901"|"LEGZL ADMIN"|"100000.0000"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"6433"|"1662920"|"GOULSON & STORRS P C"|"400 ATLANTIC AVE"|"BOSTON"|"MA"|"USA"|"02110-3333"|"LEGAL & ACCOUNTING"|"62691.0000"
"04-6155696"|"THE ART COMPLEX INC"|"6438"|"1662949"|"WILLIAM THOMAS"|"ALDEN STREET"|"DUXBURY"|"MA"|"USA"|"02332"|"PROPERTY MAINT /CONSTRUCTION"|"116675.0000"
"04-6155696"|"THE ART COMPLEX INC"|"6439"|"1662949"|"FIDUCIARY COUNSELING INC"|"3000 WELLS FARGO PLACE"|"ST PAUL"|"MN"|"USA"|"55101"|"INVESTMENT ADVISORS/MANAGERS"|"77239.0000"
"04-3684566"|"THE CONDUIT FOUNDATION"|"6674"|"1672627"|"WINSTION & STRAWN"|"35 WEST WACKER DR"|"CHICAGO"|"IL"|"USA"|"60601"|"LEGAL SERVICES"|"307199.0000"
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|"6703"|"1673226"|"ATLANTIC TRUST COMPANY"|"100 FEDERAL STREET 37TH FLOOR"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT SERVICES"|"76821.0000"
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|"6708"|"1674764"|"CHDI MANAGEMENT, INC."|"350 SEVENTH AVE SUITE 601"|"NEW YORK"|"NY"|"USA"|"10001"|"DIRECTOR PROGRAM SRVCS"|"2207311.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"6731"|"1675299"|"MARIA Q'CQNNELL UNDA"|"43 BELMONT STREET"|"SOUTH EASTON"|"MA"|"USA"|"02375"|"CONSULTING"|"94900.0000"
"04-3578370"|"NICHOLS VILLAGE INC"|"6732"|"1675302"|"Bethany Community Services Inc"|"10-12 Phoenix Row"|"Haverhill"|"MA"|"USA"|"01830"|"Management Services"|"131346.0000"
"04-2943910"|"Stamps Family Charitable Foundation Inc"|"6791"|"1684621"|"Randy McDow"|"PO Box 98374"|"Atlanta"|"GA"|"USA"|"30359"|"Consulting Services"|"119240.0000"
"04-3213614"|"KESSLER FAMILY FOUNDATION"|"6851"|"1686264"|"JP MORGAN"|"270 PARK AVENUE, 28TH FLOOR"|"NEW YORK"|"NY"|"USA"|""|""|"60812.0000"
"04-3613913"|"KITE FOUNDATION"|"6852"|"1686265"|"DIVERSIFIED TRUST COMPANY"|"6075 POPLAR AVE, #900"|"MEMPHIS"|"TN"|"USA"|"38119"|"INVESTMENT MANAGEMENT & ADVISORY SERVICE"|"63699.0000"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"6853"|"1686267"|"CT LAMBERT ASSOCIATES PC"|"379 UNDERWOOD STREET"|"HOLLISTON"|"MA"|"USA"|"01746"|"MANAGEMENT AND ACCOUNTING SERVICES"|"52000.0000"
"04-6131201"|"FIDELITY FOUNDATION"|"6896"|"1687641"|"COOPERATIVE PHILANTHROPIC SERVICES"|"11 KEEWAYDIN DR, SUITE 100"|"SALEM"|"NH"|"USA"|"03079"|"GRANTS ADMINISTRATION"|"1763999.0000"
"04-6131201"|"FIDELITY FOUNDATION"|"6897"|"1687641"|"CROSBY ADVISORS"|"11 KEEWAYDIN DR, SUITE 100"|"SALEM"|"NH"|"USA"|"03079"|"INVESTMENT MANAGEMENT"|"748242.0000"
"04-6131201"|"FIDELITY FOUNDATION"|"6898"|"1687641"|"PRICEWATERHOUSECOOPERS, LIP"|"125 HIGH STREET"|"BOSTON"|"MA"|"USA"|"02110"|"AUDIT"|"58403.0000"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"6954"|"1691513"|"Beck Mack & Oliver LLC"|"360 Madison Avenue"|"New York"|"NY"|"USA"|"10017"|"Investment Advisors"|"98884.0000"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"6955"|"1691513"|"Middleton & Co"|"600 Atlantic Avenue"|"Boston"|"MA"|"USA"|"02210"|"Investment Advisors"|"80966.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"6968"|"1692099"|"HEALTH CARE STAFFING INC"|"PO Box 786"|"WESTBOROUGH"|"MA"|"USA"|"01581"|"Assisted Living Services"|"1767627.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"6969"|"1692099"|"MERRILL LYNCH TRUST CO"|"ONE FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02134"|"INVESTMENT SERVICES"|"1207685.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"6970"|"1692099"|"WINCHESTER HEALTHCARE ENTERPRISES INC"|"PO BOX 5-0803"|"WOBURN"|"MA"|"USA"|"01801"|"ASSISTED LIVING SERVICES"|"676875.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"6971"|"1692099"|"COMMONFUND"|"15 Old Danbury Rd"|"WILTON"|"CT"|"USA"|"06897"|"INVESTMENT SERVICES"|"593391.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"6972"|"1692099"|"THE CARLYLE GROUP"|"520 MADISON AVENUE"|"NEW YORK"|"NY"|"USA"|"10022"|"INVESTMENT SERVICES"|"519377.0000"
"04-3127721"|"THE A & A FUND"|"6973"|"1692100"|"FOSTER DYKEMA CABOT & CO."|"101 ARCH STREET, 18TH FLOOR"|"BOSTON"|"MA"|"USA"|"02110-1109"|"INVESTMENT MANAGEMENT"|"75645.0000"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"6974"|"1692109"|"WELLS FARGO BANK"|"200 BERKLEY STREET"|"BOSTON"|"MA"|"USA"|"02116"|"INVESTMENT MANAGEMENT"|"100026.0000"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"6975"|"1692109"|"LAKE STREET ADVISORS"|"25 CHESTNUT STREET"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"INVESTMENT MANAGEMENT"|"32590.0000"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"6976"|"1692109"|"STATE STREET BANK"|"PO BOX 5300"|"BOSTON"|"MA"|"USA"|"02206"|"CUSTODIAL FEES"|"4754.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"6977"|"1692121"|"MARC TRUANT & ASSOCIATES INC"|"32 WARREN ST"|"CAMBRIDGE"|"MA"|"USA"|"02141"|"CONSTRUCTION MANAGEMENT"|"1579286.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"6978"|"1692121"|"METRIC CONSTRUCTION"|"55 HENSHAW STREET"|"BOSTON"|"MA"|"USA"|"02135"|"CONSTRUCTION MANAGEMENT"|"382996.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"6979"|"1692121"|"AMORY ARCHITECTS"|"459 WASHINGTON ST"|"DUXBURY"|"MA"|"USA"|"02331"|"ARCHITECTS/DESIGNERS"|"145548.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"6980"|"1692121"|"GOULSTON & STORRS"|"400 ATLANTIC AVENUE"|"BOSTON"|"MA"|"USA"|"02110"|"LEGAL SERVICES"|"81239.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"6981"|"1692121"|"ACCOUNTING MANAGEMENT SOLUTIONS INC"|"800 SOUTH STREET SUITE 195"|"WALTHAM"|"MA"|"USA"|"02453"|"ACCOUNTING SERVICES"|"76787.0000"
"04-6579815"|"BARR FOUNDATION"|"6982"|"1692127"|"RAAB ASSOCIATES, LTD."|"118 SOUTH ST., UNITE 3A"|"BOSTON"|"MA"|"USA"|"02111"|"CONSULTING SERVICES"|"120399.0000"
"04-6579815"|"BARR FOUNDATION"|"6983"|"1692127"|"PAUL REVILLE"|"52 MALIA TERRACE"|"CHESTNUT HILL"|"MA"|"USA"|"02467"|"CONSULTING SERVICES"|"100000.0000"
"04-6579815"|"BARR FOUNDATION"|"6984"|"1692127"|"PHIL PRIMACK"|"2 VERNON STREET"|"MEDFORD"|"MA"|"USA"|"02155"|"WRITING/ COMMUNICATION"|"76388.0000"
"04-6579815"|"BARR FOUNDATION"|"6985"|"1692127"|"SLOWEY/MCMANUS COMMUNICATIONS"|"11 BEACON STREET, STE 340"|"BOSTON"|"MA"|"USA"|"02108"|"PUBLIC RELATIONS/ COMMUNICATION"|"73700.0000"
"04-6579815"|"BARR FOUNDATION"|"6986"|"1692127"|"MOTT PHILANTHROPIC, LLC"|"800 BOYLSTON STREET, STE 1560"|"BOSTON"|"MA"|"USA"|"02199"|"CONSULTING SERVICES"|"65285.0000"
"02-0622126"|"RESMED FOUNDATION"|"7129"|"1702554"|"KRISTI BURLINGAME"|"PO BOX 1206"|"LA JOLLA"|"CA"|"USA"|"92038"|"EXECUTIVE DIRECTOR"|"40500.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"7130"|"1702564"|"MOTT PHILANTHROPIC"|"800 BOYLSTON STREET"|"BOSTON"|"MA"|"USA"|"02199-8129"|"GRANTS MANAGEMENT"|"386654.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"7131"|"1702564"|"CAMBRIDGE ASSOCIATES"|"100 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02115"|"INVESTMENT/CUSTODIAL"|"233296.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"7132"|"1702564"|"GOULSTON & STORRS"|"400 ATLANTIC AVENUE"|"BOSTON"|"MA"|"USA"|"02110-3333"|"INVESTMENT/CUSTODIAL/LEGAL"|"221811.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"7133"|"1702564"|"TUCKMAN GROSSMAN CAPITAL MANAGEMENT"|"60 EAST SIR FRANCIS DRAKE BLVD"|"LARKSPUR"|"CA"|"USA"|"94939"|"INVESTMENT/CUSTODIAL"|"58020.0000"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"7156"|"1703414"|"WELCH & FORBES LLC"|"45 SCHOOL ST"|"BOSTON"|"MA"|"USA"|"02108"|"INVESTMENT ADVISOR"|"50229.0000"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"7158"|"1703480"|"UBS FINANCIAL SERVICES"|"3455 PEACHTREE ROAD"|"ATLANTA"|"GA"|"USA"|"90326"|"INVESTMENT MANAGEMENT"|"56070.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"7159"|"1703508"|"JILL COLLIER INDYK"|"110 EAST 59TH STREET, 26TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10022"|"CONSULTING"|"166263.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"7160"|"1703508"|"ROUNDPEG, LLC"|"8308 RIVERTON LANE"|"ALEXANDRIA"|"VA"|"USA"|"22308"|"ADVERTISING AND PROFESSIONAL SERVICE"|"106605.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"7161"|"1703508"|"MEDIABUY"|"60 SHIP STREET"|"PROVIDENCE"|"RI"|"USA"|"02903"|"ADVERTISING"|"67227.0000"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"7247"|"1708237"|"Merrill Lynch"|"Ten Post Office Square"|"Boston"|"MA"|"USA"|"02109"|"Investment Management"|"52309.0000"
