"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ADJUSTED_QUALIFYING_DISTRIBUTIONS"|"PAID_CHAR_ASSETS"|"CHAR_DIST_TEST"|"QUAL_DIST_XII"|"REDUCED_TAX_RATE"|"CHAR_SUIT_TEST"
"04-6112346"|"SIFF CHARITABLE FOUNDATION"|"1513227"|"81199.0000"|""|""|"81209.0000"|"10.0000"|""
"04-6114436"|"JOSEPH & ESTHER FOSTER FOUNDATION, INC."|"1513228"|"152112.0000"|""|""|"155000.0000"|"2888.0000"|""
"04-6118945"|"H GRAFTON JR B/O MEM FD U/W"|"1513229"|"42927.0000"|""|""|"42927.0000"|""|""
"04-6138742"|"ORANGE SCHOLARSHIP FOUNDATION"|"1513230"|"34900.0000"|""|""|"34900.0000"|"0.0000"|""
"04-6139356"|"JESSIE GORDON SHERMAN TR. U/W"|"1513231"|"78453.0000"|""|""|"78453.0000"|""|""
"04-6239046"|"FLORENCE ROBERTSON TRUST UW"|"1513232"|"356175.0000"|""|""|"359035.0000"|"2860.0000"|""
"04-6245939"|"AYLING CHARLES L TR U/WILL"|"1513233"|"365624.0000"|""|""|"373879.0000"|"8255.0000"|""
"04-6282546"|"JOHN S & SARAH C ELLIOTT CHAR"|"1513234"|"454152.0000"|""|""|"454152.0000"|""|""
"04-6312563"|"GEORGE W DAVENPORT TUW"|"1513235"|"23267.0000"|""|""|"23267.0000"|""|""
"04-6393242"|"WILLIAM O MOSELEY T/U/I"|"1513236"|"66874.0000"|""|""|"68084.0000"|"1210.0000"|""
"04-6917045"|"Timothy G. Taylor Trust of 1997"|"1513239"|"160000.0000"|""|""|"160000.0000"|"0.0000"|""
"04-3340251"|"CITIZENS PROGRAMS CORPORATION"|"1515422"|"48263651.0000"|""|""|"48263651.0000"|"0.0000"|""
"04-6183662"|"SHOLES CHARITABLE FOUNDATION"|"1515423"|"10489.0000"|""|""|"10560.0000"|"71.0000"|""
"04-6291053"|"TRUST U/W SARAH A.W. DEVENS"|"1515424"|"69776.0000"|""|""|"69776.0000"|""|""
"01-0483892"|"Hannaford Charitable Foundation"|"1515496"|"1274261.0000"|""|""|"1274261.0000"|""|""
"01-6009341"|"THE GREENE-MILSTEIN FAMILY FOUNDATION"|"1515500"|"161200.0000"|""|""|"161200.0000"|""|""
"01-6115166"|"Lois M Gauthier Charitable Trust"|"1515501"|"30133.0000"|""|""|"30320.0000"|"187.0000"|""
"01-6161852"|"ELLEN M CROUCHLEY TR FBO RIDGEFIELD LIB & HIS T"|"1515502"|"87263.0000"|""|""|"87263.0000"|""|""
"02-0222148"|"KINGS DAUGHTERS BENEVOLENT ASSN."|"1515503"|"49726.0000"|""|""|"50299.0000"|"573.0000"|""
"02-0364166"|"CALEY MEMORIAL SCHOLARSHIP"|"1515504"|"14400.0000"|""|""|"14400.0000"|""|""
"02-0433248"|"NH FOOD INDUSTRIES EDUCATION FOUNDATION"|"1515505"|"53437.0000"|""|""|"53500.0000"|"63.0000"|""
"02-0522262"|"Newspaper Foundation"|"1515507"|"22506.0000"|""|""|"22506.0000"|""|""
"02-0583552"|"James R. Dougherty, Jr. Foundation, Inc."|"1515508"|"357461.0000"|""|""|"357461.0000"|""|""
"02-0595263"|"GOULD FAMILY FOUNDATION"|"1515509"|"1283525.0000"|""|""|"1283525.0000"|"0.0000"|""
"02-0735167"|"NANCY JONES BEARD FOUNDATION"|"1515510"|"196359.0000"|""|""|"196359.0000"|""|""
"02-6006053"|"THE MCININCH FOUNDATION"|"1515512"|"245186.0000"|""|""|"245186.0000"|"0.0000"|""
"03-0541650"|"AMERICO J FRANCISCO CHARITABLE TRUST"|"1515515"|"88000.0000"|""|""|"88000.0000"|"0.0000"|""
"04-2210741"|"DEAN FOUNDATION CHILDREN (IMA)"|"1515516"|"138225.0000"|""|""|"138225.0000"|""|""
"04-2226641"|"The Thoracic Foundation"|"1515517"|"220000.0000"|""|""|"220000.0000"|"0.0000"|""
"04-2723441"|"Demoulas Foundation"|"1515518"|"1546019.0000"|""|""|"1551412.0000"|"5393.0000"|""
"04-2767454"|"JOHN BOLTEN CHARITABLE FOUNDATION 851848211"|"1515519"|"166121.0000"|""|""|"169948.0000"|"3827.0000"|""
"04-3175266"|"Putnam Investments Foundation"|"1515520"|"230647.0000"|""|""|"230647.0000"|""|""
"04-3339062"|"Bert and Betty Greene Memorial Fund"|"1515521"|"22413.0000"|""|""|"22500.0000"|"87.0000"|""
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"1515522"|"225975.0000"|""|""|"225975.0000"|"0.0000"|""
"04-3382941"|"William and Gayle Chorske Family Foundation"|"1515523"|"51400.0000"|""|""|"51400.0000"|"0.0000"|""
"04-3388562"|"ALAN D. AND SUSAN LEWIS SOLOMONT FAMILY FOUNDATION"|"1515524"|"186381.0000"|""|""|"186381.0000"|"0.0000"|""
"04-3494341"|"FLORENCE PETRLIK FAMILY FOUNDATION"|"1515525"|"66753.0000"|""|""|"66753.0000"|""|""
"04-3501266"|"THE THOMPSON FOSTER STREET FOUNDATION INC"|"1515526"|"156748.0000"|""|""|"160234.0000"|"3486.0000"|""
"04-3541560"|"THE GOODTREE/GORDON CHARITABLE FOUNDATION"|"1515527"|"55000.0000"|""|""|"55000.0000"|"0.0000"|""
"04-3546250"|"THE DONNA ANNE POULACK FOUNDATION"|"1515528"|"120075.0000"|""|""|"120075.0000"|"0.0000"|""
"04-6012767"|"THE CHICKERING FOUNDATION (FORMERLY DEDHAMTEMP HOME FOR WOMEN & XHILDREN)"|"1515529"|"175709.0000"|""|""|"176478.0000"|"769.0000"|""
"04-6015965"|"GRACE T. BLANCHARD TRUST"|"1515530"|"12666.0000"|""|""|"12759.0000"|"93.0000"|""
"04-6020152"|"MCCARTHY FANLLY FOUNDATION"|"1515532"|"139972.0000"|""|""|"139972.0000"|""|""
"04-6021060"|"EMILY F GILL TUA-CHAS ABBEY SCH"|"1515533"|"14483.0000"|""|""|"14483.0000"|""|""
"04-6024752"|"CLINTON G MILLS T/U/I"|"1515534"|"30513.0000"|""|""|"31069.0000"|"556.0000"|""
"04-6024992"|"TTTE U/W OF ALICE SHATTUCK"|"1515535"|"83522.0000"|""|""|"84243.0000"|"721.0000"|""
"04-6028852"|"MARGARETTE G CROSSMAN T/U/W"|"1515536"|"176512.0000"|""|""|"176512.0000"|""|""
"04-6043554"|"PHINEAS W. SPRAGUE MEMORIAL FOUNDATION"|"1515537"|"170391.0000"|""|""|"170391.0000"|"0.0000"|""
"04-6052150"|"SWIFT CHARITY, INC."|"1515538"|"51807.0000"|""|""|"52607.0000"|"800.0000"|""
"04-6064648"|"BROOKLINE TUBERCULOSIS & HEALTH SOCIETY"|"1515539"|"22435.0000"|""|""|"22435.0000"|""|""
"04-6096792"|"ARLINE P PADELFORD SCHOLARSHIP FUND"|"1515540"|"14721.0000"|""|""|"14721.0000"|""|""
"04-6112252"|"ERNEST J DEXTER TUW"|"1515541"|"159662.0000"|""|""|"161053.0000"|"1391.0000"|""
"04-6135552"|"CHURCH BRADFORD & DOROTHY MEMORIAL FUND"|"1515542"|"169814.0000"|""|""|"169814.0000"|""|""
"04-6233953"|"DEMOSTHENIS RAPTELIS FOUNDATION"|"1515543"|"159499.0000"|""|""|"159499.0000"|""|""
"04-6269751"|"H & F NOYES MEMORIAL FUND"|"1515544"|"148869.0000"|""|""|"150519.0000"|"1650.0000"|""
"04-6440962"|"ARTHUR E SHELDON FAMILY TRUST"|"1515546"|"177883.0000"|""|""|"178375.0000"|"492.0000"|""
"04-6512448"|"E BROOKS TR FBO ANIMAL RESCUE"|"1515548"|"121884.0000"|""|""|"121884.0000"|""|""
"04-6512450"|"E BROOKS TR - ANGELL MEN HOSP"|"1515549"|"122756.0000"|""|""|"122756.0000"|""|""
"04-6512451"|"E BROOKS FBO MASS CYSTIC FIBROS"|"1515550"|"143881.0000"|""|""|"145221.0000"|"1340.0000"|""
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"1515551"|"242417.0000"|""|""|"242417.0000"|"0.0000"|""
"04-6785966"|"HENRY BROOKS TRUST C"|"1515552"|"121946.0000"|""|""|"121946.0000"|""|""
"04-6834092"|"Becton Family Foundation Justin W. Heatter, Trustee"|"1515553"|"200000.0000"|""|""|"200000.0000"|"0.0000"|""
"04-6855950"|"The Taylor Foundation"|"1515554"|"125500.0000"|""|""|"125500.0000"|"0.0000"|""
"04-6904362"|"CHARLES M & RUTH H MILCOX TRUST, LUKE TRAVIS, TRUSTEE"|"1515555"|"57107.0000"|""|""|"57107.0000"|"0.0000"|""
"05-0398850"|"KILMARTIN CHARITABLE CORPORATION"|"1515558"|"82665.0000"|""|""|"82665.0000"|"0.0000"|""
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|"1515559"|"72360.0000"|""|""|"73479.0000"|"1119.0000"|""
"03-0569199"|"NABORS CHARITABLE FOUNDATION"|"1516524"|"246840.0000"|""|""|"246840.0000"|""|""
"04-3425998"|"INGING FIELD FOUNDATION, INC."|"1516530"|"227651.0000"|""|""|"229652.0000"|"2001.0000"|""
"04-2771098"|"WILLIAM O MOSELEY T/U/I"|"1516613"|"129294.0000"|""|""|"129654.0000"|"360.0000"|""
"04-6020918"|"KING FAMILY FUND TUA"|"1516614"|"77912.0000"|""|""|"77912.0000"|""|""
"05-0466295"|"TRUST U/W DIANA S ADELSON"|"1516616"|"132948.0000"|""|""|"133000.0000"|"52.0000"|""
"01-0547392"|"Kennebunk Savings Bank Foundation"|"1520691"|"216772.0000"|"0.0000"|"0.0000"|"216772.0000"|"0.0000"|"0.0000"
"02-0663360"|"JANE AND SAM SUTTON FAMILY FOUNDATION"|"1520692"|"90051.0000"|""|""|"90051.0000"|"0.0000"|""
"02-0694762"|"J&L FOUNDATION"|"1520693"|"166923.0000"|""|""|"166923.0000"|"0.0000"|""
"02-6007760"|"J WILFRED ANCTIL FOUNDATION"|"1520694"|"65281.0000"|""|""|"65281.0000"|""|""
"04-2767462"|"FRANK M. BARNARD FOUNDATION , INC."|"1520696"|"61120.0000"|""|""|"61483.0000"|"363.0000"|""
"04-3211653"|"EGAN FAMILY FOUNDATION"|"1520697"|"741629.0000"|""|""|"741742.0000"|"113.0000"|""
"04-3504566"|"SUMMER STAR FOUNDATION FOR NATURE, ART AND HUMANITY INC."|"1520699"|"218942.0000"|""|""|"218942.0000"|"0.0000"|""
"04-3540155"|"MARIANNE J H WITHERBY FOUNDATION"|"1520700"|"62251.0000"|""|""|"62251.0000"|"0.0000"|""
"04-6010266"|"CORNELIUS A & MURIEL P WOOD TUA"|"1520701"|"78353.0000"|""|""|"78353.0000"|""|""
"04-6020367"|"HENRY WALKER FOR OTHERS"|"1520703"|"18292.0000"|""|""|"18292.0000"|""|""
"04-6792592"|"TRUST U/WILL R UDELL THORNTON"|"1520705"|"87963.0000"|""|""|"88648.0000"|"685.0000"|""
"02-6007195"|"MILFORD HOSPITAL ASSOCIATION"|"1520934"|"85308.0000"|""|""|"86580.0000"|"1272.0000"|""
"01-0623055"|"The Pindaros Foundation, Inc."|"1529183"|"553490.0000"|""|""|"553490.0000"|"0.0000"|""
"02-6117755"|"ALDEN N. YOUG TRUST"|"1529185"|"236059.0000"|"0.0000"|"0.0000"|"237643.0000"|"1584.0000"|"0.0000"
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"1529186"|"130000.0000"|""|""|"130000.0000"|"0.0000"|""
"04-6010055"|"JOHN CIFRINO TRUST"|"1529187"|"155772.0000"|""|""|"156248.0000"|"476.0000"|""
"04-6023246"|"TR U/A GEORGE A DIX"|"1529188"|"22232.0000"|""|""|"22232.0000"|""|""
"04-6035855"|"WILLIAM SKINNER TUA-HOLYOKE HOSP"|"1529189"|"92623.0000"|""|""|"94133.0000"|"1510.0000"|""
"04-6097555"|"BOYNTON MARION F 1935 TRUST"|"1529190"|"113845.0000"|""|""|"114828.0000"|"983.0000"|""
"04-6118955"|"THE COVE CHARITABLE TRUST"|"1529191"|"229152.0000"|""|""|"229152.0000"|""|""
"04-6236055"|"WILLIAM B KIRKHAM TUW"|"1529192"|"107371.0000"|""|""|"107371.0000"|""|""
"04-2433914"|"The Careth Foundation, Inc."|"1529969"|"101304.0000"|""|""|"101928.0000"|"624.0000"|""
"04-6042267"|"FIORANGELO GASBARRI TRUST UW JAMES C BOWDRING TRUSTEE"|"1529970"|"78551.0000"|""|""|"78859.0000"|"308.0000"|""
"02-0474928"|"LINWOOD EDUCATIONAL TRUST FUND, INC"|"1530006"|"26961.0000"|""|""|"27000.0000"|"39.0000"|""
"04-2104858"|"ROXBURY HOME FOR AGED WOMEN"|"1530008"|"758141.0000"|""|""|"758141.0000"|"0.0000"|""
"04-2680681"|"ALBERT E. MARKS CHARITABLE TRUST"|"1530010"|"27878.0000"|""|""|"27878.0000"|"0.0000"|""
"04-2687384"|"CLIPPER SHIP FOUNDATION, INC."|"1530011"|"1621399.0000"|""|""|"1630651.0000"|"9252.0000"|""
"01-6009329"|"J.W.Robinson Weifare Trust"|"1530161"|"74351.0000"|""|""|"74351.0000"|""|""
"01-6174485"|"PALMER WALBRIDGE FOUNDATION"|"1530162"|"196393.0000"|""|""|"199055.0000"|"2662.0000"|""
"02-0718525"|"KOOK MIN HUR FOUNDATION"|"1530163"|"27000.0000"|""|""|"27000.0000"|"0.0000"|""
"02-6004364"|"ABRAHAM BURTMAN CHARITY TRUST"|"1530164"|"100101.0000"|""|""|"101163.0000"|"1062.0000"|""
"02-6123078"|"GRUNBECK JENNIFER & ROBERT FAM FOUND ROBERT & JENNIFER GRUNBECK"|"1530165"|"79481.0000"|""|""|"79940.0000"|"459.0000"|""
"04-2113268"|"SHURTLEFF CHILDREN'S SERVICES-PRIN"|"1530166"|"125451.0000"|""|""|"125451.0000"|""|""
"04-2690883"|"CLIFFORD CHARITABLE FOUNDATION 782452015"|"1530167"|"159597.0000"|""|""|"159597.0000"|""|""
"04-2940586"|"RICHARD & SALLY ZECKHAUSER FOUNDATION"|"1530168"|"80499.0000"|""|""|"80499.0000"|"0.0000"|""
"04-3140032"|"The Hsaio Family Foundation"|"1530169"|"33877.0000"|"0.0000"|"0.0000"|"33877.0000"|"0.0000"|"0.0000"
"04-3404168"|"CHRISTOPHER R. YENS CHARITABLE FOUNDATION"|"1530170"|"55000.0000"|""|""|"55000.0000"|"0.0000"|""
"04-3505849"|"THE MULBERRY FOUNDATION, INC."|"1530171"|"191621.0000"|""|""|"191621.0000"|"0.0000"|""
"04-6010588"|"LILLIAN M BAKER TRUST"|"1530173"|"39845.0000"|""|""|"39845.0000"|""|""
"04-6024367"|"CO-TTEE U/W OF JAMES W DUNPHY"|"1530175"|"761026.0000"|""|""|"785289.0000"|"24263.0000"|""
"04-6024948"|"TR U/I OF CHARLES E KISTLER"|"1530176"|"211669.0000"|""|""|"211669.0000"|""|""
"04-6025012"|"TTEE U/I BY DANIEL O WOLFF"|"1530177"|"66949.0000"|""|""|"68010.0000"|"1061.0000"|""
"04-6026858"|"CHARLES A. DEAN TRUST DTD 3/12/1913"|"1530178"|"226907.0000"|"0.0000"|"0.0000"|"233000.0000"|"6093.0000"|"0.0000"
"04-6027388"|"GUSTAVE HARTMAN T/U/W"|"1530179"|"227761.0000"|""|""|"227761.0000"|""|""
"04-6036659"|"Joseph L. Sweeney Charitable Foundation"|"1530180"|"16500.0000"|""|""|"16500.0000"|"0.0000"|""
"04-6036990"|"PAINE CHARITABLE TRUST U/A"|"1530181"|"206721.0000"|""|""|"206721.0000"|""|""
"04-6133986"|"THE MARION W RICH FUND"|"1530183"|"33237.0000"|""|""|"33237.0000"|""|""
"04-6526806"|"E BROOKS-GR BOST COUNCIL ALCOHOL"|"1530184"|"107868.0000"|""|""|"108654.0000"|"786.0000"|""
"04-6796825"|"NOBLE SYMOND GOLUB & LELIA J. GOLUB EDUCATIONAL TRUST"|"1530185"|"15775.0000"|""|""|"16000.0000"|"225.0000"|""
"04-6828957"|"JOSEPH & KATHERINE O'DONNELL CHARITABLE TRUST"|"1530186"|"1340575.0000"|""|""|"1340575.0000"|"0.0000"|""
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"1530187"|"15950.0000"|""|""|"15950.0000"|"0.0000"|""
"02-0222133"|"OLIVER J M GILMAN TRUST 003139"|"1532787"|"84673.0000"|""|""|"85249.0000"|"576.0000"|""
"02-2229190"|"CHASE HOME FOR CHILDREN"|"1532788"|"1101171.0000"|"33042.0000"|""|"1101171.0000"|"0.0000"|""
"04-3402936"|"THE WATTS FAMILY FOUNDATION"|"1532789"|"351982.0000"|""|""|"351982.0000"|"0.0000"|""
"04-3526333"|"THE ASTRA FOUNDATION INC"|"1532790"|"469328.0000"|""|""|"471545.0000"|"2217.0000"|""
"01-0693374"|"THE RONALD E. & ELEANOR J. HALL FOUNDATION"|"1532874"|"111679.0000"|""|""|"112828.0000"|"1149.0000"|""
"02-6004465"|"THE KINGSBURY FUND"|"1532875"|"154910.0000"|""|""|"154910.0000"|""|""
"04-3165980"|"THE EDGERLY FOUNDATION 02-92827"|"1532877"|"344174.0000"|""|""|"344174.0000"|""|""
"04-3371753"|"GENDLER FAMILY FOUNDATION"|"1532878"|"48289.0000"|""|""|"48393.0000"|"104.0000"|""
"04-3493830"|"Santos Family Foundation"|"1532879"|"305481.0000"|""|""|"306270.0000"|"789.0000"|""
"04-3537365"|"The Harter Family Charitable Foundation"|"1532880"|"114358.0000"|""|""|"115651.0000"|"1293.0000"|""
"04-6019483"|"DOROTHY WHITNEY CHARITABLE TRUST"|"1532882"|"81417.0000"|""|""|"81417.0000"|""|""
"04-6060965"|"THE HOWARD JOHNSON FOUNDATION"|"1532883"|"200937.0000"|""|""|"200937.0000"|""|""
"04-6095694"|"PIERCE KATHARINE C UW"|"1532884"|"172286.0000"|""|""|"172286.0000"|""|""
"04-6096044"|"CHARLOTTE M ROBBINS TRUST U/W"|"1532885"|"21770.0000"|""|""|"21928.0000"|"158.0000"|""
"04-6257543"|"TRUST U/W EDWIN S. FARMER"|"1532886"|"27962.0000"|""|""|"27962.0000"|"0.0000"|""
"04-6497465"|"MIRIAM SHAW FUND U/W"|"1532887"|"498645.0000"|""|""|"501906.0000"|"3261.0000"|""
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST $95-114770"|"1532889"|"233070.0000"|""|""|"233070.0000"|"0.0000"|""
"04-6796689"|"JACBEL FOUNDATION"|"1532891"|"225411.0000"|""|""|"225411.0000"|""|""
"04-6871637"|"FELLOWS CHARITABLE TRUST"|"1532892"|"1120963.0000"|""|""|"1123306.0000"|"2343.0000"|""
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"1535381"|"855257.0000"|""|""|"867811.0000"|"12554.0000"|""
"02-6007724"|"JACKMAN CHARLES TRUST"|"1535424"|"62694.0000"|""|""|"63193.0000"|"499.0000"|""
"04-3414101"|"THE EDITH GLICK SHOOLMAN CHILDREN'S FOUNDATION"|"1535426"|"1774522.0000"|""|""|"1800352.0000"|"25830.0000"|""
"04-6012742"|"CHARLES A KING U/W-EQUITY"|"1535429"|"1008794.0000"|""|""|"1008794.0000"|""|""
"04-6026301"|"PERPETUAL TR-UNDESIGNATED"|"1535430"|"1028928.0000"|""|""|"1028928.0000"|""|""
"04-6153303"|"E.J.CROSSFOUNDATION"|"1535431"|"43150.0000"|""|""|"43440.0000"|"290.0000"|""
"04-6290902"|"ELIOT D & LOUISE T STETSON T/U/I"|"1535433"|"184237.0000"|""|""|"184237.0000"|""|""
"04-6401501"|"ANNE WENTWORTH BAER SCHOLARSHIP"|"1535434"|"45393.0000"|""|""|"45393.0000"|""|""
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"1535435"|"31042.0000"|""|""|"31118.0000"|"76.0000"|""
"01-0549138"|"4:19 Foundation, Inc."|"1535654"|"70808.0000"|""|""|"71000.0000"|"192.0000"|""
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"1535661"|"5274662.0000"|""|""|"5274662.0000"|"0.0000"|""
"04-6068512"|"TW & EG BERENSON CHARITABLE FOUNDATION"|"1535669"|"572857.0000"|""|""|"572857.0000"|"0.0000"|""
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|"1536013"|"16000.0000"|""|""|"16000.0000"|"0.0000"|""
"04-3216914"|"THE JOHN LEVY AND GAIL ROTHENBERG FAMILY FOUNDATION"|"1536014"|"182692.0000"|""|""|"184385.0000"|"1693.0000"|""
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"1536016"|"306482.0000"|""|""|"306482.0000"|"0.0000"|""
"04-2670055"|"HAROLD AND JANICE COHEN FOUNDATION"|"1543158"|"75142.0000"|""|""|"75539.0000"|"397.0000"|""
"04-3254104"|"FREDERICK OJ MUZI FOUNDATION"|"1543159"|"48000.0000"|""|""|"48000.0000"|"0.0000"|""
"01-0738276"|"The CW Film Foundation Inc"|"1544779"|"1109577.0000"|""|""|"1109577.0000"|"0.0000"|""
"04-2260155"|"THE CHARLES IRWIN TRAVELLI FUND"|"1544783"|"1152836.0000"|""|""|"1152836.0000"|"0.0000"|""
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"1544785"|"293402.0000"|""|""|"293402.0000"|"0.0000"|""
"04-3340127"|"PIECEWORK PARTNERS"|"1544787"|"484710.0000"|""|""|"484710.0000"|"0.0000"|""
"04-3466803"|"NORTH EAST ROOFING EDUCATIONAL FOUNDATION INC"|"1544789"|"80038.0000"|"47538.0000"|""|"80038.0000"|"0.0000"|""
"04-6037725"|"GEORGE HARRINGTON TRUST U/W"|"1544790"|"187011.0000"|""|""|"189022.0000"|"2011.0000"|""
"04-6899625"|"FISHER FAMILY FOUNDATION"|"1544793"|"1048400.0000"|""|""|"1050965.0000"|"2565.0000"|""
"05-0487100"|"THE PICERNE FAMILY CHARITABLE FOUNDATION F/K/A THE PICERNE CHARITABLE TRUST"|"1544794"|"202750.0000"|""|""|"202750.0000"|"0.0000"|""
"01-0575520"|"Merck Patient Assistance Program, inc"|"1545065"|"686800564.0000"|""|""|"686800564.0000"|""|""
"02-0526252"|"The Ayer Scholarship Trust"|"1545066"|"34732.0000"|""|""|"34732.0000"|""|""
"04-2062107"|"EVERETT FOUNDATION FOR AGED PERSONS INC"|"1545067"|"101054.0000"|""|""|"101054.0000"|"0.0000"|""
"04-3325424"|"MASSACHUSETTS BANKERS ASSOCIATION CHARITABLE FOUNDATION INC"|"1545068"|"160216.0000"|""|""|"160216.0000"|"0.0000"|""
"04-3368079"|"THE AUSOLUS TRUST"|"1545069"|"736472.0000"|""|""|"736472.0000"|"0.0000"|""
"04-3396602"|"NORMAN M SHACK CHARITABLE FOUNDATION"|"1545070"|"18412.0000"|""|""|"18412.0000"|"0.0000"|""
"04-3414102"|"PROMOTION OF SCHOLARSHIP"|"1545071"|"501765.0000"|""|""|"501765.0000"|"0.0000"|""
"04-3739441"|"THE PROVIDENT BANK FOUNDATION"|"1545073"|"1340148.0000"|"1500.0000"|""|"1340148.0000"|"0.0000"|""
"04-6009552"|"DANIEL W FIELD TRUST"|"1545074"|"361659.0000"|""|""|"361659.0000"|""|""
"04-6036556"|"Willard C. Tilson Foundation"|"1545075"|"417668.0000"|""|""|"419378.0000"|"1710.0000"|""
"04-3412829"|"THE POSS FAMILY FOUNDATION"|"1546426"|"1169000.0000"|""|""|"1169000.0000"|"0.0000"|""
"04-6178371"|"WAPACK FOUNDATION THE"|"1546428"|"206934.0000"|""|""|"207175.0000"|"241.0000"|""
"04-2119492"|"RED ACRE FARM INC DBA RED ACRE FOUNDATION"|"1547142"|"392285.0000"|""|""|"394055.0000"|"1770.0000"|""
"04-3332966"|"BRISTOL COUNTY SAVINGS CHARITABLE FOUNDATION INC"|"1547143"|"1268096.0000"|""|""|"1275890.0000"|"7794.0000"|""
"04-3542326"|"The Halfway Rock Foundation"|"1547144"|"367765.0000"|""|""|"371065.0000"|"3300.0000"|""
"04-6002496"|"EDWARDS SCHOLARSHIP FUND"|"1547145"|"294930.0000"|""|""|"294930.0000"|"0.0000"|""
"04-6044767"|"DOUGLAS & ISABELLE CROCKER FOUNDATION"|"1547147"|"113411.0000"|""|""|"113411.0000"|""|""
"04-6142548"|"EVANDER LEWIS FAMILY FOUNDATION"|"1547148"|"42853.0000"|""|""|"42853.0000"|""|""
"04-6893292"|"JSJN CHILDREN'S CHARITABLE TRUST (F/K/A WEBSTER CHARITABLE TRUST)"|"1547149"|"796940.0000"|""|""|"796940.0000"|"0.0000"|""
"01-0664998"|"KIEVE FOUNDATION"|"1547303"|"226000.0000"|""|""|"226000.0000"|"0.0000"|""
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"1547304"|"53915.0000"|""|""|"54000.0000"|"85.0000"|""
"04-2767890"|"HELEN AND GEORGE LADD CHARITABLE CORPORATION #0720995"|"1547305"|"566208.0000"|""|""|"566208.0000"|"0.0000"|""
"04-3528697"|"THE GRIDLEY FAMILY FOUNDATION"|"1547306"|"133772.0000"|""|""|"134433.0000"|"661.0000"|""
"04-3619796"|"The J. Freunard Kim Foundation"|"1547307"|"49336.0000"|""|""|"50000.0000"|"664.0000"|""
"04-6019896"|"HAROLD WHITWORTH PIERCE CHARITABLE TRUST"|"1547309"|"1342402.0000"|""|""|"1342402.0000"|""|""
"04-6041597"|"HAROLD RUBENSTEIN FAMILY CHARITABLE FOUNDATION"|"1547310"|"258737.0000"|""|""|"261725.0000"|"2988.0000"|""
"04-6053996"|"HAVEN TRUST"|"1547311"|"205813.0000"|""|""|"208067.0000"|"2254.0000"|""
"04-6139986"|"JOSEPH PERINI MEMORIAL FOUNDATION"|"1547312"|"121354.0000"|""|""|"121354.0000"|"0.0000"|""
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"1547313"|"1273394.0000"|""|""|"1273394.0000"|"0.0000"|""
"04-6561597"|"NORWOTTOCK CHARITABLE TRUST"|"1547314"|"437028.0000"|""|""|"437148.0000"|"120.0000"|""
"01-0226346"|"Deborah Lincoln House"|"1554933"|"575883.0000"|""|""|"575883.0000"|""|""
"04-2131745"|"CLINTON HOME FOUNDATION INC"|"1554934"|"57721.0000"|""|""|"57721.0000"|"0.0000"|""
"03-0346513"|"The Orton Family Foundation, Inc."|"1554972"|"2389617.0000"|"0.0000"|"0.0000"|"2389617.0000"|"0.0000"|"0.0000"
"03-0373845"|"Donato J tramuto Foundation"|"1554973"|"51867.0000"|""|""|"51867.0000"|"0.0000"|""
"04-3423462"|"DEDHAM INSTITUTION FOR SAVINGS FOUNDATION 7563-07561015702"|"1554974"|"182834.0000"|""|""|"182834.0000"|""|""
"04-3487843"|"PEPPERCORN FOUNDATION"|"1554975"|"309761.0000"|""|""|"311186.0000"|"1425.0000"|""
"01-0548602"|"SHEPARD'S CORNERSTONE FOUNDATION, INC"|"1555109"|"74318.0000"|""|""|"81044.0000"|"6726.0000"|""
"04-2104272"|"HAHNEMANN HOSPITAL"|"1555110"|"71860.0000"|""|""|"71860.0000"|"0.0000"|""
"04-6875253"|"THE FRANK B MAZER FOUNDATION"|"1555111"|"92050.0000"|""|""|"92050.0000"|""|""
"01-6186903"|"MERCE CUNNINGHAM TRUST"|"1555183"|"984026.0000"|""|""|"989631.0000"|"5605.0000"|""
"04-2167469"|"ADMIRAL SIR ISAAC COFFIN'S LANCASTERIAN SCHOOL"|"1555190"|"78253.0000"|""|""|"78253.0000"|""|""
"04-3243059"|"THE OHANIAN FAMILY FOUNDATION, INC."|"1555191"|"137424.0000"|""|""|"138476.0000"|"1052.0000"|""
"04-3489662"|"F.E. and A.R. Barstow Charitable Trust"|"1555192"|"269409.0000"|""|""|"270035.0000"|"626.0000"|""
