"C_EIN"|"C_Org_Name"|"RULING_DATE_XIV"|"XIV_4942_3"|"XIV_4942_5"|"XML_DOCUMENT_ID"
"01-0539790"|"JACK AND DEBORAH DAW HEFFERNAN FOUNDATION"|""|""|""|"1617643"
"01-6162330"|"EDWARD PAYSON GEORGE CHARITABLE TRUST"|""|""|""|"1617657"
"01-6208130"|"PRYOR E & ARLENE R NEUBER CHARITABLE TRUST"|""|""|""|"1617658"
"02-6050390"|"OLIN J COCHRAN TR UW 361042013"|""|""|""|"1617679"
"02-6077231"|"MERRIFIELD WOODIS IRRV TRUST 402726012"|""|""|""|"1617680"
"04-2103827"|"NEW BEDFORD DAY NURSERY INC"|""|""|""|"1617700"
"04-2607210"|"LOTTA THEATRICAL FUND"|""|""|""|"1617712"
"04-3198713"|"RUSSELL-DAVIDSON FOUNDATION"|""|""|""|"1617723"
"04-3391489"|"H ARTHUR SMITH CHARITABLE FOUNDATION"|""|""|""|"1617726"
"04-3428609"|"THE KIVA FOUNDATION"|""|""|""|"1617729"
"04-6012784"|"KENWOOD FOUNDATION 7569-07552021240"|""|""|""|"1617740"
"04-6041027"|"TR UW MARY W B CURTIS RES CL"|""|""|""|"1617742"
"04-6466327"|"GRACE B JONES"|""|""|""|"1617749"
"04-6846332"|"THE DELUCA FAMILY CHARITABLE TRUST"|"6/23/1997 12:00:00 AM"|""|""|"1617756"
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|""|""|""|"1617758"
"01-0490113"|"MAINE STATE TROOPERS FOUNDATION"|""|""|""|"1621630"
"02-0569535"|"THE MAYER FOUNDATION"|""|""|""|"1621674"
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|""|""|""|"1621706"
"04-3536335"|"MASSIAH FOUNDATION, INC."|""|""|""|"1621786"
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|""|""|""|"1621811"
"04-6644020"|"THE IVES FAMILY CHARITABLE TRUST"|""|""|""|"1621814"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|""|""|""|"1627928"
"04-2103930"|"BRANDEGEE CHARITABLE FOUNDATION"|""|""|""|"1628144"
"04-2157061"|"TRUSTEES OF THE AYER HOME"|""|""|""|"1628146"
"04-3409527"|"RUNNING DEER FOUNDATION EDWARD R BEDROSIAN"|""|""|""|"1628166"
"04-2104861"|"SHAW FUND FOR MARINERS' CHILDREN"|"4/6/1972 12:00:00 AM"|"Y"|""|"1630698"
"04-3369962"|"TREFLER FOUNDATION"|""|""|""|"1630706"
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|""|""|""|"1630707"
"02-0651698"|"WESTERN VIRGINIA ENVIRONMENTAL AND SOCIAL TRUST FOUNDATION"|""|""|""|"1631788"
"01-0788855"|"Boukai Family Foundation"|""|""|""|"1632071"
"02-0581239"|"GOLDSTEIN FAMILY FOUNDATION"|""|""|""|"1632096"
"02-0657537"|"THE LOUISE MERAGE FAMILY FOUNDATION"|""|""|""|"1632103"
"02-0798199"|"TRUBRADOR FOUNDATION"|""|""|""|"1632109"
"02-6019759"|"ACA SCHOLARSHIP TRUST"|""|""|""|"1632111"
"02-6123358"|"JASPER W & CATHERINE L BLANDIN SCHOLARSHIP"|""|""|""|"1632114"
"02-6151036"|"PSALM 11612 FOUNDATION TRUST"|""|""|""|"1632115"
"03-0474038"|"B & E GILMAN FAMILY FOUNDATION"|""|""|""|"1632137"
"04-2077934"|"HENRY DAVID THOREAU FOUNDATION INC"|""|""|""|"1632160"
"04-2104439"|"ENDOWMENT FOR BIBLICAL RESEARCH"|""|""|""|"1632165"
"04-2104834"|"PILGRIM FOUNDATION"|""|""|""|"1632166"
"04-2943894"|"CROWLEY FAMILY CHARITABLE TRUST"|""|""|""|"1632195"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|""|""|""|"1632217"
"04-3393634"|"THE BERT CONSTANCE & SIDNEY H RABINOWITZ FAMILY FOUNDATION INC"|""|""|""|"1632222"
"04-3439357"|"THE JOHN J & SUSAN F DORAN FAMILY FOUNDATION"|""|""|""|"1632228"
"04-3494455"|"THE GERALD AND JUDITH FELDMAN CHARITABLE FOUNDATION"|""|""|""|"1632235"
"04-3522053"|"MANNION FAMILY FOUNDATION"|""|""|""|"1632241"
"04-3523698"|"THE EVANS FAMILY FOUNDATION"|""|""|""|"1632242"
"04-3565658"|"BIRKAT ESTHER INC"|""|""|""|"1632245"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|""|""|""|"1632259"
"04-6027441"|"MARY E WOOD FOUNDATION NATHANIEL S COOLIDGE ET AL TRUSTEES"|""|""|""|"1632262"
"04-6148959"|"VIPONT DE MERWIN RD TR 151872 FBO 312065014"|""|""|""|"1632277"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|""|""|""|"1632284"
"04-6742955"|"EDWARD A BOND FOUNDATION"|""|""|""|"1632286"
"04-6799734"|"MARY FIELD AND VINCENT DEPAUL GOUBEAU CHARITABLE TR 1996"|""|""|""|"1632287"
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|""|""|""|"1632291"
"04-6914538"|"BROWN CHARITABLE FOUDNATION"|""|""|""|"1632292"
"02-0560941"|"NAUGATUCKY VALLEY MEDICAL SCHOLARSHIP FUND INC"|""|""|""|"1638982"
"04-3522054"|"ROBERTS FAMILY FOUNDATION"|""|""|""|"1639034"
"04-3526349"|"THE CROSS FOUNDATION"|""|""|""|"1639035"
"04-6044854"|"RUTH HOLMES TURST UWILL"|""|""|""|"1639045"
"04-6048643"|"SHERMAN H STARR FOUNDATION"|""|""|""|"1639046"
"04-6108949"|"WILLIAM H REISNER FOUNDATION"|""|""|""|"1639048"
"04-6113249"|"BENJAMIN H KATZ FAMILY FOUNDATION"|""|""|""|"1639050"
"04-6136550"|"SAQUISH FOUNDATION"|""|""|""|"1639051"
"04-6387242"|"GRACE HOWE FAMILY TRUST 31A015010"|""|""|""|"1639054"
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|""|""|""|"1639058"
"04-2682392"|"THE ROBERT M. & MARJIE A. BENNETT FOUNDATION"|""|""|""|"1641745"
"02-0511758"|"MASIPHUMELELE CORPORATION"|""|"Y"|""|"1641916"
"04-3161096"|"THE MEZITT HORTICULTURAL FOUNDATION"|""|""|""|"1641946"
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|""|""|""|"1641947"
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|""|""|""|"1641953"
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|""|""|""|"1641955"
"04-3538497"|"THE DINTERSMITH-HAZARD FOUNDATION"|""|""|""|"1641957"
"04-6010559"|"MARION G JACKSON CHAR TR"|""|""|""|"1641964"
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|""|""|""|"1641965"
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|""|""|""|"1641966"
"04-6142795"|"ALFRED L MORSE & ANNETTE S MORSE FOUNDATION"|""|""|""|"1641970"
"04-6833651"|"JAMES L. RUBENSTEIN FAMILY FOUNDATION"|""|""|""|"1641976"
"04-3406251"|"THE PETER AND DEBORAH LAMM FOUNDATION R BRADFORD MALT ET AL TRUSTEES"|""|""|""|"1644197"
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|""|""|""|"1651137"
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|""|""|""|"1651153"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|""|""|""|"1651225"
"04-6130871"|"GERONDELIS FOUNDATION INC"|""|""|""|"1651244"
"02-0229861"|"THE NARARO FOUNDATION"|""|""|""|"1657566"
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|""|""|""|"1657568"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|""|""|""|"1657569"
"04-3037802"|"THE S RICHARD AND PATRICIA R PENNI CHARITABLE FOUNDATION"|""|""|""|"1657570"
"04-6046761"|"MASSACHUSETTS SOCIETY OF THE CINCINNATI"|""|""|""|"1657572"
"04-6133161"|"BEARD FAMILY CHARITABLE TRUST JOHN E BEARD TRUSTEE"|""|""|""|"1657574"
"04-6819602"|"THE WILLOWBANK FOUNDATION"|""|""|""|"1657575"
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|""|""|""|"1657576"
"01-0852305"|"KALT FAMILY FOUNDATION"|""|""|""|"1659167"
"02-0588501"|"THE MADDEN FAMILY FOUNDATION INC"|""|""|""|"1659170"
"02-0659001"|"EDWARD L WILLIAMS AND MARY B WILLIAMS FOUNDATION"|""|""|""|"1659174"
"03-0373301"|"THE DALKYS FOUNDATION"|""|""|""|"1659177"
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|""|""|""|"1659188"
"04-3014763"|"THE SHANE FOUNDATION 15009232"|""|""|""|"1659200"
"04-3234201"|"SILVERMAN FAMILY FOUNDATION INC WOLF & COMPANY, PC"|""|""|""|"1659206"
"04-3253603"|"JOSEPH W & FAITH K TIBERIO CHARITABLE FOUNDATION"|""|""|""|"1659207"
"04-3493460"|"ROSEN BAUM STEIN BERG FAMILY FOUNDATION"|""|""|""|"1659210"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|""|""|"Y"|"1659211"
"04-3674101"|"THE SYDELLE AND MICHAEL J LAZAR FOUNDATION INC"|""|""|""|"1659213"
"04-6027900"|"TRUST UIND 3152 EMMA R TRAVELLI"|""|""|""|"1659216"
"04-6060903"|"RIMER TRUST"|""|""|""|"1659217"
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|""|""|""|"1659221"
"04-3683205"|"THE JOHN WHITEHEAD FAMILY FOUNDATION INC"|""|""|""|"1662511"
"02-0738401"|"INTERNATIONAL OSTEOPOROSIS FOUNDATION - USA INC."|""|""|""|"1662523"
"02-6113705"|"FELLER FAMILY CHARITABLE FOUNDATION TRUST"|""|""|""|"1662524"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|""|""|""|"1662530"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|""|""|""|"1662920"
"02-6013381"|"NORWIN S AND ELIZABETH N BEAN FOUNDATION"|""|""|""|"1662944"
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|""|""|""|"1662945"
"04-6155696"|"THE ART COMPLEX INC"|""|"Y"|""|"1662949"
"01-0644503"|"MILL PARK FOUNDATION, INC"|""|""|""|"1663296"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|""|""|""|"1663297"
"04-3310863"|"JOHN C. AND EUNICE B. MORRISON CHARITABLE FOUNDATION"|""|""|""|"1663300"
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|""|""|""|"1663302"
"04-6269700"|"ALTA W FOSTER TRUST"|""|""|""|"1663305"
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|""|""|""|"1664200"
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|""|""|""|"1664207"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|""|""|""|"1664208"
"04-3527006"|"The Lost and Foundation Inc"|""|""|""|"1664216"
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|""|""|""|"1664218"
"04-6035506"|"J HENRY KENDALL TRUST"|""|""|""|"1664219"
"04-6037206"|"THE LANCASTER FOUNDATION 7522-07561014179"|""|""|""|"1664221"
"01-0752786"|"Zcahary and Linsey Gund Foundation"|""|""|""|"1665369"
"04-6027800"|"TAMARACK FOUNDATION"|""|""|""|"1665939"
"02-0678498"|"CARLTON HILL FAMILY FOUNDATION, INC"|""|""|""|"1668046"
"04-6195965"|"Frank Gerrity Charitable Trust"|""|""|""|"1668201"
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|""|""|""|"1669554"
"01-0757068"|"JOHN AND BEMICE PLUTA FAMILY FOUNDATION INC"|""|""|""|"1669556"
"02-0539569"|"ELIZABETH MCGEACHIN MCKEE FOUNDATION"|""|""|""|"1669565"
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|""|""|""|"1669566"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|""|""|""|"1669567"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|""|""|""|"1669569"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|""|""|"Y"|"1669570"
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST"|""|""|""|"1669573"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|""|""|""|"1669575"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"5/1/1950 12:00:00 AM"|""|"Y"|"1669578"
"04-2148009"|"GRIFFIN WHITE FOUNDATION INC"|""|"Y"|""|"1669579"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|""|""|""|"1669581"
"04-3033170"|"THE STOBART FOUNDATION"|""|""|""|"1669586"
"04-3178007"|"THE STABLE FOUNDATION INC"|""|""|""|"1669587"
"04-3489109"|"NOUBAR & ANNA AFEYAN FOUNDATION"|""|""|""|"1669593"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|""|""|""|"1669594"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|""|""|""|"1669596"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|""|""|""|"1669598"
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"12/31/2004 12:00:00 AM"|"Y"|""|"1669602"
"04-6691809"|"VAN SLOUN FOUNDATION"|""|""|""|"1669611"
"01-0549309"|"THE ROBERTS FOUNDATION"|""|""|""|"1672621"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|""|""|""|"1672626"
"04-3684566"|"THE CONDUIT FOUNDATION"|""|""|""|"1672627"
"04-6042267"|"FIORANGELO GASBARRI TRUST UW JAMES C BOWDRING TRUSTEE"|""|""|""|"1672628"
"05-0376170"|"THE RUTH AND SAMUEL MARKOFF FOUNDATION"|""|""|""|"1672629"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|""|""|""|"1673209"
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|""|""|""|"1673226"
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|""|""|""|"1674764"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"11/6/2004 12:00:00 AM"|"Y"|""|"1674833"
"04-2104384"|"LEND A HAND SOCIETY"|""|""|""|"1674834"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|""|""|""|"1675299"
"04-3578370"|"NICHOLS VILLAGE INC"|""|""|""|"1675302"
"04-6012009"|"FRANK R PETERS TRUST"|""|""|""|"1675304"
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|""|""|""|"1675305"
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|""|""|""|"1675309"
"05-0260671"|"BALLOU HOME FOR THE AGEO"|"5/25/1972 12:00:00 AM"|""|"Y"|"1675310"
"04-2658294"|"THE COLLINGS FOUNDATION"|""|"Y"|""|"1675852"
"04-2943793"|"THE MORBY FAMILY CHARITABLE FOUNDATION, INC."|""|""|""|"1675854"
"01-0516587"|"SACO & BIDDEFORD SAVINGS CHARITABLE FOUNDATION"|""|""|""|"1675945"
"04-3441495"|"THE LEBARON FOUNDATION"|""|""|""|"1675962"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FOUNDATION"|""|""|""|"1675965"
"01-0567810"|"PATRICIA E PHELAN AND JOSEPH W PHELAN FAMILY FOUNDATION INC"|""|""|""|"1678438"
"01-0612073"|"THE KINGHEIL FAMILY FOUNDATION"|""|""|""|"1678440"
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|""|""|""|"1678450"
"02-0631312"|"HANLEY FOUNDATION"|""|""|""|"1678456"
"02-6144776"|"GLADYS M THOMAS TESTAMENTARY TRUST KEAMS PETER D TRUSTEE"|""|""|""|"1678460"
"02-6155676"|"VINTON FAMILY FOUNDATION"|""|""|""|"1678462"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|""|""|""|"1678465"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|""|""|""|"1678472"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|""|""|""|"1678475"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|""|""|""|"1678506"
"04-3533712"|"LARSON FAMILY FOUNDATION"|""|""|""|"1678518"
"04-3674511"|"THE PETRA FOUNDATION"|""|""|""|"1678526"
"04-3732711"|"BARRETTE FAMILY FUND"|""|""|""|"1678529"
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|""|""|""|"1678533"
"04-6039173"|"WELD FOUNDATION 15007564"|""|""|""|"1678534"
"04-6049776"|"WINNING HOME INC"|""|""|""|"1678535"
"04-6113012"|"RIBLET FOUNDATION TRUST"|"7/1/1958 12:00:00 AM"|""|""|"1678539"
"04-2943910"|"Stamps Family Charitable Foundation Inc"|""|""|""|"1684621"
"03-0369213"|"S D IRELAND CANCER RESEARCH FUND INC"|""|""|""|"1684664"
"04-2269072"|"TURST UW EMMA R TRAVELLI"|""|""|""|"1684669"
"04-3255974"|"SWARTZ FOUNDATION"|""|""|""|"1684675"
"04-3524114"|"NOORIL-IMAN CHARITABLE FOUDNATION, INC."|""|""|""|"1684679"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|""|""|""|"1684680"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|""|""|""|"1684688"
"04-6628772"|"The Baker Family Trust"|""|""|""|"1684692"
"04-6717573"|"BARRY M JAYE FAMILY CHARITABLE TRUST"|""|""|""|"1684693"
"04-6908113"|"QUIRK MARY E IRREV TRUST"|""|""|""|"1684694"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"10/13/1947 12:00:00 AM"|"Y"|""|"1686262"
"04-3213614"|"KESSLER FAMILY FOUNDATION"|""|"Y"|"Y"|"1686264"
"04-3613913"|"KITE FOUNDATION"|""|""|""|"1686265"
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|""|""|""|"1686266"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|""|""|""|"1686267"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|""|""|""|"1687088"
"02-0779716"|"WTC FOUNDATION"|""|""|""|"1687621"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"6/6/1983 12:00:00 AM"|"Y"|""|"1687624"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|""|""|""|"1687635"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|""|""|""|"1687636"
"04-6131201"|"FIDELITY FOUNDATION"|""|""|""|"1687641"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|""|""|""|"1687644"
"04-3201916"|"ACORN FOUNDATION"|""|""|""|"1689332"
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNDATION, INC."|""|""|""|"1689335"
"04-3464581"|"THE ACCESS STRATEGIES FUND"|""|""|""|"1689750"
"04-3781316"|"THE KING AND I FOUNDATION"|""|""|""|"1689760"
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|""|""|""|"1691208"
"04-2943405"|"Landry Family Charitable Foundation"|"4/20/1998 12:00:00 AM"|"Y"|""|"1691487"
"01-6059906"|"THE ALDERMERE FOUNDATION"|""|"Y"|""|"1691506"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|""|""|""|"1691508"
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|""|""|""|"1691511"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|""|""|""|"1691513"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|""|""|""|"1692074"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|""|""|""|"1692075"
"02-6086221"|"THE FANNIE COX FOUNDATION"|""|""|""|"1692086"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|""|""|""|"1692095"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"8/24/1989 12:00:00 AM"|"Y"|""|"1692097"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"4/27/1990 12:00:00 AM"|"Y"|""|"1692099"
"04-3127721"|"THE A & A FUND"|""|""|""|"1692100"
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|""|""|""|"1692101"
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|""|""|""|"1692104"
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|""|""|""|"1692105"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|""|""|""|"1692107"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|""|""|""|"1692109"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|""|""|""|"1692112"
"04-3729982"|"THE PAUL D WASSEROTT FOUNDATION"|""|""|""|"1692114"
"04-6012782"|"HURDLE HILL FOUNDATION"|""|""|""|"1692117"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|""|""|""|"1692118"
"04-6037423"|"ARONSON FOUNDATION INC"|""|""|""|"1692119"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"6/24/1984 12:00:00 AM"|"Y"|""|"1692121"
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|""|""|""|"1692125"
"04-6579815"|"BARR FOUNDATION"|""|""|""|"1692127"
"04-6655524"|"OEDEL FOUNDATION"|""|""|""|"1692128"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|""|""|""|"1692129"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|""|""|""|"1692132"
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|""|""|""|"1698134"
"02-0762484"|"THE ALAN K AND ISABELLE DERKAZANAN FDN"|""|""|""|"1698136"
"04-3066922"|"BRIGHAM HILL FOUNDATION"|""|""|""|"1698142"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|""|""|""|"1698143"
"04-3372484"|"ENABLE HOPE FOUNDATION"|""|""|""|"1698145"
"04-3391926"|"GRAVESTAR FOUNDATION"|""|""|""|"1698146"
"04-3408722"|"THE UPSTREAM FOUNDATION"|""|""|""|"1698148"
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|""|""|""|"1698149"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|""|""|""|"1698150"
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|""|""|""|"1698152"
"04-3581722"|"THE CEDAR STREET FOUNDATION"|""|""|""|"1698153"
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|""|""|""|"1698155"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|""|""|""|"1698157"
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|""|""|""|"1702553"
"02-0622126"|"RESMED FOUNDATION"|""|""|""|"1702554"
"02-0709426"|"THE FOSTER FAMILY PRIVATE FOUNDATION INC"|""|""|""|"1702555"
"02-6004322"|"TRUST UW ALVIN CROSS"|""|""|""|"1702556"
"04-6037026"|"THE SUDBURY FOUNDATION"|""|""|""|"1702563"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|""|""|""|"1702564"
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|""|""|""|"1702566"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|""|""|""|"1703414"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|""|""|""|"1703449"
"01-0482817"|"THE HUDSON FOUNDATION"|""|""|""|"1703451"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|""|""|""|"1703452"
"01-0800004"|"PIERCE FAMILY FOUNDATION"|""|""|""|"1703454"
"01-0939828"|"AGEE FAMILY FOUNDATION"|""|""|""|"1703456"
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|""|""|""|"1703461"
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|""|""|""|"1703462"
"02-0656117"|"THE EDWARD E. & MARIE L. MATTHEWS FOUNDATION"|""|""|""|"1703463"
"02-6004820"|"BENJAMIN KIMBALL TRUST UW 360126015"|""|""|""|"1703466"
"02-6005330"|"THE BEAN FOUNDATION"|""|""|""|"1703467"
"02-6037729"|"HENRY F HURLBURT III CHARITABLE TRUST BRAD GILE TRUSTEE"|""|""|""|"1703470"
"03-0486725"|"LAWLESS FAMILY FOUNDATION"|""|""|""|"1703475"
"03-6100828"|"ILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|""|""|""|"1703478"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"7/17/1972 12:00:00 AM"|"Y"|""|"1703480"
"04-2607227"|"MARY A CRABTREE FUND"|""|""|""|"1703483"
"04-3136120"|"THE KNEISEL FOUNDATION, INC"|""|""|""|"1703485"
"04-3257030"|"IRA C KAPLAN & ANITA M MIGOAY FOUNDATION INC"|""|""|""|"1703487"
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|""|""|""|"1703488"
"04-3357529"|"TELAKA FOUNDATION"|""|""|""|"1703489"
"04-3361704"|"NLT FOUNDATION INC"|""|""|""|"1703490"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|""|""|""|"1703494"
"04-3424620"|"THE BLAIS FOUNDATION"|""|""|""|"1703495"
"04-3494117"|"THRUMCAP.ORG"|""|""|""|"1703500"
"04-3528004"|"POPPLESTONE FOUNDATION"|""|""|""|"1703501"
"04-3540017"|"THE PARDUS FAMILY FOUNDATION"|""|""|""|"1703502"
"04-3541830"|"THE ALCHEMY FOUNDATION"|""|""|""|"1703503"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|""|""|""|"1703508"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION INC"|""|""|""|"1703509"
"04-6009617"|"MARTHA DANA MERCER TRUST"|""|""|""|"1703512"
"04-6032804"|"UBS FOUNDATION USA"|""|""|""|"1703513"
"04-6051127"|"FRANCES W EMERSON FOUNDATION"|""|""|""|"1703514"
"04-6094404"|"ROBERT BRIGHAM TRUST"|""|""|""|"1703516"
"04-6116930"|"ZARTARIAN FOUNDATION"|""|""|""|"1703517"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|""|""|""|"1703519"
"04-6742527"|"TED & RUTH JOHNSON FAMILY FOUNDATION"|""|""|""|"1703523"
"04-6818329"|"WALSKE CHARITABLE FOUNDATION STEVEN C WALSKE ET AL TRUSTEES"|""|""|""|"1703524"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|""|""|""|"1703528"
