"EIN"|"ORG_NAME"|"XMLID"
"04-3416880"|"THE COSETTE CHARITABLE FUND"|"1325696"
"04-6023791"|"STODDARD CHARITABLE TRUST"|"1325697"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"1325698"
"04-2192696"|"NEW ENGLAND GRENFELL ASSOCIATION INC"|"1326485"
"01-0683207"|"THE DEWBERRY FOUNDATION, INC."|"1329623"
"02-0788451"|"THE MCKELVEY ENTREPRENEURIAL FOUNDATION"|"1329624"
"02-6074479"|"BUSI SCHOLARSHIP FUND 362665010"|"1329625"
"04-3452643"|"GORONGOSA RESTORATION PROJECT, INC."|"1329626"
"04-3483851"|"THE THIBAULT FOUNDATION"|"1329627"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"1336191"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1336192"
"04-6278857"|"RILEY MABEL LOUISE TR U/WILL"|"1336193"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|"1336194"
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|"1336195"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1336743"
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|"1336744"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"1336745"
"04-6470890"|"THE FLETCHER FOUNDATION"|"1336746"
"04-2103743"|"THE JOHN BERTRAM HOUSE INC"|"1364319"
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|"1364336"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1364338"
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"1385560"
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|"1385562"
"04-3037802"|"THE S RICHARD AND PATRICIA R PENNI CHARITABLE FOUNDATION"|"1385579"
"04-6819602"|"The Willow bank Foundation"|"1385597"
"01-0912891"|"BROWN ADVISORY CHARITABLE FOUNDATION INC"|"1387235"
"04-2679904"|"STEPHEN J. MEOLI MEMORIAL FOUNDATION"|"1387283"
"04-3410822"|"WILLIAM N & BERNICE E BUMPUS FOUNDATION"|"1387299"
"04-3417222"|"ARCHIBALD FAMILY FOUNDATION"|"1387300"
"04-3293595"|"HERBERT & BARBARA GOLDBERG FOUNDATION"|"1388986"
"01-0939828"|"Agee Family Foundation"|"1389908"
"02-0502244"|"LAVOIE FOUNDATION"|"1389925"
"02-0683054"|"THE ISLAM FAMILY FOUNDATION"|"1389940"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"1389959"
"04-2105743"|"TAUNTON FEMALE CHARITABLE ASSOCIATION"|"1389992"
"04-3340178"|"THE HARMAN CAIN FAMILY FOUNDATION"|"1390058"
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|"1390073"
"04-3560389"|"JOAN K SEXTON FOUNDATION DAVID A RANDALL TRUSTEE"|"1390089"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|"1390108"
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|"1390124"
"04-6013598"|"BUSHROD H. CAMPBELL & ADAH F. HALL CHARITY FUND"|"1420640"
"04-3397681"|"TOWARDS SUSTAINABILITY FOUNDATION"|"1420874"
"04-6026314"|"ALFRED CHASE CHARITY FDN U/I"|"1420875"
"04-6036788"|"CHARLES H HOOD FUND"|"1421342"
"03-0496899"|"THE MOORE FAMILY FOUNDATION"|"1421408"
"01-0683241"|"VOPICKA FAMILY FOUNDATION INC."|"1422297"
"04-6745180"|"THE IORIO CHARITABLE FOUNDATION"|"1422311"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"1427679"
"01-0131950"|"PLANT MEMORIAL HOME"|"1429281"
"04-6013050"|"STEPHEN D AND SUSAN W PAINE FOUNDATION"|"1429282"
"04-6037650"|"CLARK CHARITABLE TRUST"|"1429283"
"02-0500977"|"PUMPKIN HILL FOUNDATION"|"1479052"
"02-6033716"|"JASON SOMERVILLE TRUST NANCY STEVENSON, TTEE"|"1479053"
"04-3371817"|"THE DENNIS A. O'TOOLE FAMILY FOUNDA"|"1479067"
"04-3425084"|"PROKOPIS CHARITABLE FOUNDATION"|"1479068"
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|"1479069"
"04-3534717"|"CHRISTOPHER & PATRICIA HIGGINS ARNOLD FOUNDATION"|"1479070"
"04-6941137"|"EMILIO A. & MARY A. DIFELICE SCHOLARSHIP TRUS"|"1501261"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"1520697"
"04-3504566"|"SUMMER STAR FOUNDATION FOR NATURE, ART AND HUMANITY INC."|"1520699"
"04-3540155"|"MARIANNE J H WITHERBY FOUNDATION"|"1520700"
"01-0664998"|"KIEVE FOUNDATION"|"1547303"
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"1547304"
"04-2767890"|"HELEN AND GEORGE LADD CHARITABLE CORPORATION #0720995"|"1547305"
"04-3528697"|"THE GRIDLEY FAMILY FOUNDATION"|"1547306"
"04-3619796"|"The J. Freunard Kim Foundation"|"1547307"
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"1580562"
"04-6868099"|"THE MORSE FOUNDATION"|"1580611"
"04-6707573"|"JAMES N ABBPTT JR TRUST UW ARTICLE 4"|"1600884"
"03-6088692"|"S. L. GIMBEL FOUNDATION"|"1601822"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"1604527"
"01-0724780"|"FOUNDATION FOR HOPE"|"1604727"
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"1604728"
"01-0752611"|"THE FAULCONER SCHOLARSHIP PROGRAMS"|"1604729"
"02-6010880"|"MARY E ELLIOTT TRUST"|"1604764"
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"1604828"
"04-6013075"|"GEORGE H MORRISON TRUST UWILL FBO MORRISON"|"1604847"
"04-6635075"|"F LEO MURRAY & IRENE D MURRAY SCHOLARSHIP FUND"|"1604862"
"04-6675875"|"MARSHALL M & BARBARA J SLOANE PVT FOUND"|"1604864"
"02-6077231"|"MERRIFIELD WOODIS IRRV TRUST 402726012"|"1617680"
"04-6466327"|"GRACE B JONES"|"1617749"
"02-0569535"|"THE MAYER FOUNDATION"|"1621674"
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|"1621811"
"02-6005793"|"TRUST ESTATE UW MARION C SMYTH"|"1404331"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"1404345"
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|"1404364"
"04-3494117"|"KELLY FAMILY CHARITABLE FOUNDATION"|"1404381"
"04-3510635"|"NEW BREEZE FOUNDATION"|"1404382"
"04-6114839"|"FRANCES R DEWING FOUNDATION 7565-07552015480"|"1404395"
"04-6746134"|"THE LIVING WATERS TRUST"|"1404396"
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|"1404398"
"02-0787615"|"CALABAR FOUNDATION"|"1406952"
"02-6110470"|"ANNIE L ROWELL INTERVIVOS TRUST 426245015"|"1406954"
"04-1611615"|"MEMORIAL FOUNDATION FOR THE BLIND INC"|"1406970"
"04-6033442"|"CALKINS FBO SALVATION ARMY UW FLEET NATIONAL BANK"|"1407019"
"04-6038293"|"GERMAN AID SOCIETY OF BOSTON INC"|"1407020"
"04-6047134"|"CHARLES MONTAGUE CHARITABLE TR"|"1407021"
"02-6059690"|"WALDO & ALICE AYER TRUST 5085010282"|"1435583"
"02-6080902"|"Anne S Howells Charitable Trust"|"1435584"
"04-2738800"|"COSTAS AND MARY MALIOTIS CHARITABLE FOUNDATION - 1981"|"1435597"
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"1435600"
"04-6011911"|"EARLE P CHARLTON TRUST"|"1435615"
"04-6011912"|"IDA S. CHARLTON FUND"|"1435616"
"04-2104430"|"SAILORS' SNUG HARBOR OF BOSTON INC"|"1437352"
"04-3731472"|"ELIZABETH S BLACK CHARITABLE TRUST PNC BANK NA"|"1437488"
"04-6053295"|"LOUIS E WOLFSON FOUNDATION"|"1437502"
"04-6054630"|"POMROY REBECCA FOUNDATION INC (CUST)"|"1437503"
"04-6061028"|"TR UW HELEN F KIMBALL-THE MOSES KIMBALL FUND FOR PROMOTION OF GOOD CITIZENSHIP"|"1437505"
"04-3183600"|"Stride Rite Philanthropic Foundation Inc."|"1473720"
"01-6149204"|"OLIVE A COATES CHARITABLE TRUST"|"1473771"
"03-0337672"|"WYMAN EVERETT H. TR B MEM FD 43V189015"|"1473772"
"04-3466900"|"THE EDWARD W. KANE & MARTHA J. WALLACE FAMILY FOUNDATION"|"1473785"
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|"1473786"
"04-3542100"|"THE REEDER FOUNDATION"|"1473787"
"04-6017700"|"Eaton Foundation"|"1473788"
"01-6008575"|"Z A MERSEREAU TRUST U/W"|"1474320"
"04-3122206"|"DUSKY FOUNDATION"|"1474322"
"04-6015506"|"TTEE U/W OF OLIVER B QUINBY"|"1474323"
"04-3469581"|"LLH/LHM FOUNDATION MARY & MARGARET BAIRD, TRUSTEES"|"1474739"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"1475978"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"1489161"
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|"1489162"
"04-6555493"|"ANGELO H VERGOBBI T/U/I"|"1489164"
"01-0643285"|"MWH CARING FOUNDATION, INC."|"1491452"
"04-2946393"|"Sprague Foundation Inc."|"1491467"
"04-3359381"|"Courtney and Victoria Buffum Family Foundation"|"1491470"
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"1491484"
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|"1491485"
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|"1491486"
"04-3537365"|"The Harter Family Charitable Foundation"|"1532880"
"04-6019483"|"DOROTHY WHITNEY CHARITABLE TRUST"|"1532882"
"04-6060965"|"THE HOWARD JOHNSON FOUNDATION"|"1532883"
"04-6095694"|"PIERCE KATHARINE C UW"|"1532884"
"02-6007724"|"JACKMAN CHARLES TRUST"|"1535424"
"04-3423462"|"DEDHAM INSTITUTION FOR SAVINGS FOUNDATION 7563-07561015702"|"1554974"
"04-3487843"|"PEPPERCORN FOUNDATION"|"1554975"
"01-0548602"|"SHEPARD'S CORNERSTONE FOUNDATION, INC"|"1555109"
"04-2104272"|"HAHNEMANN HOSPITAL"|"1555110"
"04-6875253"|"THE FRANK B MAZER FOUNDATION"|"1555111"
"04-3489662"|"F.E. and A.R. Barstow Charitable Trust"|"1555192"
"04-6030253"|"Walter S. Quinland Foundation"|"1555195"
"04-6624586"|"THE SUMNER L. & ESTHER M. FELDBERG FOUNDATION"|"1566039"
"04-3134531"|"REAL COLEGIO COMPLUTENSE, INC"|"1572523"
"02-6040429"|"BJB Charltable Account"|"1575133"
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"1575146"
"04-6032206"|"J Loring Brooks Foundation"|"1575148"
"02-6115326"|"The Bagan Foundation"|"1576401"
"02-6124799"|"THE BITTY FOUNDATION"|"1576402"
"04-6652923"|"ADELARD AND VALEDA ROY FOUNDATION"|"1576433"
"04-6869215"|"THE DICENSO FAMILY CHARITABLE TRUST"|"1576436"
"01-0744075"|"Networks, Electronic Commerce and Telecommunications Institute"|"1584774"
"01-0391038"|"Rosscare"|"1585545"
"04-6060702"|"JOHN MCELANEY TRUST U/W FBO TOWN OF AVON"|"1585742"
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"1592781"
"01-0535144"|"Maine Health Access Foundation, Inc."|"1592895"
"04-2573604"|"GIBRAN INC"|"1595253"
"04-2625173"|"THE LINNELL FOUNDATION"|"1595254"
"04-3424302"|"EAGLEMERE FOUNDATION INC"|"1595270"
"04-3451161"|"ELEPHANT ROCK FOUNDATION INC"|"1595271"
"04-6010559"|"MARION G JACKSON CHAR TR"|"1641964"
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|"1641965"
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|"1641966"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"1662920"
"04-6195965"|"Frank Gerrity Charitable Trust"|"1668201"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"1678465"
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|"1678533"
"03-0369213"|"S D IRELAND CANCER RESEARCH FUND INC"|"1684664"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"1684680"
"04-3781316"|"THE KING AND I FOUNDATION"|"1689760"
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"1698134"
"02-0762484"|"THE ALAN K AND ISABELLE DERKAZANAN FDN"|"1698136"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|"1698150"
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1698152"
"04-3581722"|"THE CEDAR STREET FOUNDATION"|"1698153"
"01-0556235"|"The Neuhauser Family Foundation, Inc."|"1558521"
"04-3353589"|"PEARSON FAMILY CHARITABLE FOUNDATION"|"1558534"
"04-3428896"|"The Edwin and Sara Brody Family Charitable Foundation"|"1558536"
"04-3477129"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|"1558537"
"04-3837113"|"THE MILNER FAMILY FOUNDATION"|"1567376"
"04-3562515"|"GRACE RIVER FOUNDATION"|"1567878"
"04-3217038"|"Katharine L.W. and Winthrop M. Crane, 3d Charitable Foundation"|"1573458"
"04-6107990"|"THE CHARLOTTE HOME"|"1573943"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"1574297"
"04-6927546"|"KLAUS-JURGEN BATHE CHARITABLE FOUNDATION"|"1574331"
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|"1577838"
"04-6107955"|"THE LASSOR AND FANNY AGOOS CHARITY FUND"|"1577989"
"04-3424944"|"The Edward J Urban Charitable Foundation"|"1578790"
"03-6044565"|"E DANTE BOGNI TR 420260010"|"1589889"
"04-1091024"|"ROBERT M. BIRMINGHAM TRUST"|"1610978"
"04-3498622"|"MISSION HILLFENWAY NEIGHBORHOOD TRUST INC"|"1611031"
"04-2103930"|"BRANDEGEE CHARITABLE FOUNDATION"|"1628144"
"02-0651698"|"WESTERN VIRGINIA ENVIRONMENTAL AND SOCIAL TRUST FOUNDATION"|"1631788"
"01-0788855"|"Boukai Family Foundation"|"1632071"
"02-0657537"|"THE LOUISE MERAGE FAMILY FOUNDATION"|"1632103"
"03-0474038"|"B & E GILMAN FAMILY FOUNDATION"|"1632137"
"04-3393634"|"THE BERT CONSTANCE & SIDNEY H RABINOWITZ FAMILY FOUNDATION INC"|"1632222"
"04-6742955"|"EDWARD A BOND FOUNDATION"|"1632286"
"04-6799734"|"MARY FIELD AND VINCENT DEPAUL GOUBEAU CHARITABLE TR 1996"|"1632287"
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|"1639058"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"1641916"
"04-3161096"|"THE MEZITT HORTICULTURAL FOUNDATION"|"1641946"
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"1641947"
"03-0373301"|"THE DALKYS FOUNDATION"|"1659177"
"04-3493460"|"ROSEN BAUM STEIN BERG FAMILY FOUNDATION"|"1659210"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|"1659211"
"04-3674101"|"THE SYDELLE AND MICHAEL J LAZAR FOUNDATION INC"|"1659213"
"04-6269700"|"ALTA W FOSTER TRUST"|"1663305"
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"1664207"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|"1664208"
"01-0757068"|"JOHN AND BEMICE PLUTA FAMILY FOUNDATION INC"|"1669556"
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST"|"1669573"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"1669575"
"04-6012009"|"FRANK R PETERS TRUST"|"1675304"
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"1675305"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1687088"
"02-0779716"|"WTC FOUNDATION"|"1687621"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"1687624"
"04-6131201"|"FIDELITY FOUNDATION"|"1687641"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1692086"
"04-3127721"|"THE A & A FUND"|"1692100"
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"1692101"
"04-6012782"|"HURDLE HILL FOUNDATION"|"1692117"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1692118"
"04-6037423"|"ARONSON FOUNDATION INC"|"1692119"
"04-6037026"|"THE SUDBURY FOUNDATION"|"1702563"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1702564"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|"1703449"
"01-0482817"|"THE HUDSON FOUNDATION"|"1703451"
"02-6004820"|"BENJAMIN KIMBALL TRUST UW 360126015"|"1703466"
"02-6005330"|"THE BEAN FOUNDATION"|"1703467"
"04-2607227"|"MARY A CRABTREE FUND"|"1703483"
"04-3136120"|"THE KNEISEL FOUNDATION, INC"|"1703485"
"04-3494117"|"THRUMCAP.ORG"|"1703500"
"04-3528004"|"POPPLESTONE FOUNDATION"|"1703501"
"04-6094404"|"ROBERT BRIGHAM TRUST"|"1703516"
"04-6116930"|"ZARTARIAN FOUNDATION"|"1703517"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"1711423"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|"1711438"
"04-6485766"|"ONE WORLD FUND"|"1711440"
"01-6085692"|"ROSE M CLARK TRUST"|"1713328"
"04-3179137"|"DENNIS AND MARION MAVROGENIS TRUST FUND"|"1713361"
"04-3593793"|"THE BORDUI FOUNDATION"|"1713376"
"04-6057388"|"THE CRANE & CO FUND"|"1713392"
"01-0647596"|"THE POMEROY FAMILY FOUNDATION"|"1724405"
"01-6019033"|"MAX KAGAN FAMILY FOUNDATION"|"1724407"
"02-0774236"|"THE NORMAN A SCHOELL CHARITABLE FOUNDATION INC"|"1724408"
"04-3404168"|"CHRISTOPHER R.YENS CHARITABLE FOUNDATION"|"1726210"
"04-3522036"|"FROG POND FOUNDATION, INC."|"1726981"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1728149"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"1728152"
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|"1732745"
"04-2104243"|"FULLER TRUST INC"|"1732748"
"02-0522534"|"ELIZABETH THAYER & E GEOFFREY VERNEY FOUNDATION"|"1735537"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|"1735538"
"04-6013050"|"STEPHEN D AND SUSAN W PAINE FOUNDATION"|"1741853"
"02-0502244"|"LAVOIE FOUNDATION"|"1747422"
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|"1747435"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"1747454"
"02-6060525"|"LUCY E MANIX DAWSON CHARITABLE TRUST"|"1487098"
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"1487099"
"02-6139129"|"GEORGE A STRBA CHARITABLE TRUST"|"1487100"
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"1487113"
"04-3296725"|"THE ERIC & BARBARA CARLE FOUNDATION"|"1487114"
"04-3338927"|"HAZARD FAMILY FOUNDATION"|"1487115"
"04-3371223"|"Douglas Drane Charitable Trust"|"1487117"
"04-6027026"|"BRADLEY C. HIGGINS FOUNDATION"|"1487130"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"1487131"
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"1487132"
"04-6050419"|"Albert H & Reuben S Stone Fund"|"1487133"
"04-6010540"|"IDA S CHARLTON CHARITY FD U/W"|"1510345"
"04-6021061"|"J EMMA GRAY TUA"|"1510347"
"02-6007047"|"LADIES CHARITABLE SOCIETY OF KEENE"|"1513185"
"02-6007363"|"GILBERT VERNEY FOUNDATION"|"1513186"
"02-6037670"|"OSCAR J GEORGE TRUST 3020001629"|"1513187"
"02-6067436"|"NHCF JANICE BERRY SCHOLARSHIP 3035008363"|"1513188"
"04-3415547"|"THE BAY STATE FEDERAL SAVINGS CHARITABLE FOUNDATION"|"1513202"
"04-3462645"|"ROHDA FAMILY CHARITABLE FOUNDATION"|"1513203"
"04-3493147"|"THE HAMERMESH FAMILY CHARITABLE FOUNDATION"|"1513204"
"04-3493858"|"THE BETE FAMILY FOUNDATION"|"1513205"
"04-6025549"|"CO-TTEE U/W OF EDWIN PHILLIPS"|"1513218"
"04-6033742"|"JENNIE W SMITH TUA"|"1513219"
"04-6038039"|"GEORGE WELLS FOUNDATION U/I"|"1513220"
"04-6039556"|"THE GOLDBERG FAMILY FOUNDATION"|"1513221"
"04-6312563"|"GEORGE W DAVENPORT TUW"|"1513235"
"04-6393242"|"WILLIAM O MOSELEY T/U/I"|"1513236"
"02-6123078"|"GRUNBECK JENNIFER & ROBERT FAM FOUND ROBERT & JENNIFER GRUNBECK"|"1530165"
"04-2113268"|"SHURTLEFF CHILDREN'S SERVICES-PRIN"|"1530166"
"04-2690883"|"CLIFFORD CHARITABLE FOUNDATION 782452015"|"1530167"
"04-2940586"|"RICHARD & SALLY ZECKHAUSER FOUNDATION"|"1530168"
"04-6036990"|"PAINE CHARITABLE TRUST U/A"|"1530181"
"04-6133986"|"THE MARION W RICH FUND"|"1530183"
"04-6526806"|"E BROOKS-GR BOST COUNCIL ALCOHOL"|"1530184"
"04-6796825"|"NOBLE SYMOND GOLUB & LELIA J. GOLUB EDUCATIONAL TRUST"|"1530185"
"02-0760235"|"THE ELLIE & LES HAYT FAMILY FOUNDATION"|"1558526"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"1558527"
"03-0475225"|"HENRIETTA COUNTESS DE HOERNLE FOUNDATION"|"1558528"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"1558529"
"04-6049529"|"THE GRASS FOUNDATION"|"1558542"
"04-6538205"|"NORMAN ROCKWELL ART COLLECTION TRUST"|"1558543"
"04-6772198"|"The Mary E Murphy and John F. Murphy, Jr Charitable Trust"|"1558544"
"04-6836265"|"J. IRVING & JANE L. ENGLAND CHARITABLE TRUST, A. MOLLOY & F. RUSSELL, CO-TRUSTEES"|"1558545"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"1567183"
"04-3236375"|"Genzyme Charitable Foundation, Inc."|"1567184"
"04-6053426"|"FRENCH FND TR U/DECL"|"1567185"
"01-0658759"|"AMERICA FIRST FOUNDATION"|"1567770"
"01-0733593"|"TWELVE LABOURS FOUNDATION, INC."|"1567771"
"04-3484188"|"GISELA B HOGAN CHARITABLE FDN 854897211"|"1567869"
"04-3338742"|"THE JOHN H. AND H. NAOMI TOMFOHRDE FOUNDATION"|"1574319"
"04-3386858"|"The Mark D. Hostetter and Alexander N. Habib Foundation"|"1574320"
"04-3541288"|"WINN FAMILY CHARITABLE FOUNDATION"|"1577980"
"01-0247548"|"Clarence E. Mulford Trust"|"1578751"
"02-6123968"|"Roger R. & Theresa Thompson Endowment f/b/o Local Charities"|"1578768"
"01-0387404"|"Elmina B. Sewall Foundation"|"1586603"
"01-0705507"|"IRAIDA CADANO CHARITABLE FOUNDATION"|"1610919"
"02-0549409"|"MAINE ORTHOPAEDIC FOUNDATION"|"1610939"
"04-3541069"|"ORISTAGLIO FAMILY FOUNDATION"|"1611037"
"04-6854624"|"SCOTT A NATHAN CHARITABLE TR"|"1611073"
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|"1630707"
"02-0581239"|"GOLDSTEIN FAMILY FOUNDATION"|"1632096"
"02-6019759"|"ACA SCHOLARSHIP TRUST"|"1632111"
"02-6123358"|"JASPER W & CATHERINE L BLANDIN SCHOLARSHIP"|"1632114"
"04-2943894"|"CROWLEY FAMILY CHARITABLE TRUST"|"1632195"
"04-3439357"|"THE JOHN J & SUSAN F DORAN FAMILY FOUNDATION"|"1632228"
"04-3565658"|"BIRKAT ESTHER INC"|"1632245"
"04-6027441"|"MARY E WOOD FOUNDATION NATHANIEL S COOLIDGE ET AL TRUSTEES"|"1632262"
"02-0560941"|"NAUGATUCKY VALLEY MEDICAL SCHOLARSHIP FUND INC"|"1638982"
"04-6048643"|"SHERMAN H STARR FOUNDATION"|"1639046"
"04-6108949"|"WILLIAM H REISNER FOUNDATION"|"1639048"
"04-6113249"|"BENJAMIN H KATZ FAMILY FOUNDATION"|"1639050"
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|"1641955"
"02-0588501"|"THE MADDEN FAMILY FOUNDATION INC"|"1659170"
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|"1659188"
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|"1659221"
"01-0644503"|"MILL PARK FOUNDATION, INC"|"1663296"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"1663297"
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1664200"
"04-3527006"|"The Lost and Foundation Inc"|"1664216"
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|"1664218"
"04-6035506"|"J HENRY KENDALL TRUST"|"1664219"
"02-0539569"|"ELIZABETH MCGEACHIN MCKEE FOUNDATION"|"1669565"
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"1669566"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|"1669567"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"1669581"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"1669598"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1673209"
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|"1673226"
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|"1674764"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"1675299"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"1686262"
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|"1691208"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"1691508"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|"1692075"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|"1692095"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"1692109"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"1692112"
