"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVEST_INC_TAX"|"TAX_DUE"
"02-6151036"|"PSALM 11612 FOUNDATION TRUST"|"1632115"|"470.0000"|"420.0000"
"03-0474038"|"B & E GILMAN FAMILY FOUNDATION"|"1632137"|"925.0000"|""
"04-2077934"|"HENRY DAVID THOREAU FOUNDATION INC"|"1632160"|"11548.0000"|"5222.0000"
"04-2104439"|"ENDOWMENT FOR BIBLICAL RESEARCH"|"1632165"|"65.0000"|""
"04-2104834"|"PILGRIM FOUNDATION"|"1632166"|"997.0000"|""
"04-2943894"|"CROWLEY FAMILY CHARITABLE TRUST"|"1632195"|"0.0000"|"0.0000"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"1632217"|"562.0000"|"162.0000"
"04-3393634"|"THE BERT CONSTANCE & SIDNEY H RABINOWITZ FAMILY FOUNDATION INC"|"1632222"|"8.0000"|""
"04-3439357"|"THE JOHN J & SUSAN F DORAN FAMILY FOUNDATION"|"1632228"|"0.0000"|""
"04-3494455"|"THE GERALD AND JUDITH FELDMAN CHARITABLE FOUNDATION"|"1632235"|"0.0000"|"0.0000"
"04-3522053"|"MANNION FAMILY FOUNDATION"|"1632241"|"10584.0000"|""
"04-3523698"|"THE EVANS FAMILY FOUNDATION"|"1632242"|"2734.0000"|""
"04-3565658"|"BIRKAT ESTHER INC"|"1632245"|"0.0000"|"0.0000"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|"1632259"|"384.0000"|""
"04-6027441"|"MARY E WOOD FOUNDATION NATHANIEL S COOLIDGE ET AL TRUSTEES"|"1632262"|"463.0000"|"463.0000"
"04-6148959"|"VIPONT DE MERWIN RD TR 151872 FBO 312065014"|"1632277"|"4400.0000"|"3784.0000"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"1632284"|"176626.0000"|""
"04-6742955"|"EDWARD A BOND FOUNDATION"|"1632286"|"608.0000"|"621.0000"
"04-6799734"|"MARY FIELD AND VINCENT DEPAUL GOUBEAU CHARITABLE TR 1996"|"1632287"|"939.0000"|""
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|"1632291"|"3183.0000"|"312.0000"
"04-6914538"|"BROWN CHARITABLE FOUDNATION"|"1632292"|"2691.0000"|"1851.0000"
"02-0560941"|"NAUGATUCKY VALLEY MEDICAL SCHOLARSHIP FUND INC"|"1638982"|"177.0000"|"177.0000"
"04-3522054"|"ROBERTS FAMILY FOUNDATION"|"1639034"|"3201.0000"|""
"04-3526349"|"THE CROSS FOUNDATION"|"1639035"|"343.0000"|""
"04-6044854"|"RUTH HOLMES TURST UWILL"|"1639045"|"373.0000"|"373.0000"
"04-6048643"|"SHERMAN H STARR FOUNDATION"|"1639046"|"6864.0000"|""
"04-6108949"|"WILLIAM H REISNER FOUNDATION"|"1639048"|"0.0000"|"0.0000"
"04-6113249"|"BENJAMIN H KATZ FAMILY FOUNDATION"|"1639050"|"239.0000"|"119.0000"
"04-6136550"|"SAQUISH FOUNDATION"|"1639051"|"18270.0000"|""
"04-6387242"|"GRACE HOWE FAMILY TRUST 31A015010"|"1639054"|"251.0000"|"119.0000"
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|"1639058"|"0.0000"|""
"04-2682392"|"THE ROBERT M. & MARJIE A. BENNETT FOUNDATION"|"1641745"|"3388.0000"|""
"02-0511758"|"MASIPHUMELELE CORPORATION"|"1641916"|"0.0000"|""
"04-3161096"|"THE MEZITT HORTICULTURAL FOUNDATION"|"1641946"|"529.0000"|"531.0000"
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"1641947"|"12813.0000"|""
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|"1641953"|"212.0000"|"212.0000"
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|"1641955"|"10116.0000"|"165.0000"
"04-3538497"|"THE DINTERSMITH-HAZARD FOUNDATION"|"1641957"|"4089.0000"|""
"04-6010559"|"MARION G JACKSON CHAR TR"|"1641964"|"3041.0000"|""
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|"1641965"|"2966.0000"|""
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|"1641966"|"584.0000"|"268.0000"
"04-6142795"|"ALFRED L MORSE & ANNETTE S MORSE FOUNDATION"|"1641970"|"7029.0000"|"5789.0000"
"04-6833651"|"JAMES L. RUBENSTEIN FAMILY FOUNDATION"|"1641976"|"379.0000"|"361.0000"
"04-3406251"|"THE PETER AND DEBORAH LAMM FOUNDATION R BRADFORD MALT ET AL TRUSTEES"|"1644197"|"1747.0000"|"1787.0000"
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|"1651137"|"825.0000"|"225.0000"
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"1651153"|"0.0000"|"0.0000"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"1651225"|"2114.0000"|"8571.0000"
"04-6130871"|"GERONDELIS FOUNDATION INC"|"1651244"|"27665.0000"|""
"02-0229861"|"THE NARARO FOUNDATION"|"1657566"|"15223.0000"|""
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"1657568"|"4491.0000"|"3787.0000"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"1657569"|"0.0000"|""
"04-3037802"|"THE S RICHARD AND PATRICIA R PENNI CHARITABLE FOUNDATION"|"1657570"|"218.0000"|""
"04-6046761"|"MASSACHUSETTS SOCIETY OF THE CINCINNATI"|"1657572"|"844.0000"|"24.0000"
"04-6133161"|"BEARD FAMILY CHARITABLE TRUST JOHN E BEARD TRUSTEE"|"1657574"|"907.0000"|"705.0000"
"04-6819602"|"THE WILLOWBANK FOUNDATION"|"1657575"|"3832.0000"|"3296.0000"
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"1657576"|"302.0000"|""
"01-0852305"|"KALT FAMILY FOUNDATION"|"1659167"|"1386.0000"|"760.0000"
"02-0588501"|"THE MADDEN FAMILY FOUNDATION INC"|"1659170"|"630.0000"|""
"02-0659001"|"EDWARD L WILLIAMS AND MARY B WILLIAMS FOUNDATION"|"1659174"|"7956.0000"|"3456.0000"
"03-0373301"|"THE DALKYS FOUNDATION"|"1659177"|"769.0000"|"363.0000"
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|"1659188"|"177.0000"|"177.0000"
"04-3014763"|"THE SHANE FOUNDATION 15009232"|"1659200"|"185.0000"|""
"04-3234201"|"SILVERMAN FAMILY FOUNDATION INC WOLF & COMPANY, PC"|"1659206"|"250.0000"|""
"04-3253603"|"JOSEPH W & FAITH K TIBERIO CHARITABLE FOUNDATION"|"1659207"|"1220.0000"|"556.0000"
"04-3493460"|"ROSEN BAUM STEIN BERG FAMILY FOUNDATION"|"1659210"|"410.0000"|"410.0000"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|"1659211"|"66.0000"|"66.0000"
"04-3674101"|"THE SYDELLE AND MICHAEL J LAZAR FOUNDATION INC"|"1659213"|"5.0000"|""
"04-6027900"|"TRUST UIND 3152 EMMA R TRAVELLI"|"1659216"|"9633.0000"|""
"04-6060903"|"RIMER TRUST"|"1659217"|"189.0000"|"189.0000"
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|"1659221"|"173.0000"|"173.0000"
"04-3683205"|"THE JOHN WHITEHEAD FAMILY FOUNDATION INC"|"1662511"|"0.0000"|"0.0000"
"02-0738401"|"INTERNATIONAL OSTEOPOROSIS FOUNDATION - USA INC."|"1662523"|"0.0000"|"0.0000"
"02-6113705"|"FELLER FAMILY CHARITABLE FOUNDATION TRUST"|"1662524"|"2138.0000"|"211.0000"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"1662530"|"572.0000"|"577.0000"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"1662920"|"5182.0000"|""
"02-6013381"|"NORWIN S AND ELIZABETH N BEAN FOUNDATION"|"1662944"|"6683.0000"|""
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"1662945"|"27398.0000"|"1755.0000"
"04-6155696"|"THE ART COMPLEX INC"|"1662949"|"30873.0000"|""
"01-0644503"|"MILL PARK FOUNDATION, INC"|"1663296"|"57660.0000"|""
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"1663297"|"1386.0000"|""
"04-3310863"|"JOHN C. AND EUNICE B. MORRISON CHARITABLE FOUNDATION"|"1663300"|"8723.0000"|""
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|"1663302"|"1831.0000"|""
"04-6269700"|"ALTA W FOSTER TRUST"|"1663305"|"37586.0000"|""
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1664200"|"212.0000"|""
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"1664207"|"430.0000"|"0.0000"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|"1664208"|"836.0000"|""
"04-3527006"|"The Lost and Foundation Inc"|"1664216"|"996.0000"|""
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|"1664218"|"1743.0000"|""
"04-6035506"|"J HENRY KENDALL TRUST"|"1664219"|"1264.0000"|""
"04-6037206"|"THE LANCASTER FOUNDATION 7522-07561014179"|"1664221"|"2141.0000"|"1725.0000"
"01-0752786"|"Zcahary and Linsey Gund Foundation"|"1665369"|"1084.0000"|""
"04-6027800"|"TAMARACK FOUNDATION"|"1665939"|"1372.0000"|"372.0000"
"02-0678498"|"CARLTON HILL FAMILY FOUNDATION, INC"|"1668046"|""|""
"04-6195965"|"Frank Gerrity Charitable Trust"|"1668201"|"1382.0000"|""
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|"1669554"|"0.0000"|""
"01-0757068"|"JOHN AND BEMICE PLUTA FAMILY FOUNDATION INC"|"1669556"|"427.0000"|""
"02-0539569"|"ELIZABETH MCGEACHIN MCKEE FOUNDATION"|"1669565"|"342.0000"|"342.0000"
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"1669566"|"7839.0000"|"7043.0000"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|"1669567"|"4218.0000"|"3718.0000"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"1669569"|"143.0000"|""
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"1669570"|""|""
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST"|"1669573"|"2095.0000"|"1799.0000"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"1669575"|"3256.0000"|"72.0000"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"1669578"|"1106.0000"|""
"04-2148009"|"GRIFFIN WHITE FOUNDATION INC"|"1669579"|"2723.0000"|"883.0000"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"1669581"|"0.0000"|""
"04-3033170"|"THE STOBART FOUNDATION"|"1669586"|"199.0000"|"199.0000"
"04-3178007"|"THE STABLE FOUNDATION INC"|"1669587"|"190.0000"|""
"04-3489109"|"NOUBAR & ANNA AFEYAN FOUNDATION"|"1669593"|"5828.0000"|""
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"1669594"|"464.0000"|""
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1669596"|"938.0000"|"418.0000"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"1669598"|"1287.0000"|""
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"1669602"|"19.0000"|"19.0000"
"04-6691809"|"VAN SLOUN FOUNDATION"|"1669611"|"10896.0000"|"6096.0000"
"01-0549309"|"THE ROBERTS FOUNDATION"|"1672621"|"9349.0000"|""
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"1672626"|"3506.0000"|""
"04-3684566"|"THE CONDUIT FOUNDATION"|"1672627"|"2952.0000"|""
"04-6042267"|"FIORANGELO GASBARRI TRUST UW JAMES C BOWDRING TRUSTEE"|"1672628"|"309.0000"|""
"05-0376170"|"THE RUTH AND SAMUEL MARKOFF FOUNDATION"|"1672629"|"3162.0000"|"3162.0000"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1673209"|"5145.0000"|"1067.0000"
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|"1673226"|"15216.0000"|"0.0000"
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|"1674764"|"0.0000"|""
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"1674833"|"0.0000"|""
"04-2104384"|"LEND A HAND SOCIETY"|"1674834"|"1874.0000"|"538.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"1675299"|"3612.0000"|""
"04-3578370"|"NICHOLS VILLAGE INC"|"1675302"|"38.0000"|"38.0000"
"04-6012009"|"FRANK R PETERS TRUST"|"1675304"|"18636.0000"|""
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"1675305"|"483.0000"|""
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1675309"|"0.0000"|"0.0000"
"05-0260671"|"BALLOU HOME FOR THE AGEO"|"1675310"|"0.0000"|"0.0000"
"04-2658294"|"THE COLLINGS FOUNDATION"|"1675852"|"0.0000"|"0.0000"
"04-2943793"|"THE MORBY FAMILY CHARITABLE FOUNDATION, INC."|"1675854"|"11564.0000"|""
"01-0516587"|"SACO & BIDDEFORD SAVINGS CHARITABLE FOUNDATION"|"1675945"|"279.0000"|""
"04-3441495"|"THE LEBARON FOUNDATION"|"1675962"|"617.0000"|""
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FOUNDATION"|"1675965"|"0.0000"|""
"01-0567810"|"PATRICIA E PHELAN AND JOSEPH W PHELAN FAMILY FOUNDATION INC"|"1678438"|"742.0000"|""
"01-0612073"|"THE KINGHEIL FAMILY FOUNDATION"|"1678440"|"291.0000"|""
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|"1678450"|"10219.0000"|""
"02-0631312"|"HANLEY FOUNDATION"|"1678456"|"11698.0000"|"5042.0000"
"02-6144776"|"GLADYS M THOMAS TESTAMENTARY TRUST KEAMS PETER D TRUSTEE"|"1678460"|"432.0000"|""
"02-6155676"|"VINTON FAMILY FOUNDATION"|"1678462"|"0.0000"|"0.0000"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"1678465"|"0.0000"|"0.0000"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1678472"|"205.0000"|"91.0000"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"1678475"|"2135.0000"|"1859.0000"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|"1678506"|"308.0000"|""
"04-3533712"|"LARSON FAMILY FOUNDATION"|"1678518"|"8530.0000"|"5634.0000"
"04-3674511"|"THE PETRA FOUNDATION"|"1678526"|"380.0000"|""
"04-3732711"|"BARRETTE FAMILY FUND"|"1678529"|"2765.0000"|""
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|"1678533"|"1557.0000"|""
"04-6039173"|"WELD FOUNDATION 15007564"|"1678534"|"10757.0000"|"1677.0000"
"04-6049776"|"WINNING HOME INC"|"1678535"|"2366.0000"|""
"04-6113012"|"RIBLET FOUNDATION TRUST"|"1678539"|"1114.0000"|""
"04-2943910"|"Stamps Family Charitable Foundation Inc"|"1684621"|"74362.0000"|"0.0000"
"03-0369213"|"S D IRELAND CANCER RESEARCH FUND INC"|"1684664"|"5.0000"|"5.0000"
"04-2269072"|"TURST UW EMMA R TRAVELLI"|"1684669"|"21681.0000"|"12481.0000"
"04-3255974"|"SWARTZ FOUNDATION"|"1684675"|"406184.0000"|"104113.0000"
"04-3524114"|"NOORIL-IMAN CHARITABLE FOUDNATION, INC."|"1684679"|"17659.0000"|""
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"1684680"|"274.0000"|"493.0000"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"1684688"|"172.0000"|"1.0000"
"04-6628772"|"The Baker Family Trust"|"1684692"|"0.0000"|""
"04-6717573"|"BARRY M JAYE FAMILY CHARITABLE TRUST"|"1684693"|"32.0000"|""
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"1684694"|"1346.0000"|""
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"1686262"|"0.0000"|"0.0000"
"04-3213614"|"KESSLER FAMILY FOUNDATION"|"1686264"|"32403.0000"|""
"04-3613913"|"KITE FOUNDATION"|"1686265"|"3562.0000"|""
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|"1686266"|"2841.0000"|"185.0000"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"1686267"|"1136.0000"|""
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1687088"|"1.0000"|"1.0000"
"02-0779716"|"WTC FOUNDATION"|"1687621"|"0.0000"|""
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"1687624"|"36.0000"|"36.0000"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1687635"|"14370.0000"|"7970.0000"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|"1687636"|"149.0000"|""
"04-6131201"|"FIDELITY FOUNDATION"|"1687641"|"1075486.0000"|""
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"1687644"|"0.0000"|"0.0000"
"04-3201916"|"ACORN FOUNDATION"|"1689332"|"1854.0000"|""
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNDATION, INC."|"1689335"|"74235.0000"|""
"04-3464581"|"THE ACCESS STRATEGIES FUND"|"1689750"|"7870.0000"|""
"04-3781316"|"THE KING AND I FOUNDATION"|"1689760"|"274.0000"|"0.0000"
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|"1691208"|"7767.0000"|""
"04-2943405"|"Landry Family Charitable Foundation"|"1691487"|"68763.0000"|""
"01-6059906"|"THE ALDERMERE FOUNDATION"|"1691506"|"3955.0000"|""
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"1691508"|"426.0000"|"426.0000"
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|"1691511"|"0.0000"|""
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"1691513"|"44075.0000"|""
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1692074"|"3966.0000"|"2178.0000"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|"1692075"|"1458.0000"|"658.0000"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1692086"|"17146.0000"|"146.0000"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|"1692095"|"691.0000"|""
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1692097"|"1965.0000"|"180.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"1692099"|"1417748.0000"|""
"04-3127721"|"THE A & A FUND"|"1692100"|"11963.0000"|""
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"1692101"|"7104.0000"|""
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"1692104"|"2.0000"|""
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|"1692105"|"376.0000"|"216.0000"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"1692107"|"268.0000"|""
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"1692109"|"5198.0000"|""
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"1692112"|"483.0000"|"483.0000"
"04-3729982"|"THE PAUL D WASSEROTT FOUNDATION"|"1692114"|"3090.0000"|""
"04-6012782"|"HURDLE HILL FOUNDATION"|"1692117"|"738.0000"|"103.0000"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1692118"|"662.0000"|"667.0000"
"04-6037423"|"ARONSON FOUNDATION INC"|"1692119"|"1295.0000"|"806.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1692121"|"0.0000"|"0.0000"
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|"1692125"|"1869.0000"|"958.0000"
"04-6579815"|"BARR FOUNDATION"|"1692127"|"2789774.0000"|""
"04-6655524"|"OEDEL FOUNDATION"|"1692128"|"1098.0000"|"285.0000"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"1692129"|"260.0000"|"134.0000"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"1692132"|"5244.0000"|""
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"1698134"|"183.0000"|""
"02-0762484"|"THE ALAN K AND ISABELLE DERKAZANAN FDN"|"1698136"|"528.0000"|"536.0000"
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1698142"|"0.0000"|"0.0000"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"1698143"|"0.0000"|"0.0000"
"04-3372484"|"ENABLE HOPE FOUNDATION"|"1698145"|"124.0000"|""
"04-3391926"|"GRAVESTAR FOUNDATION"|"1698146"|"1760.0000"|"160.0000"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1698148"|"1621.0000"|""
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"1698149"|"284.0000"|""
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|"1698150"|"624.0000"|""
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1698152"|"580.0000"|"296.0000"
"04-3581722"|"THE CEDAR STREET FOUNDATION"|"1698153"|"6217.0000"|"1795.0000"
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|"1698155"|"104.0000"|"0.0000"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|"1698157"|"36381.0000"|"38000.0000"
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|"1702553"|"676.0000"|""
"02-0622126"|"RESMED FOUNDATION"|"1702554"|"2840.0000"|""
"02-0709426"|"THE FOSTER FAMILY PRIVATE FOUNDATION INC"|"1702555"|"1835.0000"|""
"02-6004322"|"TRUST UW ALVIN CROSS"|"1702556"|"2036.0000"|"824.0000"
"04-6037026"|"THE SUDBURY FOUNDATION"|"1702563"|"30554.0000"|""
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1702564"|"95491.0000"|""
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|"1702566"|"803.0000"|"403.0000"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"1703414"|"3597.0000"|""
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|"1703449"|"1986.0000"|""
"01-0482817"|"THE HUDSON FOUNDATION"|"1703451"|"2477.0000"|""
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1703452"|"1781.0000"|""
"01-0800004"|"PIERCE FAMILY FOUNDATION"|"1703454"|"148.0000"|""
"01-0939828"|"AGEE FAMILY FOUNDATION"|"1703456"|"7199.0000"|"4163.0000"
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|"1703461"|""|""
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|"1703462"|"136.0000"|"136.0000"
"02-0656117"|"THE EDWARD E. & MARIE L. MATTHEWS FOUNDATION"|"1703463"|"20203.0000"|""
"02-6004820"|"BENJAMIN KIMBALL TRUST UW 360126015"|"1703466"|"25815.0000"|"24459.0000"
"02-6005330"|"THE BEAN FOUNDATION"|"1703467"|"1830.0000"|"590.0000"
"02-6037729"|"HENRY F HURLBURT III CHARITABLE TRUST BRAD GILE TRUSTEE"|"1703470"|"342.0000"|"342.0000"
"03-0486725"|"LAWLESS FAMILY FOUNDATION"|"1703475"|"6918.0000"|"5469.0000"
"03-6100828"|"ILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1703478"|"0.0000"|""
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1703480"|"0.0000"|"0.0000"
"04-2607227"|"MARY A CRABTREE FUND"|"1703483"|"279.0000"|"279.0000"
"04-3136120"|"THE KNEISEL FOUNDATION, INC"|"1703485"|"3288.0000"|"0.0000"
"04-3257030"|"IRA C KAPLAN & ANITA M MIGOAY FOUNDATION INC"|"1703487"|"211.0000"|"51.0000"
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|"1703488"|"417.0000"|""
"04-3357529"|"TELAKA FOUNDATION"|"1703489"|"7661.0000"|""
"04-3361704"|"NLT FOUNDATION INC"|"1703490"|"6727.0000"|"3339.0000"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1703494"|"2367.0000"|""
"04-3424620"|"THE BLAIS FOUNDATION"|"1703495"|"388.0000"|"170.0000"
"04-3494117"|"THRUMCAP.ORG"|"1703500"|"1138.0000"|"1151.0000"
"04-3528004"|"POPPLESTONE FOUNDATION"|"1703501"|"58919.0000"|"21884.0000"
"04-3540017"|"THE PARDUS FAMILY FOUNDATION"|"1703502"|"226.0000"|"226.0000"
"04-3541830"|"THE ALCHEMY FOUNDATION"|"1703503"|"1687.0000"|""
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1703508"|"1668.0000"|""
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION INC"|"1703509"|"0.0000"|"0.0000"
"04-6009617"|"MARTHA DANA MERCER TRUST"|"1703512"|"90991.0000"|""
"04-6032804"|"UBS FOUNDATION USA"|"1703513"|""|""
"04-6051127"|"FRANCES W EMERSON FOUNDATION"|"1703514"|"188.0000"|""
"04-6094404"|"ROBERT BRIGHAM TRUST"|"1703516"|"2834.0000"|"688.0000"
"04-6116930"|"ZARTARIAN FOUNDATION"|"1703517"|"229.0000"|"225.0000"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1703519"|"5975.0000"|"1455.0000"
"04-6742527"|"TED & RUTH JOHNSON FAMILY FOUNDATION"|"1703523"|"288.0000"|""
"04-6818329"|"WALSKE CHARITABLE FOUNDATION STEVEN C WALSKE ET AL TRUSTEES"|"1703524"|"1584.0000"|""
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"1703528"|"6602.0000"|"1602.0000"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"1708237"|"91740.0000"|"69.0000"
"01-0669086"|"THE FRANK & GERTRUDE KAISER FOUNDATION"|"1708275"|"1547.0000"|""
"01-0720431"|"CHERYL & BLAIR EFFRON FAMILY FOUNDATION"|"1708276"|"22107.0000"|""
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|"1708278"|"0.0000"|"0.0000"
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|"1708279"|"83434.0000"|""
