"C_EIN"|"C_Org_Name"|"SUPPORTED_ORG_ID"|"XML_DOCUMENT_ID"|"NAME"|"EIN"|"TYPE"|"LISTED_CBX"|"NOTIFY_SUPPORT_CBX"|"SUPPORTED_ORG_US_CBX"|"AMOUNT"|"OTHER_SUPPORT"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"153424"|"1582550"|"SARATOGA PERFORMING ARTS CENTER"|"14-1466353"|"7"|"Y"|"Y"|"Y"|"150000.0000"|""
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"153425"|"1582550"|"SARATOGA YMCA"|"14-1726531"|"9"|"Y"|"Y"|"Y"|"50000.0000"|""
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"153426"|"1582550"|"SKIDMORE COLLEGE"|"14-1338562"|"2"|"Y"|"Y"|"Y"|"100000.0000"|""
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"153427"|"1582550"|"SARATOGA HOSPITAL FOUNDATION"|"14-1775218"|"3"|"Y"|"Y"|"Y"|"150000.0000"|""
"01-0570609"|"Camp Smile Foundation Inc"|"153859"|"1587338"|"Camp Smile Inc"|"11-2622096"|"9"|"Y"|"Y"|"Y"|"179550.0000"|""
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"154055"|"1589873"|"CATHOLIC COMMUNITY FOUNDATION"|"34-1908579"|"01"|"Y"|"Y"|"Y"|"0.0000"|""
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"154295"|"1593895"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIRMENT SYSTEMS"|"31-0729205"|"501(C)(4)"|"Y"|"Y"|"Y"|"550000.0000"|""
"01-0790552"|"Theater Arts Group"|"154593"|"1599309"|"American Cinematheque"|"95-3902004"|"7"|"Y"|"Y"|"Y"|"200000.0000"|""
"01-0431680"|"MAINEHEALTH"|"154876"|"1601367"|"MAINE MEDICAL CENTER"|"01-0238552"|"3"|"Y"|"Y"|"Y"|"156900.0000"|""
"01-0431680"|"MAINEHEALTH"|"154877"|"1601367"|"HOME HEALTH- VISITING NURSES OF SOUTHERN MAINE"|"22-2571902"|"9"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0431680"|"MAINEHEALTH"|"154878"|"1601367"|"ST ANDREWS HOSPITAL"|"01-0153960"|"3"|"Y"|"Y"|"Y"|"25000.0000"|""
"01-0431680"|"MAINEHEALTH"|"154879"|"1601367"|"NORDX"|"01-0511356"|"9"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0431680"|"MAINEHEALTH"|"154880"|"1601367"|"STEPHENS MEMORIAL HOSPITAL ASSOCIATION"|"01-0219904"|"3"|"Y"|"Y"|"Y"|"50000.0000"|""
"01-0431680"|"MAINEHEALTH"|"154881"|"1601367"|"SPRING HARBOR HOSPITAL"|"01-0452483"|"3"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0431680"|"MAINEHEALTH"|"154882"|"1601367"|"GERIATRIC RESOURCE NETWORK"|"01-0542842"|"9"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0431680"|"MAINEHEALTH"|"154883"|"1601367"|"MILES MEMORIAL HOSPITAL"|"01-0211796"|"3"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0431680"|"MAINEHEALTH"|"154884"|"1601367"|"THE WEBBER HOSPITAL ASSOCIATION"|"01-0179500"|"3"|"Y"|"Y"|"Y"|"150000.0000"|""
"01-0431680"|"MAINEHEALTH"|"154885"|"1601367"|"WALDO COUNTY GENERAL HOSPITAL"|"01-0177170"|"3"|"Y"|"Y"|"Y"|"40000.0000"|""
"01-0431680"|"MAINEHEALTH"|"154886"|"1601367"|"PENOBSCOT BAY MEDICAL CENTER"|"01-0285286"|"3"|"Y"|"Y"|"Y"|"50000.0000"|""
"01-0431680"|"MAINEHEALTH"|"154887"|"1601367"|"HENRIETTA D GOODALL HOSPITAL INC"|"01-0078060"|"3"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154888"|"1601368"|"Beacon Health LLC"|"45-2967056"|"11"|"N"|"Y"|"Y"|"216790.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154889"|"1601368"|"Norumbega Medical Specialists LTD"|"01-0465231"|"9"|"N"|"Y"|"Y"|"40405.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154890"|"1601368"|"The Aroostook Medical Center"|"01-0372148"|"3"|"N"|"Y"|"Y"|"1538982.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154891"|"1601368"|"Eastern Mame HomeCare"|"01-0328442"|"9"|"N"|"Y"|"Y"|"120493.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154892"|"1601368"|"Blue Hill Memonal Hospital"|"01-0227195"|"3"|"N"|"Y"|"Y"|"1748885.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154893"|"1601368"|"Me Inst for Human Genetics & Hlth"|"55-0894346"|"9"|"N"|"Y"|"Y"|"24881.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154894"|"1601368"|"Sebasticook Valley Health"|"01-0263628"|"3"|"N"|"Y"|"Y"|"406136.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154895"|"1601368"|"Lakewood A Continuing Care Center"|"01-0421234"|"3"|"N"|"Y"|"Y"|"185732.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154896"|"1601368"|"Inland Hospital"|"01-0217211"|"3"|"N"|"Y"|"Y"|"1510047.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154897"|"1601368"|"CA Dean Memorial Hospital"|"04-3341666"|"3"|"N"|"Y"|"Y"|"705689.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154898"|"1601368"|"Acadia Healthcare Inc"|"22-3183888"|"9"|"N"|"Y"|"Y"|"75086.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154899"|"1601368"|"Acadia Hospital Corp"|"01-0459837"|"3"|"N"|"Y"|"Y"|"3557618.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154900"|"1601368"|"EMHS Foundation"|"22-2514163"|"11"|"N"|"Y"|"Y"|"195376.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154901"|"1601368"|"EMMC Auxiliary"|"01-0377901"|"9"|"N"|"Y"|"Y"|"1000.0000"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"154902"|"1601368"|"Eastern Maine Medical Center"|"01-0211501"|"3"|"N"|"Y"|"Y"|"37376521.0000"|""
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"154903"|"1601370"|"METHODIST HOSPITALS OF DALLAS"|"75-0800661"|"3"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"155222"|"1604722"|"MINOT AREA COMMUNITY FOUNDATION"|"31-1689978"|"7"|"Y"|"N"|"Y"|"0.0000"|""
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"155414"|"1609750"|"ASHLAND HOSPITAL CORPORATION DBA KING'S DAUGHTERS MEDICAL CENTER"|"61-0444716"|"3"|"Y"|""|"Y"|"0.0000"|""
"01-0389222"|"TAMC ENDOWMENTS"|"156284"|"1621295"|"THE AROOSTOOK MEDICAL CENTER"|"01-0372148"|"3"|"Y"|"Y"|"Y"|"5342.0000"|""
"02-0222123"|"Capital Region Health Care Corporation"|"156285"|"1621299"|"Concord Hospital Inc"|"22-2594672"|"3"|"Y"|""|"Y"|"0.0000"|""
"01-0390443"|"Davis Family Foundation"|"156858"|"1630682"|"ME Medical Center"|"01-0238552"|"3"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0390443"|"Davis Family Foundation"|"156859"|"1630682"|"Ptlnd Symphony Orchestra"|"01-6006058"|"7"|"Y"|"Y"|"Y"|"9175.0000"|""
"01-0390443"|"Davis Family Foundation"|"156860"|"1630682"|"Univ of New England"|"01-0211810"|"2"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0390443"|"Davis Family Foundation"|"156861"|"1630682"|"Ptlnd Museum of Art"|"01-0378420"|"7"|"Y"|"Y"|"Y"|"10000.0000"|""
"01-0536785"|"Unity Foundation"|"156954"|"1632056"|"Good Will Home Association"|"01-0211508"|"2"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0813367"|"HOUSING WITH HEART INC"|"156976"|"1632073"|"JAMBOREE HOUSING CORPORATION"|"33-0413518"|"9"|"Y"|"Y"|"Y"|"1558019.0000"|""
"01-0906593"|"MANAGEMENT SERVICES INC"|"157646"|"1645585"|"CROSSROADS AT NORTHGLENN ALF"|"94-3324834"|"9"|"Y"|"Y"|"Y"|"644003.0000"|""
"01-0906593"|"MANAGEMENT SERVICES INC"|"157647"|"1645585"|"CROSSROADS AT DELTA ALF"|"94-3324836"|"9"|"Y"|"Y"|"Y"|"174625.0000"|""
"01-0906593"|"MANAGEMENT SERVICES INC"|"157648"|"1645585"|"CROSSROADS AT RIFLE ALF"|"94-3324835"|"9"|"Y"|"Y"|"Y"|"1.0000"|""
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"158516"|"1659161"|"CAMDEN PUBLIC LIBRARY"|"01-0505002"|"6"|"Y"|"Y"|"Y"|"30954.0000"|""
"01-6012414"|"KATAHDIN COUNCIL INC BOY SCOUTS OF AMERICA"|"158554"|"1659168"|"KATAHDIN AREA COUNCIL"|"01-0211489"|"7"|"Y"|"Y"|"Y"|"270399.0000"|""
"01-0798626"|"Harnson Center for the Arts Inc"|"158986"|"1664198"|"Redeemer Presbytenan Church"|"35-2031021"|"Church"|"N"|"Y"|"Y"|"116981.0000"|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"159242"|"1669557"|"FAMILY HELP CENTER INC"|"22-2219511"|"11"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159243"|"1669559"|"LUTHERAN HOMES OF OSHKOSH INC"|"39-1032234"|"9"|"Y"|"Y"|"Y"|"179408.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159244"|"1669559"|"BETHEL HOME INC"|"39-1209707"|"9"|"Y"|"Y"|"Y"|"29358.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159245"|"1669559"|"CARMEL RESIDENCE INC"|"39-1448325"|"9"|"Y"|"Y"|"Y"|"9309.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159246"|"1669559"|"GABRIEL'S VILLA INC"|"39-1857036"|"9"|"Y"|"Y"|"Y"|"2751.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159247"|"1669559"|"SIMEANNA APARTMENTS INC"|"23-7148097"|"9"|"Y"|"Y"|"Y"|"2424.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159248"|"1669559"|"SIMEANNA SOUTH"|"39-1238670"|"9"|"Y"|"Y"|"Y"|"1730.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159249"|"1669559"|"SIMEANNA III INC"|"39-1270056"|"9"|"Y"|"Y"|"Y"|"2010.0000"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"159250"|"1669559"|"EDEN REHABILITATION SUITES AND GREENHOUSE HOMES INC"|"90-0506872"|"9"|"Y"|"Y"|"Y"|"4318.0000"|""
"01-0485474"|"TELESIS HOUSING CORPORATION"|"159568"|"1675944"|"THE SPURWINK SCHOOL"|"01-0319802"|"SCHOOL"|"Y"|"Y"|"Y"|"5000.0000"|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"160325"|"1683068"|"STEPHENS MEMORIAL HOSPITAL ASSOCIATION"|"01-0219904"|"3"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"160326"|"1683068"|"WESTERN MAINE MULTI-MEDICAL SPECIALISTS"|"01-0489824"|"3"|"N"|"Y"|"Y"|"500000.0000"|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"160327"|"1683068"|"WESTERN MAINE NURSING HOME INC"|"22-2842655"|"9"|"N"|"Y"|"Y"|"1355000.0000"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"163750"|"1716646"|"AMERICAN BOARD OF FAMILY M EDICINE"|"43-0921226"|"501(C)(6)"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"163751"|"1716646"|"AMERICAN ACADEMY OF FAMILY PHYSICIANS"|"44-0536051"|"501(C)(6)"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"163752"|"1716646"|"SOCIETY OF TEACHERS OF FAMILY M EDICINE"|"43-1026492"|"501(C)(6)"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"163753"|"1716646"|"ASSOCIATION OF FAMILY M EDICINE RESIDENCY DIRECTORS"|"43-1559340"|"LINE 7"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"163754"|"1716646"|"NORTH AMERICAN PRIMARY CARE RESEARCH GROUP"|"51-0239450"|"LINE 9"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"163755"|"1716646"|"ASSOCIATION OF DEPARTMENTS OF FAMILY M EDICINE"|"52-1139665"|"LINE 9"|"N"|"Y"|"Y"|"0.0000"|""
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"163756"|"1716653"|"JEWISH COMMUNITY FOUNDATION"|"95-6111928"|"07"|"Y"|"Y"|"Y"|"13179.0000"|""
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"164683"|"1724972"|"THE J EWISH HEALTHCARE FOUNDATION OF PITTSBURGH"|"25-1624347"|"7"|"Y"|"Y"|"Y"|"6163144.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164632"|"1726249"|"Amos House"|"06-1186179"|"11a"|"N"|"Y"|"Y"|"53000.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164633"|"1726249"|"Christian Community Outreach Ministnes"|"06-1506692"|"501(c)(3)"|"N"|"Y"|"Y"|"480000.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164634"|"1726249"|"Young Life Danbury"|"84-0385934"|"11b"|"N"|"Y"|"Y"|"485000.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164635"|"1726249"|"Samaritan Health Center"|"75-3258057"|"501(c)(3)"|"N"|"Y"|"Y"|"310500.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164636"|"1726249"|"Hopeline"|"06-1336310"|"501(c)(3)"|"N"|"Y"|"Y"|"27000.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164637"|"1726249"|"Athletes of Chnst"|"27-3285633"|"501(c)(3)- pending"|"N"|"Y"|"Y"|"12000.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164638"|"1726249"|"Bethany Christian Services"|"22-2767728"|"501(c)(3)"|"N"|"Y"|"Y"|"18000.0000"|""
"01-0837128"|"Jencho Partnership Inc"|"164639"|"1726249"|"Pathways Danbury Youth Ministnes"|"06-1496561"|"501(c)(3)"|"N"|"Y"|"Y"|"895000.0000"|""
"01-0750822"|"TMG FOUNDATION"|"165606"|"1734709"|"NATIONAL CRISTIAN CHARITABLE FOUNDATION"|"58-1493949"|"LINE 7"|"Y"|"Y"|"Y"|"369307.0000"|""
"01-0566012"|"ANAHUAK YOUTH SOCCER ASSOCIAT"|"168686"|"1765811"|"LA Conservat"|"95-4002138"|"6"|"N"|"N"|"Y"|"12570.0000"|""
"01-6013485"|"BANGOR YMCA FOUNDATION"|"170991"|"1790163"|"BANGOR YMCA"|"01-0211485"|"9"|"Y"|"Y"|"Y"|"103050.0000"|""
"01-0467644"|"RAGGED MOUNTAIN REC AREA FOUNDATION"|"174735"|"1848259"|"TOWN OF CAMDEN RAGGED MOUNTAIN REC"|"01-6000097"|"6"|"Y"|"Y"|"Y"|"362335.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174736"|"1848264"|"THE CHILDREN'S HOSPITAL OF PHILADELPHIA"|"23-1352166"|"03"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174737"|"1848264"|"THE CHILDREN'S HOSPITAL OF PHILADELPHIA FOUNDATION"|"23-2237932"|"07"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174738"|"1848264"|"THE CHILDREN'S HOSPITAL OF PHILADELPHIA PRACTICE ASSOCIATION"|"23-2311482"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174739"|"1848264"|"CHOP CLINICAL ASSOCIATES INC"|"22-3548970"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174740"|"1848264"|"CHILDREN'S ANESTHESIOLOGY ASSOCIATES LTD"|"23-2592835"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174741"|"1848264"|"CHILDREN'S ANESTHESIOLOGY ASSOCIATES OF NEW JERSEY INC"|"22-3405673"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174742"|"1848264"|"CHILDREN'S HEALTH CARE ASSOCIATES INC"|"23-3036699"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174743"|"1848264"|"CHILDREN'S HEALTH CARE ASSOCIATES OF NEW JERSEY INC"|"22-2785804"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174744"|"1848264"|"CHILDREN'S SURGICAL ASSOCIATES LTD"|"23-2589322"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174745"|"1848264"|"CHILDREN'S SURGICAL ASSOCIATES OF NEW JERSEY INC"|"22-3348481"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"174746"|"1848264"|"RADIOLOGY ASSOCIATES OF THE CHILDREN'S HOSPITAL INC"|"23-2665855"|"09"|"Y"|"Y"|"Y"|"0.0000"|""
