"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SUPPLEMENT"
"01-0533472"|"Tanglewood Camp and Learnmg Center"|"1759396"|""
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1759397"|""
"01-0706736"|"AMERICAN EAGLE LIFECARE CORPORATION"|"1759398"|""
"01-0756141"|"Christian Youth Theater Denver Inc"|"1759399"|""
"01-0859843"|"National Museum of World War II Aviation Inc"|"1759400"|""
"01-0974537"|"BRING CHANGE 2 MIND"|"1759401"|""
"01-6029461"|"Local 1253 Health & Welfare Fund"|"1759402"|""
"01-0531191"|"Caribou Economic Growth Council"|"1761446"|""
"01-0079380"|"CPORT CREDIT UNION"|"1763472"|""
"01-0216888"|"WOLVES SOCIAL CLUB"|"1763473"|""
"01-0451745"|"St Croix International Waterway Commission"|"1763475"|""
"01-0476545"|"COASTAL MAINE BOTANICAL GARDENS INC"|"1763476"|""
"01-0506743"|"SANDCASTLE CLINICAL AND EDUCATIONAL SERVICES"|"1763477"|""
"01-0514750"|"PENOBSCOT COMMUNITY HEALTH CENTER"|"1763478"|""
"01-0550350"|"Regents Academy of Nacogdoches"|"1763479"|""
"01-0826246"|"CALIFORNIA COUNCIL OF LAND TRUSTS"|"1763482"|""
"01-0566012"|"ANAHUAK YOUTH SOCCER ASSOCIAT"|"1765811"|""
"01-0212181"|"OLD ORCHARD BEACH CHAMBER OF COMMERCE"|"1767651"|""
"01-0354752"|"Lincolnville Volunteer Fire Department"|"1767652"|""
"01-0371194"|"WILLOWBROOK AT NEWFIELD RESTORATION VILLAGE"|"1767653"|""
"01-0471151"|"REGULATORY ASSISTANCE PROJECT"|"1767654"|""
"01-0544956"|"Hygeia Foundation"|"1767655"|""
"01-0803956"|"SHEPHERDS HEART MINISTRY"|"1767656"|""
"02-0213403"|"VETERANS OF FOREIGN WARS OF THE US VFS-NH"|"1769267"|""
"01-0959104"|"ESAN ASSOCIATION OF MICHIGAN, USA"|"1769786"|""
"01-0202467"|"MOUNT DESERT ISLAND BIOLOGICAL LABORATORY"|"1770787"|"PART II-B, LINE 1 THE LABORATORY IS A MEMBER OF THE NATIONAL ASSOCIATION OF MARINE LABORATORIES, THE ORGANIZATION OF BIOLOGICAL FIELD STATIONS, THE MAINE ASSOCIATION OF NONPROFITS AND THE ASSOCIATION OF INDEPENDENT RESEARCH INSTITUTIONS THESE ORGANIZATIONS, AS WELL AS SEVERAL OTHER SMALLER ORGANIZATIONS, EXPENDED 15% OR LESS OF TOTAL MEMBER ASSESSMENTS ON LOBBYING EXPENSES IN SUPPORT OF FUNDING FOR BIOLOGICAL RESEARCH OF TOTAL DUES PAID, $1,236 WAS ALLOCATED TO LOBBYING EXPENSE"
"01-0596561"|"LIBERTY LODGE INC"|"1770790"|""
"01-0645457"|"EL PORTAL DE BELEN FOUNDATION"|"1770791"|""
"01-0651843"|"IRANIAN AMERICAN JEWISH FEDERATION OF NEW YORK INC"|"1770792"|""
"01-0659863"|"Raw Inspiration Inc"|"1770793"|""
"01-0735741"|"Fauna Sanctuary Inc"|"1770795"|""
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"1770796"|"SCHEDULE C, PART II-A - AFFILIATED ORGANIZATIONS NATIONWIDE CHILDREN'S HOSPITAL ADDRESS"
"01-0796859"|"MONTEFIORE NORTH AMBULATORY CARE CENTER, INC."|"1770797"|""
"01-0801061"|"Fort Worth HOPE Center"|"1770798"|""
"01-0267877"|"KENNEBUNK BEACH IMPROVEMENT ASSOCIATION"|"1774771"|""
"01-0353275"|"Martin's Point Health Care Inc"|"1774772"|"Part II-B, Line 1 Part II-B, Line If Martin's Point pays the cost of the lobbying portion of dues to trade associations These expenses are incurred to help track and discuss legislation affecting health care policy, striving to create policy which will drive a system to improve health outcomes, improve the experience of care, and reduce the overall costs of care Part II-B, Line li Martin's Point engages a consulting firm to provide support and occasional lobbying services to Martin's Point officials"
"01-0368571"|"The Arts and Recreation Center"|"1774773"|""
"01-0368574"|"WENDELL GILLEY MUSEUM OF BIRD CARVING"|"1774774"|""
"01-0384674"|"CONVENTION & VISITORS BUREAU OF GREATER PORTLAND"|"1774775"|""
"01-0564677"|"TEXAS OILMAN'S CHARITY INVITATIONAL FISHING TOURNAMENT INC"|"1774776"|""
"01-0622078"|"MUSLIM WOMEN'S COALITION A NJ NONPTOFIT CORPORATION"|"1774777"|""
"01-0885377"|"America Gives Back Inc"|"1774778"|""
"01-0211783"|"Calais Regional Hospital"|"1777084"|"Part II-B, Line 1 The Organization pays dues to local associations, a portion of which are attributable to lobbying activities"
"01-0581980"|"GEDE FOUNDATION"|"1777086"|""
"01-0646166"|"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL INC"|"1777087"|"Schedule C, Part II-B, Line 11 - Other Activities Indiana University Health Blackford Hospital, Inc (""IU Health Blackford Hospital"") paid institutional membership dues to the American Hospital Association (""AHA"") and Indiana Hospital Association (""IHA"") during 2013 in the amount of$7,181 and $3,378, respectively Each membership organization notified IU Health Blackford Hospital that a portion of the dues it paid were used for lobbying purposes The AHA used 23 98%, or $1,722 ofthe 2013 membership dues paid by IU Health Blackford Hospital, for lobbying expenditures The IHA used 5 26%, or $178 of the 2013 membership dues paid by IU Health Blackford Hospital, for lobbying expenditures The total membership dues paid to these organizations by IU Health Blackford Hospital during 2013 that were attributable to lobbying expenditures was $1,900"
"01-0681969"|"AMERICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"1777088"|""
"01-0775179"|"ECOM FOUNDATION FOR DEVELOPMENT OF ORIGIN RESOURCES"|"1777090"|""
"01-0857784"|"THE KEROSENE LAMP FOUNDATION"|"1777091"|""
"01-0717788"|"PROVIDING AUTISM LINKS & SUPPORT INC"|"1778819"|""
"01-0211489"|"KATAHDIN AREA COUNCIL BOY SCOUTS OF AMERICA INC"|"1781419"|""
"01-0365191"|"ASSOCIATION OF SMALL BUSINESS DEV CENTR"|"1781420"|""
"01-0518193"|"ENVIRONMENT NORTHEAST"|"1781421"|""
"01-0635895"|"SHELTER CARE PROVIDERS OF SAN DIEGO INC"|"1781422"|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"1781423"|""
"01-6026691"|"Veterans of Foreign Wars of the 7865 Harvell Bishop Post"|"1781424"|""
"01-0638224"|"Council For Educational Change Inc."|"1783110"|""
"01-0531683"|"RESOURCES FIRST FOUNDATION"|"1783162"|""
"01-0808098"|"Independent World Television Inc"|"1783163"|""
"01-0791367"|"MINNESOTA PATHERS & PAMILIES NETWORK"|"1784279"|""
"01-0608595"|"American Caribbean Experience, INC"|"1784999"|""
"01-0263198"|"Down East Community Hospital"|"1788892"|"Part II-B, Line 1 The Organization pays dues to local associations, a portion of which are attributable to lobbying activities"
"01-0496745"|"CHOICES"|"1790235"|""
"01-0634071"|"OLTON CLINIC, INC"|"1807605"|""
"01-0773957"|"GIFTS OF LOVE INTERNATIONAL"|"1816896"|""
"01-0651059"|"DAIRY INDUSTRY ENVIRONMENTAL COALITION"|"1818325"|""
"01-0563874"|"JEWISH ALLIANCE FOR LAW AND SOCIAL ACTION, INC."|"1834156"|"PART II-B, LINE 1, LOBBYING ACTIVITIES: EXPLANATION: THE JEWISH ALLIANCE FOR LAW & SOCIAL ACTION ENGAGES IN PUBLIC EDUCATION ABOUT ISSUES UNDER THE SCOPE OF OUR MISSION, EDUCATING THE PUBLIC ABOUT SOCIAL JUSTICE ASPECTS OF PENDING LEGISLATION, AND PENDING ISSUES IMPACTING CIVIL RIGHTS AND CIVIL LIBERTIES. FOR EXAMPLE, JALSA LAYPEOPLE (VOLUNTEERING THEIR TIME) MET WITH STATE"
"01-0379054"|"Jackson Memorial Library"|"1834323"|""
"02-0110903"|"AMERICAN LEGION FRANK E BOOMA POSTS"|"1839447"|""
"01-0654140"|"Clark Shores Water Corporation"|"1840159"|""
"01-0379899"|"EAGLE HILL INSTITUTE"|"1846465"|""
"01-0622507"|"AMERICA IN BLOOM"|"1846466"|""
"01-0265648"|"NEW ENGLAND MUSIC CAMP ASSOCIATION"|"1848254"|""
"01-0357799"|"ORRINGTON HOUSING CORPORATION"|"1848255"|""
"01-0449907"|"Safe Abortions For Everyone"|"1848256"|""
"01-0455007"|"Marine Environmental Research Institute Inc"|"1848257"|""
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"1848258"|""
"01-0467644"|"RAGGED MOUNTAIN REC AREA FOUNDATION"|"1848259"|""
"01-0486399"|"NEW HOPE HOSPICE INC"|"1848260"|""
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"1848261"|""
"01-0600248"|"EASTERN NC REGIONAL SCIENCE CENTER"|"1848262"|""
"01-0627754"|"CLEVELAND ARTS PRIZE"|"1848263"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"1848264"|""
"01-0766844"|"FURKIDS INC"|"1848265"|""
"01-0972999"|"LEGACY CONNECTIONS"|"1848268"|""
"02-0208444"|"AMERICAN LEGION POST 21"|"1848273"|""
"01-0365454"|"YORK COUNTY FISH & GAME ASSOCIATION INC"|"1852515"|""
"01-0372086"|"ST FRANCIS COMMUNITY"|"1852516"|""
"01-0739765"|"CHARLESTON ACADEMY OF MUSIC"|"1852517"|""
"01-0746862"|"WINDUSTRY"|"1852518"|""
"01-0593565"|"THE ONE CAMPAIGN"|"1857752"|""
"01-0938132"|"7 RIVERS ALLIANCE"|"1858267"|""
"01-0391479"|"Maine Community Foundation Inc"|"1862304"|"Part II-B, Line 1 A portion of funds paid to various charitable organizations listed on Schedule I was used in lobbying activities"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1862305"|""
"01-0791603"|"CALIFORNIA STATE FAIR MEMORIAL PLAZA FOUNDATION"|"1862829"|""
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1864549"|""
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITED"|"1866630"|""
"01-0833588"|"ALLIANCE RICHARD MERKIN MIDDLE SCHOOL"|"1880561"|""
"01-0967495"|"HEART OF RESCUE"|"1880562"|""
