"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FORM_1096"|"W_2G"|"ALL_YEAR_EMPLOYEES"|"UNRELATED_BUSINESS_CBX"|"FORM_990_T_CBX"|"FOREIGN_ACCOUNT_CBX"|"NAME_COUNTRY"|"TAX_SHELTER_CBX"|"SOLICIT_GIFTS_CBX"|"TAX_DEDUCT_CBX"|"FUNDS_PBC_CBX"|"PREMIUMS_PBC_CBX"|"EXCESS_BUSINESS_HOLDINGS_CBX"|"TAXABLE_DIST_4966_CBX"|"DONOR_DIST_CBX"|"SCH_O_V_CBX"|"MULTISTATE_PLANS_CBX"|"RESERVES_REQUIRED_AMT"|"RESERVES_ONHAND_AMT"|"INDOOR_TANNING_CBX"|"FORM_720_CBX"
"01-0746157"|"AM DAWG INC."|"1003076"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0357895"|"FIFTH MAINE REGIMENT MUSEUM"|"1004643"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0596561"|"LIBERTY LODGE INC"|"1004648"|"0"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1004657"|"13"|"0"|"13"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0248668"|"HUBBARD FREE LIBRARY"|"1007728"|"0"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|""|""|""|""|""|""|""|""|"N"|""
"01-0370896"|"Maine Association of Retirees, Inc."|"1007732"|"2"|"0"|"8"|"Y"|"Y"|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|"Y"|""|""|""|"N"|""
"01-0819513"|"DANSVILLE FIRE DEPARTMENT INC"|"1007740"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0317317"|"FRATERNAL ORDER OF EAGLES AERIE NO. 3177"|"982732"|"0"|"0"|"25"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0803117"|"ATRIUS HEALTH INC"|"979405"|"12"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0918435"|"BASEL ACTION NETWORK"|"990748"|"0"|"0"|"9"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0645244"|"HEAD START OF EASTERN ORANGE COUNTY INC"|"958623"|"4"|"0"|"46"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0473116"|"Peregrine Corporation"|"981693"|"15"|"0"|"174"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0558182"|"JCPE INVESTMENTS (NFP)"|"972230"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0360872"|"SPECIAL CHILDREN'S FRIENDS"|"971774"|"3"|"0"|"29"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0920313"|"IMPACT PERSONAL SAFETY, INC."|"1010938"|"10"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1011450"|"1"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"1011898"|"0"|"0"|"26"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|"N"|""
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"1014169"|"42"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0365436"|"Maine Administrators of Services For Children With Disabilities"|"1015984"|"43"|"0"|"2"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0588839"|"THE MIDDLETOWN TOWNSHIP CULTURAL AND ARTS COUNCIL INC"|"1016783"|"11"|"1"|"31"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0364237"|"Good Neighbors Inc"|"1018126"|"9"|"0"|"151"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0286541"|"Maine Dental Service Corporation"|"1019051"|"194"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6029461"|"LOCAL 1253 HEALTH & WELFARE FUND"|"1019057"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0211546"|"Community Health and Nursing Services"|"1020650"|"0"|"0"|"191"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0496745"|"CHOICES"|"1020651"|"10"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0766844"|"FURKIDS INC"|"1020654"|"9"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0538045"|"TEEN AND YOUNG PARENT PROGRAM OF KNOX COUNTY"|"1021771"|"1"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0451745"|"ST CROIX INTERNATIONAL WATERWAY COMMISSION"|"1022463"|"0"|"0"|"0"|"N"|""|"Y"|"CA"|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1022467"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0704651"|"FRENCH BULLDOG RESCUE NETWORK A NONPROFIT CORP"|"1022468"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6017053"|"MAINE MEDICAL EDUCATION FOUNDATION"|"1022471"|"7"|"0"|"0"|"N"|""|"Y"|"VARIOUS; THROUGH; MUTUAL; FUNDS"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|""|""
"01-0228297"|"SKIDOMPHA LIBRARY ASSOCIATION"|"1025124"|"0"|"0"|"13"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0275447"|"Children's Center Early Intervention & Family Support"|"1025125"|"357"|"0"|"91"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"1025132"|"4"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0656674"|"BRUNSWICK SENIOR RESOURCES. INC."|"1025136"|"12"|"0"|"45"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC"|"1025139"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0202467"|"MOUNT DESERT ISLAND BIOLOGICAL LABORATORY"|"1031672"|"129"|"0"|"70"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0736063"|"Mc Closkey Family Foundation Inc"|"1031678"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0773957"|"GIFTS OF LOVE INTERNATIONAL"|"1031679"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0368153"|"THE PROGRESS CENTER INC"|"1032977"|"10"|"0"|"152"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0762655"|"O A.C.B.H A. Foundation"|"1032981"|"2"|"0"|"0"|"N"|""|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"02-0222167"|"NEW HAMPSHIRE ODD FELLOWS HOME"|"1032983"|"0"|"0"|"222"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1033838"|"2"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0224769"|"TRUSTEES OF THORNTON ACADEMY"|"1035103"|"47"|"0"|"276"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0885377"|"America Gives Back Inc"|"1037640"|"3"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0488477"|"RIVERVIEW FOUNDATION"|"1038764"|"2"|"0"|"37"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0249577"|"BREAKWATER SCHOOL"|"1039106"|"9"|"0"|"129"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1039923"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0282768"|"CHI DELTA PHI HOUSE CORP."|"1040373"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0545281"|"Greenwood"|"1040375"|"2"|"0"|"1"|"N"|""|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0369983"|"BANGOR POLICE RELIEF ASSOCIATION"|"1041608"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0857784"|"THE KEROSENE LAMP FOUNDATION"|"1043300"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0235942"|"Meredith Chamber of Commerce"|"1043820"|"0"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|""|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1043936"|"0"|"0"|"3"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0173095"|"Trefethen-Evergreen Improvement Association"|"1046491"|"3"|"0"|"17"|"Y"|"Y"|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0635954"|"Fayetteville Main Street Tourism Association, Inc"|"1046494"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER"|"1047027"|"0"|"0"|"14"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0518193"|"ENVIRONMENT NORTHEAST"|"1048233"|"9"|"0"|"15"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0220430"|"THE LINCOLN HOME"|"1048745"|"4"|"0"|"84"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1050591"|"33"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0733041"|"SARASOTA CREW, INC"|"1052536"|"0"|"0"|"23"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1052687"|"0"|"0"|"3"|"N"|"N"|"N"|""|"N"|"Y"|"Y"|"N"|""|""|""|""|""|""|""|""|"N"|""
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"1053134"|"47"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0735741"|"FAUNA SANCTUARY INC"|"1053403"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1054083"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0486399"|"NEW HOPE HOSPICE INC"|"1054540"|"1"|"0"|"35"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1056825"|"0"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1064518"|"72"|""|"24"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1064527"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0211538"|"Camp O-AT-KA, Inc."|"1065626"|"17"|"0"|"77"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"1065627"|"3"|"0"|"92"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0315000"|"Portland Electrical Joint Apprenticeship & Training Fund"|"1065632"|"1"|"0"|"10"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0319421"|"UNIVERSITY OF MAINE STUDENT GOVERNMENT"|"1065634"|"10"|"0"|"50"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"1065639"|"68"|"0"|"99"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0351143"|"Belfast Free Library"|"1065641"|"5"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0357357"|"TRI-COUNTY EMERGENCY MEDICAL SERVIC"|"1065645"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0406704"|"DANFORTH HABILITATION ASSOCIA"|"1065650"|"6"|"0"|"77"|"N"|""|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|""|""|""|""|""
"01-0459572"|"THE ASSOCIATES OF THE OSHER MAP LIBRARY"|"1065656"|"6"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0467869"|"MAINE AQUACULTURE INNOVATION CENTER"|"1065657"|"4"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0504322"|"Independent Transportation Network"|"1065661"|"0"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0547006"|"ASHLAND CARE GIVERS ASSOCIATION"|"1065667"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0558393"|"DREAMLAND PRESCHOOL, INC."|"1065669"|"8"|"0"|"26"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0597016"|"Pelican Isle Yacht Club Inc"|"1065673"|"17"|"0"|"43"|"Y"|"Y"|"N"|""|"N"|"Y"|"Y"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0602637"|"INTERNATIONAL PACKAGED CONCRETE MANUFACTURERS ASSOCIATION INC"|"1065675"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"1065677"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1065679"|"3"|"0"|"7"|"N"|""|"Y"|"Cayman Islands"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0709457"|"CAMBRIDGE INTERNATIONAL ACADEMIES USA INC"|"1065682"|"0"|"0"|"25"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"Y"|""|""|""|"N"|""
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1065686"|"3"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|""|""|""|""|""|""|"N"|""
"01-0816812"|"The Apple Blossom School and Family Center, Inc."|"1065688"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"Y"|""|""|"N"|""
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"1065700"|"0"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6117658"|"Downeast Energy Corp HealthDental Plan"|"1065701"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0345826"|"RICHMOND HEALTH CENTER"|"1073991"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0370827"|"THE BAY SCHOOL"|"1073992"|"12"|"0"|"30"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0392413"|"Fraternal Order of Eagles Aerie #4030"|"1073993"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0493614"|"PINE ISLAND CAMP, INC."|"1073995"|"16"|"0"|"56"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0524329"|"KENNEBEC VALLEY DENTAL COALITION"|"1077878"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0779327"|"ISAIAH'S PLACE"|"1077879"|"4"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0931463"|"Protecting Our Children"|"1078441"|"20"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"1078605"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"02-0173352"|"CONSTRUCTION AND GENERAL LABORERS' UNION LOCAL 976"|"1078612"|"1"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0145780"|"PURPOODOCK CLUB"|"1079891"|"8"|"0"|"89"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0278024"|"Independence Association"|"1079892"|"32"|"0"|"294"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"1081058"|"0"|"0"|"81"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"1082137"|"1243"|"0"|"10124"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0349949"|"PEOPLE PLUS"|"1083586"|"10"|"10"|"9"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"1085032"|"7"|"0"|"9"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0152844"|"NUMBER SEVEN WEBSTER AVENUE"|"1085034"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0143485"|"PORTLAND YACHT CLUB"|"1086754"|"5"|"0"|"54"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0249983"|"KENNEBUNK FREE LIBRARY ASSOCIATION"|"1086755"|"3"|"0"|"27"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0019705"|"Ancient Free and Accepted Masons of Maine Grand Lodge"|"1087344"|"1"|"0"|"7"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0114110"|"MAINE WATER UTILITIES ASSOCIATION"|"1087345"|"3"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0582508"|"ST. HOPE PUBLIC SCHOOLS, INC."|"1087351"|"27"|"0"|"265"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0607915"|"MOUND STREET MILITARY ACADEMY"|"1087352"|"13"|"0"|"30"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"1089804"|"5"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1089882"|"727"|"0"|"52"|"Y"|"Y"|"Y"|"CA"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0943022"|"WEBSTER ATHLETIC ASSOCIATION INC"|"1089886"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"02-0223321"|"COTTAGE HOSPITAL"|"1089887"|"29"|"0"|"304"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0462712"|"Lewiston Auburn Area Housing Development Corporation"|"1091832"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""
"01-0538534"|"Bangor Nursing & Rehabilitation Center"|"1091838"|"25"|"0"|"131"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0935534"|"THE ACADEMY OF ALAMEDA"|"1091849"|"17"|"0"|"70"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0666441"|"CORI'S PLACE"|"1097622"|"0"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-6015647"|"Penobscot Marine Museum"|"1097623"|"16"|"0"|"30"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0607881"|"MOUND STREET IT ACADEMY"|"1100108"|"24"|"0"|"37"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0819395"|"Patterson Park Public Charter School Inc"|"1100117"|"9"|"0"|"61"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0896501"|"US CENTRAL ASIA EDUCATION FOUNDATION"|"1100120"|"3"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"1100121"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0243160"|"GIRL SCOUTS OF THE GREEN AND WHITE MOUNTAINS"|"1100123"|"4"|"0"|"322"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0339969"|"Maine Society of CPA's"|"1104834"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0374565"|"WINTER FOUNDATION"|"1104835"|"0"|"0"|"50"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"1106176"|"41"|"0"|"147"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0288275"|"MAINE MARINE TRADE ASSOCIATION"|"1106906"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0513301"|"CACER COMMUNITY CENTER"|"1107360"|"26"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"1108440"|"360"|"0"|"2357"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0223482"|"Millinocket Regional Hospital"|"1108441"|"85"|"0"|"282"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"1108442"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
