"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FED_CAMPAIGNS"|"MEMBERSHIP_DUES"|"FUNDRAISING"|"RELATED_ORGS"|"GOV_GRANTS"|"CONTRIB_OTHER"|"CONTRIB_NONCASH"|"CONTRIB_ALL"|"SERVICE_REVENUE"|"INCOME_INVESTMENT"|"INCOME_BONDS"|"ROYALTIES"|"RENTS_REAL"|"RENTS_PERSONAL"|"RENT_EXP_REAL"|"RENT_EXP_PERSONAL"|"RENT_INCOME_REAL"|"RENT_INCOME_PERSONAL"|"NET_RENTAL"|"GROSS_SECURITIES"|"GROSS_OTHER"|"COST_SECURITIES"|"COST_OTHER"|"GAIN_SECURITIES"|"GAIN_OTHER"|"NET_SALES"|"CONTRIBUTIONS"|"GROSS_SPECIAL"|"DIRECT_EXPENSES"|"NET_SPECIAL"|"GAMING_INCOME"|"GAMING_EXPENSES"|"GAMING_NET"|"GROSS_SALES"|"COST_GOODS"|"GROSS_PROFIT"|"REVENUE_OTHER"|"REVENUE_TOTAL"|"SERVICE_DESC_A"|"SERVICE_CODE_A"|"SERVICE_AMT_A"|"SERVICE_DESC_B"|"SERVICE_CODE_B"|"SERVICE_AMT_B"|"SERVICE_DESC_C"|"SERVICE_CODE_C"|"SERVICE_AMT_C"|"SERVICE_DESC_D"|"SERVICE_CODE_D"|"SERVICE_AMT_D"|"SERVICE_DESC_E"|"SERVICE_CODE_E"|"SERVICE_AMT_E"|"SERVICE_DESC_F"|"SERVICE_CODE_F"|"SERVICE_AMT_F"
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"1437186"|""|""|""|""|""|""|""|""|"703625.0000"|"230.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2688.0000"|"706543.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369793"|"Facilities Inc"|"1437188"|""|""|""|""|""|""|""|""|""|"2595.0000"|""|""|"605713.0000"|""|"417184.0000"|""|"188529.0000"|""|"188529.0000"|""|"14309.0000"|""|"0.0000"|""|"14309.0000"|"14309.0000"|""|""|""|""|""|""|""|""|""|""|"32668.0000"|"238101.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371245"|"GROUP MAIN STREAM INCORPORATED"|"1437189"|""|""|""|""|""|"26137.0000"|"25950.0000"|"26137.0000"|"4262316.0000"|"686.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"707.0000"|"4289846.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"1437190"|""|""|""|""|"304242.0000"|"41418.0000"|""|"345660.0000"|"274968.0000"|"24386.0000"|""|""|""|""|""|""|""|""|""|"1077.0000"|""|"427.0000"|""|"650.0000"|""|"650.0000"|""|"5407.0000"|"2117.0000"|"3290.0000"|""|""|""|""|""|""|""|"648954.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1437191"|""|"162319.0000"|""|""|"25336.0000"|"7250.0000"|"7250.0000"|"194905.0000"|"0.0000"|"1.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|"81096.0000"|"52343.0000"|"28753.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"223659.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0412267"|"THE BANGOR AREA HOMELESS SHELTER"|"1437192"|""|""|"30338.0000"|""|"155644.0000"|"238758.0000"|""|"424740.0000"|"154376.0000"|"21270.0000"|"0.0000"|"0.0000"|"36625.0000"|""|""|""|"36625.0000"|""|"36625.0000"|"156941.0000"|""|"144708.0000"|""|"12233.0000"|""|"12233.0000"|"30338.0000"|"13820.0000"|"2073.0000"|"11747.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"660991.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0431293"|"Horizons Unlimited Inc"|"1437193"|""|""|""|""|"254589.0000"|""|""|"254589.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"254589.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"1437194"|""|""|""|""|""|"11561.0000"|""|"11561.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"17196.0000"|"8345.0000"|"8851.0000"|""|""|""|"7750.0000"|"10872.0000"|"-3122.0000"|"42473.0000"|"59763.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0438846"|"AMERICA EAST"|"1437195"|""|""|""|""|""|"3825302.0000"|""|"3825302.0000"|"1830187.0000"|"8990.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"510613.0000"|""|"511353.0000"|""|"-740.0000"|""|"-740.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"5663739.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"1437201"|""|""|""|""|"1028659.0000"|""|""|"1028659.0000"|"234359.0000"|"241.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1263259.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0504446"|"Hyde School at South Woodstock Inc"|"1437203"|""|""|""|""|""|"803423.0000"|"81.0000"|"803423.0000"|"9567131.0000"|""|""|""|""|""|""|""|""|""|""|""|"1500.0000"|""|"0.0000"|""|"1500.0000"|"1500.0000"|""|""|""|""|""|""|""|""|""|""|""|"10372054.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0506148"|"BREWER YOUTH HOCKEY ASSOCIATION"|"1437204"|""|""|""|""|""|"8069.0000"|""|"8069.0000"|"59582.0000"|"85.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9605.0000"|"9312.0000"|"293.0000"|""|""|""|""|""|""|""|"68029.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0510768"|"JHA Properties Inc"|"1437205"|""|""|""|""|""|""|""|""|"2602000.0000"|"381.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2602381.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518534"|"THE SHARING FOUNDATION"|"1437206"|""|""|""|""|""|"448479.0000"|""|"448479.0000"|""|"26602.0000"|""|""|""|""|""|""|""|""|""|"334282.0000"|""|"0.0000"|""|"334282.0000"|""|"334282.0000"|""|"48000.0000"|"13422.0000"|"34578.0000"|""|""|""|""|""|""|""|"843941.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"1437207"|""|""|""|""|"650815.0000"|"50309.0000"|""|"701124.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"701124.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0534293"|"THE CHILDREN'S CENTER"|"1437208"|""|""|"8683.0000"|""|""|"100.0000"|""|"8783.0000"|"921423.0000"|"21.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8683.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"4139.0000"|"934366.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"1437209"|""|""|""|""|""|""|""|""|"495416.0000"|"1365.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"13000.0000"|"509781.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST MARY'S"|"1437210"|""|""|""|""|""|"207183.0000"|""|"207183.0000"|"229533.0000"|"2322.0000"|""|""|"27432.0000"|""|"0.0000"|""|"27432.0000"|""|"27432.0000"|"14589.0000"|""|"12196.0000"|""|"2393.0000"|""|"2393.0000"|""|""|""|""|""|""|""|""|""|""|""|"468863.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"1437211"|""|""|"4765.0000"|""|"218551.0000"|"27685.0000"|""|"251001.0000"|"393.0000"|"16.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4765.0000"|"6478.0000"|"6478.0000"|""|""|""|""|""|""|""|"3794.0000"|"255204.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0558393"|"DREAMLAND PRESCHOOL INC"|"1437212"|""|""|""|""|""|"37310.0000"|""|"37310.0000"|"1254314.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"-228.0000"|"1291396.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0594835"|"Oakland Kids First"|"1437217"|""|""|""|""|"113447.0000"|"475596.0000"|""|"589043.0000"|"44166.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2310.0000"|"635519.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0684796"|"STEP BY STEP ACADEMY INC"|"1437220"|""|""|""|""|""|"2301.0000"|""|"2301.0000"|"11722398.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"11724699.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0684986"|"AMERICAN SOCIETY OFTRANSPORTATION AND LOGISTICS, INC."|"1437221"|""|"81509.0000"|""|""|""|"34667.0000"|""|"116176.0000"|"277328.0000"|""|""|"2735.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2534.0000"|"398773.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0713045"|"METHODIST FAMILY CENTER PRESCHOOL"|"1437222"|""|""|""|""|""|""|""|""|"610519.0000"|"797.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"30414.0000"|"26041.0000"|"4373.0000"|""|""|""|""|""|""|""|"615689.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0722629"|"MARIE A MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"1437223"|""|""|""|""|""|"100.0000"|""|"100.0000"|""|"12697.0000"|""|""|""|""|""|""|""|""|""|"110554.0000"|""|"0.0000"|""|"110554.0000"|""|"110554.0000"|""|""|""|""|""|""|""|""|""|""|""|"123351.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0726348"|"SOUTHWEST WASHINGTON WORKFORCE DEVELOPMENT COUNCIL"|"1437225"|""|""|""|""|"6179127.0000"|"17737.0000"|""|"6196864.0000"|""|"269.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"77033.0000"|"6274166.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"1437226"|""|""|"842.0000"|""|"21315.0000"|"43686.0000"|""|"65843.0000"|"117184.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"183027.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"1437227"|""|""|""|""|""|"496000.0000"|""|"496000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"496000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6000787"|"Brunswick Public Library Association"|"1437239"|""|""|""|""|"1296889.0000"|"210674.0000"|""|"1507563.0000"|"58702.0000"|"36195.0000"|""|""|""|""|""|""|""|""|""|"48000.0000"|""|"48856.0000"|"861.0000"|"-856.0000"|"-861.0000"|"-1717.0000"|""|""|""|""|""|""|""|""|""|""|""|"1600743.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004444"|"FALMOUTH MEMORIAL LIBRARY ASSOCIATION"|"1437240"|""|""|"13155.0000"|""|"399278.0000"|"113823.0000"|""|"526256.0000"|"30251.0000"|"10699.0000"|""|""|""|""|""|""|""|""|""|"54535.0000"|""|"50613.0000"|""|"3922.0000"|""|"3922.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|"571128.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6012053"|"Trustees of First Pansh in Portland"|"1437242"|""|""|""|""|""|"568078.0000"|""|"568078.0000"|"0.0000"|"41300.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"1794975.0000"|""|"1483504.0000"|""|"311471.0000"|""|"311471.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"920849.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6021559"|"Hyde School"|"1437243"|""|""|""|"113822.0000"|""|"642991.0000"|"100000.0000"|"756813.0000"|"7828155.0000"|"278353.0000"|""|""|"88992.0000"|""|"15361.0000"|""|"73631.0000"|""|"73631.0000"|"1282335.0000"|"3400.0000"|"733411.0000"|"0.0000"|"548924.0000"|"3400.0000"|"552324.0000"|""|""|""|""|""|""|""|""|""|""|"1244904.0000"|"10734180.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"1437244"|""|""|""|""|""|"18861.0000"|""|"18861.0000"|"132924.0000"|"1408.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"11497.0000"|"3461.0000"|"8036.0000"|""|""|""|""|""|""|""|"161229.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"1437229"|""|""|""|""|""|""|""|""|"69471.0000"|"4.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"69475.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0757566"|"ACCESS HEALTH, INC"|"1437230"|"6875.0000"|""|""|""|"5400.0000"|"36586.0000"|""|"48861.0000"|"5257.0000"|"40.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|"20753.0000"|"11054.0000"|"9699.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"63857.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0795152"|"Christian Friends of New Americans"|"1437231"|""|""|"8513.0000"|""|""|"220748.0000"|"35000.0000"|"229261.0000"|""|"705.0000"|""|""|"500.0000"|""|""|""|"500.0000"|""|"500.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"230467.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0839874"|"NORTH GRAND NEIGHBORHOOD SERVICES"|"1437232"|""|""|""|""|"59131.0000"|"107493.0000"|""|"166624.0000"|"36823.0000"|""|""|""|"86467.0000"|""|""|""|"86467.0000"|""|"86467.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"289914.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0865446"|"Cosby High School Athletic Boosters"|"1437233"|""|"4525.0000"|"10376.0000"|""|""|""|""|"14901.0000"|""|"29.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"13171.0000"|"9187.0000"|"3984.0000"|""|""|""|"55156.0000"|"37110.0000"|"18045.0000"|""|"36959.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0869799"|"Washingtons National Park Fund"|"1437234"|""|""|"157880.0000"|""|""|"405391.0000"|"4446.0000"|"563271.0000"|"0.0000"|"3064.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|"157880.0000"|""|"56441.0000"|"-56441.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"509894.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0902152"|"MILLENNIAL MUSIC (FKA ORANGE COUNTY MORMON CHORAL ORGANIZATION)"|"1437235"|""|""|""|""|""|"52977.0000"|""|"52977.0000"|"753870.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"806847.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"1444593"|""|""|""|""|""|"15502.0000"|""|"15502.0000"|"11504179.0000"|"105368.0000"|""|""|""|""|""|""|""|""|""|"470000.0000"|""|"470160.0000"|""|"-160.0000"|""|"-160.0000"|""|""|""|""|""|""|""|""|""|""|""|"11624889.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0783081"|"Chinese American Cooperation Council"|"1444608"|""|"800.0000"|""|""|""|"5951.0000"|""|"6751.0000"|"598660.0000"|""|"9767.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"615178.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0846888"|"RESTORATION CENTER INC"|"1444610"|""|""|""|""|"52715.0000"|""|""|"52715.0000"|"582394.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"635109.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1444612"|""|""|""|""|""|""|""|"0.0000"|"2281102.0000"|"578.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"2281680.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6000785"|"BANGOR PUBLIC LIBRARY"|"1444613"|""|""|""|""|"1496738.0000"|"4286714.0000"|""|"5783452.0000"|"32534.0000"|"336036.0000"|""|""|""|""|""|""|""|""|""|"8525409.0000"|""|"8087741.0000"|""|"437668.0000"|""|"437668.0000"|""|""|""|""|""|""|""|""|""|""|""|"6589690.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"1444614"|""|""|"92187.0000"|""|""|"1959053.0000"|""|"2051240.0000"|"1713305.0000"|"77779.0000"|""|""|""|""|""|""|""|""|""|"143479.0000"|""|"143479.0000"|""|"0.0000"|""|"0.0000"|"92187.0000"|"15750.0000"|"38728.0000"|"-22978.0000"|""|""|""|""|""|""|"52949.0000"|"3872295.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0104256"|"GRAND LODGE OF NEW HAMPSHIRE FREE & ACCEPTED MASONS"|"1444617"|""|""|""|""|""|"80283.0000"|""|"80283.0000"|"138547.0000"|"81538.0000"|""|""|""|""|""|""|""|""|""|"1972746.0000"|""|"1756805.0000"|""|"215941.0000"|""|"215941.0000"|""|""|""|""|""|""|""|""|""|""|"8917.0000"|"525226.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT OF N"|"1444618"|"0.0000"|"1072.0000"|"0.0000"|"0.0000"|"0.0000"|"3955.0000"|"0.0000"|"5027.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"19673.0000"|""|""|""|"19673.0000"|"0.0000"|"19673.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"38401.0000"|"31163.0000"|"7238.0000"|"452149.0000"|"301870.0000"|"150279.0000"|"0.0000"|"182217.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"1444594"|""|""|""|""|""|""|""|""|"3294.0000"|"2.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"123884.0000"|"104434.0000"|"19450.0000"|"120422.0000"|"65512.0000"|"54910.0000"|""|"77656.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"1444595"|""|""|""|""|""|"87489.0000"|""|"87489.0000"|"344226.0000"|""|""|""|""|""|""|""|""|""|""|""|"12548.0000"|""|"7862.0000"|""|"4686.0000"|"4686.0000"|""|"11282.0000"|"5423.0000"|"5859.0000"|""|""|""|""|""|""|""|"442260.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0380763"|"LAUDHOLM TRUST"|"1444596"|""|"65872.0000"|""|""|""|"312502.0000"|"15492.0000"|"378374.0000"|""|"82020.0000"|""|""|""|""|""|""|""|""|""|"165939.0000"|""|"121504.0000"|""|"44435.0000"|""|"44435.0000"|""|"190155.0000"|"46388.0000"|"143767.0000"|""|""|""|"6008.0000"|"4957.0000"|"1051.0000"|""|"649647.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0466768"|"American University in Bulgaria"|"1444597"|""|""|""|""|"463000.0000"|"1861000.0000"|"5000.0000"|"2324000.0000"|"734000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9000.0000"|"3067000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267988"|"BRISTOL AREAL LIBRARY ASSOCIATION"|"1444398"|""|""|""|""|"14000.0000"|"33286.0000"|""|"47286.0000"|"9691.0000"|"4966.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"1009.0000"|""|"1178.0000"|""|"-169.0000"|""|"-169.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"61774.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0681969"|"AMRRICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"1444399"|""|""|""|""|""|"271704.0000"|""|"271704.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"271704.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0119385"|"Megunticook Golf Club"|"1444580"|""|""|""|""|""|""|""|"0.0000"|"619402.0000"|"4.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|"1730.0000"|""|""|""|"1730.0000"|"1730.0000"|""|""|""|"0.0000"|""|""|"0.0000"|"3130.0000"|"29904.0000"|"-26774.0000"|"0.0000"|"594362.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0143485"|"PORTLAND YACHT CLUB"|"1444581"|""|"561625.0000"|""|""|""|""|""|"561625.0000"|"358363.0000"|"168.0000"|""|""|""|""|""|""|""|""|""|""|"2750.0000"|""|"2750.0000"|""|""|""|""|""|""|""|""|""|""|"5980.0000"|"7091.0000"|"-1111.0000"|""|"919045.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0196359"|"THE IRIS NETWORK"|"1444582"|"31744.0000"|""|""|""|""|"447635.0000"|"9726.0000"|"479379.0000"|"1718964.0000"|"55642.0000"|""|""|""|""|""|""|""|""|""|"320039.0000"|"4600.0000"|"296227.0000"|"3383.0000"|"23812.0000"|"1217.0000"|"25029.0000"|""|"74911.0000"|"30105.0000"|"44806.0000"|""|""|""|"56627.0000"|"41932.0000"|"14695.0000"|"114482.0000"|"2452997.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223755"|"BERWICK ACADEMY"|"1444583"|""|""|""|""|""|"2007926.0000"|"79609.0000"|"2007926.0000"|"15191543.0000"|"13311.0000"|""|""|"13330.0000"|""|"0.0000"|""|"13330.0000"|""|"13330.0000"|""|"384225.0000"|""|"0.0000"|""|"384225.0000"|"384225.0000"|""|""|""|""|""|""|""|"15391.0000"|"11536.0000"|"3855.0000"|"71708.0000"|"17685898.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223879"|"SKOWHEGAN STATE FAIR"|"1444584"|""|""|""|""|""|""|""|""|"1250538.0000"|"210.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1250748.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0241767"|"United Way Inc"|"1444585"|"111479.0000"|""|""|""|""|"7851057.0000"|"214648.0000"|"7962536.0000"|"458352.0000"|"164328.0000"|""|""|""|""|""|""|""|""|""|"2155914.0000"|"1174.0000"|"1836729.0000"|"1174.0000"|"319185.0000"|"0.0000"|"319185.0000"|""|""|""|""|""|""|""|""|""|""|""|"8904401.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0276272"|"GREATER PORTLAND LANDMARKS INC"|"1444586"|""|""|"1500.0000"|""|""|"172256.0000"|"15000.0000"|"173756.0000"|"102988.0000"|"7015.0000"|""|""|"85973.0000"|""|"77948.0000"|""|"8025.0000"|""|"8025.0000"|"86603.0000"|""|"86603.0000"|""|"0.0000"|""|"0.0000"|"1500.0000"|"55504.0000"|"27301.0000"|"28203.0000"|"225.0000"|"7.0000"|"218.0000"|"9455.0000"|"7312.0000"|"2143.0000"|"1011.0000"|"323359.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0283794"|"Maine Health Care Association"|"1444587"|""|""|""|""|""|""|""|""|"1057594.0000"|"105850.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"16385.0000"|"10463.0000"|"5922.0000"|""|""|""|""|""|""|""|"1169366.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
