"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOT_REV_CURRENT"|"DISCONTINUED_OPS_CBX"|"TOT_VOLUNTEERS"|"TOT_UBR"|"NET_UBR_990T"|"CONTRIB_ALL_PRIOR"|"SERVICE_REVENUE_PRIOR"|"INCOME_INVESTMENT_PRIOR"|"REVENUE_OTHER_PRIOR"|"TOT_REV_PRIOR"|"GRANTS_PRIOR"|"BENEFITS_TOTAL_PRIOR"|"COMP_BENEFITS_PRIOR"|"FUNDRAISING_TOTAL_PRIOR"|"OTHER_EXPENSES_PRIOR"|"EXPENSES_TOTAL_PRIOR"|"REV_EXP_PRIOR"
"01-0032215"|"Boothbay Harbor Yacht Club"|"778853"|"649988.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0520813"|"PENINSULA MONTESSORI, INC."|"778876"|"80720.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377632"|"Maine Harness Horsemen's association"|"785748"|"206448.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0784332"|"SECKMAN ICE HOCKEY CLUB"|"785761"|"61973.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION INC"|"785911"|"12744374.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"785913"|"215868.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0235942"|"Meredith Chamber of Commerce"|"789379"|"178911.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0282768"|"CHI DELTA PHI HOUSE CORP."|"789637"|"22624.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0339969"|"Maine Society of CPA's"|"789828"|"316881.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"791619"|"1030306.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0588381"|"DISTRICT OF COLUMBIA CHAMBER OF COMMERCE FOUNDATION"|"792018"|"396832.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0882170"|"TOP HOUSE INC"|"792020"|"276.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0206454"|"LEDGELAWN CEMETERY INC"|"793351"|"21746.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0242328"|"Bucks Harbor Yacht Club"|"793353"|"223294.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0509853"|"PINE CREST DEVELOPMENT CORPORATION DEVELOPMENT CORP"|"793360"|"4007.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0542054"|"FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION, Inc."|"793363"|"26731.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0722133"|"Olmsted Community Center"|"793374"|"402250.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0728162"|"Coalition of Community Development Financial Institutions, Inc"|"793375"|"338475.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0871002"|"WYOMING COUNTY BUSINESS CENTER, INC."|"793382"|"521269.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0233275"|"MACCRILLIS-ROUSSEAU POST NO. 8835 VETERANS OF FOREIGN WARS"|"794113"|"219452.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0279306"|"MAINE STATE BAR ASSOCIATION"|"794114"|"4328812.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369983"|"BANGOR POLICE RELIEF ASSOCIATION"|"773996"|"23930.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0173095"|"Trefethen Evergreen Improvement Association"|"773991"|"282844.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0702652"|"CAFA, INC."|"1483756"|"5268044.0000"|""|"2"|"0.0000"|"0.0000"|"782574.0000"|"3811090.0000"|"0.0000"|"234497.0000"|"4828161.0000"|"0.0000"|"0.0000"|"2735279.0000"|"0.0000"|"2058474.0000"|"4793753.0000"|"34408.0000"
"01-0323280"|"Penquis Mental Health Association"|"1483755"|"481553.0000"|""|"0"|"0.0000"|"0.0000"|"158554.0000"|"461680.0000"|"2652.0000"|"0.0000"|"622886.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"459453.0000"|"459453.0000"|"163433.0000"
"01-0222037"|"VETERANS OF FOREIGN WARS OF THE U.S. FOREST J. PARE POST 1285"|"1483754"|"172004.0000"|""|"15"|"0.0000"|"0.0000"|"2757.0000"|"783.0000"|"488.0000"|"145828.0000"|"149856.0000"|"0.0000"|"6010.0000"|"55405.0000"|"0.0000"|"110755.0000"|"172170.0000"|"-22314.0000"
"01-0527044"|"OCTOBER CORPORATION"|"1482098"|"-2568313.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"46524.0000"|"-2810438.0000"|"-2763914.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"-2763914.0000"
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"1474437"|"385652.0000"|""|"10"|"0.0000"|"0.0000"|"51746.0000"|"237736.0000"|"40854.0000"|"51209.0000"|"381545.0000"|"0.0000"|"0.0000"|"276271.0000"|"0.0000"|"129248.0000"|"405519.0000"|"-23974.0000"
"01-0285528"|"ABRAHAM S & FANNY B LEVEY HEBREW DAY SCHOOL"|"794116"|"229421.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288363"|"CRISIS AND COUNSELING CENTERS INC"|"794118"|"8594134.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0405274"|"Home Counselors Inc"|"794133"|"2673118.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"794144"|"131549.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0493055"|"CLUB SEBAGO ASSOCIATION"|"794149"|"463490.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0504322"|"Independent Transportation Network"|"794157"|"241181.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0582508"|"ST. HOPE PUBLIC SCHOOLS, INC."|"794167"|"11407410.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0709457"|"Cambridge International Academies USA Inc"|"794178"|"1002087.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723951"|"J C S Band Boosters Inc"|"794180"|"23542.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0880911"|"ROSS INSTITUTE"|"794193"|"28306748.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0943022"|"WEBSTER ATHLETIC ASSOCIATION, INC."|"794197"|"165802.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6012936"|"MERRILL MEMORIAL LIBRARY"|"794202"|"411569.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0214017"|"Jesup Memorial Library"|"806372"|"428140.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0329792"|"DELTA AMBULANCE"|"806375"|"6173520.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0379686"|"Ronald McDonald House of Bangor, Inc."|"806378"|"390899.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0543385"|"Mt Blue Community Access TV Inc"|"806382"|"91677.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562546"|"Shermans Dale Community Fire Co."|"806384"|"200772.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0955391"|"LITTLE BEANS PRESCHOOL CORPORATION"|"806396"|"312763.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0356422"|"MOOSEHEAD MARINE MUSEUM"|"806861"|"461990.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0364856"|"SHRINERS INTERNATIONAL"|"806864"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0021545"|"MAINE STATE CHAMBER OF COMMERCE"|"806865"|"1448013.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371869"|"BOOTHBAY REGION LAND TRUST"|"806870"|"1385813.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0412269"|"JAMES R. WIGGINS DOWNEAST FAMILY YMCA"|"806878"|"3392613.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0278395"|"WOODFORDS FAMILY SERVICES"|"806884"|"11900619.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0310087"|"HANCOCK COUNTY PLANNING COMMISSION"|"806887"|"405609.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"806892"|"708642.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0646506"|"Angels of Grace, Inc."|"806901"|"1449280.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0736882"|"SPORTS GIFT, INC."|"806917"|"154254.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0493897"|"Sunrise County Economic Council"|"806919"|"619919.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0501998"|"GREATER HOULTON CHRISTIAN ACA"|"806923"|"688863.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0761875"|"LOS ANGELES PRESS CLUB"|"806929"|"212931.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0558393"|"DREAMLAND PRESCHOOL, INC"|"806931"|"1266603.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0719892"|"ALEXANDER HAMILTON HOME-SCHOOL ASSOCIATION"|"806941"|"48012.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0378758"|"Maine College of Art"|"1489826"|"14613790.0000"|""|"50"|"0.0000"|""|"1317068.0000"|"13229239.0000"|"55771.0000"|"148866.0000"|"14750944.0000"|"4435738.0000"|""|"5429439.0000"|""|"4224201.0000"|"14089378.0000"|"661566.0000"
"01-0211503"|"Franklin Memorial Hospital"|"1492807"|"78062021.0000"|""|"164"|"0.0000"|"0.0000"|"761215.0000"|"89240432.0000"|"-17445.0000"|"3244.0000"|"89987446.0000"|"20000.0000"|"0.0000"|"56453831.0000"|"0.0000"|"33510034.0000"|"89983865.0000"|"3581.0000"
"01-0388492"|"TURNER PUBLIC LIBRARY ANDROSCOGGIN SAVINGS BANK, MANAGER"|"1492811"|"58617.0000"|""|"30"|"0.0000"|"0.0000"|"35682.0000"|"536.0000"|"9642.0000"|"7639.0000"|"53499.0000"|""|""|"16916.0000"|""|"28866.0000"|"45782.0000"|"7717.0000"
"01-0178800"|"MID-MAINE CHAMBER OF COMMERCE"|"1494029"|"430963.0000"|""|"0"|"0.0000"|"-2071.0000"|"165627.0000"|"112893.0000"|"1438.0000"|"182750.0000"|"462708.0000"|"0.0000"|"0.0000"|"155589.0000"|"0.0000"|"283153.0000"|"438742.0000"|"23966.0000"
"01-0195310"|"THE YORKS CHAMBER OF COMMERCE INC"|"1494030"|"332392.0000"|""|""|"0.0000"|"0.0000"|"158213.0000"|"128036.0000"|"0.0000"|"79818.0000"|"366067.0000"|"0.0000"|"0.0000"|"176735.0000"|"0.0000"|"159626.0000"|"336361.0000"|"29706.0000"
"01-0537084"|"Maine Huts & Trails"|"1494037"|"1730553.0000"|""|"45"|"0.0000"|"0.0000"|"996231.0000"|"390067.0000"|"549.0000"|"12179.0000"|"1399026.0000"|"0.0000"|"0.0000"|"402449.0000"|"9194.0000"|"920399.0000"|"1332042.0000"|"66984.0000"
"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION, INC."|"1494044"|"172193.0000"|""|"0"|"0.0000"|"0.0000"|""|""|"103282.0000"|""|"103282.0000"|"124000.0000"|""|""|""|"5350.0000"|"129350.0000"|"-26068.0000"
"01-0736958"|"Jersey Agility Association of Central New Jersey"|"1494047"|"211243.0000"|""|""|"7369.0000"|"6369.0000"|"0.0000"|"198148.0000"|"8.0000"|"7187.0000"|"205343.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"184077.0000"|"184077.0000"|"21266.0000"
"01-6114884"|"JOHN CHABOT EDUCATIONAL FOUNDATION TRUST"|"1494052"|"43989.0000"|""|"0"|"0.0000"|"0.0000"|"450158.0000"|"0.0000"|"104540.0000"|"0.0000"|"554698.0000"|"29000.0000"|"0.0000"|"8740.0000"|"0.0000"|"1467.0000"|"39207.0000"|"515491.0000"
"01-0313213"|"YORK GOLF & TENNIS CLUB"|"1497735"|"2136175.0000"|""|"0"|"139392.0000"|"3700.0000"|"0.0000"|"1776372.0000"|"1538.0000"|"251555.0000"|"2029455.0000"|"0.0000"|"0.0000"|"963608.0000"|"0.0000"|"979665.0000"|"1943273.0000"|"86192.0000"
"02-0222111"|"Trustees of Dartmouth College"|"1499487"|"1193865978.0000"|""|"15500"|"40025903.0000"|"0.0000"|"332464631.0000"|"445592543.0000"|"166846502.0000"|"22800969.0000"|"967704645.0000"|"129556469.0000"|"0.0000"|"444510823.0000"|"0.0000"|"364527988.0000"|"938595280.0000"|"29109365.0000"
"01-0227132"|"LE PARESSEUX INC"|"1499912"|"103847.0000"|""|"0"|"0.0000"|"457.0000"|"4040.0000"|"0.0000"|"857.0000"|"114944.0000"|"119841.0000"|""|""|"30957.0000"|""|"87611.0000"|"118568.0000"|"1273.0000"
"02-0185330"|"Rochester Agncultural and Mechanical Assn."|"1499917"|"780910.0000"|""|""|"54118.0000"|""|""|"775564.0000"|""|""|"775564.0000"|""|""|"91321.0000"|""|"750054.0000"|"841375.0000"|"-65811.0000"
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES INC"|"1500584"|"363568.0000"|""|"50"|"0.0000"|"0.0000"|"160849.0000"|"108786.0000"|"22138.0000"|"0.0000"|"291773.0000"|"0.0000"|"0.0000"|"190683.0000"|"0.0000"|"131385.0000"|"322068.0000"|"-30295.0000"
"01-0211536"|"North Yarmouth Academy"|"1501490"|"8255305.0000"|""|"75"|"75196.0000"|"-74948.0000"|"408238.0000"|"7246360.0000"|"140662.0000"|"-58748.0000"|"7736512.0000"|"1802404.0000"|"0.0000"|"3763048.0000"|"0.0000"|"2426866.0000"|"7992318.0000"|"-255806.0000"
"01-0773840"|"Syracuse Community Center Inc"|"1501989"|"36790.0000"|""|"0"|"0.0000"|"0.0000"|"12187.0000"|"3752.0000"|"25605.0000"|"4742.0000"|"46286.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"33687.0000"|"33687.0000"|"12599.0000"
"02-0212637"|"VETERANS OF FOREIGN WARS VFW-NH 2520 WHITE MOUNTAIN"|"1501991"|"95618.0000"|""|"302"|"0.0000"|""|"1098.0000"|""|"433.0000"|"115826.0000"|"117357.0000"|""|"508.0000"|"59888.0000"|""|"65084.0000"|"125480.0000"|"-8123.0000"
"01-0840857"|"TRANSFORMATIVE ACTION INSTITUTE"|"1502688"|"320710.0000"|""|"0"|"0.0000"|"0.0000"|"3330.0000"|"218000.0000"|"0.0000"|"0.0000"|"221330.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"213697.0000"|"213697.0000"|"7633.0000"
"01-0720150"|"IDAHO VIRTUAL ACADEMY LEA NO 452"|"1503684"|"13620778.0000"|""|""|"0.0000"|""|"12498310.0000"|""|"3425.0000"|""|"12501735.0000"|""|""|"3258863.0000"|""|"9241988.0000"|"12500851.0000"|"884.0000"
"01-0353682"|"LEARNINGWORKS"|"1505401"|"3238336.0000"|""|"222"|"0.0000"|"0.0000"|"1546425.0000"|"860472.0000"|"241624.0000"|"74613.0000"|"2723134.0000"|"0.0000"|"0.0000"|"1857108.0000"|"0.0000"|"827224.0000"|"2684332.0000"|"38802.0000"
"01-0483267"|"Institute for Civic Leadership"|"1505404"|"455665.0000"|""|"0"|"0.0000"|"0.0000"|"124090.0000"|"361353.0000"|"138.0000"|"-4322.0000"|"481259.0000"|"0.0000"|"0.0000"|"253848.0000"|"0.0000"|"193588.0000"|"447436.0000"|"33823.0000"
"01-0777856"|"Literacy for Environmental Justice"|"1505408"|"386546.0000"|""|"1000"|"0.0000"|""|"455473.0000"|"5800.0000"|""|"8608.0000"|"469881.0000"|""|""|"311268.0000"|""|"232152.0000"|"543420.0000"|"-73539.0000"
"01-0833582"|"ALLIANCE COLLINS FAMILY COLLEGE-READY ACADEMY HS FKA ALLIANCE HUNTINGTON PARK"|"1505410"|"5965413.0000"|""|"125"|"0.0000"|"0.0000"|"5238913.0000"|"0.0000"|"6426.0000"|"0.0000"|"5245339.0000"|"0.0000"|"0.0000"|"2677379.0000"|"0.0000"|"2032810.0000"|"4710189.0000"|"535150.0000"
"01-0605273"|"WE ARE ONE MINISTRIES INC"|"1506683"|"82421.0000"|""|"0"|"0.0000"|"0.0000"|"99426.0000"|""|""|""|"99426.0000"|""|""|"15500.0000"|""|"82759.0000"|"98259.0000"|"1167.0000"
"01-0644063"|"Berkshire Emergency Squad, Inc"|"1506684"|"239582.0000"|""|"20"|"0.0000"|"0.0000"|"100949.0000"|"125832.0000"|"332.0000"|"0.0000"|"227113.0000"|"1000.0000"|"0.0000"|"0.0000"|"0.0000"|"200602.0000"|"201602.0000"|"25511.0000"
"01-0158948"|"SIGMA KAPPA SORORITY"|"1508501"|"3528923.0000"|""|"194"|"8862.0000"|"3625.0000"|"0.0000"|"2453696.0000"|"13459.0000"|"363978.0000"|"2831133.0000"|"0.0000"|"0.0000"|"984720.0000"|"0.0000"|"1482542.0000"|"2467262.0000"|"363871.0000"
"01-0339489"|"St Joseph's Rehabilitation & Residence"|"1508505"|"11269179.0000"|""|"16"|"0.0000"|"0.0000"|"1991.0000"|"11490837.0000"|"12654.0000"|"-10293.0000"|"11495189.0000"|"0.0000"|"0.0000"|"6978079.0000"|"0.0000"|"4737722.0000"|"11715801.0000"|"-220612.0000"
"01-0441147"|"HABITAT FOR HUMANITY OF GREATER BANGOR"|"1508508"|"433642.0000"|""|"300"|"0.0000"|"0.0000"|"245947.0000"|"126275.0000"|"77.0000"|"701.0000"|"373000.0000"|""|""|"87645.0000"|""|"275037.0000"|"362682.0000"|"10318.0000"
"01-0612697"|"Farmington Youth Basketball Association"|"1508512"|"156895.0000"|""|""|"0.0000"|""|"300.0000"|"142764.0000"|"21.0000"|""|"143085.0000"|""|""|""|""|"139659.0000"|"139659.0000"|"3426.0000"
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"1510744"|"78963358.0000"|""|"35"|"0.0000"|"0.0000"|"1699975.0000"|"70592055.0000"|"1063037.0000"|"247483.0000"|"73602550.0000"|""|""|"43418582.0000"|""|"28986705.0000"|"72405287.0000"|"1197263.0000"
"01-0356077"|"CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS"|"1510746"|"5466716.0000"|""|"20"|"0.0000"|"0.0000"|"2463355.0000"|"2498567.0000"|"42396.0000"|"0.0000"|"5004318.0000"|"1673295.0000"|"0.0000"|"0.0000"|"0.0000"|"2754515.0000"|"4427810.0000"|"576508.0000"
"01-0482994"|"MAINE ADULT EDUCATION ASSOCIATION"|"1510748"|"233992.0000"|""|"25"|"0.0000"|"0.0000"|"62752.0000"|"187280.0000"|"998.0000"|"0.0000"|"251030.0000"|"24157.0000"|"0.0000"|"41406.0000"|"0.0000"|"225987.0000"|"291550.0000"|"-40520.0000"
"01-0558388"|"The Link"|"1511520"|"805098.0000"|""|"0"|"0.0000"|"0.0000"|"38976.0000"|"155959.0000"|"1465.0000"|"1780.0000"|"198180.0000"|""|""|"151255.0000"|""|"63316.0000"|"214571.0000"|"-16391.0000"
"02-0164078"|"Littleton Building Association"|"1511527"|"14632.0000"|""|"0"|"0.0000"|"0.0000"|"7969.0000"|""|"8.0000"|""|"7977.0000"|""|""|""|""|"4656.0000"|"4656.0000"|"3321.0000"
"01-0339295"|"MAINE HUMANITIES COUNCIL"|"1514626"|"1188305.0000"|""|"23"|"0.0000"|"0.0000"|"1186048.0000"|"45985.0000"|"86339.0000"|"2373.0000"|"1320745.0000"|"106961.0000"|"0.0000"|"547910.0000"|"0.0000"|"451171.0000"|"1106042.0000"|"214703.0000"
"01-0368096"|"Alpha One"|"1516916"|"3861999.0000"|""|"0"|"0.0000"|"0.0000"|"2632916.0000"|"674721.0000"|"0.0000"|"0.0000"|"3307637.0000"|"8000.0000"|"0.0000"|"525628.0000"|"0.0000"|"2741981.0000"|"3275609.0000"|"32028.0000"
"01-0530955"|"SKYLINE FARM"|"1516923"|"41202.0000"|""|"30"|"28.0000"|"0.0000"|"31730.0000"|"0.0000"|"0.0000"|"11485.0000"|"43215.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"50740.0000"|"50740.0000"|"-7525.0000"
"01-0802914"|"Assoc Students of California State Univ Channel Islands Inc"|"1516927"|"924655.0000"|""|""|"0.0000"|""|"2787.0000"|"849739.0000"|"1262.0000"|"24065.0000"|"877853.0000"|""|""|""|""|"707467.0000"|"707467.0000"|"170386.0000"
"01-0370079"|"HARPSWELL NECK FIRE & RESCUE, INC."|"1519641"|"196575.0000"|""|"28"|"0.0000"|"0.0000"|"127108.0000"|"36457.0000"|"31748.0000"|""|"195313.0000"|""|""|""|""|"194250.0000"|"194250.0000"|"1063.0000"
"02-0102440"|"ABENAQUI COUNTRY CLUB, INC."|"1519646"|"3069436.0000"|""|"84"|"183986.0000"|"12119.0000"|"0.0000"|"2360040.0000"|"14701.0000"|"1687231.0000"|"4061972.0000"|"0.0000"|"0.0000"|"1942649.0000"|"0.0000"|"1634289.0000"|"3576938.0000"|"485034.0000"
"01-0130427"|"BRIDGTON HOSPITAL"|"1521066"|"47720068.0000"|""|"98"|"0.0000"|"0.0000"|"192698.0000"|"47137299.0000"|"222436.0000"|"11114.0000"|"47563547.0000"|"14673.0000"|"0.0000"|"19047252.0000"|"0.0000"|"26590950.0000"|"45652875.0000"|"1910672.0000"
"01-0198331"|"Maine Coast Regional Health Facilities"|"1521068"|"81250118.0000"|""|"86"|"0.0000"|"0.0000"|"1170012.0000"|"85028528.0000"|"253146.0000"|"-40560.0000"|"86411126.0000"|"0.0000"|"0.0000"|"52339428.0000"|"0.0000"|"33831953.0000"|"86171381.0000"|"239745.0000"
"01-0269460"|"CHEWONKI FOUNDATION INC"|"1521071"|"6437459.0000"|""|"65"|"0.0000"|"0.0000"|"993123.0000"|"5379150.0000"|"143499.0000"|"0.0000"|"6515772.0000"|"1127940.0000"|"0.0000"|"3298718.0000"|"0.0000"|"2167606.0000"|"6594264.0000"|"-78492.0000"
"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES INC"|"1521080"|"1083636.0000"|""|"20"|"0.0000"|""|"478345.0000"|"291055.0000"|""|"223307.0000"|"992707.0000"|""|""|"632438.0000"|""|"308909.0000"|"941347.0000"|"51360.0000"
"01-0662680"|"TIFTON JUDICIAL CIRCUIT SHELTER INC"|"1521081"|"640439.0000"|""|"50"|"0.0000"|"0.0000"|"614050.0000"|"0.0000"|"0.0000"|"0.0000"|"614050.0000"|"16125.0000"|"0.0000"|"371100.0000"|"0.0000"|"169457.0000"|"556682.0000"|"57368.0000"
"01-0729134"|"CLARE OAKS"|"1521085"|"19148056.0000"|""|"25"|"0.0000"|"0.0000"|"0.0000"|"18431667.0000"|"51544.0000"|"740236.0000"|"19223447.0000"|"0.0000"|"0.0000"|"8220495.0000"|"0.0000"|"14288213.0000"|"22508708.0000"|"-3285261.0000"
"01-6009240"|"UNITED MID-COAST CHARITIES, INC"|"1521091"|"366376.0000"|""|"105"|"0.0000"|"0.0000"|"226255.0000"|"0.0000"|"49372.0000"|"32187.0000"|"307814.0000"|"330787.0000"|"0.0000"|"0.0000"|"0.0000"|"106362.0000"|"437149.0000"|"-129335.0000"
"01-0277678"|"Kennebec Valley Community Action Program"|"1524514"|"17044738.0000"|""|"994"|"0.0000"|"0.0000"|"12007392.0000"|"6946532.0000"|"42993.0000"|"500.0000"|"18997417.0000"|"5661480.0000"|"0.0000"|"9830361.0000"|"0.0000"|"3406986.0000"|"18898827.0000"|"98590.0000"
"01-0315849"|"AROOSTOOK COUNTY ACTION PROGRAM INC"|"1524516"|"8387356.0000"|""|"100"|"0.0000"|"0.0000"|"13588570.0000"|"733363.0000"|"26320.0000"|"75.0000"|"14348328.0000"|"5735080.0000"|"0.0000"|"6451831.0000"|"0.0000"|"2014805.0000"|"14201716.0000"|"146612.0000"
"01-0727280"|"BRONX CHARTER SCHOOLFOR THEARTS"|"1524526"|"5479085.0000"|""|"18"|"0.0000"|"0.0000"|"663512.0000"|"4779226.0000"|"8449.0000"|"25956.0000"|"5477143.0000"|"0.0000"|"0.0000"|"3970214.0000"|"0.0000"|"1538876.0000"|"5509090.0000"|"-31947.0000"
"01-0729873"|"NORTH CAROLINA MOTORSPORTS ASSOCIATION"|"1524527"|"275374.0000"|""|"0"|"2600.0000"|"0.0000"|"0.0000"|"159717.0000"|"0.0000"|"28317.0000"|"188034.0000"|"50.0000"|"0.0000"|"92221.0000"|"0.0000"|"78242.0000"|"170513.0000"|"17521.0000"
"02-0242389"|"GREAT BAY SERVICES INC"|"1524535"|"2064194.0000"|""|"30"|"0.0000"|""|"68450.0000"|"2237934.0000"|"108590.0000"|"188800.0000"|"2603774.0000"|""|""|"1895982.0000"|""|"729575.0000"|"2625557.0000"|"-21783.0000"
"01-0457896"|"C & M CONSULTING AND MANAGEMENT SERVICES"|"1528019"|"317910.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"222575.0000"|"0.0000"|"0.0000"|"222575.0000"|"0.0000"|"0.0000"|"160048.0000"|"0.0000"|"66090.0000"|"226138.0000"|"-3563.0000"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"1528021"|"1823237.0000"|""|"0"|"0.0000"|"0.0000"|"386200.0000"|""|"1458717.0000"|""|"1844917.0000"|"202705.0000"|""|"187227.0000"|""|"287299.0000"|"677231.0000"|"1167686.0000"
"01-0881587"|"SIERRA NEVADA JOURNEYS"|"1529316"|"1829139.0000"|""|"3"|"0.0000"|"0.0000"|"717350.0000"|"990243.0000"|"240.0000"|"1163.0000"|"1709176.0000"|"0.0000"|"0.0000"|"1001114.0000"|"0.0000"|"638148.0000"|"1639262.0000"|"69914.0000"
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"1529420"|"3052189.0000"|""|"0"|"0.0000"|"0.0000"|"20000000.0000"|"0.0000"|"2126096.0000"|"1109.0000"|"22127205.0000"|"3000075.0000"|"0.0000"|"1622650.0000"|"0.0000"|"1879597.0000"|"6502322.0000"|"15624883.0000"
