"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ENDOW_BOY"|"ENDOW_CONTRIB"|"ENDOW_INVESTMENTS"|"ENDOW_GRANTS"|"ENDOW_OTHER_EXPENSES"|"ENDOW_ADMIN_EXPENSES"|"ENDOW_EOY"|"ENDOW_BOARD_DESIGNATED_EOY"|"ENDOW_PERMANENT_EOY"|"ENDOW_TERM_EOY"|"ENDOW_UNRELATED_ORGS_CBX"|"ENDOW_RELATED_ORGS_CBX"|"ENDOW_SCHEDR_CBX"
"01-0274898"|"HOPE ASSOCIATION"|"1339785"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0285528"|"ABRAHAM S & FANNY B LEVEY HEBREW DAY SCHOOL"|"1339786"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0533796"|"The Maine Special Education Mental Health Collaborative"|"1339789"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0538534"|"Bangor Nursing & Rehabilitation Center"|"1339790"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"1339791"|"2881056.0000"|"235452.0000"|"373054.0000"|"115909.0000"|""|""|"3373653.0000"|""|""|""|"N"|"N"|"N"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"1340921"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"1341671"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0424837"|"GEORGES RIVER LAND TRUST"|"1341926"|"63226.0000"|""|"4176.0000"|""|""|""|"67402.0000"|"24.00"|"70.00"|"6.00"|"Y"|"N"|""
"01-0451745"|"ST CROIX INTERNATIONAL WATERWAY COMMISSION"|"1341927"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0486399"|"NEW HOPE HOSPICE INC"|"1341930"|"11571.0000"|"1925.0000"|"4.0000"|""|"12121.0000"|""|"1379.0000"|""|""|"100.00"|"N"|"N"|""
"01-0511656"|"UNITY BARN RAISERS INC"|"1341932"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0606353"|"MIDWEST REGION LABORERS'-EMPLOYERS' COOPERATION & EDUCATION TRUST"|"1341936"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6017053"|"MAINE MEDICAL EDUCATION FOUNDATION"|"1341943"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6208491"|"SEDGWICK CMS 501(C)(9) WELFARE TRUST"|"1341944"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0224769"|"TRUSTEES OF THORNTON ACADEMY"|"1346477"|"8000732.0000"|"2579.0000"|"963024.0000"|""|"13065.0000"|"65892.0000"|"8887378.0000"|"100.00"|""|""|"N"|"N"|""
"01-0368153"|"THE PROGRESS CENTER INC"|"1346482"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0558182"|"JCPE INVESTMENTS (NFP)"|"1346488"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0593099"|"PENSACOLA BEACH ELEMENTARY SCHOOL INC"|"1346489"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0709457"|"CAMBRIDGE INTERNATIONAL ACADEMIES USA INC"|"1346491"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0488477"|"RIVERVIEW FOUNDATION"|"1349314"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1349321"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0665790"|"COUNCIL OF STATE HISTORICAL RECORDS COORDINATORS INC"|"1349323"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1349328"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0969325"|"SUNCOAST SOCCER INC"|"1349333"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0492479"|"MAINE CHILDREN'S TRUST INC"|"1353478"|"253214.0000"|"2146.0000"|"38380.0000"|""|""|""|"293740.0000"|"36.00"|"64.00"|""|"N"|"N"|""
"01-0527277"|"Maine Indoor Air Quality Council"|"1353479"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0725238"|"LEAD MARYLAND FOUNDATION INC"|"1353482"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0964525"|"Tanque Verde Soccer Club Inc"|"1353485"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0918435"|"Basel Action Network"|"1356058"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"1356059"|"1745373.0000"|"1980.0000"|"26335.0000"|""|"17721.0000"|""|"1755967.0000"|"30.53"|"69.47"|"0.00"|"N"|"N"|""
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"1356940"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0702102"|"UNIVEST FOUNDATION"|"1362075"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0409063"|"Maine Education Credit Union"|"1362276"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0155360"|"MAINE BANKERS ASSOCIATION"|"1362323"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0570543"|"EAST ARKANSAS ENTERPRISE COMMUNITY"|"1362326"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0360872"|"SPECIAL CHILDREN'S FRIENDS"|"1363034"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0506743"|"SANDCASTLE CLINICAL AND EDUCATIONAL SERVICES"|"1363610"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0379054"|"JACKSON MEMORIAL LIBRARY"|"1366130"|"603694.0000"|""|"4364.0000"|""|"277004.0000"|"1200.0000"|"329854.0000"|"100.00"|"0.00"|"0.00"|"Y"|"N"|""
"01-6029461"|"Local 1253 Health & Welfare Fund"|"1366917"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0762655"|"Ohio Assoc. of County Behavioral Health Authorities Foundation"|"1368291"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0698010"|"HSC NO 5 HOUSING DEVELOPMENT FUND COMPANY INC"|"1369789"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0202467"|"MOUNT DESERT ISLAND BIOLOGICAL LABORATORY"|"1371186"|"3096087.0000"|"1057540.0000"|""|""|""|""|"4153627.0000"|""|"100.00"|""|"N"|"N"|""
"01-0574950"|"THE AKSHAYA PATRA FOUNDATION (USA)"|"1372755"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6231970"|"THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST"|"1372757"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0817571"|"Pepperwood Foundation"|"1373365"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211538"|"Camp 0-AT-KA, Inc ."|"1375112"|"1205961.0000"|""|""|""|""|""|"1205961.0000"|""|"100.00"|""|"N"|"N"|""
"01-0406704"|"DANFORTH HABILITATION ASSOCIA"|"1375113"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0588381"|"DISTRICT OF COLUMBIA CHAMBER OF COMMERCE FOUNDATION"|"1376764"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"1376953"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0540180"|"Hospice of Southern Maine"|"1376954"|"344207.0000"|"1752246.0000"|"19606.0000"|""|"309837.0000"|""|"1806222.0000"|"0.00"|"14.96"|"85.04"|"N"|"N"|""
"01-0857784"|"THE KEROSENE LAMP FOUNDATION"|"1376957"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0921490"|"IDignity,Inc."|"1376958"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1376961"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0249983"|"KENNEBUNK FREE LIBRARY ASSOCIATION"|"1378353"|"1010615.0000"|""|"85221.0000"|""|"26895.0000"|"5322.0000"|"1063619.0000"|"98.00"|"2.00"|""|"N"|"N"|""
"01-6000784"|"AUBURN PUBLIC LIBRARY"|"1378356"|"1592327.0000"|"8889.0000"|"201881.0000"|""|"74894.0000"|"13484.0000"|"1714719.0000"|"44.78"|"16.96"|"38.26"|"Y"|"N"|""
"01-0523390"|"Senator George J Mitchell Scholarship Research Institute"|"1380080"|"22306770.0000"|"322369.0000"|"2762682.0000"|""|"576045.0000"|"80748.0000"|"24735028.0000"|"0.00"|"78.98"|"21.02"|"N"|"N"|""
"01-0211546"|"Community Health and Nursing Services"|"1381005"|"329364.0000"|""|"33538.0000"|""|""|""|"362902.0000"|""|"79.00"|"21.00"|"N"|"N"|""
"01-0670943"|"TORREY PINES POP WARNER INC"|"1381009"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0766844"|"FURKIDS INC"|"1381012"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518193"|"ENVIRONMENT NORTHEAST"|"1383882"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0885377"|"America Gives Back Inc"|"1383883"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545281"|"Greenwood"|"1384293"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0720520"|"FRANKLIN HIGH SCHOOL BOOSTER CLUB"|"1384687"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0966096"|"Maryland Dental Action Coalition Inc"|"1384987"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0566012"|"ANAHUAK YOUTH SOCCER ASSOCIATION"|"1385554"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0493055"|"CLUB SEBAGO ASSOCIATION"|"1387227"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0656674"|"BRUNSWICK SENIOR RESOURCES INC"|"1387229"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0816812"|"The Apple Blossom School and Family Center, Inc."|"1387230"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0851915"|"PROJECT FAITH FOUNDATION INC"|"1387232"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0863627"|"CHICAGO VIRTUAL CHARTER SCHOOL"|"1387234"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0103715"|"THE NEW HAMPSHIRE DEPARTMENT OF THE AMERICAN LEGION"|"1387238"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0808098"|"INDEPENDENT WORLD TELEVISION INC"|"1389009"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377623"|"CASTINE HISTORICAL SOCIETY INC"|"1389877"|"4565290.0000"|"3000.0000"|"426604.0000"|""|"163382.0000"|"23796.0000"|"4807716.0000"|"53.00"|"43.00"|"4.00"|"Y"|"N"|""
"01-0436739"|"EASTPORT ARTS CENTER"|"1389880"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0596561"|"LIBERTY LODGE INC"|"1389888"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0604413"|"THE FOUNDATION OF ST. LAWRENCE NYSARC,INC."|"1389889"|"324260.0000"|""|""|""|""|""|"324260.0000"|""|""|""|"N"|"N"|""
"01-0736063"|"Mc Closkey Family Foundation Inc"|"1389895"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211507"|"GOOD SAMARITAN AGENCY"|"1396962"|"1392892.0000"|"22798.0000"|"111902.0000"|""|"158693.0000"|""|"1368898.0000"|"70.43"|"13.00"|"16.57"|"N"|"N"|""
"01-0211807"|"Sweetser"|"1396964"|"25958758.0000"|"223115.0000"|"3264905.0000"|""|"925824.0000"|""|"28520954.0000"|"81.07"|"7.03"|"11.90"|"N"|"N"|""
"01-0266854"|"ELMHURST INC"|"1396971"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0275447"|"Children's Center Early Intervention & Family Support"|"1396972"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0278024"|"Independence Association"|"1396973"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0319421"|"UNIVERSITY OF MAINE STUDENT GOVERNMENT"|"1396977"|"36130.0000"|"34702.0000"|"1946.0000"|"2000.0000"|"33000.0000"|""|"37778.0000"|"100.00"|""|""|"N"|"N"|""
"01-0357357"|"TRI-COUNTY EMERGENCY MEDICAL SERVICES INC"|"1396980"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369983"|"BANGOR POLICE RELIEF ASSOCIATION"|"1396984"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0376510"|"MAINE MENTAL HEALTH CONNECTIONS INC"|"1396987"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0406214"|"NAMI MAINE"|"1396989"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0490620"|"HOME RESOURCES OF MAINE INC"|"1396993"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0547006"|"ASHLAND CARE GIVERS ASSOCIATION"|"1396999"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1397004"|"1558217.0000"|"2239.0000"|"24557.0000"|"150685.0000"|"0.0000"|"0.0000"|"1434328.0000"|""|""|""|"N"|"Y"|"Y"
"01-0781831"|"THE DOUGLAS CENTER"|"1397008"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0785049"|"Queens Community Center, Inc."|"1397009"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0943022"|"WEBSTER ATHLETIC ASSOCIATION INC"|"1397014"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0235942"|"Meredith Chamber of Commerce"|"1397030"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0173095"|"Trefethen-Evergreen Improvement Association"|"1406921"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0220430"|"THE LINCOLN HOME"|"1406922"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0459572"|"THE ASSOCIATES OF THE OSHER MAP LIBRARY"|"1406928"|"1020402.0000"|"860268.0000"|"138691.0000"|""|""|"17394.0000"|"2001967.0000"|"100.00"|""|""|"N"|"N"|""
"01-6004866"|"UNITED WAY OF MID COAST MAINE, INC."|"1406933"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6012936"|"MERRILL MEMORIAL LIBRARY"|"1409809"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0364237"|"Good Neighbors Inc"|"1411537"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0735741"|"FAUNA SANCTUARY INC"|"1411913"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0607915"|"MOUND STREET MILITARY ACADEMY"|"1413044"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0773957"|"GIFTS OF LOVE INTERNATIONAL"|"1413937"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0745483"|"DOROTHY'S SOFT TOUCH CORP."|"1418224"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6026691"|"Veterans of Foreign Wars of the 7865 Harvell Bishop Post"|"1419074"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0483192"|"FAMILIES AND CHILDREN TOGETHER"|"1419433"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"1420360"|"40932000.0000"|"561000.0000"|"2754000.0000"|""|"140000.0000"|""|"44107000.0000"|"52.10"|"47.90"|"100.00"|"Y"|"N"|""
"01-0351795"|"BELGRADE REGIONAL HEALTH CENTER, INC ."|"1420626"|"318443.0000"|"31988.0000"|"40388.0000"|""|""|"3889.0000"|"386930.0000"|"83.77"|"16.23"|""|"N"|"N"|""
"01-0513301"|"CANCER COMMUNITY CENTER"|"1421037"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0896501"|"US CENTRAL ASIA EDUCATION FOUNDATION"|"1421038"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288275"|"MAINE MARINE TRADE ASSOCIATION"|"1421511"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"1422759"|"836976.0000"|"1077.0000"|"61347.0000"|""|"25169.0000"|"8334.0000"|"865897.0000"|"71.00"|"29.00"|""|"N"|"N"|""
"01-0473116"|"Peregrine Corporation"|"1422764"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0597016"|"Pelican Isle Yacht Club Inc"|"1422776"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0607881"|"MOUND STREET IT ACADEMY"|"1422778"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0635954"|"FAYETTEVILLE MAIN STREET TOURISM ASSOCIATION INC"|"1422779"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0666441"|"CORI'S PLACE"|"1422780"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0793953"|"LAKE BOWEN BAPTIST CHURCH CHILDCARE"|"1422784"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC."|"1422788"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"1428062"|"216156213.0000"|"2436269.0000"|"25761413.0000"|"4389891.0000"|"6160018.0000"|"0.0000"|"233803986.0000"|"15.00"|"85.00"|"0.00"|"N"|"N"|""
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1428761"|"53762.0000"|""|""|""|""|""|"53762.0000"|""|"100.00"|""|"N"|"N"|""
"01-0114110"|"MAINE WATER UTILITIES ASSN"|"1429577"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0315000"|"Portland Electrical Joint Apprenticeship & Training Fund"|"1429580"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1429592"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0572406"|"RADCLIFT INC"|"1429595"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0746157"|"AM DAWG INC."|"1429601"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0779327"|"ISAIAH'S PLACE"|"1429602"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0019705"|"Ancient Free and Accepted Masons of Maine Grand Lodge"|"1434183"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"1434187"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION, INC."|"1434188"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"1434665"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0392413"|"Fraternal Order of Eagles Aerie #4030"|"1434666"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1434669"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0220724"|"BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE"|"1435570"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0370827"|"THE BAY SCHOOL"|"1435574"|"793487.0000"|""|"101606.0000"|""|""|"7113.0000"|"887980.0000"|""|""|""|"Y"|"N"|""
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"1436847"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"1437176"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0310087"|"Hancock County Planning Commission"|"1437178"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"1437194"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER 339"|"1437198"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"1437207"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0558393"|"DREAMLAND PRESCHOOL INC"|"1437212"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0143485"|"PORTLAND YACHT CLUB"|"1444581"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"1444592"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0473057"|"Crossroads for Women Inc"|"1444599"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0243160"|"GIRL SCOUTS OF THE GREEN AND WHITE MOUNTAINS"|"1444621"|"1555259.0000"|"59210.0000"|"137794.0000"|""|""|"20693.0000"|"1731570.0000"|"83.17"|"14.23"|"2.60"|"N"|"N"|""
"01-0220724"|"BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE"|"1449681"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0186800"|"YOUNG MEN'S CHRISTIAN ASSOCIATION"|"1449716"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0086202"|"THE HARBOR CLUB INC"|"1449788"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0198980"|"NORTHEAST HARBOR FLEET"|"1449789"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211481"|"Bangor Children's Home"|"1449790"|"1884733.0000"|""|"74586.0000"|""|"180000.0000"|"9824.0000"|"1769495.0000"|""|"100.00"|""|"Y"|"N"|"N"
"02-0223321"|"COTTAGE HOSPITAL"|"1449820"|"1308664.0000"|""|"60889.0000"|""|"48200.0000"|""|"1321353.0000"|""|"93.49"|"6.51"|"Y"|"N"|""
"01-0211532"|"KENTS HILL SCHOOL"|"1454551"|"19022553.0000"|"505795.0000"|"2922000.0000"|"-93415.0000"|"-972041.0000"|"-60563.0000"|"21324329.0000"|"77.00"|"17.00"|"6.00"|"N"|"N"|""
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"1454553"|"8746562.0000"|"71596.0000"|"882591.0000"|""|"369263.0000"|"40599.0000"|"9290887.0000"|"49.12"|"8.32"|"42.56"|"Y"|"N"|""
"01-0374565"|"WINTER FOUNDATION"|"1454563"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0509118"|"Maine International Trade Center"|"1454569"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0819395"|"Patterson Park Public Charter School Inc"|"1454584"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0882170"|"TOP HOUSE INC"|"1454585"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6015647"|"PENOBSCOT MARINE MUSEUM"|"1454588"|"3373240.0000"|"350000.0000"|"344534.0000"|""|"258505.0000"|""|"3809269.0000"|"43.00"|"54.50"|"2.50"|"N"|"N"|""
"02-0114695"|"CAMP TECUMSEH INC"|"1454590"|"992652.0000"|"576405.0000"|"108713.0000"|""|""|""|"1677770.0000"|"17.60"|"82.40"|""|"N"|"N"|""
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"1454591"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0145780"|"PURPOODOCK CLUB"|"1461657"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223482"|"Millinocket Regional Hospital"|"1461660"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0373396"|"The Park Danforth"|"1462960"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0481696"|"BIRCH BAY RETIREMNT VILLAGE"|"1462961"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0493614"|"PINE ISLAND CAMP, INC."|"1463614"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"1463616"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0173352"|"CONSTRUCTION AND GENERAL LABORERS' UNION LOCAL 976"|"1464551"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"1466473"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0349949"|"PEOPLE PLUS"|"1466474"|"7712.0000"|"32774.0000"|"1845.0000"|""|""|""|"42331.0000"|"92.91"|"7.09"|""|"N"|"N"|""
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"1466476"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"1467129"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0935534"|"THE ACADEMY OF ALAMEDA"|"1468547"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288363"|"CRISIS AND COUNSELING CENTERS INC"|"1469223"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0405274"|"Home Counselors Inc"|"1469708"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"1470125"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0553478"|"EAST MOUNTNN HOSPITAL INC"|"1471052"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0582371"|"SUNSHINE SOCIAL SERVICES. INC"|"1472896"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-6019960"|"WALTON LINCOLN TRUST OCHR 20 -0023840"|"1472942"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"1474438"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212438"|"Maine Central Institute"|"1475002"|"5620895.0000"|"11104.0000"|"484811.0000"|""|"546508.0000"|""|"5570302.0000"|"58.00"|"24.00"|"18.00"|"N"|"N"|""
"01-0784332"|"SECKMAN ICE HOCKEY CLUB"|"1475941"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0774338"|"North Ridgeville Amateur Soccer League"|"1477494"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0871002"|"Wyoming County Business Center, Inc."|"1477499"|"133378.0000"|""|""|"87649.0000"|""|""|"221027.0000"|""|"100.00"|""|"N"|"N"|""
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"1479875"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0463933"|"The Presque Isle Historical Society"|"1481486"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1481493"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0456521"|"Maine Hospice Council & Center for End-of-Life Care"|"1482868"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0206454"|"LEDGELAWN CEMETERY INC"|"1485325"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0356422"|"MOOSEHEAD MARINE MUSEUM"|"1485327"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0419157"|"EASTPORT YOUTH ASSOCIATION"|"1485328"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723520"|"Edward M Armfield Sr Civic & Recreation Center"|"1485334"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0821110"|"Children of Abraham, Inc."|"1485335"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377632"|"Maine Harness Horsemen's Association"|"1487088"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0709830"|"Educational Research Group"|"1489137"|""|""|""|""|""|""|""|""|""|""|""|""|""
