"C_EIN"|"C_Org_Name"|"PART_V_B_ID"|"XML_DOCUMENT_ID"|"FACILITY_NAME"|"LINE_NUM"|"NEEDS_ASSMT_CBX"|"COMMUNITY_SERVED_CBX"|"DEMOGRAPHICS_CBX"|"EXISTING_FACILITIES_CBX"|"DATA_CBX"|"COMMUNITY_NEEDS_CBX"|"UNINSURED_CBX"|"IDENTIFYING_PROCESS_CBX"|"CONSULTING_PROCESS_CBX"|"INFO_GAPS_CBX"|"OTHER_NEEDS_CBX"|"ASSMT_YEAR"|"COMMUNITY_INPUT_CBX"|"MULTI_HOSPITAL_ASSMT_CBX"|"MADE_PUBLIC_CBX"|"WEBSITE_CBX"|"REQUEST_CBX"|"PUBLIC_OTHER_CBX"|"ADOPT_STRATEGY_CBX"|"EXECUTE_STRATEGY_CBX"|"DEVELOP_PLAN_CBX"|"EXECUTE_PLAN_CBX"|"OPER_PLAN_CBX"|"ADOPT_BUDGET_CBX"|"PRIOR_NEEDS_CBX"|"PRIOR_SERVICES_CBX"|"OTHER_ADDRESSED_CBX"|"ADDRESS_ALL_CBX"|"ELIGIBILITY_CBX"|"FPG_FREE_CBX"|"FPG_FREE_PCT"|"FPG_DISCOUNTED_CBX"|"FPG_DISCOUNTED_PCT"|"EXPLAIN_BASIS_CBX"|"INCOME_CBX"|"ASSET_CBX"|"INDIGENCY_CBX"|"INSURANCE_CBX"|"DISCOUNT_CBX"|"MEDI_CBX"|"STATE_REG_CBX"|"OTHER_FACTORS_CBX"|"APPLY_FA_CBX"|"PUBLICIZE_POL_CBX"|"POSTED_WEB_CBX"|"INVOICE_CBX"|"POSTED_ER_CBX"|"POSTED_OFFICE_CBX"|"IN_WRITING_CBX"|"ON_REQUEST_CBX"|"PUBLICIZE_OTHER_CBX"|"NONPAYMENT_CBX"|"HF_AGENCY_CBX"|"HF_LAWSUIT_CBX"|"HF_LIENS_CBX"|"HF_BODY_ATTACH_CBX"|"HF_OTHER_ACTIONS_CBX"|"THIRD_PARTY_CBX"|"TP_AGENCY_CBX"|"TP_LAWSUIT_CBX"|"TP_LIENS_CBX"|"TP_BODY_ATTACH_CBX"|"TP_OTHER_ACTIONS_CBX"|"NOTIFY_ADM_CBX"|"NOTIFY_DIS_CBX"|"NOTIFY_BILL_CBX"|"DOC_DETERM_CBX"|"NOTIFY_OTHER_CBX"|"EMC_POLICY_CBX"|"NO_CARE_CBX"|"NO_POLICY_CBX"|"LIMITED_CBX"|"OTHER_NO_EMC_CBX"|"LOWEST_RATE_CBX"|"AVERAGE_RATE_CBX"|"MEDI_RATE_CBX"|"OTHER_RATE_CBX"|"CHARGE_MORE_CBX"|"GROSS_CHARGE_CBX"|"EXCISE_TAX_CBX"|"REPORT_TAX_CBX"|"TAX_AMT"|"WEBSITE_URL"|"OTHER_WEBSITE_CBX"|"OTHER_WEBSITE_URL"|"RESIDENCY_CBX"|"RECOGNIZED_CURRENT_YEAR_CBX"|"ACQUIRED_CURRENT_YEAR_CBX"|"MULTI_ORG_ASSMT_CBX"|"ADOPT_IMPLEMENT_STRATEGY_CBX"|"IMPLEMENT_STRATEGY_YEAR"|"IMPLEMENT_STRATEGY_POSTED_CBX"|"IMPLEMENT_STRATEGY_WEBSITE"|"IMPLEMENT_STRATEGY_ATTACHED_CBX"|"UNDERINSURANCE_CBX"|"INFO_REQ_FA_CBX"|"SUPPORT_DOC_FA_CBX"|"CONTACT_INFO_STAFF_FA_CBX"|"CONTACT_INFO_NPO_FA_CBX"|"OTHER_FA_CBX"|"FA_WEBSITE_CBX"|"FA_WEBSITE"|"FA_APPLIC_WEBSITE_CBX"|"FA_APPLIC_WEBSITE"|"FA_PLAIN_WEBSITE_CBX"|"FA_PLAIN_WEBSITE"|"FA_GRATIS_CBX"|"FA_APPLIC_GRATIS_CBX"|"FA_SUMMARY_GRATIS_CBX"|"FA_DISPLAYED_CBX"|"FA_NOTIFIED_COMMUNITY_CBX"|"HF_SELLING_DEBT_CBX"|"HF_LEGAL_ACTIONS_CBX"|"HF_NONE_CBX"|"THIRD_PARTY"|"TP_SELLING_DEBT_CBX"|"LEGAL_ACTIONS_CBX"|"NONE_CBX"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"6122"|"1420360"|"MERIDIAN HOSPITALS CORP & SUB"|"15"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"Y"|"500.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223321"|"COTTAGE HOSPITAL"|"6272"|"1449820"|"COTTAGE HOSPITAL"|"1"|"Y"|""|""|""|""|""|""|""|""|""|""|"2008"|"Y"|"N"|"Y"|""|"Y"|""|"Y"|"Y"|""|""|""|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"200.00"|"Y"|"300.00"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|""|"Y"|""|"Y"|"Y"|""|""|""|""|"Y"|"Y"|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223482"|"Millinocket Regional Hospital"|"6355"|"1461660"|"Millinnetrat Daninnml lamenieml"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"400.00"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6377"|"1462958"|"Mount Desert Island Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6378"|"1462958"|"Cadillac Family Practice and Behavioral Health Center"|"2"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6379"|"1462958"|"Cooper Gilmore Health Center"|"3"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6380"|"1462958"|"Trenton Health Center"|"4"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6381"|"1462958"|"Community Health Center"|"5"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6382"|"1462958"|"Family Health Center"|"6"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6383"|"1462958"|"Women's Health Center"|"7"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6384"|"1462958"|"Northeast Harbor Clinic"|"8"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6385"|"1462958"|"MDI Orthopedic clinic"|"9"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6386"|"1462958"|"MDI Dermatology Clinic"|"10"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6387"|"1462958"|"MDI Urology Clinic"|"11"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"6388"|"1462958"|"MDI General Surgery Clinic"|"12"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0481696"|"BIRCH BAY RETIREMNT VILLAGE"|"6389"|"1462961"|"Birch Bay Village Retirement Community"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"N"|"N"|""|"N"|""|"N"|""|""|""|""|""|""|""|""|"N"|"N"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|""|"N"|""|""|""|""|""|"Y"|""|"Y"|""|""|"N"|"Y"|""|""|""|""|""|"Y"|""|"N"|"Y"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0553478"|"EAST MOUNTNN HOSPITAL INC"|"6463"|"1471052"|"EAST MOUNTAIN HOSPITAL INC"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"100.00"|"Y"|"100.00"|"Y"|"Y"|"Y"|""|""|""|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"6481"|"1472940"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"1"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|""|""|"2011"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|"Y"|""|""|""|"Y"|"Y"|"Y"|"200.00"|"Y"|"250.00"|"Y"|"Y"|""|""|""|"Y"|""|""|""|"N"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211503"|"Franklin Memorial Hospital"|"6503"|"1492807"|"Franklin Memorial Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2012"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"200.00"|"Y"|"300.00"|"Y"|""|""|""|""|""|"Y"|""|""|"Y"|"Y"|""|""|""|""|""|""|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603214"|"SAINT FRANCIS HOSPITAL SOUTH, LLC"|"6537"|"1497092"|"SAINT FRANCIS HOSPITAL SOUTH, LLC"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2012"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"225.00"|"N"|"0.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212444"|"York Hospital"|"6745"|"1510743"|"York Hospital"|"1"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"200.00"|"N"|""|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0130427"|"BRIDGTON HOSPITAL"|"6885"|"1521066"|"BRIDGTON HOSPITAL"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2012"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"N"|""|"Y"|""|""|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0198331"|"Maine Coast Regional Health Facilities"|"6886"|"1521068"|"1"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2011"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|""|"Y"|""|""|""|"Y"|""|"Y"|"Y"|""|""|"Y"|""|"Y"|"Y"|""|"N"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0215227"|"RUMFORD HOSPITAL"|"6887"|"1521070"|"RUMFORD HOSPITAL"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2012"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"N"|""|"Y"|""|""|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|""|""|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"6980"|"1524507"|"CENTRAL MAINE MEDICAL CENTER"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2012"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"N"|""|""|""|""|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|""|""|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"7477"|"1558063"|"Eastern Maine Medical Center"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"2011"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"200.00"|"Y"|"300.00"|"N"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"7513"|"1592776"|"Sebasticook Valley Health"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"2011"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"200.00"|"N"|""|"N"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
