"C_EIN"|"C_Org_Name"|"RELATED_ORG_ID"|"XML_DOCUMENT_ID"|"REL_ORG_NAME"|"REL_ORG_ADDRESS1"|"REL_ORG_CITY"|"REL_ORG_STATE"|"REL_ORG_COUNTRY"|"REL_ORG_ZIP"|"REL_ORG_EIN"|"REL_ORG_PRIMARY_ACTIVITY"|"REL_ORG_LEGAL_DOM"|"REL_ORG_EXEMPT_CODE"|"REL_ORG_CHARITY_STATUS"|"REL_ORG_CONTROLLING_ENTITY"|"REL_ORG_SEC512_CBX"
"01-0813367"|"HOUSING WITH HEART INC"|"1316620"|"1389901"|"JHC-WOODGLEN INC"|"17701 COWAN AVENUE 200"|"IRVINE"|"CA"|"USA"|"92614"|"76-0726272"|"PROVIDE AFFORDABLE HOUSING TO NEEDY INDIVIDUALS"|"CA"|"501(C)(3)"|"11A"|"JAMBOREE HOUSING CORPORATION"|"N"
"01-0813367"|"HOUSING WITH HEART INC"|"1316621"|"1389901"|"JHC RIVER RANCH INC"|"17701 COWAN AVENUE 200"|"IRVINE"|"CA"|"USA"|"92614"|"33-0948905"|"PROVIDE AFFORDABLE HOUSING TO NEEDY INDIVIDUALS"|"CA"|"501(C)(3)"|"11A"|"JAMBOREE HOUSING CORPORATION"|"N"
"01-0813367"|"HOUSING WITH HEART INC"|"1316622"|"1389901"|"THE MEADOWS IN IRVINE"|"17701 COWAN AVENUE 200"|"IRVINE"|"CA"|"USA"|"92614"|"33-0789247"|"PROVIDE AFFORDABLE HOUSING TO NEEDY INDIVIDUALS"|"CA"|"501(C)(3)"|"11A"|"JAMBOREE HOUSING CORPORATION"|"N"
"01-0813367"|"HOUSING WITH HEART INC"|"1316623"|"1389901"|"HELPING OUR MENTALLY ILL EXPERIENCE SUCCESS"|"17701 COWAN AVENUE 200"|"IRVINE"|"CA"|"USA"|"92614"|"33-0107781"|"PROVIDE AFFORDABLE HOUSING TO MENTALLY ILL INDIVIDUALS"|"CA"|"501(C)(3)"|"7"|"JAMBOREE HOUSING CORPORATION"|"N"
"01-0813367"|"HOUSING WITH HEART INC"|"1316624"|"1389901"|"QUALITY DESIGN COMPANY INC"|"17701 COWAN AVENUE 200"|"IRVINE"|"CA"|"USA"|"92614"|"46-0815785"|"PROVIDE CONSULTING IN DESIGN AND CONST MANAGEMENT TO AFFORDABLE HOUSING"|"CA"|"501(C)(3)"|"11A"|"JAMBOREE HOUSING CORPORATION"|"N"
"01-6011483"|"PORTLAND FIREFIGHTERS' UNION LOCAL #740"|"1316626"|"1389910"|"INTERNATIONAL ASSOCIATION OF FIREFIGHTERS"|"1750 NEW YORK AVE NW"|"WASHINGTON"|"DC"|"USA"|"20006-5395"|"53-0088290"|"PAYMENT OF DUES"|"DC"|"501(C)(5)"|""|"NO"|"N"
"01-6133041"|"MAINE FINANCIAL INSTITUTIONS EMPLOYEE BENEFITS TRUST"|"1316627"|"1389912"|"MAINE BANKERS ASSOCIATION"|"489 Congress Street"|"Portland"|"ME"|"USA"|"04101"|"01-0155360"|"Trade Association"|"ME"|"501(c)(6)"|""|""|"N"
"01-0211807"|"Sweetser"|"1325798"|"1396964"|"Biscay Road Corporation"|"50 Moody Street"|"Saco"|"ME"|"USA"|"04072"|"01-0523782"|"Housing project for adults with developmental disabilities"|"ME"|"501(c)(3)"|"Line 9"|""|"N"
"01-0211807"|"Sweetser"|"1325799"|"1396964"|"60-62 Pleasant Street Corporation"|"50 Moody Street"|"Saco"|"ME"|"USA"|"04072"|"22-3335241"|"Housing project for adults with developmental disabilities"|"ME"|"501(c)(3)"|"Line 9"|""|"N"
"01-0278024"|"Independence Association"|"1325800"|"1396973"|"17 Lincoln St Inc"|"PO Box 642"|"Brunswick"|"ME"|"USA"|"04011"|"01-0456661"|"supported living to adults with developemental disabilities"|"ME"|"501(c)(3)"|"9"|"Independence Association"|"N"
"01-0367357"|"AMERICAN CML LIBERTIES UNION OF MAINE FOUNDATION"|"1325802"|"1396983"|"ACLU OF MAINE"|"121 MIDDLE STREET SUITE 301"|"PORTLAND"|"ME"|"USA"|"04101"|"01-0285070"|"CIVIC"|"ME"|"501C4"|""|""|"N"
"01-0548823"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|"1325803"|"1397000"|"PRINCE AVENUE BAPTIST CHURCH"|"2201 RUTH JACKSON ROAD"|"BOGART"|"GA"|"USA"|"30622"|"58-0637021"|"CHURCH"|"GA"|"501C"|"1"|""|"N"
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325804"|"1397004"|"HOMES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"38-3672492"|"TO SERVE ABUSED & NEGLECTED CHILDREN"|"NC"|"501(C) (3)"|"LINE 11c"|""|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325805"|"1397004"|"GRANDFATHER HOME FOR CHILDREN, INC."|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"56-0529975"|"GROUP HOME & ADOPTION SERVICES"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325806"|"1397004"|"COMMUNITY SERVICES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"20-0704920"|"FOSTER CARE SERVICES"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325807"|"1397004"|"PROPERTIES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"20-0704904"|"HOLD PROPERTIES FOR RELATED ENTITIES"|"NC"|"501(C) (2)"|""|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325808"|"1397004"|"GRANDFATHER HOME COMMUNITY SERVICES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"26-1259836"|"FOSTER CARE SERVICES"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325809"|"1397004"|"SCHOOLS FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"20-1447469"|"TO SERVE ABUSED & NEGLECTED CHILDREN"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325810"|"1397004"|"GRANDFATHER ACADEMY"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"56-1995527"|"CHARTER SCHOOL"|"NC"|"501(C) (3)"|"LINE 2"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1325811"|"1397004"|"EDGAR TUFTS MEMORIAL ASSOCIATION, INC."|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"56-0708071"|"SUPPORTIVE ORGANIZATION"|"NC"|"501(C) (3)"|"LINE 2"|"HOMES FOR CHILDREN"|""
"01-0694632"|"SEYMOUR OSMAN COMMUNITY CENTER AND YOUTH HAVEN"|"1325812"|"1397006"|"DOVER HOUSING AUTHORITY"|"62 WHITTIER STREET"|"DOVER"|"NH"|"USA"|"03820"|"02-6001129"|"LOW INCOME HOUSING"|"NH"|"501(C)(3)"|""|""|"N"
"01-0263198"|"Down East Community Hospital"|"1329913"|"1404299"|"Sunrise Nursing Care Facility"|"11 Hospital Drive"|"Machias"|"ME"|"USA"|"04645"|"22-2582949"|"Nursing Care Facility"|"ME"|"501(c)(3)"|"Line 9"|"Down East Community Hospital"|"Y"
"01-0724773"|"AMERICAN FEDERATION OF STATE COUNTY MUNICIPAL EMPLOYEES LOCAL 199"|"1329916"|"1404307"|"AFSCME COUNCIL 79"|"3064 HIGHLAND OAKS TERRACE"|"TALLAHASSEE"|"FL"|"USA"|"32301"|""|"COLLECTION"|"FL"|"501C5"|"11C"|""|"N"
"01-0724773"|"AMERICAN FEDERATION OF STATE COUNTY MUNICIPAL EMPLOYEES LOCAL 199"|"1329917"|"1404307"|"AFSCME INTERNATIONAL"|"5208 N PEARL STREET"|"JACKSONVILLE"|"FL"|"USA"|"32208"|""|"PARENT"|"FL"|"501C5"|"11C"|""|"N"
"01-0279587"|"Waban Projects Inc"|"1332800"|"1406923"|"Waban Association Inc"|"5 Dunaway Drive"|"Sanford"|"ME"|"USA"|"04073"|"01-0280513"|"Support"|"ME"|"501c3"|"9"|""|"N"
"01-0321597"|"DIOCESAN BUREAU OF HOUSING"|"1332801"|"1406924"|"CATHOLIC DIOCESE OF PORTLAND MAINE"|"880 FOREST AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|""|"PROMOTES GENERAL WELFARE OF COMMUNITY"|"ME"|"501(C)(3)"|"509(A)(2)"|""|"N"
"01-0322532"|"Day One"|"1332802"|"1406925"|"Integrated Service Solutions of ME"|"PO Box 1018"|"Caribou"|"ME"|"USA"|"04736"|"27-0008919"|"Behavioral Healthcare"|"ME"|"501(C)(3"|"Public chant"|""|"N"
"01-0842036"|"LUTHERAN FAMILY SERVICES OF COLORADO FOUNDATION INC"|"1333732"|"1409808"|"LUTHERAN FAMILY SERVICES ROCKY MOUNTAINS"|"363 S HARLAN STREET STE 200"|"DENVER"|"CO"|"USA"|"80226"|"84-0775550"|"SERVICES"|"CO"|"501(C)(3)"|"LINE 1"|""|"N"
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1335508"|"1411912"|"OHIO CAPITAL CORPORATION FOR HOUSING"|"88 EAST BROAD STREET, SUITE 18"|"COLUMBUS"|"OH"|"USA"|"43215"|"31-1265570"|"SYNDICATION"|"OH"|"501(C)(3)"|"509(A)(3)"|""|"N"
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1335509"|"1411912"|"COMUNITY PROPERTIES IMPACT CORPORATION"|"910 EAST BROAD STREET"|"COLUMBUS"|"OH"|"USA"|"43205"|"31-1707264"|"SOCIAL SRVC"|"OH"|"501(C)(3)"|"509(A)(2)"|"OCCH"|"N"
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1335510"|"1411912"|"OHIO CAPITAL IMPACT CORPORATION"|"88 EAST BROAD STREET, SUITE 18"|"COLUMBUS"|"OH"|"USA"|"43215"|"46-1632889"|"SOCIAL SRVC"|"OH"|"501(C)(3)"|"509(A)(2)"|"OCCH"|"N"
"01-0735741"|"FAUNA SANCTUARY INC"|"1335511"|"1411913"|"FAUNA FOUNDATION"|"PO BOX 33"|"CHAMBLY"|""|"CA"|""|""|"Animal Welfare"|"CA"|"501(C)(3)"|""|""|"N"
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"1336446"|"1413043"|"MOCO HOUSING INC"|"PO BOX 229 14 GLENRIDGE DRIVE"|"AUGUSTA"|"ME"|"USA"|"04332"|"04-3380581"|"PROVIDE DISABLED PERSONS WITH FACILITIES AND SERVICES"|"ME"|"501(C)(3)"|"LINE 9"|""|"N"
"01-0645482"|"OVERTURE CENTER FOUNDATION INC"|"1336905"|"1413911"|"MADISON CULTURAL ARTS DISTRICT"|"201 STATE STREET"|"MADISON"|"WI"|"USA"|"53703"|""|"PERFORMING ARTS CENTER"|"WI"|""|""|"CITY OF MADISON"|"N"
"01-0645482"|"OVERTURE CENTER FOUNDATION INC"|"1336906"|"1413911"|"OVERTURE DEVELOPMENT CORPORATION"|"201 STATE STREET"|"MADISON"|"WI"|"USA"|"53703"|""|"SUPPORTING ORGANIZATION"|"WI"|"501(C)(3)"|""|"OVERTURE CENTER FOUNDATION INC"|"N"
"01-0593565"|"THE ONE CAMPAIGN"|"1336912"|"1413929"|"ONE ACTION"|"1400 EYE STREET NW"|"WASHINGTON"|"DC"|"USA"|"20005"|"02-0544768"|"ISSUE ADVOCACY"|"DC"|"501 c4"|""|"ONE CAMPAIGN"|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336913"|"1413930"|"Sears Plains Retirement Corporation"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"75-2768233"|"Senior Living"|"TX"|"501(c)(3)"|"Line 9"|""|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336914"|"1413930"|"Sears Methodist Retirement System Inc"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"75-2516330"|"Senior Living"|"TX"|"501(c)(3)"|"Line 11b, II"|""|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336915"|"1413930"|"Sears Panhandle Retirement Corporation"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"75-2503233"|"Senior Living"|"TX"|"501(c)(3)"|"Line 9"|""|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336916"|"1413930"|"Sears Permian Retirement Corporation"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"75-2707608"|"Senior Living"|"TX"|"501(c)(3)"|"Line 9"|""|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336917"|"1413930"|"Sears Methodist Foundation"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"75-2692545"|"Manages charitable funds for all SMRS related entities"|"TX"|"501(c)(3)"|"Line 11c, III-FI"|""|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336918"|"1413930"|"Sears Methodist Centers Inc"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"75-1234917"|"Senior Living"|"TX"|"501(c)(3)"|"Line 9"|""|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336919"|"1413930"|"Sears Tyler Methodist Retirement Corporation"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"20-3500571"|"Senior Living"|"TX"|"501(c)(3)"|"Line 9"|""|"N"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1336920"|"1413930"|"Sears Caprock Retirement Corporation"|"One Village Drive Suite 400"|"Abilene"|"TX"|"USA"|"79606"|"02-0709581"|"Senior Living"|"TX"|"501(c)(3)"|"Line 9"|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336921"|"1413941"|"Azco Inc"|"PO Box 567"|"Appleton"|"WI"|"USA"|"54912"|""|""|"WI"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336922"|"1413941"|"Carner Corp"|"PO Box 4808"|"Gray"|"ME"|"USA"|"04039"|""|""|"ME"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336923"|"1413941"|"CCB, Inc"|"65 Bradley Dr"|"Westbrook"|"ME"|"USA"|"04092"|""|""|"ME"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336924"|"1413941"|"Day & Zimmerman NPS"|"1827 Freedom Road Suite 101"|"Lancaster"|"PA"|"USA"|"17601"|""|""|"PA"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336925"|"1413941"|"Enerfab Inc"|"4955 Spring Grove Ave"|"Cincinnati"|"OH"|"USA"|"45232"|""|""|"OH"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336926"|"1413941"|"Hamlin Inc Process Piping"|"11 Washington Ave"|"Scarborough"|"ME"|"USA"|"04074"|""|""|"ME"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336927"|"1413941"|"Honeywell Inc"|"1985 Douglas Dr N"|"Golden Valley"|"MN"|"USA"|"55422"|""|""|"MN"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336928"|"1413941"|"Johnson Controls INC"|"507 East Michigan St"|"Milwaukee"|"WI"|"USA"|"53201"|""|""|"WI"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336929"|"1413941"|"Kinetic Systems, Inc33225 W"|"estern Ave"|"Union City"|"CA"|"USA"|"94587"|""|""|"CA"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336930"|"1413941"|"Pure Piping LLC"|"PO Box 3193"|"Portland"|"ME"|"USA"|"04104"|""|""|"ME"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336931"|"1413941"|"Rth Mechanical Contractors, Inc"|"99 Pine Road"|"Brentwood"|"NH"|"USA"|"03833"|""|""|"NH"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336932"|"1413941"|"Siemens Building Tech Ind"|"66 Mussey Road"|"Scarborough"|"ME"|"USA"|"04074"|""|""|"ME"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336933"|"1413941"|"Steel Things, Inc"|"131 Smithfield Road"|"Oakland"|"ME"|"USA"|"04963"|""|""|"ME"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336934"|"1413941"|"Stone & Webster Contr Svcs"|"150 Royall Street"|"Canton"|"MA"|"USA"|"02021"|""|""|"MA"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336935"|"1413941"|"Sullivan & Merritt, Inc"|"153 US Route 1"|"Scarborough"|"ME"|"USA"|"04074"|""|""|"ME"|""|""|""|"N"
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1336936"|"1413941"|"Swisslog Translogic Corp"|"10825 East 47th Avenue"|"Denver"|"CO"|"USA"|"80239"|""|""|"CO"|""|""|""|"N"
"02-0214564"|"GREATER KEENE CHAMBER OF COMMERCE"|"1340516"|"1416295"|"GREATER KEENE CHAMBER OF COM"|"MERCE FOUNDATION 34"|"KEENE"|"NH"|"USA"|"03431"|"02-0491352"|"ACCEPTS DONATIONS FOR EDUCAT"|"NH"|"501(C)(3)"|"I"|""|"N"
"01-0693679"|"LONG ISLAND MEDICAL FOUNDATION INC"|"1341373"|"1418223"|"NASSAU HEALTH CARE FOUNDATION INC"|"2201 HEMPSTEAD TURNPIKE"|"EAST MEADOW"|"NY"|"USA"|"11554"|"11-2033858"|"HEALTH CARE"|"NY"|"3"|"170(C)"|""|"N"
"01-0693679"|"LONG ISLAND MEDICAL FOUNDATION INC"|"1341374"|"1418223"|"NASSAU HEALTH CARE CORPORATION INC"|"2201 HEMPSTEAD TURNPIKE"|"EAST MEADOW"|"NY"|"USA"|"11554"|"11-3465690"|"HEALTH CARE"|"NY"|"115"|""|""|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I at Owings Mills I Inc CHAI"|"1342906"|"1419435"|"See Additional Data Table"|""|""|""|"USA"|""|""|""|""|""|""|""|""
"01-0451663"|"JHA Services"|"1344827"|"1422761"|"Cedars Nursing Care Center Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"01-0211517"|"Long-term Care"|"ME"|"501(C)(3)"|"Line 9"|"JHA Services"|"Y"
"01-0451663"|"JHA Services"|"1344828"|"1422761"|"JHA Properties Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"01-0510768"|"Operate independent living facility"|"ME"|"501(C)(3)"|"Line 9"|"JHA Services"|"Y"
"01-0451663"|"JHA Services"|"1344829"|"1422761"|"JHA Assisted Living Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"20-1590379"|"Assisted living facility"|"ME"|"501(C)(3)"|"Line 9"|"JHA Services"|"Y"
"01-0451663"|"JHA Services"|"1344830"|"1422761"|"Inn At Cedars Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"20-5714134"|"Lease & operate assisted living facility"|"ME"|"501(C)(3)"|"Line 9"|"JHA Services"|"Y"
"01-0451663"|"JHA Services"|"1344831"|"1422761"|"Cedars Foundation Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"26-0557737"|"Fundraising & administrative services"|"ME"|"501(C)(3)"|"Line l1b, II"|"JHA Services"|"Y"
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"1344832"|"1422765"|"FREEPORT HOUSING TRUST INC"|"24 SOUTH STREET SUITE A"|"FREEPORT"|"ME"|"USA"|"04032"|"01-0449761"|"AFFORDABLE HOUSING"|"ME"|"501(C)(3)"|"LINE 7"|""|"N"
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"1344833"|"1422777"|"LIONS VOLUNTEER BLIND INDUSTRIES INC"|"758 WEST MORRIS BLVD"|"MORRISTOWN"|"TN"|"USA"|"37814"|"62-0526643"|"EMPLOYMENT OPPORTUNITIES AND VOCATIONAL REHAB TO THE VISUALLY IMPAIRED"|"TN"|"501(C)(3)"|"170(B)(1)(A)(VI)"|""|"N"
"01-0635954"|"FAYETTEVILLE MAIN STREET TOURISM ASSOCIATION INC"|"1344834"|"1422779"|"CITY OF FAYETTEVILLE"|"240 GLYNN STREET SOUTH"|"FAYETTEVILLE"|"GA"|"USA"|"30214"|"58-0970729"|"MUNICIPAL GOVERNMENT"|"GA"|""|""|""|"N"
"01-0717030"|"PORTAGE BAY INSURANCE"|"1344835"|"1422782"|"UNIVERSITY OF WASHINGTON"|"22 GERBERDING HALL PO BOX 351276"|"SEATTLE"|"WA"|"USA"|"98195-1276"|""|"EDUCATION"|"WA"|"115"|""|""|"N"
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1344837"|"1422789"|"CONSTELLATION SCHOOLSMANSFIELD COMMUNITY MIDDLE"|"5730 BROADVIEW RD"|"PARMA"|"OH"|"USA"|"44134"|"26-1908099"|"TO OPERATE AS AN EDUCATIONAL INSTITUTION"|"OH"|"501(C)(3)"|"170(B)(1)(A)(II)"|""|"N"
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1344838"|"1422789"|"CONSTELLATION SCHOOLSMANSFIELD COMMUNITY ELEMENTARY"|"5730 BROADVIEW RD"|"PARMA"|"OH"|"USA"|"44134"|"34-1971176"|"TO OPERATE AS AN EDUCATIONAL INSTITUTION"|"OH"|"501(C)(3)"|"170(B)(1)(A)(II)"|""|"N"
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1344839"|"1422789"|"CONSTELLATION SCHOOLSOUTREACH ACADEMY"|"5730 BROADVIEW RD"|"PARMA"|"OH"|"USA"|"44134"|"34-1996940"|"TO OPERATE AS AN EDUCATIONAL INSTITUTION"|"OH"|"501(C)(3)"|"170(B)(1)(A)(II)"|""|"N"
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1344840"|"1422789"|"CONSTELLATION SCHOOLSEASTSIDE ARTS ACADEMY"|"5730 BROADVIEW RD"|"PARMA"|"OH"|"USA"|"44134"|"27-5553607"|"TO OPERATE AS AN EDUCATIONAL INSTITUTION"|"OH"|"501(C)(3)"|"170(B)(1)(A)(II)"|""|"N"
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"1344841"|"1422790"|"GRAND LODGE OF AF & A MASONS OF MD"|"304 INTERNATIONAL CIRCLE"|"COCKEYSVILLE"|"MD"|"USA"|"21030"|"52-0226260"|"FRATERNAL ORGANIZATION"|"MD"|"501(C)(8)"|""|""|"N"
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"1344842"|"1422790"|"GRAND LODGE - MARYLAND MASONIC HOMES"|"304 INTERNATIONAL CIRCLE"|"COCKEYSVILLE"|"MD"|"USA"|"21030"|"52-0567507"|"FRATERNAL RETIREMENT RESIDENCE"|"MD"|"501(C)(8)"|""|""|"N"
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"1346899"|"1428065"|"AMERICAN ACADEMIC LEADERSHIP INSTITUTE"|"1825 K STREET NW"|"WASHINGTON"|"DC"|"USA"|"20006"|"52-1572800"|"EDUCATION"|"DC"|"501(C)(3)"|"LINE 11A, I"|""|"N"
"01-0495250"|"Ingraham Housing Corporation"|"1347134"|"1428760"|"Youth Alternatives Ingraham"|"50 Monument Square"|"Portland"|"ME"|"USA"|"04101"|"01-0316041"|"Deliver social services and mental health care services"|"ME"|"501(c)(3)"|"Line 7"|""|"N"
"01-0495250"|"Ingraham Housing Corporation"|"1347135"|"1428760"|"The Opportunity Alliance"|"50 Monument Square"|"Portland"|"ME"|"USA"|"04101"|"01-0274725"|"Community Services"|"ME"|"501(c)(3)"|"Line 7"|""|"N"
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1347136"|"1428761"|"INTERNATIONAL ARABIAN HORSE FNDTN"|"10805 E BETHANY DR"|"AURORA"|"CO"|"USA"|"80014"|"20-5028723"|"FOUNDATION"|"CO"|"501C3"|"9"|"AHA"|"N"
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1347137"|"1428761"|"ARABIAN HORSE SWEEPSTAKES TRUST"|"10805 E BETHANY DR"|"AURORA"|"CO"|"USA"|"80014"|"26-3791895"|"TRUST"|"CO"|"501C5"|""|"AHA"|"N"
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"1347870"|"1429589"|"OAKLEAF HOUSING TRUST INC"|"PO BOX 625"|"FREEPORT"|"ME"|"USA"|"04032"|"01-0492876"|"ELDERLY HOUSING"|"ME"|"501(C)(3)"|"170(B)(1) (A) (VI)"|""|"N"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1347871"|"1429592"|"ROCKY COAST HOUSING INC"|"309 CUMBERLAND AVENUE"|"PORTLAND"|"ME"|"USA"|"04101"|"83-0419813"|"AFFORDABLE HOUSING"|"ME"|"501(C)(3)"|"170(B)(1)(A)(VI)"|""|"N"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1347872"|"1429592"|"HARBOR LIGHTS HOUSING"|"309 CUMBERLAND AVENUE"|"PORTLAND"|"ME"|"USA"|"04101"|"42-1548630"|"AFFORDABLE HOUSING"|"ME"|"501(C)(3)"|"170(B)(1)(A)(VI)"|""|"N"
"01-0613583"|"Learning Alternatives, Inc."|"1347873"|"1429598"|"Learning Alternatives Property Inc"|"135 Russell Street"|"Hadley"|"MA"|"USA"|"01035"|"46-1523490"|"To hold title to real property"|"MA"|"501(c)2"|""|""|"N"
"01-0702442"|"NC IDEA"|"1347874"|"1429600"|"COUNCIL FOR ENTREPRENEURIAL DEVELOPMENT"|"100 CAPITOLA DRIVE, SUITE 101"|"DURHAM"|"NC"|"USA"|"27713"|"56-1399587"|"PRIMARY ACTIVITY - STIMULATE CREATION AND GROWTH OF IMPACT COMPANIES"|"NC"|"501(C)(3)"|"LINE 11A, I"|""|"N"
"01-0314110"|"AMICUS"|"1349792"|"1434664"|"Penobscot Foundation for Develop Services"|"PO Box 2561"|"Bangor"|"ME"|"USA"|"04402"|"22-2508025"|"support programs helping disabled citize"|"ME"|"501(c)(3)"|"7"|""|"N"
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1349793"|"1434669"|"UNCOMMON SCHOOLS INC"|"826 BROADWAY 9TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10003"|"31-1488698"|"MANAGEMENT SERVICES"|"NY"|"501(C)(3)"|"509(A)(1)"|""|"Y"
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1349794"|"1434669"|"UNCOMMON LENDER INC"|"826 BROADWAY 9TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10003"|"26-3594129"|"REAL ESTATE"|"NY"|"501(C)(3)"|"509(A)(1)"|"USI"|"Y"
