"C_EIN"|"C_Org_Name"|"OTHER_FACILITY_ID"|"XML_DOCUMENT_ID"|"OTHER_FAC_NAME"|"OTHER_FAC_STREET"|"OTHER_FAC_CITY"|"OTHER_FAC_STATE"|"OTHER_FAC_COUNTRY"|"OTHER_FAC_ZIP"|"OTHER_FAC_TYPE"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22273"|"1298332"|"ASHLAND HEALTH CENTER"|"33 WALKER STREET"|"ASHLAND"|"ME"|"USA"|"04732"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22274"|"1298332"|"TAMC NEURO REHAB"|"146 ACADEMY STREET STE 5"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22275"|"1298332"|"OCCUPATIONAL HEALTH & WELLNESS"|"146 ACADEMY STREET"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22276"|"1298332"|"NEPHROLOGY SERVICES"|"19 NORTH STREET"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22277"|"1298332"|"CARIBOU HEALTH CENTER"|"118 BENNETT DRIVE STE 130"|"CARIBOU"|"ME"|"USA"|"04736"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22278"|"1298332"|"MARS HILL HEALTH CENTER"|"106 MAIN STREET"|"MARS HILL"|"ME"|"USA"|"04758"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22279"|"1298332"|"WOMEN'S HEALTH CENTER"|"140 ACADEMY STREET STE 6"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"22280"|"1298332"|"NORTH STREET LABORATORY"|"23 NORTH STREET STE 3"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT LABORATORY SERVICES"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25760"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25761"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25762"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25763"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25764"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25765"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25766"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25767"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25768"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25769"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25770"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25771"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"25772"|"1309713"|"SMMC PRIMECARE & ANC FACILITY"|"9 HEALTHCARE DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"PHYSICIAN OFFICES AND DIAGNOSTIC SERVICE"
"01-0211501"|"Eastern Maine Medical Center"|"25773"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25774"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25775"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25776"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25777"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25778"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25779"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25780"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25781"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25782"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25783"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0211501"|"Eastern Maine Medical Center"|"25784"|"1309714"|"Lafayette Family Cancer Center"|"33 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"Med Office Building-Cancer treatment"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27352"|"1337640"|"Sebasticook Valley Work Health LLC"|"125 Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27353"|"1337640"|"SVH Family Care & Specialty Physicians"|"1309 Main Street Unit 1"|"Clinton"|"ME"|"USA"|"04927"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27354"|"1337640"|"SVH Family Care"|"8 Main Street"|"Newport"|"ME"|"USA"|"04953"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27355"|"1337640"|"SVH Family Care"|"470 Somerset Avenue"|"Pittsfield"|"ME"|"USA"|"04967"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27356"|"1337640"|"SVH Specialty Physicians"|"72 North Main Road"|"Detroit"|"ME"|"USA"|"04929"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27357"|"1337640"|"SVH Rehabitation Services"|"118 Moosehead Trail Suite 4"|"Newport"|"ME"|"USA"|"04953"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27358"|"1337640"|"SVH Sleep Center of Maine"|"114 Chandlet Street"|"Pittsfield"|"ME"|"USA"|"04967"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27359"|"1337640"|"SVH Rehabilitation Services"|"141 leighton Street"|"Pittsfield"|"ME"|"USA"|"04967"|"Outpatient Medical Facility"
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"27360"|"1337640"|"SVH Convenient Care LLC"|"1573 Main Street"|"Newport"|"ME"|"USA"|"04953"|"Outpatient Medical Facility"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"27510"|"1340921"|"PARKVIEW REHAB & WELLNESS"|"3 HORTON PLACE"|"TOPSHAM"|"ME"|"USA"|"04086"|"OUTPATIENT REHAB & WELLNESS"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"27511"|"1340921"|"PARKVIEW UROLOGY"|"85 BARIBEAU DRIVE"|"BRUNSWICK"|"ME"|"USA"|"04011"|"OUTPATIENT REHAB & WELLNESS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28096"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28097"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28098"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28099"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28100"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28101"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28102"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28103"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28104"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28105"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28106"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28107"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28108"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28109"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28110"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28111"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28112"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28113"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28114"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28115"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28116"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"28117"|"1349133"|"OUTPATIENT SPECIALTY CLINICS"|"146 ACADEMY STREET STE 1C"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINICS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28765"|"1364312"|"HOMECARE AND HOSPICE"|"255 EAST MAIN STREET"|"COLUMBUS"|"OH"|"USA"|"43215"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28766"|"1364312"|"CENTER FOR CHILD AND FAMILY ADVOCACY"|"655 EAST LIVINGSTON AVENUE"|"COLUMBUS"|"OH"|"USA"|"43205"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28767"|"1364312"|"SPRINGFIELD CHILDLAB"|"1644 NORTH LIMESTONE STREET"|"SPRINGFIELD"|"OH"|"USA"|"45505"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28768"|"1364312"|"ZANESVILLE OUTPATIENT CARDIOLOGY SERVICES"|"716 ADAIR AVENUE"|"ZANESVILLE"|"OH"|"USA"|"43701"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28769"|"1364312"|"MARION OUTPATIENT CARDIOLOGY SERVICES"|"1040 DELAWARE AVENUE"|"MARION"|"OH"|"USA"|"43302"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28770"|"1364312"|"MANSFIELD CLOSE TO HOME CENTER"|"680 PARK AVENUE WEST SUITE G05"|"MANSFIELD"|"OH"|"USA"|"44906"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28771"|"1364312"|"CLEVELAND CHILDLAB"|"1139 ROCKSIDE ROAD"|"PARMA"|"OH"|"USA"|"44134"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28772"|"1364312"|"MARIETTA OUTPATIENT CARIOLOGY SERVICES"|"400 MATTHEW STREET"|"MARIETTA"|"OH"|"USA"|"45750"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28773"|"1364312"|"NEWARK CLOSE TO HOME CENTER"|"75 SOUTH TERRACE AVENUE"|"NEWARK"|"OH"|"USA"|"43055"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28774"|"1364312"|"CHILICOTHE OUTPATIENT CARDIOLOGY SERVICES"|"4437 STATE ROUTE 156 PAVILION SUIT"|"CHILLICOTHE"|"OH"|"USA"|"45601"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28775"|"1364312"|"ASHLAND OUTPATIENT CARDIOLOGY SERVICES"|"1101 ST CHRISTOPHER DRIVE SUITE 2"|"ASHLAND"|"KY"|"USA"|"41101"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28776"|"1364312"|"ATHENS OUTPATIENT CARDIOLOGY SERVICES"|"75 HOSPITAL DR CASTROP CENTER STE"|"ATHENS"|"OH"|"USA"|"45701"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28777"|"1364312"|"FINDLAY OUTPATIENT CARDIOLOGY SERVICES"|"1900 SOUTH MAIN STREET 2ND FLOOR"|"FINDLAY"|"OH"|"USA"|"45840"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28778"|"1364312"|"ZANESVILLE CHILDLAB"|"1166 MILITARY ROAD SUITE B"|"ZANESVILLE"|"OH"|"USA"|"43701"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28779"|"1364312"|"LIMA CHILDLAB"|"830 WEST HIGH STREET SUITE 375"|"LIMA"|"OH"|"USA"|"45801"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28780"|"1364312"|"MARION CHILDLAB"|"1069 DELAWARE AVENUE"|"MARION"|"OH"|"USA"|"43302"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28781"|"1364312"|"IRONTON CHILDLAB & CLOSE TO HOME CENTER"|"2301 SOUTH 7TH STREET"|"IRONTON"|"OH"|"USA"|"45638"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28782"|"1364312"|"CANTON CHILDLAB"|"4846 HIGBEE AVENUE NW"|"CANTON"|"OH"|"USA"|"44718"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28783"|"1364312"|"WESTLAKE CHILDLAB"|"27500 DETROIT ROAD SUITE 102"|"WESTLAKE"|"OH"|"USA"|"44145"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28784"|"1364312"|"MASON CHILDLAB"|"5112 CEDAR VILLAGE DRIVE"|"MASON"|"OH"|"USA"|"45050"|"HOMCARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"28785"|"1364312"|"WARREN CHILDLAB"|"321 NILES COTRLAND ROAD NE"|"WARREN"|"OH"|"USA"|"44484"|"HOMCARE"
"01-0153960"|"ST ANDREWS HOSPITAL"|"29091"|"1366785"|"ST ANDREWS HOSPITAL"|"DBA ST ANDREWS VILLAGE 145 EMERY LANE"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538"|"LONG-TERM CARE FACILITY"
"02-0222157"|"Monadnock Community Hospital"|"29092"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29093"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29094"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29095"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29096"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29097"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29098"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29099"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29100"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29101"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29102"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29103"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29104"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"02-0222157"|"Monadnock Community Hospital"|"29105"|"1366787"|"Bond Wellness Center"|"458 Old Street Road Wellness Center"|"Peterborough"|"NH"|"USA"|"03458"|"Fitness center and rehabilitation services"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"31995"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LMP GENERAL SURGERY"|"5 MILES CENTER WAY"|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"31996"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LMP ORTHOPEDICS"|"5 MILES CENTER WAY"|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"31997"|"1384956"|"MILES MEMORIAL HOSPITAL DBA THE FAMILY CARE CENTER"|"14 ST ANDREWS LANE"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"31998"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LMP INTERNAL MEDICINE"|"52 MILES CENTER WAY"|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"31999"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LMP FAMILY MEDICINE"|"230 AKLERS COURNER"|"WALDOBORO"|"ME"|"USA"|"04572"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"32000"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LMP PEDIATRICS"|"79 SCHOONER STREET"|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"32001"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LMP FAMILY MEDICINE VAN WINKLE"|"MEDICAL BUILDING 79 SCHOONER STREE"|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"32002"|"1384956"|"MILES MEMORIAL HOSPITAL DBA THE WOMEN'S CENTER"|"24 MILES CENTER WAY"|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"OUTPATIENT CLINIC"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"32003"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LMP FAMILY MEDICINE"|"49 HOOPER STREET"|"WISCASSET"|"ME"|"USA"|"04578"|"OUTPATIENT CLINIC"
