"C_EIN"|"C_Org_Name"|"bmf_id"|"ein"|"org_name"|"address_id"|"grp_exmpt"|"subsection_code"|"affil_code"|"deductn_code"|"ruling_yr"|"ruling_mo"|"foundn_code"|"activity_code1"|"activity_code2"|"activity_code3"|"org_code"|"district"|"advrule_expyr"|"advrule_expmo"|"class_code1"|"class_code2"|"class_code3"|"class_code4"|"tax_year"|"tax_month"|"income_code"|"income"|"acct_period"|"ntee_code"|"assets"|"ntee_qual"|"asset_code"|"second_name"|"filing_req_code"|"npo_active"|"submit_date"|"dummy_p"|"last_modified"|"care_of"|"idle_date"|"exempt_status_code"|"f990_revenue"
"01-0896501"|"US CENTRAL ASIA EDUCATION FOUNDATION"|"100838308"|"01-0896501"|"US-CENTRAL ASIA EDUCATION FOUNDATION"|"117419890"|"0000 "|"03"|"3"|"1"|"2007"|"10"|"15"|"000"|"000"|"000"|"1"|""|"2011  "|"09"|"1"|" "|" "|" "|"2014"|"09"|"6"|"4838252.0000"|"09 "|"B82"|"10115044.0000"|" "|"8"|""|"010"|"?"|"11/13/2008 7:01:00 PM"|"0"|"4/16/2015 5:34:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"822871.0000"
"01-0897461"|"United African Organization"|"101058512"|"01-0897461"|"UNITED AFRICAN ORGANIZATION INC"|"120989464"|"0000 "|"03"|"3"|"1"|"2010"|"05"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"348964.0000"|"12 "|"R22"|"36307.0000"|" "|"3"|""|"010"|"?"|"7/9/2010 9:48:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% ALIE KABBA"|"12/14/2015 12:00:00 AM"|"01"|"348964.0000"
"01-0897461"|"United African Organization"|"101058512"|"01-0897461"|"UNITED AFRICAN ORGANIZATION INC"|"120989464"|"0000 "|"03"|"3"|"1"|"2010"|"05"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"348964.0000"|"12 "|"R22"|"36307.0000"|" "|"3"|""|"010"|"?"|"7/9/2010 9:48:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% ALIE KABBA"|"12/14/2015 12:00:00 AM"|"01"|"348964.0000"
"01-0897461"|"United African Organization"|"101058512"|"01-0897461"|"UNITED AFRICAN ORGANIZATION INC"|"120989464"|"0000 "|"03"|"3"|"1"|"2010"|"05"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"348964.0000"|"12 "|"R22"|"36307.0000"|" "|"3"|""|"010"|"?"|"7/9/2010 9:48:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% ALIE KABBA"|"12/14/2015 12:00:00 AM"|"01"|"348964.0000"
"01-0897469"|"SEIU HEALTHCARE MICHIGAN"|"100848898"|"01-0897469"|"SERVICE EMPLOYEES INTERNATIONAL UNION"|"117419893"|"0647 "|"05"|"9"|"2"|"1943"|"11"|"00"|"264"|"000"|"000"|"5"|""|"0000  "|"00"|"3"|" "|" "|" "|"2014"|"12"|"7"|"8418745.0000"|"12 "|""|"1099147.0000"|" "|"6"|"SEIU HEALTHCARE MICHIGAN"|"010"|"?"|"11/13/2008 7:01:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"8347855.0000"
"01-0897469"|"SEIU HEALTHCARE MICHIGAN"|"100848898"|"01-0897469"|"SERVICE EMPLOYEES INTERNATIONAL UNION"|"117419893"|"0647 "|"05"|"9"|"2"|"1943"|"11"|"00"|"264"|"000"|"000"|"5"|""|"0000  "|"00"|"3"|" "|" "|" "|"2014"|"12"|"7"|"8418745.0000"|"12 "|""|"1099147.0000"|" "|"6"|"SEIU HEALTHCARE MICHIGAN"|"010"|"?"|"11/13/2008 7:01:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"8347855.0000"
"01-0897469"|"SEIU HEALTHCARE MICHIGAN"|"100848898"|"01-0897469"|"SERVICE EMPLOYEES INTERNATIONAL UNION"|"117419893"|"0647 "|"05"|"9"|"2"|"1943"|"11"|"00"|"264"|"000"|"000"|"5"|""|"0000  "|"00"|"3"|" "|" "|" "|"2014"|"12"|"7"|"8418745.0000"|"12 "|""|"1099147.0000"|" "|"6"|"SEIU HEALTHCARE MICHIGAN"|"010"|"?"|"11/13/2008 7:01:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"8347855.0000"
"01-0900952"|"PEABODY CHARTER SCHOOL"|"101004924"|"01-0900952"|"PEABODY CHARTER SCHOOL INC"|"120627523"|"0000 "|"03"|"3"|"1"|"2009"|"08"|"11"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"7"|"7161989.0000"|"06 "|"B29"|"3131784.0000"|" "|"6"|""|"010"|"?"|"11/20/2009 2:03:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% KATE FORD"|"12/14/2015 12:00:00 AM"|"01"|"7135696.0000"
"01-0900952"|"PEABODY CHARTER SCHOOL"|"101004924"|"01-0900952"|"PEABODY CHARTER SCHOOL INC"|"120627523"|"0000 "|"03"|"3"|"1"|"2009"|"08"|"11"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"7"|"7161989.0000"|"06 "|"B29"|"3131784.0000"|" "|"6"|""|"010"|"?"|"11/20/2009 2:03:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% KATE FORD"|"12/14/2015 12:00:00 AM"|"01"|"7135696.0000"
"01-0900952"|"PEABODY CHARTER SCHOOL"|"101004924"|"01-0900952"|"PEABODY CHARTER SCHOOL INC"|"120627523"|"0000 "|"03"|"3"|"1"|"2009"|"08"|"11"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"7"|"7161989.0000"|"06 "|"B29"|"3131784.0000"|" "|"6"|""|"010"|"?"|"11/20/2009 2:03:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% KATE FORD"|"12/14/2015 12:00:00 AM"|"01"|"7135696.0000"
"01-0902152"|"Orange County Mormon Choral Organization"|"101016542"|"01-0902152"|"MILLENNIAL MUSIC"|"120735588"|"0000 "|"03"|"3"|"1"|"2009"|"11"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"1400637.0000"|"06 "|"A6B"|"213418.0000"|" "|"4"|""|"010"|"?"|"12/11/2009 7:30:00 PM"|"0"|"8/11/2015 5:39:00 PM"|"% RHONDA KENDRICK"|"12/14/2015 12:00:00 AM"|"01"|"1400637.0000"
"01-0902152"|"Orange County Mormon Choral Organization"|"101016542"|"01-0902152"|"MILLENNIAL MUSIC"|"120735588"|"0000 "|"03"|"3"|"1"|"2009"|"11"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"1400637.0000"|"06 "|"A6B"|"213418.0000"|" "|"4"|""|"010"|"?"|"12/11/2009 7:30:00 PM"|"0"|"8/11/2015 5:39:00 PM"|"% RHONDA KENDRICK"|"12/14/2015 12:00:00 AM"|"01"|"1400637.0000"
"01-0902152"|"MILLENNIAL MUSIC (FKA ORANGE COUNTY MORMON CHORAL ORGANIZATION)"|"101016542"|"01-0902152"|"MILLENNIAL MUSIC"|"120735588"|"0000 "|"03"|"3"|"1"|"2009"|"11"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"1400637.0000"|"06 "|"A6B"|"213418.0000"|" "|"4"|""|"010"|"?"|"12/11/2009 7:30:00 PM"|"0"|"8/11/2015 5:39:00 PM"|"% RHONDA KENDRICK"|"12/14/2015 12:00:00 AM"|"01"|"1400637.0000"
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"100848904"|"01-0903800"|"CARMEL IDEAS FOUNDATION"|"117419904"|"0000 "|"03"|"3"|"1"|"2007"|"12"|"15"|"000"|"000"|"000"|"1"|""|"2011  "|"12"|"1"|" "|" "|" "|"2014"|"12"|"4"|"448350.0000"|"12 "|"A60"|"114318.0000"|" "|"4"|""|"010"|"?"|"11/13/2008 7:01:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% JAMES & CYNTHIA MC GILLEN"|"12/14/2015 12:00:00 AM"|"01"|"448350.0000"
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"100848904"|"01-0903800"|"CARMEL IDEAS FOUNDATION"|"117419904"|"0000 "|"03"|"3"|"1"|"2007"|"12"|"15"|"000"|"000"|"000"|"1"|""|"2011  "|"12"|"1"|" "|" "|" "|"2014"|"12"|"4"|"448350.0000"|"12 "|"A60"|"114318.0000"|" "|"4"|""|"010"|"?"|"11/13/2008 7:01:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% JAMES & CYNTHIA MC GILLEN"|"12/14/2015 12:00:00 AM"|"01"|"448350.0000"
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"100848904"|"01-0903800"|"CARMEL IDEAS FOUNDATION"|"117419904"|"0000 "|"03"|"3"|"1"|"2007"|"12"|"15"|"000"|"000"|"000"|"1"|""|"2011  "|"12"|"1"|" "|" "|" "|"2014"|"12"|"4"|"448350.0000"|"12 "|"A60"|"114318.0000"|" "|"4"|""|"010"|"?"|"11/13/2008 7:01:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% JAMES & CYNTHIA MC GILLEN"|"12/14/2015 12:00:00 AM"|"01"|"448350.0000"
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"100838315"|"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE FOUNDATION INC"|"117419908"|"0000 "|"03"|"3"|"1"|"2007"|"10"|"15"|"000"|"000"|"000"|"1"|""|"2011  "|"12"|"1"|" "|" "|" "|"2014"|"12"|"2"|"20432.0000"|"12 "|"T20"|"14436.0000"|" "|"2"|""|"020"|"?"|"11/13/2008 7:01:00 PM"|"0"|"12/14/2015 5:48:00 PM"|"% JOHN GLUHAK"|"12/14/2015 12:00:00 AM"|"01"|"20432.0000"
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"100838315"|"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE FOUNDATION INC"|"117419908"|"0000 "|"03"|"3"|"1"|"2007"|"10"|"15"|"000"|"000"|"000"|"1"|""|"2011  "|"12"|"1"|" "|" "|" "|"2014"|"12"|"2"|"20432.0000"|"12 "|"T20"|"14436.0000"|" "|"2"|""|"020"|"?"|"11/13/2008 7:01:00 PM"|"0"|"12/14/2015 5:48:00 PM"|"% JOHN GLUHAK"|"12/14/2015 12:00:00 AM"|"01"|"20432.0000"
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"100838315"|"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE FOUNDATION INC"|"117419908"|"0000 "|"03"|"3"|"1"|"2007"|"10"|"15"|"000"|"000"|"000"|"1"|""|"2011  "|"12"|"1"|" "|" "|" "|"2014"|"12"|"2"|"20432.0000"|"12 "|"T20"|"14436.0000"|" "|"2"|""|"020"|"?"|"11/13/2008 7:01:00 PM"|"0"|"12/14/2015 5:48:00 PM"|"% JOHN GLUHAK"|"12/14/2015 12:00:00 AM"|"01"|"20432.0000"
"01-0904664"|"CARLA AND DAVID CRANE FOUNDATION"|"100881780"|"01-0904664"|"Carla and David Crane Foundation"|"115349452"|"0000 "|"03"|"3"|"1"|"2008"|"04"|"17"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"1983614.0000"|"06 "|"T21"|"9559140.0000"|" "|"7"|""|"010"|"?"|"6/7/2008 6:47:00 PM"|"0"|"3/13/2015 5:49:00 PM"|"% JEWISH COMMUNITY FEDERATION"|"12/14/2015 12:00:00 AM"|"01"|"1983614.0000"
"01-0904664"|"CARLA AND DAVID CRANE FOUNDATION"|"100881780"|"01-0904664"|"Carla and David Crane Foundation"|"115349452"|"0000 "|"03"|"3"|"1"|"2008"|"04"|"17"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"1983614.0000"|"06 "|"T21"|"9559140.0000"|" "|"7"|""|"010"|"?"|"6/7/2008 6:47:00 PM"|"0"|"3/13/2015 5:49:00 PM"|"% JEWISH COMMUNITY FEDERATION"|"12/14/2015 12:00:00 AM"|"01"|"1983614.0000"
"01-0904664"|"Carla and David Crane Foudnation"|"100881780"|"01-0904664"|"Carla and David Crane Foundation"|"115349452"|"0000 "|"03"|"3"|"1"|"2008"|"04"|"17"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"1983614.0000"|"06 "|"T21"|"9559140.0000"|" "|"7"|""|"010"|"?"|"6/7/2008 6:47:00 PM"|"0"|"3/13/2015 5:49:00 PM"|"% JEWISH COMMUNITY FEDERATION"|"12/14/2015 12:00:00 AM"|"01"|"1983614.0000"
"01-0906593"|"MANAGEMENT SERVICES, INC"|"101058516"|"01-0906593"|"MANAGEMENT SERVICES INC"|"120989468"|"5698 "|"03"|"6"|"1"|"2010"|"04"|"17"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1339230.0000"|"12 "|"P75"|"4422942.0000"|" "|"6"|""|"010"|"?"|"7/9/2010 9:48:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1187971.0000"
"01-0906593"|"MANAGEMENT SERVICES INC"|"101058516"|"01-0906593"|"MANAGEMENT SERVICES INC"|"120989468"|"5698 "|"03"|"6"|"1"|"2010"|"04"|"17"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1339230.0000"|"12 "|"P75"|"4422942.0000"|" "|"6"|""|"010"|"?"|"7/9/2010 9:48:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1187971.0000"
"01-0906593"|"MANAGEMENT SERVICES INC"|"101058516"|"01-0906593"|"MANAGEMENT SERVICES INC"|"120989468"|"5698 "|"03"|"6"|"1"|"2010"|"04"|"17"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1339230.0000"|"12 "|"P75"|"4422942.0000"|" "|"6"|""|"010"|"?"|"7/9/2010 9:48:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1187971.0000"
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"100937743"|"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"117980773"|"0000 "|"03"|"3"|"1"|"2008"|"12"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"864962.0000"|"12 "|"P40"|"413566.0000"|" "|"4"|"JACKIE HOLSTEN"|"010"|"?"|"1/10/2009 8:00:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"864962.0000"
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"100937743"|"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"117980773"|"0000 "|"03"|"3"|"1"|"2008"|"12"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"864962.0000"|"12 "|"P40"|"413566.0000"|" "|"4"|"JACKIE HOLSTEN"|"010"|"?"|"1/10/2009 8:00:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"864962.0000"
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"100937743"|"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"117980773"|"0000 "|"03"|"3"|"1"|"2008"|"12"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"864962.0000"|"12 "|"P40"|"413566.0000"|" "|"4"|"JACKIE HOLSTEN"|"010"|"?"|"1/10/2009 8:00:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"864962.0000"
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"101037018"|"01-0908761"|"OPEN EDUCATION CONSORTIUM INC"|"120942580"|"0000 "|"03"|"3"|"1"|"2009"|"02"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"06"|"5"|"573450.0000"|"06 "|"B60"|"500415.0000"|" "|"5"|""|"010"|"?"|"4/9/2010 2:10:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"573450.0000"
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"101037018"|"01-0908761"|"OPEN EDUCATION CONSORTIUM INC"|"120942580"|"0000 "|"03"|"3"|"1"|"2009"|"02"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"06"|"5"|"573450.0000"|"06 "|"B60"|"500415.0000"|" "|"5"|""|"010"|"?"|"4/9/2010 2:10:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"573450.0000"
"01-0908761"|"OPENCOURSEWARE CONSORTIUM, INC."|"101037018"|"01-0908761"|"OPEN EDUCATION CONSORTIUM INC"|"120942580"|"0000 "|"03"|"3"|"1"|"2009"|"02"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"06"|"5"|"573450.0000"|"06 "|"B60"|"500415.0000"|" "|"5"|""|"010"|"?"|"4/9/2010 2:10:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"573450.0000"
"01-0909843"|"Friends of Kenya Wildlife Trust"|"100982868"|"01-0909843"|"FRIENDS OF KENYA WILDLIFE TR"|"120134877"|"0000 "|"03"|"3"|"1"|"2009"|"05"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"384785.0000"|"12 "|"P20"|"61609.0000"|" "|"3"|""|"010"|"?"|"7/17/2009 2:51:00 PM"|"0"|"7/16/2015 6:08:00 PM"|"% LESLIE ROACH"|"12/14/2015 12:00:00 AM"|"01"|"384785.0000"
"01-0909843"|"Friends of Kenya Wildlife Trust"|"100982868"|"01-0909843"|"FRIENDS OF KENYA WILDLIFE TR"|"120134877"|"0000 "|"03"|"3"|"1"|"2009"|"05"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"384785.0000"|"12 "|"P20"|"61609.0000"|" "|"3"|""|"010"|"?"|"7/17/2009 2:51:00 PM"|"0"|"7/16/2015 6:08:00 PM"|"% LESLIE ROACH"|"12/14/2015 12:00:00 AM"|"01"|"384785.0000"
"01-0909843"|"Friends of Kenya Wildlife Trust"|"100982868"|"01-0909843"|"FRIENDS OF KENYA WILDLIFE TR"|"120134877"|"0000 "|"03"|"3"|"1"|"2009"|"05"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"384785.0000"|"12 "|"P20"|"61609.0000"|" "|"3"|""|"010"|"?"|"7/17/2009 2:51:00 PM"|"0"|"7/16/2015 6:08:00 PM"|"% LESLIE ROACH"|"12/14/2015 12:00:00 AM"|"01"|"384785.0000"
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"100970258"|"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"119871428"|"0000 "|"03"|"3"|"1"|"2009"|"04"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"3978477.0000"|"12 "|"P20"|"1567513.0000"|" "|"6"|""|"010"|"?"|"5/30/2009 12:01:00 PM"|"0"|"8/11/2015 5:39:00 PM"|"% JAMES M SAMPSON"|"12/14/2015 12:00:00 AM"|"01"|"3978477.0000"
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"100970258"|"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"119871428"|"0000 "|"03"|"3"|"1"|"2009"|"04"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"3978477.0000"|"12 "|"P20"|"1567513.0000"|" "|"6"|""|"010"|"?"|"5/30/2009 12:01:00 PM"|"0"|"8/11/2015 5:39:00 PM"|"% JAMES M SAMPSON"|"12/14/2015 12:00:00 AM"|"01"|"3978477.0000"
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"100970258"|"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"119871428"|"0000 "|"03"|"3"|"1"|"2009"|"04"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"3978477.0000"|"12 "|"P20"|"1567513.0000"|" "|"6"|""|"010"|"?"|"5/30/2009 12:01:00 PM"|"0"|"8/11/2015 5:39:00 PM"|"% JAMES M SAMPSON"|"12/14/2015 12:00:00 AM"|"01"|"3978477.0000"
"01-0911124"|"STEPHEN J PONZILLO JR. MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"100982870"|"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODG"|"120134879"|"0000 "|"03"|"3"|"1"|"2009"|"06"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2015"|"06"|"3"|"51372.0000"|"06 "|"A54"|"36626.0000"|" "|"3"|""|"010"|"?"|"7/17/2009 2:51:00 PM"|"0"|"11/9/2015 8:01:00 PM"|"% HERBERT HOLCOMB III"|"12/14/2015 12:00:00 AM"|"01"|"51372.0000"
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"100982870"|"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODG"|"120134879"|"0000 "|"03"|"3"|"1"|"2009"|"06"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2015"|"06"|"3"|"51372.0000"|"06 "|"A54"|"36626.0000"|" "|"3"|""|"010"|"?"|"7/17/2009 2:51:00 PM"|"0"|"11/9/2015 8:01:00 PM"|"% HERBERT HOLCOMB III"|"12/14/2015 12:00:00 AM"|"01"|"51372.0000"
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"100982870"|"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODG"|"120134879"|"0000 "|"03"|"3"|"1"|"2009"|"06"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2015"|"06"|"3"|"51372.0000"|"06 "|"A54"|"36626.0000"|" "|"3"|""|"010"|"?"|"7/17/2009 2:51:00 PM"|"0"|"11/9/2015 8:01:00 PM"|"% HERBERT HOLCOMB III"|"12/14/2015 12:00:00 AM"|"01"|"51372.0000"
"01-0911420"|"FairVote Minnesota"|"100991938"|"01-0911420"|"FAIR VOTE MINNESOTA"|"120188099"|"0000 "|"04"|"3"|"2"|"2009"|"07"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"114720.0000"|"12 "|"R40"|"18092.0000"|" "|"2"|""|"010"|"?"|"8/7/2009 11:22:00 AM"|"0"|"10/16/2015 6:21:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"114720.0000"
"01-0911420"|"FairVote Minnesota"|"100991938"|"01-0911420"|"FAIR VOTE MINNESOTA"|"120188099"|"0000 "|"04"|"3"|"2"|"2009"|"07"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"114720.0000"|"12 "|"R40"|"18092.0000"|" "|"2"|""|"010"|"?"|"8/7/2009 11:22:00 AM"|"0"|"10/16/2015 6:21:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"114720.0000"
"01-0911420"|"FairVote Minnesota"|"100991938"|"01-0911420"|"FAIR VOTE MINNESOTA"|"120188099"|"0000 "|"04"|"3"|"2"|"2009"|"07"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"114720.0000"|"12 "|"R40"|"18092.0000"|" "|"2"|""|"010"|"?"|"8/7/2009 11:22:00 AM"|"0"|"10/16/2015 6:21:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"114720.0000"
"01-0913226"|"Americas Agenda Health Care for Kids"|"100982875"|"01-0913226"|"Americas Agenda - Health Care for Kids"|"120134884"|"0000 "|"04"|"3"|"2"|"2009"|"06"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"1"|"687.0000"|"12 "|"P20"|"634154.0000"|" "|"5"|""|"020"|"?"|"7/17/2009 2:51:00 PM"|"0"|"7/18/2014 8:02:00 PM"|"% MARK BLUM"|"12/8/2014 12:00:00 AM"|"01"|"687.0000"
"01-0913226"|"Americas Agenda Health Care for Kids"|"100982875"|"01-0913226"|"Americas Agenda - Health Care for Kids"|"120134884"|"0000 "|"04"|"3"|"2"|"2009"|"06"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"1"|"687.0000"|"12 "|"P20"|"634154.0000"|" "|"5"|""|"020"|"?"|"7/17/2009 2:51:00 PM"|"0"|"7/18/2014 8:02:00 PM"|"% MARK BLUM"|"12/8/2014 12:00:00 AM"|"01"|"687.0000"
"01-0913226"|"Americas Agenda Health Care for Kids"|"100982875"|"01-0913226"|"Americas Agenda - Health Care for Kids"|"120134884"|"0000 "|"04"|"3"|"2"|"2009"|"06"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"1"|"687.0000"|"12 "|"P20"|"634154.0000"|" "|"5"|""|"020"|"?"|"7/17/2009 2:51:00 PM"|"0"|"7/18/2014 8:02:00 PM"|"% MARK BLUM"|"12/8/2014 12:00:00 AM"|"01"|"687.0000"
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"100937755"|"01-0914846"|"AMERICAS CHARITIES-GREATER WASHINGTON DC"|"117980785"|"0000 "|"03"|"3"|"1"|"2008"|"12"|"17"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"2991461.0000"|"12 "|"T11"|"431523.0000"|" "|"4"|""|"010"|"?"|"1/10/2009 8:00:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% DON SODO"|"12/14/2015 12:00:00 AM"|"01"|"2991461.0000"
