"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_EXPENSES"
"01-0581980"|"GEDE FOUNDATION"|"1039921"|""
"01-0775179"|"ECOM FOUNDATION FOR DEVELOPMENT OF ORIGIN RESOURCES"|"1039922"|""
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1039923"|""
"01-0248780"|"Maine Audubon Society"|"1040372"|"2439718.0000"
"01-0282768"|"CHI DELTA PHI HOUSE CORP."|"1040373"|""
"01-0545281"|"Greenwood"|"1040375"|""
"01-0725179"|"THE FLORENCE MELTON ADULT MINI-SCHOOL CORPORATION"|"1040377"|"850076.0000"
"01-0211783"|"Calais Regional Hospital"|"1040770"|"34435290.0000"
"01-0531683"|"RESOURCES FIRST FOUNDATION"|"1040771"|""
"01-0884383"|"MILAGRE KIDS SCHOOLS INC"|"1040772"|""
"01-0511583"|"Northern New Center for Financial Training"|"1041209"|""
"01-0223879"|"SKOWHEGAN STATE FAIR"|"1041607"|""
"01-0369983"|"BANGOR POLICE RELIEF ASSOCIATION"|"1041608"|"17870.0000"
"01-0494481"|"RICHMOND ELDERCARE COALITION"|"1041609"|""
"01-0544421"|"Oxford Hills Christian Academy"|"1041610"|""
"01-0856707"|"MONGIL CORPORATION"|"1041611"|""
"01-0211784"|"CAMP FIRE HITINOWA COUNCIL INC"|"1043298"|"944119.0000"
"01-0710884"|"CHRISTIAN OUTDOOR ALLIANCE INC"|"1043299"|""
"01-0857784"|"THE KEROSENE LAMP FOUNDATION"|"1043300"|""
"01-6010284"|"Scarborough Public Library"|"1043589"|"1008161.0000"
"02-0235942"|"Meredith Chamber of Commerce"|"1043820"|""
"01-0216888"|"WOLVES SOCIAL CLUB"|"1043933"|""
"01-0372086"|"ST FRANCIS COMMUNITY"|"1043934"|""
"01-0824387"|"STOP THE SILENCE STOP CHILD SEXUAL ABUSE INC"|"1043935"|"330393.0000"
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1043936"|""
"01-6000787"|"Brunswick Public Library Association d/b/a Curtis Memonal Library"|"1044414"|""
"01-0717788"|"PROVIDING AUTISM LINKS & SUPPORT INC"|"1044909"|""
"01-6014288"|"KENNEBUNKPORT HISTORICAL SOCIETY"|"1044910"|""
"01-0495589"|"PORTLAND CONSERVATORY OF MUSIC"|"1045429"|""
"02-0170390"|"CLUB NATIONAL, INC."|"1045430"|""
"01-0408591"|"INDUSTRIAL ENERGY CONSUMER GROUP"|"1045904"|""
"01-0686191"|"4TH STREET BASEMENT BOUTIQUE"|"1045905"|""
"01-0784491"|"FOR THE KID IN ALL OF US INC"|"1046205"|"358898.0000"
"01-0173095"|"Trefethen-Evergreen Improvement Association"|"1046491"|""
"01-0538121"|"HARDY GIRLS, HEALTHY WOMEN, INC."|"1046492"|""
"01-0635954"|"Fayetteville Main Street Tourism Association, Inc"|"1046494"|""
"01-0215686"|"RICE PUBLIC LIBRARY"|"1047025"|""
"01-0398692"|"SHEEPSCOT VALLEY CHILDREN'S HOUSE"|"1047026"|""
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER"|"1047027"|""
"01-0518193"|"ENVIRONMENT NORTHEAST"|"1048233"|"1478434.0000"
"01-0740393"|"THE RENAISSANCE SCHOOL"|"1048234"|""
"01-0482994"|"MAINE ADULT EDUCATION ASSOCIATION"|"1048500"|""
"01-0130335"|"NORTHEAST HARBOR TENNIS CLUB"|"1048744"|"543469.0000"
"01-0220430"|"THE LINCOLN HOME"|"1048745"|"2960270.0000"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1050591"|"5932805.0000"
"01-0870395"|"MUSIC HAVEN INC"|"1050592"|""
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1051351"|"30603122.0000"
"01-0586306"|"Barceda Families"|"1052191"|""
"01-0414441"|"Maine Migrant Health Program, Inc."|"1052534"|"893570.0000"
"01-0733041"|"SARASOTA CREW, INC"|"1052536"|""
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1052686"|"13134590.0000"
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1052687"|""
"01-0343697"|"GROUP HOME FOUNDATION INC"|"1053131"|"19883897.0000"
"01-0490882"|"FRATERNAL ORDER OF EAGLES #4330"|"1053132"|""
"01-0544094"|"BRIXHAM MONTESSORI FRIENDS SCHOOL"|"1053133"|""
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"1053134"|"51763919.0000"
"01-0688897"|"OHIO NETWORK OF CHILDREN'S ADVOCACY CENTERS"|"1053135"|"274067.0000"
"01-0795152"|"Christian Friends of New Americans"|"1053136"|""
"01-0697940"|"WOMEN IN PROGRESS INC"|"1053402"|""
"01-0735741"|"FAUNA SANCTUARY INC"|"1053403"|""
"01-0263198"|"Down East Community Hospital"|"1053733"|""
"01-0693398"|"THE CENTER HELPING OBESITY IN CHILDREN END SUCCESSFULLY INC"|"1053734"|""
"01-0681241"|"CERTIFIED FUNCTIONAL SAFETY EXPERT GOVERNANCE BOARD INC"|"1054081"|""
"01-0690242"|"PORTER'S CALL"|"1054082"|"285293.0000"
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1054083"|""
"01-0486399"|"NEW HOPE HOSPICE INC"|"1054540"|""
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1056825"|"137967.0000"
"01-0207716"|"VICTORIA MANSION"|"1056884"|"464306.0000"
"01-0362343"|"THE CHILD HEALTH CENTER"|"1057165"|""
"01-0212181"|"OLD ORCHARD BEACH CHAMBER OF COMMERCE"|"1058672"|""
"01-6018086"|"Norway Pine Grove Cemetery Corporation"|"1061281"|""
"01-0622078"|"MUSLIM WOMEN'S COALITION A NJ NONPTOFIT CORPORATION"|"1061410"|""
"01-0063057"|"FRATERNAL ORDER OF EAGLES #804"|"1061574"|""
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1064518"|""
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE, INC"|"1064519"|"1953453.0000"
"01-0473460"|"DOWNTOWN IMPROVEMENT DISTRICT, INC"|"1064520"|""
"01-0578709"|"WOMEN'S ENEWS"|"1064521"|"752525.0000"
"01-0610304"|"COMMUNITY HEALTH NETWORK INC"|"1064522"|"1627018.0000"
"01-0679411"|"AMERICAN FRIENDS OF RETORNO"|"1064523"|""
"01-0708733"|"DEMOCRACY NOW! PRODUCTIONS, INC."|"1064524"|"5429603.0000"
"01-0963657"|"NATIONAL MEDICAL FELLOWSHIPS, INC."|"1064526"|"1615778.0000"
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1064527"|""
"01-0114035"|"MAINE EDUCATION ASSOCIATION"|"1065620"|"7990523.0000"
"01-0191203"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC"|"1065622"|"924684.0000"
"01-0196359"|"THE IRIS NETWORK"|"1065623"|"2488945.0000"
"01-0211503"|"Franklin Memorial Hospital"|"1065624"|""
"01-0211536"|"North Yarmouth Academy"|"1065625"|"6339987.0000"
"01-0211538"|"Camp O-AT-KA, Inc."|"1065626"|""
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"1065627"|"2132193.0000"
"01-0266289"|"Maine Hospital Association Inc"|"1065631"|""
"01-0315000"|"Portland Electrical Joint Apprenticeship & Training Fund"|"1065632"|""
"01-0316964"|"RILEY SCHOOL INC"|"1065633"|""
"01-0319421"|"UNIVERSITY OF MAINE STUDENT GOVERNMENT"|"1065634"|"738405.0000"
"01-0319802"|"Spurwink Services Inc"|"1065635"|"51078402.0000"
"01-0322531"|"Aroostook Area Agency on Aging, Inc."|"1065636"|"3105281.0000"
"01-0329208"|"AMERICAN VETERANS WWII POST NUMBER 3"|"1065637"|""
"01-0343943"|"SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE"|"1065638"|"905581.0000"
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"1065639"|"4864956.0000"
"01-0349706"|"Onpoint Health Data"|"1065640"|"4245651.0000"
"01-0351143"|"Belfast Free Library"|"1065641"|""
"01-0352258"|"CHILDREN'S MUSEUM AND THEATRE OF MAINE"|"1065642"|"1162925.0000"
"01-0352636"|"FAMILY CRISIS SERVICES"|"1065643"|"1677833.0000"
"01-0355090"|"LOVEJOY HEALTH CENTER, INC"|"1065644"|""
"01-0357357"|"TRI-COUNTY EMERGENCY MEDICAL SERVIC"|"1065645"|""
"01-0362343"|"THE CHILD HEALTH CENTER"|"1065646"|""
"01-0369793"|"Facilities Inc"|"1065647"|"626882.0000"
"01-0376664"|"MAINE ELKS ASSOCIATION"|"1065648"|""
"01-0380763"|"LAUDHOLM TRUST"|"1065649"|""
"01-0406704"|"DANFORTH HABILITATION ASSOCIA"|"1065650"|"2344401.0000"
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"1065651"|"1616745.0000"
"01-0431293"|"Horizons Unlimited Inc"|"1065652"|""
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"1065653"|""
"01-0451523"|"HEALTHY KIDS A FAMILY RESOURCE NETWORK"|"1065654"|""
"01-0455018"|"ROTARY INTERNATIONAL DISTRICT 7780"|"1065655"|"172810.0000"
"01-0459572"|"THE ASSOCIATES OF THE OSHER MAP LIBRARY"|"1065656"|""
"01-0467869"|"MAINE AQUACULTURE INNOVATION CENTER"|"1065657"|""
"01-0475374"|"CHILDREN'S ODYSSEY"|"1065658"|""
"01-0499734"|"UNITED SOCCER FEDERATION OF MAINE"|"1065659"|""
"01-0504322"|"Independent Transportation Network"|"1065661"|""
"01-0516064"|"CO-OCCURRING COLLABORATIVE SERVING MAINE"|"1065663"|""
"01-0518516"|"LifeFlight of Maine"|"1065664"|"8621206.0000"
"01-0544901"|"WATERVILLE MAIN STREET"|"1065666"|""
"01-0547006"|"ASHLAND CARE GIVERS ASSOCIATION"|"1065667"|""
"01-0555559"|"ECS MINISTRIES"|"1065668"|"861307.0000"
"01-0558393"|"DREAMLAND PRESCHOOL, INC."|"1065669"|""
"01-0565752"|"CANOPY: TREES FOR PALO ALTO"|"1065670"|""
"01-0568739"|"Korean American Foundation - Greater Washington"|"1065671"|""
"01-0595450"|"VISITATION HOUSE INC"|"1065672"|""
"01-0597016"|"Pelican Isle Yacht Club Inc"|"1065673"|""
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"1065674"|""
"01-0602637"|"INTERNATIONAL PACKAGED CONCRETE MANUFACTURERS ASSOCIATION INC"|"1065675"|""
"01-0620969"|"Slavic Assistance Center, Inc."|"1065676"|""
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"1065677"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"1065679"|""
"01-0672424"|"NASHOBA LEARNING GROUP INC"|"1065680"|"8416586.0000"
"01-0684986"|"AMERICAN SOCIETY OF TRANSPORTATION AND LOGISTICS, INC."|"1065681"|""
"01-0709457"|"CAMBRIDGE INTERNATIONAL ACADEMIES USA INC"|"1065682"|""
"01-0720150"|"Idaho Virtual Academy LEA No 452"|"1065683"|"12500851.0000"
"01-0770318"|"CORRECTIONAL OFFICERS ASSOC. OF DEL"|"1065684"|""
"01-0771157"|"ROTTERDAM HOUSING DEVELOPMENT FUND COMPANY INC"|"1065685"|"348412.0000"
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1065686"|""
"01-0806304"|"PENNSYLVANIA AFFORDABLE HSG CORP"|"1065687"|""
"01-0816812"|"The Apple Blossom School and Family Center, Inc."|"1065688"|""
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"1065689"|"572397.0000"
"01-0842036"|"LUTHERAN FAMILY SERVICES OF COLORADO FOUNDATION INC"|"1065690"|"0.0000"
"01-0869799"|"Washingtons National Park Fund"|"1065691"|""
"01-0916759"|"KIPP St Louis"|"1065692"|"3642894.0000"
"01-6006524"|"BRIDGTON PUBLIC LIBRARY"|"1065694"|""
"01-6012053"|"TRUSTEES OF FIRST PARISH IN PORTLAND"|"1065695"|""
"01-6012710"|"Independent Order of Odd Fellows"|"1065696"|""
"01-6021559"|"Hyde School"|"1065699"|"7593954.0000"
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"1065700"|"3024584.0000"
"01-6117658"|"Downeast Energy Corp HealthDental Plan"|"1065701"|"1668027.0000"
"02-0214564"|"GREATER KEENE CHAMBER OF COMMERCE"|"1065703"|""
"01-0683413"|"THE COUNCIL OF URBAN PROFESSIONALS INSTITUTE"|"1073886"|""
"01-0345826"|"RICHMOND HEALTH CENTER"|"1073991"|""
"01-0370827"|"THE BAY SCHOOL"|"1073992"|"1031550.0000"
"01-0392413"|"Fraternal Order of Eagles Aerie #4030"|"1073993"|""
"01-0493614"|"PINE ISLAND CAMP, INC."|"1073995"|"839600.0000"
"01-6022815"|"ISLAND MEDICAL CENTER"|"1073997"|""
"01-0286963"|"ARUNDEL YACHT CLUB"|"1077569"|""
"01-0384633"|"CARRABASSETT VALLEY ACADEMY"|"1077877"|"3851452.0000"
"01-0524329"|"KENNEBEC VALLEY DENTAL COALITION"|"1077878"|""
"01-0779327"|"ISAIAH'S PLACE"|"1077879"|"2314279.0000"
"01-0837128"|"Jericho Partnership Inc"|"1077880"|"3872695.0000"
"01-0579367"|"TURNING POINT COMMUNITY SERVICES INC"|"1078440"|"669696.0000"
"01-0931463"|"Protecting Our Children"|"1078441"|""
"01-0204920"|"WATERVILLE COUNTRY CLUB"|"1078600"|""
"01-0241767"|"United Way Inc"|"1078601"|"7596685.0000"
"01-0243254"|"Mornson Center"|"1078602"|"2881613.0000"
"01-0343953"|"Damanscotta Lake Watershed Assoc"|"1078603"|""
"01-0466768"|"American University in Bulgaria"|"1078604"|""
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"1078605"|""
"01-0621733"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|"1078607"|"628295.0000"
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"1078608"|""
"01-0729555"|"FIRST DEFENSE LEGAL AID"|"1078609"|"155298.0000"
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"1078610"|""
"02-0173352"|"CONSTRUCTION AND GENERAL LABORERS' UNION LOCAL 976"|"1078612"|""
"02-0229869"|"DUBLIN SCHOOL INC"|"1078614"|"5338032.0000"
"01-0685280"|"THE TIBETAN COMMUNITY OF NEW YORK & NEW JERSEY INC"|"1079761"|""
"01-0145780"|"PURPOODOCK CLUB"|"1079891"|"2607345.0000"
"01-0278024"|"Independence Association"|"1079892"|""
"01-0284280"|"Multiple Handicapped Association of Aroostook"|"1079893"|"233906.0000"
"01-0286071"|"KAPPA DELTA PHI INC"|"1079894"|""
"01-0355980"|"THE LANDING SCHOOL OF BOATBUILDING AND DESIGN"|"1079895"|"2356159.0000"
"01-0359180"|"MAINE COALITION TO END DOMESTIC VIOLENCE"|"1079896"|"1113062.0000"
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"1079897"|"857019.0000"
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES INC"|"1079898"|"322068.0000"
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"1079899"|""
"01-0541280"|"SUMMER FESTIVAL OF THE ARTS"|"1079900"|""
"01-0726924"|"LOAVES & FISHES FOOD PANTRY INC"|"1079901"|"1177009.0000"
"01-6013080"|"STANTON BIRD CLUB INC"|"1079902"|""
"01-6023974"|"Washington County Association for Retarded Citizens"|"1079903"|"411388.0000"
"01-0283794"|"Maine Health Care Association"|"1081056"|""
"01-0409991"|"FAMILY FOCUS"|"1081057"|""
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"1081058"|""
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"1081060"|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"1082137"|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"1082325"|"452702.0000"
"01-0275545"|"LONESOME PINE TRAILS, INC."|"1083585"|""
"01-0349949"|"PEOPLE PLUS"|"1083586"|""
"01-0378246"|"Southern Maine Regional Planning Commission, Inc."|"1083587"|"810143.0000"
"01-0371245"|"GROUP MAIN STREAM INCORPORATED"|"1085031"|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"1085032"|"617571.0000"
"01-0671144"|"WASHINGTON DRUG & ALCOHOL COMMISSION INC"|"1085033"|"2535253.0000"
"02-0152844"|"NUMBER SEVEN WEBSTER AVENUE"|"1085034"|""
"01-0684347"|"IN ARMS REACH INC."|"1085246"|""
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"1085329"|"24319337.0000"
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"1085330"|"676468.0000"
"01-0492747"|"Evergreen Behavioral Services"|"1085331"|""
"01-0504446"|"Hyde School at South Woodstock Inc"|"1085332"|"8099552.0000"
"01-0534548"|"Community Care"|"1085333"|"5705071.0000"
"01-0351782"|"Disability Rights Center"|"1086041"|"1839680.0000"
"01-0407276"|"Sunrise Opportunities"|"1086042"|"5727390.0000"
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"1086043"|"220457.0000"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1086044"|"1915576.0000"
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"1086045"|"10322556.0000"
"01-0143485"|"PORTLAND YACHT CLUB"|"1086754"|"886131.0000"
"01-0249983"|"KENNEBUNK FREE LIBRARY ASSOCIATION"|"1086755"|""
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"1086757"|""
"01-0749726"|"LIVER INSTITUTE AND FOUNDATION FOR"|"1087247"|""
"01-0019705"|"Ancient Free and Accepted Masons of Maine Grand Lodge"|"1087344"|"338075.0000"
"01-0114110"|"MAINE WATER UTILITIES ASSOCIATION"|"1087345"|"365546.0000"
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"1087346"|"13866598.0000"
"01-0367116"|"Families United of Washington County"|"1087347"|"1686786.0000"
"01-0448905"|"YOUNG PRESIDENTS ORGANIZATION INC"|"1087348"|""
"01-0514118"|"HEAR ME NOW INC"|"1087350"|""
"01-0582508"|"ST. HOPE PUBLIC SCHOOLS, INC."|"1087351"|"11748705.0000"
"01-0607915"|"MOUND STREET MILITARY ACADEMY"|"1087352"|"901563.0000"
"01-0927505"|"STOCKTON HINDU CULTURAL & COMMUNITY"|"1087354"|""
"02-0210407"|"BALD PEAK COLONY CLUB"|"1087355"|"4577354.0000"
"01-0362709"|"OHI"|"1089169"|"12698682.0000"
"01-0491710"|"ASSOCIATION OF COMPUTER TECHNOLOGY EDUCATORS OF MAINE"|"1089170"|""
"01-0554709"|"FLORIDA PROTON THERAPY INSTITUTE INC"|"1089171"|"42927826.0000"
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"1089804"|"888327.0000"
"01-0278623"|"Androscoggin Valley Council of Governments"|"1089879"|"2578729.0000"
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"1089880"|"9639015.0000"
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1089881"|"103443.0000"
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1089882"|"9435262.0000"
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1089885"|"2433397.0000"
"01-0943022"|"WEBSTER ATHLETIC ASSOCIATION INC"|"1089886"|""
"02-0223321"|"COTTAGE HOSPITAL"|"1089887"|"28892092.0000"
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"1090970"|""
"01-0640027"|"MGM RESORTS FOUNDATION"|"1090971"|""
"01-0268926"|"TOPSHAM PUBLIC LIBRARY"|"1091378"|"448324.0000"
"01-0843142"|"SCUBANAUTS INTERNATIONAL, INC"|"1091653"|""
"01-0211512"|"Home for the Aged"|"1091819"|""
"01-0211530"|"MAINE HISTORICAL SOCIETY"|"1091820"|"2202133.0000"
"01-0219829"|"Sarah Frye Home"|"1091822"|""
"01-0221132"|"D A HURD PUBLIC LIBRARY ASSOCIATION"|"1091823"|""
"01-0237244"|"LEE ACADEMY"|"1091824"|"4332339.0000"
"01-0355212"|"MAINE STATE MUSIC THEATRE"|"1091826"|"3043905.0000"
"01-0371234"|"ELLWORTH AREA CHAMBER OF COMMERCE"|"1091827"|""
"01-0376832"|"MAINE VETERANS HOME"|"1091828"|"59951799.0000"
"01-0384833"|"BIG BROTHERS BIG SISTERS OF MIDCOAST MAINE"|"1091829"|"420365.0000"
"01-0420232"|"MAINE COALITION AGAINST SEXUAL ASSAULT"|"1091830"|"796630.0000"
"01-0440729"|"Kennebec Land Trust"|"1091831"|""
"01-0462712"|"Lewiston Auburn Area Housing Development Corporation"|"1091832"|"197721.0000"
"01-0482628"|"Jobs for Maine's Graduates, Inc."|"1091833"|"5105653.0000"
"01-0499934"|"ALLIES INC"|"1091834"|""
"01-0518534"|"THE SHARING FOUNDATION"|"1091836"|""
"01-0525631"|"Harbor Schools of Maine, Inc."|"1091837"|"4850916.0000"
"01-0538534"|"Bangor Nursing & Rehabilitation Center"|"1091838"|"5804369.0000"
"01-0596543"|"Ashburn Travel Hockey, Inc."|"1091840"|""
"01-0603628"|"LEARNINGSPRING SCHOOL"|"1091841"|"6467589.0000"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1091842"|"3871588.0000"
"01-0717030"|"PORTAGE BAY INSURANCE"|"1091844"|"18082650.0000"
"01-0722629"|"MARIE A MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"1091845"|"101211.0000"
"01-0724451"|"ASPEN CENTER FOR ENVIRONMENTAL STUDIES ENDOWMENT FUND INC"|"1091846"|""
"01-0740130"|"RIO HONDO COMMUNITY DEVELOPMENT CORPORATION"|"1091847"|"745801.0000"
"01-0935534"|"THE ACADEMY OF ALAMEDA"|"1091849"|"3233407.0000"
"01-0976638"|"COLORADO ASSOCIATION OF COMMUNITY CENTERS BOARDS"|"1091851"|""
"01-0279335"|"THE PIERRE MONTEUX MEMORIAL FOUNDATION INC"|"1095254"|""
"01-0702442"|"NC IDEA"|"1095255"|"1340779.0000"
"01-0820836"|"ARZIONA PHARMACY ALLIANCE, INC"|"1095256"|""
"01-0516247"|"CARLETON PROJECT"|"1096054"|""
"01-0024645"|"Bangor Symphony Orchestra"|"1096118"|""
"01-0315847"|"HALFWAY HOUSE INC"|"1096119"|"710220.0000"
"01-0506148"|"BREWER YOUTH HOCKEY ASSOCIATION"|"1096120"|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST MARY'S"|"1096121"|"701866.0000"
"01-0694045"|"Florida Breast Cancer Coalition Research Foundation Inc"|"1096122"|"455807.0000"
"01-0717546"|"MAINE APPALACHIAN TRAIL LAND TRUST"|"1096124"|""
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"1096125"|""
"01-0738748"|"SECOND IMPRESSIONS"|"1096126"|""
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"1096128"|"361249.0000"
"01-0318051"|"Central Maine Area Agency on Aging Inc"|"1097206"|"6613357.0000"
"01-0498250"|"WINGS FOR CHILDREN & FAMILIES INC"|"1097207"|""
"01-0052260"|"Cumberland Club"|"1097618"|""
"01-0451663"|"JHA Services"|"1097619"|""
"01-0666441"|"CORI'S PLACE"|"1097622"|""
"01-6015647"|"Penobscot Marine Museum"|"1097623"|"1028078.0000"
"01-0342356"|"Western Maine Transportation Services, Inc"|"1098317"|"6150989.0000"
"01-0595862"|"ACCESS INSTITUTE FOR PSYCHOLOGICAL SERVI"|"1098319"|"751656.0000"
"02-0162153"|"MANCHESTER MASONIC TEMPLE ASSOC"|"1098320"|""
"01-0473057"|"CROSSROADS FOR WOMEN INC"|"1099312"|"3600512.0000"
"01-0364852"|"HOPE AND JUSTICE PROJECT INC"|"1099477"|"1026200.0000"
"01-0430261"|"Maine Women's Fund"|"1099478"|"391058.0000"
"02-0222254"|"YWCA OF NEW HAMPSHIRE"|"1099479"|"786687.0000"
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1099828"|""
"01-0742001"|"MANCHESTER COMMUNITY RESOURCE CENTERINC"|"1099829"|"366593.0000"
"01-0119385"|"Megunticook Golf Club"|"1100091"|""
"01-0242095"|"ROBERT W TRAIP TRUST"|"1100092"|"90639.0000"
"01-0267159"|"NATIONAL SOCIETY OF THE COLONIAL DAMES IN THE STATE OF MAINE"|"1100093"|""
"01-0286579"|"WILTON FREE PUBLIC LIBRARY"|"1100096"|""
"01-0367357"|"AMERICAN CIVIL LIBERTIES UNION OF MAINE FOUNDATION"|"1100097"|"453549.0000"
"01-0403485"|"Community Television Network"|"1100098"|""
"01-0412267"|"THE BANGOR AREA HOMELESS SHELTER"|"1100100"|"601974.0000"
"01-0414293"|"HABITAT FOR HUMANITY YORK COUNTY MAINE"|"1100101"|"45011.0000"
"01-0431501"|"THE CENTER FOR GRIEVING CHILDREN"|"1100102"|"797556.0000"
"01-0450803"|"Maine National Guard Foundation Fund"|"1100103"|""
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP"|"1100104"|"579172.0000"
"01-0534293"|"THE CHILDREN'S CENTER"|"1100105"|""
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"1100106"|"291796.0000"
"01-0607881"|"MOUND STREET IT ACADEMY"|"1100108"|"1233722.0000"
"01-0607900"|"MOUND STREET HEALTH CAREERS ACADEMY"|"1100109"|"1358714.0000"
"01-0665300"|"BARTRAM TRAIL CDC INC"|"1100110"|""
"01-0684796"|"STEP BY STEP ACADEMY INC"|"1100111"|"9781626.0000"
"01-0733180"|"THE GLADES INITIATIVE, INC."|"1100112"|"452060.0000"
"01-0735866"|"THORNDALE ECONOMIC DEVELOPMENT CORPORATION"|"1100113"|"74769.0000"
"01-0742001"|"MANCHESTER COMMUNITY RESOURCE CENTERINC"|"1100114"|"354754.0000"
"01-0757566"|"ACCESS HEALTH, INC"|"1100115"|""
"01-0760254"|"Penn Foundation Trust"|"1100116"|"4436400.0000"
"01-0819395"|"Patterson Park Public Charter School Inc"|"1100117"|"7993876.0000"
"01-0866698"|"COMPREHENSIVE SENIOR CARE CORPORATION"|"1100118"|"8362272.0000"
"01-0869701"|"Center for Civic Policy"|"1100119"|"1045633.0000"
"01-0896501"|"US CENTRAL ASIA EDUCATION FOUNDATION"|"1100120"|"1581387.0000"
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"1100121"|""
"02-0243160"|"GIRL SCOUTS OF THE GREEN AND WHITE MOUNTAINS"|"1100123"|"4811248.0000"
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"1103767"|""
"01-0285920"|"East Grand Health Center Inc"|"1103768"|"362371.0000"
"01-0317103"|"SeniorsPlus"|"1103769"|"17039291.0000"
"01-0332058"|"Hancock County Auditorium Associates"|"1103770"|""
"01-0352658"|"SAFE VOICES"|"1103771"|"1301138.0000"
"01-0586454"|"Full Spectrum Farms, Inc"|"1103773"|""
"01-0784004"|"LOCAL 348-S REALTY HOLDING CORPORATION"|"1103775"|""
"01-0824858"|"Animal Care Trust"|"1103776"|"2208692.0000"
"02-0110903"|"American Legion Frank E. Booma Post #6"|"1103777"|""
"01-0228262"|"Northeast Hearing & Speech Center Inc"|"1104832"|"1493156.0000"
"01-0247002"|"GEORGE STEVENS ACADEMY"|"1104833"|"5010068.0000"
