"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_CONTRACTORS"
"01-0211508"|"Good Will Home Association"|"1543156"|"1"
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"1543687"|"0"
"01-0199142"|"ABENAKEE CLUB"|"1543688"|"0"
"01-0203708"|"AMERICAN LEGION POST 1"|"1543689"|""
"01-0382676"|"Employees of Municipal and Other Public Employers"|"1543690"|"0"
"01-0652065"|"THE CAMPUS THEATRE LTD"|"1543691"|"0"
"01-0897461"|"United African Organization"|"1543692"|""
"01-0914846"|"COMMUNITY 1ST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"1543693"|"0"
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"1546546"|""
"01-0574137"|"YUMA-SOUTHWEST CONTRACTORS ASSOCIATION"|"1546598"|"0"
"01-0748205"|"THE FRIENDS OF THALAMUS"|"1546599"|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"1547783"|"0"
"01-0414169"|"THE WOODLANDS CLUB"|"1547784"|"1"
"01-0667694"|"Family Health Center of Southern Oklahoma, Inc."|"1547785"|"0"
"02-0237992"|"American Legion Post #22-Guyer Carignan"|"1547786"|""
"01-0032215"|"Boothbay Harbor Yacht Club"|"1548435"|"0"
"01-0434215"|"MMC REALTY CORP"|"1548436"|"1"
"01-0465231"|"Eastern Maine Healthcare Systems (NB) Norumbega Medical Specialists LTD (NB)"|"1548437"|"0"
"01-0203515"|"SACO VALLEY CREDIT UNION"|"1548620"|"0"
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"1548621"|""
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"1548622"|"1"
"01-0601611"|"HARVEY HOUSE LTD"|"1548624"|"0"
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"1548625"|""
"01-0725431"|"TREASURES 4 TEACHERS INC"|"1548626"|"0"
"01-0930015"|"Breakforth Ministnes and Consulting Inc"|"1548628"|""
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"1548630"|""
"01-6015613"|"Orr's Island"|"1548631"|"0"
"01-0647374"|"NATIONAL INSTITUTE FOR CHILDREN'S HEALTH QUALITY, INC."|"1550477"|"10"
"01-0199596"|"THE WOMEN'S BOARD OF THE MAINE GENERAL HOSPITAL"|"1551037"|"1"
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"1551134"|"0"
"01-6010198"|"AUBURN MASONIC ASSOCIATION"|"1551136"|"0"
"01-0018927"|"AMERICAN LEGION POST 5 BOURQUE-LANIGAN"|"1552235"|"0"
"01-0024245"|"BANGOR REGION CHAMBER OF COMMERCE"|"1552236"|"0"
"01-0186800"|"Young Men's Christian Association"|"1552237"|""
"01-0212602"|"Blue Hill Public Library"|"1552238"|"0"
"01-0281420"|"FORT KENT GOLF CLUB"|"1552239"|"0"
"01-0317602"|"Oceanview Manor Inc"|"1552240"|"0"
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"1552241"|"0"
"01-0492643"|"Mid Coast Hunger Prevention Program"|"1552242"|"0"
"01-0507505"|"MAINE DAIRY PROMOTION BOARD"|"1552243"|"0"
"01-0523209"|"MAINE COMPOSITES ALLIANCE"|"1552244"|""
"01-0523819"|"Mary's Walk"|"1552245"|"0"
"01-0628727"|"SUNSET WOODS ASSOCIATION"|"1552246"|"0"
"01-0647817"|"IGLESIA PENTECOSTAL PODER DESDE LO ALTO INC"|"1552247"|""
"01-0670943"|"TORREY PINES POP WARNER INC"|"1552248"|""
"01-0709509"|"Singles Pleasing the Lord Inc"|"1552249"|"0"
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"1552250"|""
"01-0724516"|"ORGANIZACION DE IGUALDAD DE DERECHOS"|"1552251"|"0"
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"1552252"|""
"02-0103705"|"AMERICAN LEGION"|"1552254"|""
"01-0361797"|"SEBAGO LAKES REGION CHAMBER OF COMMERCE"|"1555181"|"0"
"01-0288757"|"Child And Family Opportunities, Inc."|"1555983"|"0"
"01-0430751"|"Eastern Maine Healthcare Systems (RNHI) Rosscare Nursing Homes, Inc (RNHI)"|"1555997"|"0"
"01-0515357"|"EqualityMaine Foundation"|"1555999"|"0"
"01-6023748"|"Penquis CAP Inc"|"1556000"|"6"
"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY POST 14"|"1556188"|""
"01-0242328"|"Bucks Harbor Yacht Club"|"1556189"|""
"01-0272150"|"Harbor House Community Service Center"|"1556190"|"0"
"01-0357548"|"THE CONSERVATION TRUST OF BROOKSVILLE CASTINE & PENOBSCOT"|"1556191"|""
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"1556192"|"0"
"01-0458555"|"SCARBOROUGH FISH & GAME ASSOCIATION"|"1556194"|""
"01-0593756"|"THE HERITAGE SOCCER CLUB, INC."|"1556195"|"0"
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"1556196"|"0"
"01-0749557"|"THE FIRST TEE OF NEW HAMPSHIRE, INC."|"1556197"|"0"
"01-0791649"|"THE PROMISED LAND FOUNDATION INC"|"1556198"|"0"
"01-0959428"|"GROW FOOD NORTHAMPTON INC"|"1556199"|"0"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"1558063"|"77"
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"1558085"|"1"
"01-0518900"|"THE POPTECH INSTITUTE"|"1558086"|"1"
"01-0347504"|"COASTAL ENTERPRISES INC"|"1559481"|"0"
"01-0377901"|"Eastern Maine Healthcare Systems(EMMCA) Eastern Maine Medical Center Auxiliary"|"1559482"|"0"
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"1559483"|"1"
"01-0131390"|"OAKDALE COUNTRY CLUB"|"1560027"|""
"01-0131770"|"ODD FELLOWS HALL CO OF DEERING IOOF 6"|"1560028"|"0"
"01-0135937"|"LE PASSE-TEMPS INC"|"1560029"|""
"01-0206386"|"BLUE HILL COUNTRY CLUB INC"|"1560030"|""
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"1560031"|"0"
"01-0288542"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL #2327"|"1560033"|"0"
"01-0340560"|"Yarmouth Senior Housing Inc"|"1560034"|"0"
"01-0366464"|"KATAHDIN SHARED SERVICES INC"|"1560035"|""
"01-0369904"|"CASA INC"|"1560036"|"0"
"01-0371037"|"UNION COUNTRY CLUB INC"|"1560037"|"0"
"01-0371869"|"BOOTHBAY REGION LAND TRUST"|"1560038"|"0"
"01-0372129"|"NORTH AMERICAN LAKE MANAGEMENT SOCIETY"|"1560039"|"0"
"01-0376890"|"Pines Health Services"|"1560040"|"4"
"01-0386284"|"HOPE HAVEN GOSPEL MISSION INC"|"1560041"|"0"
"01-0436438"|"Northern Oxford Regional Ambulance Service"|"1560042"|""
"01-0451441"|"NEW LIFE MISSION"|"1560043"|"0"
"01-0482767"|"Peaks Island Children's Workshop"|"1560044"|""
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"1560045"|"0"
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"1560046"|""
"01-0509087"|"HALL-DALE AFTER SCHOOL PROGRAM"|"1560047"|""
"01-0522241"|"ECOLOGY EDUCATION INC"|"1560048"|""
"01-0543385"|"Mt Blue Community Access TV Inc"|"1560049"|""
"01-0558961"|"HARRISBURG CULTURAL & SOCIAL SERVIC"|"1560050"|""
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"1560052"|"0"
"01-0601585"|"OWEN HOUSE LTD"|"1560053"|"0"
"01-0665790"|"Council of State Historical Records Coordinators, Inc."|"1560054"|""
"01-0692354"|"International Collegiate Licensing Association"|"1560056"|""
"01-0716364"|"Branch Brook Park Alliance, Inc"|"1560057"|"2"
"01-0729841"|"LOVE INC OF GREATER SHELDON"|"1560058"|""
"01-0769741"|"JOHNNY BURKE'S CHILDREN'S FOUNDATION"|"1560059"|""
"01-0775286"|"CAMBRIDGEGUERNSEY COUNTY VISITORS & CONVENTION BUREAU"|"1560060"|"0"
"01-0777386"|"ROCHESTER NY CHAPTER NECA INC"|"1560061"|"0"
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1560062"|""
"01-0803067"|"EAST BAY GOLF FOUNDATION"|"1560063"|"0"
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"1560065"|""
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"1560067"|""
"01-6020038"|"CAMDEN FIRST AID ASSOCIATION"|"1560069"|"0"
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"1560071"|"0"
"02-0185360"|"Rochester Cemetery Association"|"1560072"|""
"01-0499703"|"REM"|"1565775"|"0"
"01-0505151"|"PROFESSIONAL LOGGING CONTRACTORS OF MAINE"|"1565776"|"0"
"01-0812774"|"Bonfield Exress Foundation"|"1565777"|"0"
"01-0332353"|"CORINTH HOUSING CORPORATION"|"1566013"|"0"
"01-0571372"|"Gandhi Memorial Trust Fund N F P"|"1566015"|"0"
"01-0574719"|"Carver Heights Ministries Inc."|"1566016"|"0"
"02-0214073"|"AMERICAN LEGION ROBERT G DURGIN POST #6"|"1567331"|"0"
"01-0728178"|"ALVEOLI CORPORATION"|"1567359"|""
"01-0212178"|"AMERICAN LEGION POST 158 COOMBS-MONTFORT"|"1567745"|"0"
"01-0223898"|"WINDSOR FAIR"|"1567746"|"0"
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"1567748"|"0"
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1567749"|""
"01-0317899"|"DOVER-FOXCROFT HOUSING DEVELOPMENT CORPORATION"|"1567750"|""
"01-0327007"|"BETHEL HISTORICAL SOCIETY"|"1567751"|""
"01-0357595"|"Somerset Humane Society"|"1567752"|"0"
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"1567753"|""
"01-0363879"|"Pinewood Manor Inc"|"1567754"|"0"
"01-0376696"|"BIRCH ROCK CAMP"|"1567755"|""
"01-0421974"|"ORR'S AND BAILEY ISLANDS FIRE DEPARTMENT"|"1567756"|"0"
"01-0446468"|"Kennebec Estuary Land Trust"|"1567760"|"0"
"01-0478977"|"BIDDEFORD FREE CLINIC"|"1567761"|"0"
"01-0484793"|"TABLE OF PLENTY"|"1567762"|""
"01-0495974"|"ACADIA WILDLIFE FOUNDATION"|"1567763"|"0"
"01-0503294"|"MCKEEN STREET LEARNING CENTER"|"1567764"|"0"
"01-0548371"|"Muslim Legal Fund of Amenca"|"1567765"|""
"01-0554374"|"THE PENINSULA COMMUNITY FOUNDATION"|"1567766"|""
"01-0565782"|"The China Training Network"|"1567767"|"0"
"01-0589194"|"Brazilian Arts Foundation"|"1567768"|""
"01-0747396"|"VOUGHT AIRCRAFT HERITAGE FOUNDATION"|"1567772"|""
"01-0759974"|"THOUSAND ISLANDS EMERGENCY RESCUE SERVICE INC"|"1567773"|""
"01-0777882"|"COMMUNITY HOUSING III INC"|"1567774"|""
"01-0781452"|"NASHVILLE RBI INC"|"1567775"|""
"01-0796325"|"Glennwood Foundation Inc."|"1567776"|""
"01-0837280"|"Galveston-Houston Knights of Columbus Charities, Inc."|"1567778"|""
"01-0893778"|"WILLMAR AREA MULTICULTURAL BUSINESS CENTE"|"1567779"|"0"
"01-0953997"|"BEACON OF HOPE MINISTRIES"|"1567780"|"0"
"01-6010068"|"FARMINGTON PUBLIC LIBRARY ASS"|"1567781"|""
"01-6013593"|"Telephone Association of Maine"|"1567782"|"1"
"01-6072252"|"TRUSTEES OF LOT OWNERS OF RIVERSIDE CEMETERY UNITRUST"|"1567783"|""
"01-6149025"|"The Mark and Emily Turner Mamorial Library Charitable Trust"|"1567784"|"0"
"01-0651559"|"Clarendon Hills Park Foundation"|"1573701"|""
"01-0651559"|"Clarendon Hills Park Foundation"|"1573703"|""
"01-0651559"|"Clarendon Hills Park Foundation"|"1573723"|""
"01-0847951"|"MOORPARK SAINTS PYFL"|"1573724"|"0"
"01-6021180"|"Maine Beer & Wine Wholesalers Assoc., Inc."|"1573935"|""
"01-0590995"|"Animal Advocates of Moore County INC"|"1574296"|""
"01-0642220"|"4 S FOUNDATION INC"|"1574298"|""
"01-6029434"|"MAINE CHIROPRACTIC ASSOCIATION, INC."|"1574301"|"0"
"02-0208422"|"Veterans of Foreign Wars Post #168"|"1574303"|"0"
"01-0375377"|"ALLAGASH DEVELOPMENT CORPORATION"|"1575126"|""
"01-0621026"|"INSTITUTO MAZATRAN BELLAS ARTES DE SACRAMENTO"|"1575128"|""
"01-0651449"|"SERENE LIGHT INC"|"1575129"|""
"01-0761875"|"LOS ANGELES PRESS CLUB"|"1575130"|"0"
"01-0966602"|"JESUS AND MARY HOPE MINISTRY"|"1575131"|""
"02-0107545"|"BEACH CLUB, INC."|"1575787"|"0"
"01-0412221"|"Maine Council of Self insurers"|"1576384"|""
"01-0452403"|"DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION, INC."|"1576385"|"0"
"01-0614718"|"Cornerstone Chinese Bible Church of TX"|"1576388"|"0"
"01-0788484"|"Windmoor Foundation, Inc."|"1576391"|"0"
"01-0805301"|"Hobby Radio Inc"|"1576393"|"0"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"1577958"|"0"
"01-0342399"|"ST ANDRE HEALTH CARE FACILITY"|"1577959"|"9"
"01-0455163"|"SAMOSET FIRE COMPANY OF BRISTOL BRISTOL FIRE AND RESCUE"|"1577960"|"0"
"01-0552288"|"THE FG FOUNDATION"|"1577962"|"0"
"01-0674962"|"SHINER NURSING & REHAB CENTER INC"|"1577963"|""
"01-0583485"|"South Martin Conservation Alliance, Inc"|"1578753"|"0"
"01-0966281"|"IGLESIA DEL DIOS VIVIENTE"|"1578758"|""
"01-6157155"|"Sanford Springvale Mousam Way Land Trust"|"1578759"|""
"01-0440342"|"BETHEL AREA CHAMBER OF COMMERCE"|"1580316"|""
"01-0861643"|"PUTNAM LAND CONSERVANCY, INC"|"1580317"|""
"01-0883506"|"NEW MEXICO YOUTH TENNIS FOUNDATION"|"1580318"|""
"01-0930709"|"Glenwood Family Ministries"|"1580532"|""
"01-0563040"|"Servant's Heart Camp Ministries"|"1580557"|""
"01-0884285"|"CATS LEAGUE AND ASSISTANCE OF WESTERN SLOPE"|"1580559"|""
"01-6009643"|"Academv Trust of Frvebura"|"1580561"|""
"01-6012127"|"Bridgton Scholarship Foundation"|"1580563"|"0"
"01-0279306"|"MAINE STATE BAR ASSOCIATION"|"1582417"|"0"
"01-0261000"|"SABATTUS REGIONAL CREDIT UNION"|"1582539"|"0"
"01-0323915"|"Ambulance Service Inc"|"1582540"|"0"
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"1582541"|""
"01-0484605"|"ALBION ASSOCIATES"|"1582543"|"0"
"01-0520715"|"CARLISLE CHARITABLE FOUNDATION (FORMERLY EQUEST FOUNDATION)"|"1582544"|"0"
"01-0538200"|"EDGECOMB WOODS"|"1582545"|"0"
"01-0544705"|"ST ANTHONYS MONASTERY ASSOCIATION"|"1582546"|""
"01-0646506"|"ANGELS OF GRACE INC"|"1582547"|"0"
"01-0650805"|"KOAL TO DIAMOND"|"1582548"|""
"01-0689500"|"San Jose Soccer Complex Foundation"|"1582549"|"0"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"1582550"|""
"01-6029208"|"Amencan Legion Post 153"|"1582554"|""
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"1582555"|""
"01-6233557"|"SouthPathPCEWBPT"|"1584741"|"0"
"01-0421753"|"REAL J DAIGLE EVANGELSTIC CORPORATION"|"1584770"|""
"01-0729385"|"Chesapeake Rivers Association, Inc"|"1584773"|""
"01-0842289"|"United Associations of Heather Ridge, Inc."|"1584775"|"0"
"01-0384908"|"The Maine Way inc."|"1585416"|""
"01-0659307"|"JEFFERSON PARK MINISTRIES INC"|"1585732"|""
"01-0384833"|"BIG BROTHERS BIG SISTERS OF MID-MAINE MAINE"|"1586088"|"0"
"01-0564259"|"FREEMUSLIM ASSOCIATION INC"|"1586089"|""
"01-0782731"|"Home Sweet Home Youth Services, Inc."|"1586090"|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"1586672"|""
"01-0939609"|"FOOD OF UFE OUTREACH MINISiniES INC"|"1586673"|""
"01-0478709"|"Maine Island Trail Association"|"1587251"|"0"
"01-0096117"|"Island Country Club"|"1587333"|""
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"1587334"|"0"
"01-0347202"|"HILL STREET TERRACE HOUSING CORPORATION"|"1587335"|"0"
"01-0516517"|"Senior Needs Committee of Wells and Ogunquit"|"1587337"|""
"01-0570609"|"Camp Smile Foundation Inc"|"1587338"|""
"01-0587702"|"BODIOGRAPHY CONTEMPORARY BALLET"|"1587339"|""
"01-0759717"|"THE LAZARUS PROJECT Inc"|"1587341"|"0"
"01-0808707"|"ISLAMIC ORGANIZATION OF NORTH AMERICA"|"1587342"|""
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"1589365"|"0"
"01-0387300"|"VILES ARBORETUM"|"1589872"|"0"
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"1589873"|"0"
"01-0783423"|"VISION COMMUNICATIONS INTERNATIONAL"|"1589874"|""
"02-0179723"|"POLISH AMERICAN CITIZENS CLUB"|"1589877"|""
"01-0539222"|"MaineStream Finance"|"1591425"|"0"
"01-0287022"|"THE THEATER AT MONMOUTH"|"1591544"|"0"
"01-0355822"|"SPECIAL OLYMPICS MAINE INC"|"1591545"|""
"01-0654320"|"THE LIO MISSION INC"|"1591546"|""
"01-0683413"|"The Council of Urban Professionals Institute"|"1591547"|""
"01-0165117"|"RETAIL ASSOCIATION OF MAINE f/k/a MAINE MERCHANTS ASSOCIATION"|"1592311"|"0"
"01-0269009"|"GREATER PORTLAND BOARD OF REALTORS"|"1592312"|""
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"1592313"|"0"
"01-0565218"|"GLAMOURGALS FOUNDATION INC"|"1592314"|"0"
"01-0211530"|"MAINE HISTORICAL SOCIETY"|"1592775"|"0"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"1592776"|"15"
"01-0356733"|"YARMOUTH CHAMBER OF COMMERCE"|"1592892"|""
"01-0502630"|"MAINE VOLUNTEER LAKE MONITORING PROGRAM"|"1592894"|""
"01-0564933"|"AUSTIN HINDU TEMPLE AND COMMUNITY CENTER"|"1592896"|"0"
"01-0857526"|"A FAMILY AFFAIR BRIDGES INC"|"1592898"|"1"
"01-0459837"|"Eastern Maine Healthcare Systems AHC Acadia Hospital Corp AHC"|"1593894"|"5"
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"1593895"|"0"
"01-0309344"|"KC-FATHER DRUILLETTE COUNCIL #2537"|"1594048"|"0"
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"1594049"|""
"01-0424837"|"GEORGES RIVER LAND TRUST"|"1594050"|"0"
"01-0794834"|"INTERNATIONAL SOCIETY FOR AUTISM RESEARCH"|"1594051"|"1"
"01-0022320"|"AUGUSTA COUNTRY CLUB"|"1595165"|"0"
"01-0124810"|"Mount Hope Cemetery Corp"|"1595166"|"0"
"01-0206603"|"COMMUNITY CREDIT UNION"|"1595167"|"0"
"01-0324012"|"MAINE RIGHT TO LIFE COMMITTEE"|"1595168"|"0"
"01-0325912"|"MATTANAWCOOK TERRACE HOUSING CORPORATION"|"1595169"|""
"01-0357213"|"Freeport Conservation Trust"|"1595170"|"0"
"01-0492125"|"ALLIANCE OF INDEP ACADEMIC MEDICAL CTRS"|"1595171"|""
"01-0509203"|"CHEBEAGUE RECREATION CENTER INC"|"1595172"|"0"
"01-0528014"|"MAINE FARMLAND TRUST"|"1595173"|"0"
"01-0637920"|"THE MEDICAL STAFF OF PARKVIEW COMMUNITY HOSPITAL"|"1595175"|"0"
"01-0712520"|"SOUTH CAROLINA EQUALITY COALITION"|"1595178"|""
"01-0745603"|"CYPRESS LANDING MARINA ASSOCIATION INC"|"1595180"|""
"01-0774114"|"Government Investment Officers Association"|"1595182"|""
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"1595183"|""
"01-0779814"|"Leadership Transformations Inc"|"1595184"|"0"
"01-0856114"|"CAVALIER KING CHARLES SPANIEL CLUB RESCUE INC"|"1595185"|"0"
"01-0885325"|"HARRIET TUBMAN CENTER"|"1595186"|""
"01-0969325"|"SUNCOAST SOCCER INC"|"1595188"|""
"01-6012835"|"ISLANDS COMMUNITY MEDICAL SERVICES"|"1595189"|"1"
"01-6023503"|"LE CLUB CALUMET EDUCATIONAL & LITERARY FOUNDATION INC"|"1595191"|""
"02-0119913"|"CLUB CANADIAN INC"|"1595193"|"0"
"01-0547055"|"Maine Community Action Association"|"1599307"|"0"
"01-0772160"|"Circle K International Inc"|"1599308"|"0"
"01-0790552"|"Theater Arts Group"|"1599309"|"0"
"01-0355563"|"Maine Development Foundation"|"1599511"|"0"
"01-0542054"|"FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION, Inc"|"1599512"|"0"
"01-0588347"|"Lebanon Valley Soccer Club"|"1599513"|"0"
"01-0597551"|"THE CRADDOCK CENTER, INC."|"1599514"|"0"
"01-0891955"|"COALITION AGAINST DOMAIN NAME ABUSE INC"|"1599515"|"0"
"01-0234189"|"Northern Maine Medical Center"|"1601366"|"9"
"01-0431680"|"MAINEHEALTH"|"1601367"|"18"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1601368"|"29"
"01-0588381"|"DISTRICT OF COLUMBIA CHAMBER OF COMMERCE FOUNDATION"|"1601369"|"0"
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"1601370"|"3"
"01-0829282"|"GOOD SHEPHERD MEDICAL CENTER-LINDEN"|"1601371"|"2"
"01-0280483"|"Maine Pulp & Paper Association"|"1601785"|"0"
"01-0360869"|"Maine Innkeepers Association, Inc."|"1601786"|""
"01-0478281"|"FRIENDS OF FORT KNOX"|"1601787"|""
"01-0566033"|"ISRAEL EMERGENCY ALLIANCE"|"1601788"|"0"
"01-0597067"|"THE GARRISON INSTITUTE, INC."|"1601789"|"0"
"01-0621770"|"HANDS OF HOPE MINISTRIES INC"|"1601790"|"0"
"01-0710522"|"TMT Three Maroon Circle Inc"|"1601791"|"1"
"01-0793986"|"PROPEL, Inc"|"1601792"|"0"
"01-6022787"|"Medical Care Development Inc"|"1601794"|"1"
"01-6162280"|"King-Thomas Scholarship Trust"|"1601795"|"0"
"01-0546327"|"Sebasticook Family Doctors"|"1604525"|"0"
"01-0056837"|"EASTERN MAINE ELECTRIC COOPERATIVE INC"|"1604710"|"1"
"01-0211811"|"Kennebec Valley YMCA"|"1604711"|"0"
"01-0244422"|"Laborers Intl Union of North Amenca 327 Local Union"|"1604712"|"0"
"01-0269721"|"Harraseeket Yacht Club"|"1604713"|"0"
"01-0340111"|"EAST MILLINOCKET HOUSING CORPORATION"|"1604714"|"0"
"01-0369722"|"WAWENOCK GOLF CLUB"|"1604715"|"0"
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"1604716"|""
"01-0495219"|"BARAN PLACE"|"1604717"|"0"
"01-0498427"|"Pleasant River Ambulance Service"|"1604718"|"0"
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"1604722"|"0"
"01-0625811"|"Freedom Builders of America Inc"|"1604723"|""
"01-0701611"|"VISION HOPE COMMUNITY DEVELOPMENT"|"1604724"|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"1604725"|""
"01-0759127"|"Shreveport Scottish Rite Foundation Inc"|"1604730"|"0"
"01-0862621"|"ST JOSEPH SHELTER"|"1604732"|"0"
"01-0883062"|"CHICAGO COMMUNITY LAND TRUST"|"1604733"|"0"
"01-0913226"|"Americas Agenda Health Care for Kids"|"1604735"|"0"
"01-0916120"|"Turtle Mountain Community Development Financial Institution"|"1604736"|"0"
"01-3073027"|"MAINE COUNCIL-ATLANTIC SALMON FEDERATION"|"1604738"|""
"02-0179721"|"POLISH AMERICAN CITIZENS CLUB"|"1604741"|"0"
"02-0216010"|"VFW Franklin Post 1698"|"1604742"|"0"
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"1604743"|"0"
"01-0345826"|"Richmond Health Center"|"1609629"|"0"
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"1609750"|"0"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"1609897"|"9"
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"1610580"|"10"
"01-0273431"|"Centerboard Yacht Club"|"1610581"|""
"01-0348709"|"OGUNQUIT CHAMBER OF COMMERCE"|"1610582"|"0"
"01-0382340"|"COVE'S EDGE INC"|"1610584"|""
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"1610585"|"0"
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"1610586"|"0"
"01-6020406"|"York County Community Action Corporation"|"1610587"|"3"
"01-0180531"|"WEST OXFORD AGRICULTURAL SOCIETY"|"1610896"|""
"01-0278130"|"MEMORIAL AMBULANCE CORPS"|"1610898"|"0"
"01-0358743"|"GLENBURN HOUSING CORPORATION"|"1610899"|""
"01-0367056"|"MANCHESTER HOUSING FOR THE ELDERLY"|"1610900"|"0"
"01-0372829"|"BOOTHBAY RAILWAY VILLAGE"|"1610901"|"0"
"01-0434603"|"Women Unlimited"|"1610902"|""
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"1610904"|"0"
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"1610906"|""
"01-0505729"|"FRIENDS OF THE ST LAWRENCE CHURCH"|"1610907"|""
"01-0511656"|"UNITY BARN RAISERS INC"|"1610908"|""
"01-0536008"|"FEDERATION OF STATE CONSERVATION LEAGUES MAINE CONSERVATION VOTERS"|"1610910"|"0"
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"1610914"|"0"
"01-0568603"|"GLOBAL GATEWAY NETWORK"|"1610915"|""
"01-0584930"|"Richmond County Medical Society Project Access Inc"|"1610916"|"0"
"01-0633329"|"Cambridge Valley Community Development Preservation Partnership Inc"|"1610917"|"0"
"01-0676431"|"CALIFORNIA CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"1610918"|"0"
"01-0804043"|"SALMON OF AMERICAS, INC."|"1610920"|""
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"1610921"|"0"
"01-0954243"|"AMAZING GRACE EVANGELICAL MINISTRIES"|"1610924"|""
"01-6010628"|"MUSEUM OF ART OF OGUNQUIT"|"1610925"|"1"
"01-6015740"|"Boothbay Region Humane Society"|"1610926"|"0"
"01-6044928"|"AUGUSTA ELECTRICAL JATC"|"1610927"|"0"
"01-6242128"|"EUCLID HITACHI RETIREE VEBA BENEFIT PLAN"|"1610928"|""
"02-0144343"|"HAMPTON AREA CHAMBER OF COMMERCE"|"1610929"|""
"01-0365189"|"Celebration Inc"|"1616520"|"1"
"01-0633893"|"James Moore Evangelistic Association"|"1616521"|""
"01-0774996"|"MAD DADS"|"1616523"|""
