"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FUNDRAISING_MAIL_CBX"|"FUNDRAISING_EMAIL_CBX"|"FUNDRAISING_PHONE_CBX"|"FUNDRAISING_PERSON_CBX"|"FUNDRAISING_NON_GOV_GRANTS_CBX"|"FUNDRAISING_GOV_GRANTS_CBX"|"FUNDRAISING_SPECIAL_EVENTS_CBX"|"FUNDRAISING_PROF_CBX"|"FUNDRAISING_TOTAL_GROSS_RECEIPTS"|"TOTAL_PAID_TO_FUNDRAISER"|"FUNDRAISING_TOTAL_PAID_ORG"
"01-0086202"|"THE HARBOR CLUB INC"|"1449788"|""|""|""|""|""|""|""|""|""|""|""
"01-0198980"|"NORTHEAST HARBOR FLEET"|"1449789"|""|""|""|""|""|""|""|""|""|""|""
"01-0211481"|"Bangor Children's Home"|"1449790"|""|""|""|""|""|""|""|""|""|""|""
"01-0211512"|"Home for the Aged"|"1449791"|""|""|""|""|""|""|""|""|""|""|""
"01-0233280"|"UNITED WAY OF MID-MAINE"|"1449792"|""|""|""|""|""|""|""|""|""|""|""
"01-0271210"|"Husson University"|"1449794"|"Y"|""|"Y"|"Y"|""|""|""|"Y"|""|"68648.0000"|""
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"1449795"|""|""|""|""|""|""|""|""|""|""|""
"01-0317103"|"SENIORSPLUS"|"1449796"|""|""|""|""|""|""|""|""|""|""|""
"01-0406624"|"Holocaust Human Rights Center of Maine"|"1449797"|""|""|""|""|""|""|""|""|""|""|""
"01-0431501"|"THE CENTER FOR GRIEVING CHILDREN"|"1449798"|""|""|""|""|""|""|""|""|""|""|""
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"1449800"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0530420"|"Jewish Community Alliance Southern Maine"|"1449801"|""|""|""|""|""|""|""|""|""|""|""
"01-0595862"|"ACCESS INSTITUTE FOR PSYCHOLOGICAL SERVICES"|"1449804"|""|""|""|""|""|""|""|""|""|""|""
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"1449805"|""|""|""|""|""|""|""|""|""|""|""
"01-0665300"|"BARTRAM TRAIL CDC INC"|"1449806"|""|""|""|""|""|""|""|""|""|""|""
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"1449807"|""|""|""|""|""|""|""|""|""|""|""
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1449808"|""|""|""|""|""|""|""|""|""|""|""
"01-0748214"|"Arbor Bay School"|"1449809"|""|""|""|""|""|""|""|""|""|""|""
"01-0869701"|"Center for Civic Policy"|"1449811"|""|""|""|""|""|""|""|""|""|""|""
"01-6011501"|"University of Maine Foundation"|"1449815"|""|""|""|""|""|""|""|""|""|""|""
"02-0110580"|"Blue Mountain Forest Association"|"1449817"|""|""|""|""|""|""|""|""|""|""|""
"02-0223321"|"COTTAGE HOSPITAL"|"1449820"|""|""|""|""|""|""|""|""|""|""|""
"01-0221132"|"D A HURD PUBLIC LIBRARY ASSOCIATION"|"1452653"|""|""|""|""|""|""|""|""|""|""|""
"01-0243254"|"Morrison Center"|"1452654"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0409991"|"FAMILY FOCUS"|"1452656"|""|""|""|""|""|""|""|""|""|""|""
"01-0467073"|"St Croix Regional Family Health Center"|"1452657"|""|""|""|""|""|""|""|""|""|""|""
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NNE"|"1452658"|""|""|""|""|""|""|""|""|""|""|""
"01-0499934"|"ALLIES INC"|"1452659"|""|""|""|""|""|""|""|""|""|""|""
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"1452661"|""|""|""|""|""|""|""|""|""|""|""
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"1452662"|""|""|""|""|""|""|""|""|""|""|""
"01-0701608"|"PARTNERSHIP ACADEMY INC"|"1452663"|""|""|""|""|""|""|""|""|""|""|""
"01-0537084"|"Westem Mountains Charitable Foundation"|"1454233"|""|""|""|""|""|""|""|""|""|""|""
"01-0824387"|"STOP THE SILENCE: STOP CHILD SEXUAL ABUSE, INC."|"1454410"|""|""|""|""|""|""|""|""|""|""|""
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"1454550"|""|""|""|""|""|""|""|""|""|""|""
"01-0211532"|"KENTS HILL SCHOOL"|"1454551"|""|""|""|""|""|""|""|""|""|""|""
"01-0211542"|"Catherine Morrill Day Nursery"|"1454552"|""|""|""|""|""|""|""|""|""|""|""
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"1454553"|""|""|""|""|""|""|""|""|""|""|""
"01-0211565"|"WAYNFLETE SCHOOL"|"1454554"|""|""|""|""|""|""|""|""|""|""|""
"01-0219828"|"OLD ORCHARD BEACH FREE PUBLIC LIBRARY ASSOCIATION"|"1454555"|""|""|""|""|""|""|""|""|""|""|""
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"1454556"|""|""|""|""|""|""|""|""|""|""|""
"01-0267689"|"KATAHDIN FRIENDS INC"|"1454557"|""|""|""|""|""|""|""|""|""|""|""
"01-0315847"|"HALFWAY HOUSE INC"|"1454558"|""|""|""|""|""|""|""|""|""|""|""
"01-0318051"|"CENTRAL MAINE AREA AGENCY ON AGING INC"|"1454559"|""|""|""|""|""|""|""|""|""|""|""
"01-0348849"|"MAPS"|"1454560"|""|""|""|""|""|""|""|""|""|""|""
"01-0358141"|"CARING UNLIMITED"|"1454561"|""|""|""|""|""|""|""|""|""|""|""
"01-0367116"|"Families United of Washington County"|"1454562"|""|""|""|""|""|""|""|""|""|""|""
"01-0374565"|"WINTER FOUNDATION"|"1454563"|""|""|""|""|""|""|""|""|""|""|""
"01-0376832"|"MAINE VETERANS HOME"|"1454564"|""|""|""|""|""|""|""|""|""|""|""
"01-0387418"|"PENOBSCOT THEATER COMPANY"|"1454565"|""|""|""|""|""|""|""|""|""|""|""
"01-0468460"|"G & H AMBULANCE SERVICE INC"|"1454566"|""|""|""|""|""|""|""|""|""|""|""
"01-0475374"|"CHILDREN'S ODYSSEY"|"1454567"|""|""|""|""|""|""|""|""|""|""|""
"01-0498250"|"WINGS FOR CHILDREN & FAMILIES INC"|"1454568"|""|""|""|""|""|""|""|""|""|""|""
"01-0509118"|"Maine International Trade Center"|"1454569"|""|""|""|""|""|""|""|""|""|""|""
"01-0518745"|"MAINE MANUFACTURING EXTENSION PARTNERSHIP"|"1454570"|""|""|""|""|""|""|""|""|""|""|""
"01-0534548"|"Community Care"|"1454571"|""|""|""|""|""|""|""|""|""|""|""
"01-0564286"|"DAYTON LEARNING CENTER"|"1454572"|""|""|""|""|""|""|""|""|""|""|""
"01-0567964"|"Califomia Tamil Academy"|"1454573"|""|""|""|""|""|""|""|""|""|""|""
"01-0618964"|"OASIS CARE INC"|"1454574"|""|""|""|""|""|""|""|""|""|""|""
"01-0631375"|"COMMUNITY BASED CARE OF CENTRAL FLORIDAINC"|"1454575"|""|""|""|""|""|""|""|""|""|""|""
"01-0640027"|"MGM RESORTS FOUNDATION"|"1454576"|""|""|""|""|""|""|""|""|""|""|""
"01-0659217"|"Donate Life North Carolina"|"1454577"|""|""|""|""|""|""|""|""|""|""|""
"01-0717546"|"MAINE APPALACHIAN TRAIL LAND TRUST"|"1454579"|""|""|""|""|""|""|""|""|""|""|""
"01-0765907"|"GREAT RIVER SHAKESPEARE FESTIVAL"|"1454580"|""|""|""|""|""|""|""|""|""|""|""
"01-0771163"|"POCONO MOUNTAIN CHARTER SCHOOL"|"1454581"|""|""|""|""|""|""|""|""|""|""|""
"01-0818965"|"DEMEDICI CORPORATION"|"1454583"|""|""|""|""|""|""|""|""|""|""|""
"01-0819395"|"Patterson Park Public Charter School Inc"|"1454584"|""|""|""|""|""|""|"Y"|"N"|""|""|""
"01-0882170"|"TOP HOUSE INC"|"1454585"|""|""|""|""|""|""|""|""|""|""|""
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"1454586"|""|""|""|""|""|""|""|""|""|""|""
"01-6015647"|"PENOBSCOT MARINE MUSEUM"|"1454588"|""|""|""|""|""|""|""|""|""|""|""
"01-6022815"|"ISLAND MEDICAL CENTER"|"1454589"|""|""|""|""|""|""|""|""|""|""|""
"02-0114695"|"CAMP TECUMSEH INC"|"1454590"|""|""|""|""|""|""|""|""|""|""|""
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"1454591"|""|""|""|""|""|""|""|""|""|""|""
"01-6233557"|"SouthPathPC EWBPT"|"1460132"|""|""|""|""|""|""|""|""|""|""|""
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"1460167"|""|""|""|""|""|""|""|""|""|""|""
"01-0276859"|"Aroostook Mental Health Services, Inc."|"1460168"|""|""|""|""|""|""|""|""|""|""|""
"01-0342356"|"Western Maine Transportation Services Inc"|"1460169"|""|""|""|""|""|""|""|""|""|""|""
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1460170"|""|""|""|""|""|""|""|""|""|""|""
"01-0621556"|"THE GILL ST BERNARD'S PARENTS' ASSOCIATION INC"|"1460171"|""|""|""|""|""|""|""|""|""|""|""
"01-0916759"|"KIPP ST LOUIS"|"1460173"|""|""|""|""|""|""|""|""|""|""|""
"01-0145780"|"PURPOODOCK CLUB"|"1461657"|""|""|""|""|""|""|""|""|""|""|""
"01-0217639"|"THE COMMUNITY SCHOOLS OPPORTUNITY FARM AND CAMDEN"|"1461658"|""|""|""|""|""|""|""|""|""|""|""
"01-0223482"|"Millinocket Regional Hospital"|"1461660"|""|""|""|""|""|""|""|""|""|""|""
"01-0284280"|"Multiple Handicapped Association of Aroostook"|"1461661"|""|""|""|""|""|""|""|""|""|""|""
"01-0317679"|"Family Planning Association of Maine Inc"|"1461662"|""|""|""|""|""|""|""|""|""|""|""
"01-0361089"|"YORK COUNTY SHELTER PROGRAMS INC"|"1461663"|""|""|""|""|""|""|""|""|""|""|""
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1461664"|""|""|""|""|""|""|""|""|""|""|""
"01-0852888"|"TEAM READ"|"1461665"|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"1462958"|""|""|""|""|""|""|""|""|""|""|""
"01-0248780"|"Maine Audubon Society"|"1462959"|""|""|""|""|""|""|""|""|""|""|""
"01-0373396"|"The Park Danforth"|"1462960"|""|""|""|""|""|""|""|""|""|""|""
"01-0481696"|"BIRCH BAY RETIREMNT VILLAGE"|"1462961"|""|""|""|""|""|""|""|""|""|""|""
"01-0322531"|"Aroostook Area Agency on Aging, Inc."|"1463612"|""|""|""|""|""|""|"Y"|"N"|"0.0000"|"0.0000"|"0.0000"
"01-0493614"|"PINE ISLAND CAMP, INC."|"1463614"|""|""|""|""|""|""|""|""|""|""|""
"01-6123853"|"BC&T, LOCAL # 334 RETIREE HEALTH TRUST (NISSEN DIVISION)"|"1463615"|""|""|""|""|""|""|""|""|""|""|""
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"1463616"|""|""|""|""|""|""|""|""|""|""|""
"02-0173352"|"CONSTRUCTION AND GENERAL LABORERS' UNION LOCAL 976"|"1464551"|""|""|""|""|""|""|""|""|""|""|""
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"1464552"|""|""|""|""|""|""|""|""|""|""|""
"02-0223390"|"MANCHESTER HISTORIC ASSOCIATION"|"1464946"|""|""|""|""|""|""|""|""|""|""|""
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYSTE"|"1465257"|""|""|""|""|""|""|""|""|""|""|""
"01-0509578"|"MY PLACE TEEN CENTER INC"|"1465258"|""|""|""|""|""|""|""|""|""|""|""
"01-6006524"|"BRIDGTON PUBLIC LIBRARY"|"1465259"|""|""|""|""|""|""|""|""|""|""|""
"01-0701804"|"New York Center for Civil Justice Tolerance Values Inc"|"1465971"|""|""|""|""|""|""|""|""|""|""|""
"01-0433461"|"THE MEDICAL DOSIMETRIST CERTIFICATION BOARD"|"1466055"|""|""|""|""|""|""|""|""|""|""|""
"01-0445163"|"Anson Madison Starks Ambulance"|"1466056"|""|""|""|""|""|""|""|""|""|""|""
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"1466473"|""|""|""|""|""|""|""|""|""|""|""
"01-0349949"|"PEOPLE PLUS"|"1466474"|""|""|""|""|""|""|""|""|""|""|""
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"1466476"|""|""|""|""|""|""|""|""|""|""|""
"01-0320500"|"Evergreen Cemetery Association"|"1467091"|""|""|""|""|""|""|""|""|""|""|""
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"1467129"|""|""|""|""|""|""|""|""|""|""|""
"02-0156447"|"Fraternal Order of Eagles, Lamprey Aerie #1934"|"1467130"|""|""|""|""|""|""|""|""|""|""|""
"01-0735369"|"Yonkers South Broadway District Management Association, Inc"|"1467513"|""|""|""|""|""|""|""|""|""|""|""
"01-0211500"|"DYER LIBRARY ASSOCIATION"|"1467980"|""|""|""|""|""|""|""|""|""|""|""
"01-0349706"|"Onpoint Health Data"|"1467981"|""|""|""|""|""|""|""|""|""|""|""
"01-0518520"|"NORTHEAST OSTEOPATHIC MEDICAL EDUCATION NETWORK"|"1467982"|""|""|""|""|""|""|""|""|""|""|""
"01-0872726"|"International Spanish Language Academy"|"1467983"|""|""|""|""|""|""|""|""|""|""|""
"01-0523509"|"Ctr for Cetacean Research and Conservation"|"1468286"|""|""|""|""|""|""|""|""|""|""|""
"01-0328376"|"Eastern Area Agency on Agmg"|"1468546"|""|""|""|""|""|""|""|""|""|""|""
"01-0935534"|"THE ACADEMY OF ALAMEDA"|"1468547"|""|""|""|""|""|""|""|""|""|""|""
"01-0714415"|"NEW JERUSALEM COMMUNITY DEVEL"|"1468975"|""|""|""|""|""|""|""|""|""|""|""
"01-0974476"|"CHARTER BOARD PARTNERS"|"1468991"|""|""|""|""|""|""|""|""|""|""|""
"01-0192761"|"CHILD EVANGGLISM FELLOWSHIP INC"|"1469222"|""|""|""|""|""|""|""|""|""|""|""
"01-0288363"|"CRISIS AND COUNSELING CENTERS INC"|"1469223"|""|""|""|""|""|""|""|""|""|""|""
"01-0560081"|"NATIONAL NURSING CENTERS CONSORTIUM INC"|"1469224"|""|""|""|""|""|""|""|""|""|""|""
"01-0904664"|"Carla and David Crane Foudnation"|"1469225"|""|""|""|""|""|""|""|""|""|""|""
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"1469226"|""|""|""|""|""|""|""|""|""|""|""
"01-0932846"|"GENESIS HEALTHCARE INC"|"1469227"|""|""|""|""|""|""|""|""|""|""|""
"01-0405274"|"Home Counselors Inc"|"1469708"|""|""|""|""|""|""|""|""|""|""|""
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1469709"|""|""|""|""|""|""|""|""|""|""|""
"01-0648561"|"NORTHWEST CONNECTICUT AHEC INC"|"1469710"|""|""|""|""|""|""|""|""|""|""|""
"01-0770318"|"CORRECTIONAL OFFICERS ASSOC. OF DEL"|"1469711"|""|""|""|""|""|""|""|""|""|""|""
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION, INC"|"1469712"|""|""|""|""|""|""|""|""|""|""|""
"01-0360259"|"Southern Maine Agency on Aging"|"1470122"|""|""|""|""|""|""|""|""|""|""|""
"01-0387674"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"1470123"|""|""|""|""|""|""|""|""|""|""|""
"01-0513859"|"BRIDGTON ICE ARENA INC"|"1470124"|""|""|""|""|""|""|""|""|""|""|""
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"1470125"|""|""|""|""|""|""|""|""|""|""|""
"02-0207161"|"NEW HAMPSHIRE ASSOCIATION OF INSURANCE AGENTS"|"1470126"|""|""|""|""|""|""|""|""|""|""|""
"01-0243548"|"Haystack Mountain School of Crafts"|"1471001"|""|""|""|""|""|""|""|""|""|""|""
"01-0272879"|"Skills Inc"|"1471050"|""|""|""|""|""|""|""|""|""|""|""
"01-0440635"|"Addison Point Specilaized Services Inc"|"1471051"|""|""|""|""|""|""|""|""|""|""|""
"01-0553478"|"EAST MOUNTNN HOSPITAL INC"|"1471052"|""|""|""|""|""|""|""|""|""|""|""
"01-0740130"|"RIO HONDO COMMUNITY DEVELOPMENT CORPORATION"|"1471053"|""|""|""|""|""|""|""|""|""|""|""
"01-0348331"|"CHOCOLATE CHURCH ARTS CENTER"|"1471875"|""|""|""|""|""|""|""|""|""|""|""
"01-0465754"|"CHILD EVANGELISM FELLOWSHIP, INC"|"1471876"|""|""|""|""|""|""|""|""|""|""|""
"01-0547297"|"THE NEW SCHOOL"|"1471877"|""|""|""|""|""|""|""|""|""|""|""
"02-0222254"|"YWCA OF NEW HAMPSHIRE"|"1471878"|""|""|""|""|""|""|""|""|""|""|""
"01-0582371"|"SUNSHINE SOCIAL SERVICES. INC"|"1472896"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"0.0000"|"0.0000"|"0.0000"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"1472940"|""|""|""|""|""|""|""|""|""|""|""
"01-0760254"|"Penn Foundation Trust"|"1472941"|""|""|""|""|""|""|""|""|""|""|""
"01-6019960"|"WALTON LINCOLN TRUST OCHR 20 -0023840"|"1472942"|""|""|""|""|""|""|""|""|""|""|""
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"1474437"|""|""|""|""|""|""|""|""|""|""|""
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"1474438"|""|""|""|""|""|""|""|""|""|""|""
"01-0413112"|"FRATERNAL ORDER OF EAGLES AERIE 441 AERIE #4131"|"1474946"|""|""|""|""|""|""|""|""|""|""|""
"01-6020038"|"CAMDEN FIRST AID ASSOCIATION"|"1474959"|""|""|""|""|""|""|""|""|""|""|""
"01-0212438"|"Maine Central Institute"|"1475002"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"229294.0000"|"11790.0000"|"217504.0000"
"01-0413112"|"FRATERNAL ORDER OF EAGLES AERIE #41 AERIE #4131"|"1475003"|""|""|""|""|""|""|""|""|""|""|""
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"1475004"|""|""|""|""|""|""|""|""|""|""|""
"01-0742001"|"MANCHESTER COMMUNITY RESOURCE CENTER,INC"|"1475005"|""|""|""|""|""|""|""|""|""|""|""
"01-0358152"|"SOUL' S HARBOR, INC ."|"1475934"|""|""|""|""|""|""|""|""|""|""|""
"01-0376143"|"MAINE AVENUE MANOR, INC"|"1475935"|""|""|""|""|""|""|""|""|""|""|""
"01-0546698"|"Moosabec Ambulance Service"|"1475936"|""|""|""|""|""|""|""|""|""|""|""
"01-0561825"|"Abingdon feeder cattle Association"|"1475937"|""|""|""|""|""|""|""|""|""|""|""
"01-0598493"|"INTERNATIONAL SKATING PROGRAM INC."|"1475938"|""|""|""|""|""|""|""|""|""|""|""
"01-0651516"|"MOUNTAIN MISSIONS DEVELOPMENT CORPO"|"1475939"|""|""|""|""|""|""|""|""|""|""|""
"01-0784332"|"SECKMAN ICE HOCKEY CLUB"|"1475941"|""|""|""|""|""|""|""|""|""|""|""
"01-0957572"|"Marginal Way Preservation Fund"|"1475942"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""
"01-6010461"|"OCEAN VIEW CEMETERY"|"1475944"|""|""|""|""|""|""|""|""|""|""|""
"01-0132610"|"Orchard Grove Cemetery Association"|"1477490"|""|""|""|""|""|""|""|""|""|""|""
"01-0320500"|"Evergreen Cemetery Association"|"1477491"|""|""|""|""|""|""|""|""|""|""|""
"01-0367581"|"BROWNVILLE HOUSING CORPORATION"|"1477492"|""|""|""|""|""|""|""|""|""|""|""
"01-0448408"|"WISCASSET, WATERVILLE & FARMINGTON RAILWAY MUSEUM"|"1477493"|""|""|""|""|""|""|""|""|""|""|""
"01-0774338"|"North Ridgeville Amateur Soccer League"|"1477494"|""|""|""|""|""|""|""|""|""|""|""
"01-0783649"|"Outreach Farm Inc"|"1477495"|""|""|""|""|""|""|""|""|""|""|""
"01-0793507"|"SOUTH CAROLINA COMMUNITY LOAN FUND (FORMERLY LOWCOUNTRY HOUSING TRUST, INC)"|"1477496"|""|""|""|""|""|""|""|""|""|""|""
"01-0819638"|"TRANSFORMATIVE INQUIRY DESIGNS FOR EFFECTIVE SCHOOL"|"1477498"|""|""|""|""|""|""|""|""|""|""|""
"01-0871002"|"Wyoming County Business Center, Inc."|"1477499"|""|""|""|""|""|""|""|""|""|""|""
"01-6016305"|"EPHRIAN H JOHNSON POST #9 AMERICAN LEGION"|"1477500"|""|""|""|""|""|""|""|""|""|""|""
"02-0172300"|"BUSINESS AND INDUSTRY ASSOCIATION OF NH"|"1477501"|""|""|""|""|""|""|""|""|""|""|""
"01-0946106"|"Volunteer & Exempt Fireman's Benevolent Assn. of inwood"|"1479050"|""|""|""|""|""|""|""|""|""|""|""
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"1479875"|""|""|""|""|""|""|""|""|""|""|""
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"1480844"|""|""|""|""|""|""|""|""|""|""|""
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"1480845"|""|""|""|""|""|""|""|""|""|""|""
"01-0820836"|"ARIZONA PHARMACY ALLIANCE, INC"|"1480846"|""|""|""|""|""|""|""|""|""|""|""
"02-0103433"|"TAU CHAPTER OF ALPHA XI DELTA"|"1480849"|""|""|""|""|""|""|""|""|""|""|""
"01-0353744"|"Christian Fellowship, Inc"|"1481485"|""|""|""|""|""|""|""|""|""|""|""
"01-0463933"|"The Presque Isle Historical Society"|"1481486"|""|""|""|""|""|""|""|""|""|""|""
"01-0517028"|"CMP DEATH BENFIT VEBA TRUST"|"1481487"|""|""|""|""|""|""|""|""|""|""|""
"01-0517029"|"CMP PRM UNION VEBA TRUST"|"1481488"|""|""|""|""|""|""|""|""|""|""|""
"01-0517035"|"CMP PRM NON-UNION VEBA TRUST"|"1481489"|""|""|""|""|""|""|""|""|""|""|""
"01-0778962"|"Texas Archive of the Moving Image"|"1481490"|""|""|""|""|""|""|""|""|""|""|""
"01-0941732"|"Connecticut Catholic Public Affairs Conference, Inc."|"1481491"|""|""|""|""|""|""|""|""|""|""|""
"01-6007236"|"ST. ANDREWS FREE BED FUND"|"1481492"|""|""|""|""|""|""|""|""|""|""|""
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1481493"|""|""|""|""|""|""|""|""|""|""|""
"02-0239519"|"World Affairs Council of New Hampshire"|"1481494"|""|""|""|""|""|""|""|""|""|""|""
"01-0527044"|"OCTOBER CORPORATION"|"1482098"|""|""|""|""|""|""|""|""|""|""|""
"01-0162690"|"Sorrento Village improvement Association"|"1482241"|""|""|""|""|""|""|""|""|""|""|""
"01-0024645"|"Bangor Symphony Orchestra"|"1482864"|""|""|""|""|""|""|""|""|""|""|""
"01-0211548"|"Redington memorial Hospital Association"|"1482866"|""|""|""|""|""|""|""|""|""|""|""
"01-0319131"|"Sigma Delta Pi"|"1482867"|""|""|""|""|""|""|""|""|""|""|""
"01-0456521"|"Maine Hospice Council & Center for End-of-Life Care"|"1482868"|""|""|""|""|""|""|""|""|""|""|""
"01-0806645"|"REGIONAL LOCAL UNION NO 846 OF THE INTERNATIONAL ASSOCIATION"|"1482869"|""|""|""|""|""|""|""|""|""|""|""
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"1482871"|""|""|""|""|""|""|"Y"|"N"|""|""|""
"01-0222037"|"VETERANS OF FOREIGN WARS OF THE U.S. FOREST J. PARE POST 1285"|"1483754"|""|""|""|""|""|""|""|""|""|""|""
"01-0323280"|"Penquis Mental Health Association"|"1483755"|""|""|""|""|""|""|""|""|""|""|""
"01-0702652"|"CAFA, INC."|"1483756"|""|""|""|""|""|""|""|""|""|""|""
"01-0206454"|"LEDGELAWN CEMETERY INC"|"1485325"|""|""|""|""|""|""|""|""|""|""|""
"01-0249865"|"Wiscasset Public Library"|"1485326"|""|""|""|""|""|""|""|""|""|""|""
"01-0356422"|"MOOSEHEAD MARINE MUSEUM"|"1485327"|""|""|""|""|""|""|""|""|""|""|""
"01-0419157"|"EASTPORT YOUTH ASSOCIATION"|"1485328"|""|""|""|""|""|""|""|""|""|""|""
"01-0494342"|"Woodie Wheaton Land Trust"|"1485329"|""|""|""|""|""|""|""|""|""|""|""
"01-0573723"|"VFW POST 34 CANTEEN INC"|"1485330"|""|""|""|""|""|""|""|""|""|""|""
"01-0598137"|"The Thelma Gaylord Lyric Theatre En"|"1485331"|""|""|""|""|""|""|""|""|""|""|""
"01-0617953"|"KING OF PEACE EPISCOPAL DAY SCHOOL"|"1485332"|""|""|""|""|""|""|""|""|""|""|""
"01-0660421"|"Jefferson Street Senior Housing Corporation"|"1485333"|""|""|""|""|""|""|""|""|""|""|""
"01-0723520"|"Edward M Armfield Sr Civic & Recreation Center"|"1485334"|""|""|""|""|""|""|""|""|""|""|""
"01-0821110"|"Children of Abraham, Inc."|"1485335"|""|""|""|""|""|""|"Y"|"N"|""|""|""
"01-0857922"|"Clock Tower Place Funding Company"|"1485336"|""|""|""|""|""|""|""|""|""|""|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"1485338"|""|""|""|""|""|""|""|""|""|""|""
"02-0119917"|"DAVIGNON CLUB, INC ."|"1485339"|""|""|""|""|""|""|""|"N"|""|""|"0.0000"
"02-0209443"|"Veterans of Foreign Wars VFW-NH 808"|"1485340"|""|""|""|""|""|""|""|""|""|""|""
"01-0377632"|"Maine Harness Horsemen's Association"|"1487088"|""|""|""|""|""|""|""|""|""|""|""
"01-0764731"|"Texas County museum of Art and History"|"1487091"|""|""|""|""|""|""|""|""|""|""|""
"01-0286579"|"WILTON FREE PUBLIC LIBRARY"|"1488173"|""|""|""|""|""|""|""|""|""|""|""
"01-0414293"|"HABITAT FOR HUMANITY YORK COUNTY MAINE"|"1488174"|""|""|""|""|""|""|""|""|""|""|""
"01-0438695"|"MAINE HOUSING AND BUILDING MATERIALS EXCHANGE"|"1488175"|""|""|""|""|""|""|""|""|""|""|""
"01-0544468"|"FOUR DIRECTIONS DEVELOPMENT CORPORATION"|"1488176"|""|""|""|""|""|""|""|""|""|""|""
"01-0716494"|"PINE TOWNSHIP ENGINE COMPANY"|"1488596"|""|""|""|""|""|""|""|""|""|""|""
"01-0959193"|"INTERNATIONAL UNION, UAW LOCAL 2121"|"1488597"|""|""|""|""|""|""|""|""|""|""|""
"01-6021794"|"CHARLOTTE HOBBS MEMORIAL LIBRARY"|"1488598"|""|""|""|""|""|""|""|"N"|""|""|"0.0000"
"01-0359948"|"HIRUNDO WILDLIFE TRUST"|"1489136"|""|""|""|""|""|""|""|""|""|""|""
"01-0709830"|"Educational Research Group"|"1489137"|""|""|""|""|""|""|""|""|""|""|""
"01-0762333"|"RITA PROJECT, INC."|"1489138"|""|""|""|""|""|""|""|""|""|""|""
"00-0889899"|"Academic & Behavioral Clinic, Inc"|"1489823"|""|""|""|""|""|""|""|""|""|""|""
"01-0233275"|"MACCRILLIS-ROUSSEAU POST NO. 8835 VETERANS OF FOREIGN WARS"|"1489824"|""|""|""|""|""|""|""|""|""|""|""
"01-0368188"|"SO MAINE EMERGENCY MED SERVICES COUNCIL INC"|"1489825"|""|""|""|""|""|""|""|""|""|""|""
