"C_EIN"|"C_Org_Name"|"GOV_GRANT_ID"|"XML_DOCUMENT_ID"|"ORG_NAME"|"STREET"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"EIN"|"SECTION"|"ORG_CASH"|"ORG_NON_CASH"|"ORG_METHOD_VALUE"|"ORG_DESCR_NON_CASH"|"GRANT_PURPOSE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797484"|"1860547"|"CARE ATLANTA"|"PO BOX 7039"|"MERRIFIELD"|"VA"|"USA"|"22116-9753"|"13-1685039"|"501(C)(3)"|"12000.0000"|""|""|""|"INTERNATIONAL RELIEF"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797485"|"1860547"|"KENTUCKY COALITION INC"|"PO BOX 1450"|"LONDON"|"KY"|"USA"|"40743"|"31-1113237"|"501(C)(3)"|"12000.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797486"|"1860547"|"J STREET EDUCATION FUND"|"PO BOX 66073"|"WASHINGTON"|"DC"|"USA"|"20035"|"20-2777557"|"501(C)(3)"|"12000.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797487"|"1860547"|"IDAHO CONSERVATION LEAGUE"|"PO BOX 844"|"BOISE"|"ID"|"USA"|"83701"|"82-6042478"|"501(C)(3)"|"11750.0000"|""|""|""|"NATURAL RESOURCES CONSERVATION & PROTECTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797488"|"1860547"|"THE COLLEGE FUNDUNCF"|"8260 WILLOW OAKS CORPORATE DRIVE"|"FAIRFAX"|"VA"|"USA"|"22031"|"13-1624241"|"501(C)(3)"|"11715.0000"|""|""|""|"EDUCATION NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797489"|"1860547"|"FRIENDS OF THE URBAN FOREST"|"PO BOX 29456"|"SAN FRANCISCO"|"CA"|"USA"|"94129"|"94-2699528"|"501(C)(3)"|"11679.0000"|""|""|""|"ENVIRONMENTAL BEAUTIFICATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797490"|"1860547"|"INTERFAITH COUNCIL OF CONTRA COSTA COUNTY"|"1543 SUNNYVALE AVENUE"|"WALNUT CREEK"|"CA"|"USA"|"94596"|"94-1693225"|"501(C)(3)"|"11500.0000"|""|""|""|"INTERFAITH ISSUES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797491"|"1860547"|"UNIVERSITY OF CALIFORNIA PRESS FOUNDATION"|"2120 BERKELEY WAY"|"BERKELEY"|"CA"|"USA"|"94704"|"94-2682969"|"501(C)(3)"|"11500.0000"|""|""|""|"PRINTING & PUBLISHING"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797492"|"1860547"|"ST PAUL'S EPISCOPAL CHURCH BURLINGAME"|"415 EL CAMINO REAL"|"BURLINGAME"|"CA"|"USA"|"94010"|"94-1160945"|"501(C)(3)"|"11500.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797493"|"1860547"|"FOUNDATION FOR STUDENTS RISING ABOVE"|"PO BOX 29174"|"SAN FRANCISCO"|"CA"|"USA"|"94129"|"81-0615887"|"501(C)(3)"|"11500.0000"|""|""|""|"UNDERGRADUATE COLLEGES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797494"|"1860547"|"GIRLS ON THE RUN OF THE BAY AREATHE WOMEN'S BUILDING"|"3543 18TH STREET 31"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"71-0890558"|"501(C)(3)"|"11500.0000"|""|""|""|"AMATEUR SPORTS COMPETITIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797495"|"1860547"|"THE MOSAIC PROJECT"|"580 GRAND AVENUE SUITE 303"|"OAKLAND"|"CA"|"USA"|"94610"|"94-3367263"|"501(C)(3)"|"11300.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797496"|"1860547"|"YEAR UP SAN FRANCISCO BAY AREA"|"210 SPEAR STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94105"|"04-3534407"|"501(C)(3)"|"11276.0000"|""|""|""|"JOB TRAINING"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797497"|"1860547"|"MISSION DOLORES ACADEMY"|"3371 16TH STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94114"|"20-2849575"|"501(C)(3)"|"11250.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797498"|"1860547"|"PIEDMONT EDUCATIONAL FOUNDATION"|"PO BOX 11192"|"PIEDMONT"|"CA"|"USA"|"94611"|"94-6426176"|"501(C)(3)"|"11250.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797499"|"1860547"|"AMNESTY INTERNATIONAL"|"PO BOX 96756"|"WASHINGTON"|"DC"|"USA"|"20077-7131"|"52-0851555"|"501(C)(3)"|"11250.0000"|""|""|""|"INTERNATIONAL HUMAN RIGHTS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797500"|"1860547"|"MAKING WAVES FOUNDATION"|"3045 RESEARCH DRIVE"|"RICHMOND"|"CA"|"USA"|"94806"|"68-0204312"|"501(C)(3)"|"11000.0000"|""|""|""|"PERSONAL SOCIAL SERVICES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797501"|"1860547"|"ANN MARTIN CENTER"|"1375 55TH STREET"|"EMERYVILLE"|"CA"|"USA"|"94608"|"94-6099000"|"501(C)(3)"|"11000.0000"|""|""|""|"COMMUNITY MENTAL HEALTH CENTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797502"|"1860547"|"THE EDIBLE SCHOOLYARD PROJECT"|"1517 SHATTUCK AVENUE"|"BERKELEY"|"CA"|"USA"|"94709"|"94-3248671"|"501(C)(3)"|"11000.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797503"|"1860547"|"FRIENDS OF THE WORLD FOOD PROGRAM"|"1725 EYE ST NW SUITE 510"|"WASHINGTON"|"DC"|"USA"|"20006"|"13-3843435"|"501(C)(3)"|"11000.0000"|""|""|""|"INTERNATIONAL DEVELOPMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797504"|"1860547"|"HILLSBOROUGH SCHOOLS FOUNDATION"|"300 EL CERRITO AVENUE"|"HILLSBOROUGH"|"CA"|"USA"|"94010"|"94-2634550"|"501(C)(3)"|"11000.0000"|""|""|""|"FUND RAISING & FUND DISTRIBUTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797505"|"1860547"|"OAK HILL SCHOOL"|"300 SUNNY HILLS DRIVE BLDG 6"|"SAN ANSELMO"|"CA"|"USA"|"94960"|"94-3359599"|"501(C)(3)"|"11000.0000"|""|""|""|"SPECIAL EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797506"|"1860547"|"GRANTMAKERS IN THE ARTS"|"4055 21ST AVENUE WEST SUITE 100"|"SEATTLE"|"WA"|"USA"|"98199-1247"|"36-3670955"|"501(C)(3)"|"11000.0000"|""|""|""|"PROFESSIONAL SOCIETIES & ASSOCIATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797507"|"1860547"|"IOWA PRIMATE LEARNING SANCTUARY"|"4200 SE 44TH AVENUE"|"DES MOINES"|"IA"|"USA"|"50320"|"42-1526640"|"501(C)(3)"|"11000.0000"|""|""|""|"BIO LOGICAL & LIFE SCIENCES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797508"|"1860547"|"THE NATURE CONSERVANCY OF HAWAII"|"923 NUUANU AVENUE"|"HONOLULU"|"HI"|"USA"|"96814-5115"|"53-0242652"|"501(C)(3)"|"11000.0000"|""|""|""|"ENVIRONMENT NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797509"|"1860547"|"CANCER RESEARCH FUND OF THE DAMON RUNYON - WALTER WINCHELL FO"|"1 EXCHANGE PLAZA"|"NEW YORK"|"NY"|"USA"|"10006"|"13-1933825"|"501(C)(3)"|"11000.0000"|""|""|""|"CANCER RESEARCH"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797510"|"1860547"|"CESAR E CHAVEZ LEARNING ACADEMIES - ARTES"|"1001 ARROYO AVENUE"|"SAN FERNANDO"|"CA"|"USA"|"91340"|""|"PUBLIC SCHOOL"|"11000.0000"|""|""|""|"SCHOOL"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797511"|"1860547"|"FRIENDS OF RECREATION AND PARKS"|"501 STANYAN STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94117"|"23-7131784"|"501(C)(3)"|"10872.0000"|""|""|""|"PARKS & PLAYGROUNDS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797512"|"1860547"|"OMEGA BOYS CLUB OF SAN FRANCISCO"|"PO BOX 884463"|"SAN FRANCISCO"|"CA"|"USA"|"94188-4463"|"94-3171846"|"501(C)(3)"|"10750.0000"|""|""|""|"YOUTH DEVELOPMENT NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797513"|"1860547"|"UC BERKELEY LIBRARY"|"131 DOE LIBRARY"|"BERKELEY"|"CA"|"USA"|"94720"|"94-6090626"|"501(C)(3)"|"10500.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797514"|"1860547"|"9 TO 5 NATIONAL ASSOCIATION OF WORKING WOMEN"|"207 E BUFFALO 211"|"MILWAUKEE"|"WI"|"USA"|"53202"|"34-1246311"|"501(C)(3)"|"10500.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797515"|"1860547"|"A FRIENDLY MANOR"|"2298 SAN PABLO AVE"|"OAKLAND"|"CA"|"USA"|"94612"|"68-0335885"|"501(C)(3)"|"10500.0000"|""|""|""|"HOMELESS SHELTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797516"|"1860547"|"HOOVER INSTITUTION"|"434 GALVEZ MALL"|"STANFORD"|"CA"|"USA"|"94305"|"94-1156365"|"501(C)(3)"|"10500.0000"|""|""|""|"UNDERGRADUATE COLLEGES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797517"|"1860547"|"NORTHERN CALIFORNIA COMMUNITY LOAN FUND"|"870 MARKET STREET SUITE 677"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-3032394"|"501(C)(3)"|"10500.0000"|""|""|""|"HOUSING DEVELOPMENT, CONSTRUCTION & MANAGEMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797518"|"1860547"|"INTERNATIONAL MUSEUM OF WOMEN"|"PO BOX 190038"|"SAN FRANCISCO"|"CA"|"USA"|"94119"|"77-0072401"|"501(C)(3)"|"10500.0000"|""|""|""|"MUSEUMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797519"|"1860547"|"CALIFORNIA STATE PARKS FOUNDATION"|"50 FRANCISCO STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94133"|"94-1707583"|"501(C)(3)"|"10372.0000"|""|""|""|"PARKS & PLAYGROUNDS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797520"|"1860547"|"SAN FRANCISCO BOYS CHORUS"|"333 HAYES ST SUITE 116"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-1616811"|"501(C)(3)"|"10250.0000"|""|""|""|"SINGING & CHORAL GROUPS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797521"|"1860547"|"GUIDE DOGS FOR THE BLIND INC"|"PO BOX 3950"|"SAN RAFAEL"|"CA"|"USA"|"94912-3950"|"94-1196195"|"501(C)(3)"|"10133.0000"|""|""|""|"BLIND & VISUALLY IMPAIRED CENTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797522"|"1860547"|"OCEANIC PRESERVATION SOCIETY"|"3063 E STERLING CIRCLE 7"|"BOULDER"|"CO"|"USA"|"80301"|"20-3570498"|"501(C)(3)"|"10000.0000"|""|""|""|"WATER RESOURCES, WETLANDS CONSERVATION & MANAGEMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797523"|"1860547"|"THAT MAN MAY SEE INC"|"10 KORET WAY BOX 0352"|"SAN FRANCISCO"|"CA"|"USA"|"94143-0352"|"23-7129943"|"501(C)(3)"|"10000.0000"|""|""|""|"EYE DISEASES, BLINDNESS & VISION MPAIRMENTS RESEARCH"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797524"|"1860547"|"JEFFERSON AWARDS FOR PUBLIC SERVICE"|"100 W 10TH STREET SUITE 215"|"WILMINGTON"|"DE"|"USA"|"19801"|"52-0959336"|"501(C)(3)"|"10000.0000"|""|""|""|"PHILANTHROPY, VOLUNTARISM & GRANTMAKING FOUNDATIONS NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797525"|"1860547"|"KAMBLY LIVING CENTER"|"1003 NORTH AVENUE"|"BATTLE CREEK"|"MI"|"USA"|"49017"|"38-1622320"|"501(C)(3)"|"10000.0000"|""|""|""|"DEVELOPMENTALLY DISABLED CENTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797526"|"1860547"|"THE MARSH"|"1062 VALENCIA STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"94-3142152"|"501(C)(3)"|"10000.0000"|""|""|""|"THEATER"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797527"|"1860547"|"TAFT SCHOOL"|"110 WOODBURY ROAD"|"WATERTOWN"|"CT"|"USA"|"06795-2100"|"06-0646921"|"501(C)(3)"|"10000.0000"|""|""|""|"SECONDARY & HIGH SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797528"|"1860547"|"COLLEGE TRACK OAKLAND"|"117 BROADWAY ST"|"OAKLAND"|"CA"|"USA"|"94607"|"94-3279613"|"501(C)(3)"|"10000.0000"|""|""|""|"EDUCATIONAL SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797529"|"1860547"|"ALLIANCE MEDICAL CENTER"|"1381 UNIVERSITY AVENUE"|"HEALDSBURG"|"CA"|"USA"|"95448"|"94-2308748"|"501(C)(3)"|"10000.0000"|""|""|""|"COMMUNITY CLINICS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797530"|"1860547"|"SACRAMENTO THEATRE COMPANY"|"1419 H STREET"|"SACRAMENTO"|"CA"|"USA"|"95814"|"94-1347081"|"501(C)(3)"|"10000.0000"|""|""|""|"ARTS & CULTURE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797531"|"1860547"|"NORTHERN CALIFORNIA GRANTMAKERS"|"1426 DEMPSTER AVENUE"|"EVANSTON"|"IL"|"USA"|"60202"|"94-2761355"|"501(C)(3)"|"10000.0000"|""|""|""|"T03 (PROFESSIONAL SOCIETIES, ASSOCIATIONS)"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797532"|"1860547"|"INSIDE OUT MEDIA INC"|"1431 TRESTLE GLEN ROAD"|"OAKLAND"|"CA"|"USA"|"94610"|"92-0188506"|"501(C)(3)"|"10000.0000"|""|""|""|"TELEVISION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797533"|"1860547"|"GOLD RUSH HOME STUDY CHARTER SCHOOL"|"14683 MONO WAY"|"SONORA"|"CA"|"USA"|"95370"|"77-0570969"|"501(C)(3)"|"10000.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797534"|"1860547"|"TRANSFAIR USA"|"1500 BROADWAY 400"|"OAKLAND"|"CA"|"USA"|"94612"|"41-1848081"|"501(C)(3)"|"10000.0000"|""|""|""|"INTERNATIONAL ECONOMIC DEVELOPMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797535"|"1860547"|"THE ARC OF SAN FRANCISCO"|"1500 HOWARD STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94103"|"94-1415287"|"501(C)(3)"|"10000.0000"|""|""|""|"HUMAN SERVICE ORGANIZATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797536"|"1860547"|"KATAHDIN FOUNDATION"|"1516 FIFTH STREET"|"BERKELEY"|"CA"|"USA"|"94710"|"90-0089252"|"501(C)(3)"|"10000.0000"|""|""|""|"FILM & VIDEO"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797537"|"1860547"|"SENIOR SERVICES FOR NORTHERN CALIFORNIA"|"1525 POST STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94109-6567"|"94-6615829"|"501(C)(3)"|"10000.0000"|""|""|""|"FUND RAISING & FUND DISTRIBUTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797538"|"1860547"|"NA LEI HULU I KA WEKIU"|"1527 20TH STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94107"|"94-3228844"|"501(C)(3)"|"10000.0000"|""|""|""|"DANCE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797539"|"1860547"|"RESTLESS LEGS SYNDROME FOUNDATION INC"|"1530 GREENVIEW DRIVE SW SUITE 210"|"ROCHESTER"|"MN"|"USA"|"55902"|"56-1784846"|"501(C)(3)"|"10000.0000"|""|""|""|"SPECIFICALLY NAMED DISEASES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797540"|"1860547"|"CHICAGO SLAM WORKS"|"155 N MICHIGAN AVE 300"|"CHICAGO"|"IL"|"USA"|"60601"|"80-0417021"|"501(C)(3)"|"10000.0000"|""|""|""|"ARTS & CULTURE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797541"|"1860547"|"DOMINICAN SISTERS VISION OF HOPE"|"1555 34TH AVENUE"|"OAKLAND"|"CA"|"USA"|"94601-3002"|"94-3356021"|"501(C)(3)"|"10000.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797542"|"1860547"|"GLOBAL CITIZEN YEAR"|"1625 CLAY STREET SUITE 400"|"OAKLAND"|"CA"|"USA"|"94612"|"26-3161342"|"501(C)(3)"|"10000.0000"|""|""|""|"INTERNATIONAL ACADEMIC EXCHANGE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797543"|"1860547"|"NATIONAL JAPANESE AMERICAN HISTORICAL SOCIETY"|"1684 POST STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94115-3604"|"94-2778424"|"501(C)(3)"|"10000.0000"|""|""|""|"VISUAL ARTS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797544"|"1860547"|"HANDFUL PLAYERS"|"1700 CALIFORNIA STREET SUITE 335"|"SAN FRANCISCO"|"CA"|"USA"|"94109"|"20-8351532"|"501(C)(3)"|"10000.0000"|""|""|""|"YOUTH DEVELOPMENT PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797545"|"1860547"|"TALK LINE FAMILY SUPPORT CENTER"|"1757 WALLER STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94117"|"94-2455072"|"501(C)(3)"|"10000.0000"|""|""|""|"CHILDREN &YOUTH SERVICES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797546"|"1860547"|"VIDEO VERACITY INC"|"1933 STOCKTON ST"|"SAN FRANCISCO"|"CA"|"USA"|"94133"|"72-1246350"|"501(C)(3)"|"10000.0000"|""|""|""|"(FILM, VIDEO)"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797547"|"1860547"|"ST EDMUND SCHOOL"|"200 SOUTH OAK PARK AVENUE"|"OAK PARK"|"IL"|"USA"|"60302"|"36-2170826"|"501(C)(3)"|"10000.0000"|""|""|""|"ROMAN CATHOLIC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797548"|"1860547"|"ISLAND PRESS"|"2000 M STREET NW STE 650"|"WASHINGTON"|"DC"|"USA"|"20036"|"94-2578166"|"501(C)(3)"|"10000.0000"|""|""|""|"NATURAL RESOURCES CONSERVATION & PROTECTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797549"|"1860547"|"FRIENDS OF THE ARTS COMMISSION SACRAMENTO METROPOLITAN"|"2030 DEL PASO BOULEVARD"|"SACRAMENTO"|"CA"|"USA"|"95815-3022"|"94-2796782"|"501(C)(3)"|"10000.0000"|""|""|""|"CORPORATE FOUNDATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797550"|"1860547"|"COMMUNITY SERVICES AGENCY"|"204 STIERLIN ROAD"|"MOUNTAIN VIEW"|"CA"|"USA"|"94043"|"94-1422465"|"501(C)(3)"|"10000.0000"|""|""|""|"HUMAN SERVICES NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797551"|"1860547"|"PBS FOUNDATION"|"2100 CRYSTAL DRIVE THIRD FLOOR"|"ARLINGTON"|"VA"|"USA"|"22202"|"20-1476451"|"501(C)(3)"|"10000.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797552"|"1860547"|"CROCKER ART MUSEUM"|"216 O STREET"|"SACRAMENTO"|"CA"|"USA"|"95814"|"94-2552486"|"501(C)(3)"|"10000.0000"|""|""|""|"ART MUSEUMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797553"|"1860547"|"TEACH FOR AMERICA"|"22 4TH STREET 7TH FLOOR"|"SAN FRANCISCO"|"CA"|"USA"|"94103"|"13-3541913"|"501(C)(3)"|"10000.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797554"|"1860547"|"FRIENDS OF MEALI INTERNATIONAL INC"|"240 BRATTLE STREET 42"|"CAMBRIDGE"|"MA"|"USA"|"02138"|"26-3476805"|"501(C)(3)"|"10000.0000"|""|""|""|"FUND RAISING & FUND DISTRIBUTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797555"|"1860547"|"KICKSTART - INTERNATIONAL INC"|"2435 POLK STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94109"|"06-1613235"|"501(C)(3)"|"10000.0000"|""|""|""|"AGRICULTURAL PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797556"|"1860547"|"KICK START INTERNATIONAL"|"2435 POLK STREET SUITE 20"|"SAN FRANCISCO"|"CA"|"USA"|"94109"|"06-1613235"|"501(C)(3)"|"10000.0000"|""|""|""|"AGRICULTURAL PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797557"|"1860547"|"SAGE RIDGE SCHOOL"|"2515 CROSSBOW CT"|"RENO"|"NV"|"USA"|"89511"|"86-0852480"|"501(C)(3)"|"10000.0000"|""|""|""|"PRIMARY & ELEMENTARY SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797558"|"1860547"|"CHALLENGE DAY"|"2520 STANWELL DRIVE 160"|"CONCORD"|"CA"|"USA"|"94520"|"94-3386810"|"501(C)(3)"|"10000.0000"|""|""|""|"YOUTH DEVELOPMENT PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797559"|"1860547"|"MARIN ADVOCATES FOR CHILDREN"|"30 N SAN PEDRO ROAD"|"SAN RAFAEL"|"CA"|"USA"|"94903"|"68-0170143"|"501(C)(3)"|"10000.0000"|""|""|""|"CIVIL RIGHTS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797560"|"1860547"|"V-DAY"|"303 PARK AVE SOUTH SUITE 1184"|"NEW YORK"|"NY"|"USA"|"10010-3657"|"94-3389430"|"501(C)(3)"|"10000.0000"|""|""|""|"SEXUAL ABUSE PREVENTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797561"|"1860547"|"ZAWAYA"|"311 41ST AVE"|"SAN MATEO"|"CA"|"USA"|"94403"|"68-0532370"|"501(C)(3)"|"10000.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797562"|"1860547"|"WESLEYAN UNIVERSITY"|"318 HIGH STREET"|"MIDDLETOWN"|"CT"|"USA"|"06459"|"06-0646959"|"501(C)(3)"|"10000.0000"|""|""|""|"UNDERGRADUATE COLLEGES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797563"|"1860547"|"CALIFORNIA SCHOOL BOARDS FOUNDATION"|"3251 BEACON BOULEVARD"|"WEST SACRAMENTO"|"CA"|"USA"|"95691"|"94-1623582"|"501(C)(3)"|"10000.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797564"|"1860547"|"ETHICAL CULTURE FIELDSTON SCHOOL"|"33 CENTRAL PARK WEST"|"NEW YORK"|"NY"|"USA"|"10023"|"13-3862529"|"501(C)(3)"|"10000.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797565"|"1860547"|"BLUEGREEN ALLIANCE FOUNDATION"|"330 TOWNSEND STREET SUITE 205"|"SAN FRANCISCO"|"CA"|"USA"|"94107"|"20-3477309"|"501(C)(3)"|"10000.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797566"|"1860547"|"JAMESTOWN COMMUNITY CENTER"|"3382 26TH STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"94-3213124"|"501(C)(3)"|"10000.0000"|""|""|""|"COMMUNITY RECREATIONAL CENTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797567"|"1860547"|"STATEN ISLAND TRACK & RUNNING COMMUNITY"|"34 ESTHER DEPEW STREET"|"STATEN ISLAND"|"NY"|"USA"|"10306"|"26-0534380"|"501(C)(3)"|"10000.0000"|""|""|""|"RECREATION & SPORTS N E C"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797568"|"1860547"|"PRINCETON-BLAIRSTOWN CENTER"|"350 ALEXANDER STREET"|"PRINCETON"|"NJ"|"USA"|"08544"|"22-6075831"|"501(C)(3)"|"10000.0000"|""|""|""|"CAMPS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797569"|"1860547"|"IMMACULATE CONCEPTION ACADEMY"|"3625 - 24TH STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"94-1156675"|"501(C)(3)"|"10000.0000"|""|""|""|"ROMAN CATHOLIC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797570"|"1860547"|"THE REGENERATION PROJECT-INTERFAITH POWER AND LIGHT"|"369 PINE ST 700"|"SAN FRANCISCO"|"CA"|"USA"|"94104"|"94-3335236"|"501(C)(3)"|"10000.0000"|""|""|""|"ENERGY RESOURCES CONSERVATION & DEVELOPMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797571"|"1860547"|"AFGHAN COALITION"|"39155 LIBERTY STREET D-460"|"FREMONT"|"CA"|"USA"|"94538"|"94-3398311"|"501(C)(3)"|"10000.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797572"|"1860547"|"CENTER FOR ECOSYSTEM MANAGEMENT AND RESTORATION"|"4179 PIEDMONT AVENUE SUITE 325"|"OAKLAND"|"CA"|"USA"|"94611"|"94-3356594"|"501(C)(3)"|"10000.0000"|""|""|""|"WATER RESOURCES, WETLANDS CONSERVATION & MANAGEMENT"
