"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SCH_O_XII_CBX"|"ACCOUNT"|"FINS_REVIEWED_CBX"|"FINS_AUDITED_CBX"|"OVERSIGHT_COMMITTEE_CBX"|"SCB_STMT_CBX"|"RQ_AUDIT_CBX"|"DID_RQ_AUDIT_CBX"|"REVIEWED_SCB_CBX"|"AUDITED_SCB_CBX"
"01-0472964"|"BIDDEFORD-SACO AREA ECONOMIC DEVELOPMENT CORPORATION"|"1422763"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0473116"|"Peregrine Corporation"|"1422764"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"1422765"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0499734"|"UNITED SOCCER FEDERATION OF MAINE"|"1422766"|"Y"|"O"|"N"|"N"|""|""|"N"|""|""|""
"01-0516064"|"CO-OCCURRING COLLABORATIVE SERVING MAINE"|"1422767"|""|"A"|"Y"|"N"|""|""|"N"|""|"S"|""
"01-0538232"|"Big Rock"|"1422768"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0541280"|"SUMMER FESTIVAL OF THE ARTS"|"1422769"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0555559"|"ECS MINISTRIES"|"1422771"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0565752"|"CANOPY: TREES FOR PALO ALTO"|"1422773"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0595450"|"VISITATION HOUSE INC"|"1422774"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0596543"|"Ashburn Travel Hockey Inc"|"1422775"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0597016"|"Pelican Isle Yacht Club Inc"|"1422776"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"1422777"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0607881"|"MOUND STREET IT ACADEMY"|"1422778"|"Y"|"A"|"Y"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0635954"|"FAYETTEVILLE MAIN STREET TOURISM ASSOCIATION INC"|"1422779"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0666441"|"CORI'S PLACE"|"1422780"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0672424"|"NASHOBA LEARNING GROUP INC"|"1422781"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0717030"|"PORTAGE BAY INSURANCE"|"1422782"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"B"
"01-0724451"|"ASPEN CENTER FOR ENVIRONMENTAL STUDIES ENDOWMENT FUND INC"|"1422783"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0793953"|"LAKE BOWEN BAPTIST CHURCH CHILDCARE"|"1422784"|""|"C"|"N"|"N"|"N"|""|"N"|""|""|""
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"1422786"|""|"C"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC."|"1422788"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1422789"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"1422790"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-6024421"|"TOWN OF MOUNT DESERT MEDICAL CENTER"|"1422791"|""|"C"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0490422"|"PERSONAL ONSITE DEVELOPMENT"|"1427743"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"1428062"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0355212"|"MAINE STATE MUSIC THEATRE"|"1428063"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0976638"|"COLORADO ASSOCIATION OF COMMUNITY CENTERED BOARDS"|"1428064"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"1428065"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0495250"|"Ingraham Housing Corporation"|"1428760"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1428761"|""|"A"|"N"|"Y"|"Y"|""|""|""|""|"C"
"01-0219828"|"OLD ORCHARD BEACH FREE PUBLIC LIBRARY ASSOCIATION"|"1429375"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0114110"|"MAINE WATER UTILITIES ASSN"|"1429577"|"Y"|"C"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0219829"|"Sarah Frye Home"|"1429579"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0315000"|"Portland Electrical Joint Apprenticeship & Training Fund"|"1429580"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0329300"|"RUMFORD GROUP HOMES INC"|"1429581"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"1429582"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0346260"|"PORTLAND EDUCATION ASSOCIATION"|"1429583"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0362709"|"OHI"|"1429584"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"1429585"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0391208"|"LA ARTS"|"1429587"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"1429589"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"C"|""
"01-0482628"|"Jobs for Mame's Graduates Inc"|"1429590"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0484310"|"MAINE INITIATIVESINC"|"1429591"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1429592"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0572406"|"RADCLIFT INC"|"1429595"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0586306"|"BARCEDA FAMILIES"|"1429596"|""|"A"|"N"|"N"|"N"|""|"N"|""|""|""
"01-0607900"|"MOUND STREET HEALTH CAREERS ACADEMY"|"1429597"|"Y"|"A"|"Y"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0613583"|"Learning Alternatives, Inc."|"1429598"|""|"A"|"Y"|"N"|"N"|""|"N"|""|""|"S"
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"1429599"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0702442"|"NC IDEA"|"1429600"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0746157"|"AM DAWG INC."|"1429601"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0779327"|"ISAIAH'S PLACE"|"1429602"|""|"A"|"N"|"Y"|"Y"|""|""|""|""|""
"01-0866698"|"COMPREHENSIVE SENIOR CARE CORPORATION"|"1429603"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0019705"|"Ancient Free and Accepted Masons of Maine Grand Lodge"|"1434183"|""|"C"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"1434184"|""|"A"|"Y"|"Y"|"Y"|""|"N"|""|""|""
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP"|"1434185"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0538121"|"HARDY GIRLS HEALTHY WOMEN INC"|"1434186"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"1434187"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION, INC."|"1434188"|""|"A"|"N"|"Y"|"N"|""|"Y"|"Y"|""|"C"
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"1434189"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0210407"|"BALD PEAK COLONY CLUB"|"1434190"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0219810"|"Maine Insurance Agents Association"|"1434663"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"C"
"01-0314110"|"AMICUS"|"1434664"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"1434665"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0392413"|"Fraternal Order of Eagles Aerie #4030"|"1434666"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0482508"|"THE NEXT STEP DOMESTIC VIOLENCE PROJECT"|"1434667"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0554709"|"FLORIDA PROTON THERAPY INSTITUTE INC"|"1434668"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1434669"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-6012710"|"Independent Order of Odd Fellows"|"1434670"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0219828"|"OLD ORCHARD BEACH FREE PUBLIC LIBRARY ASSOCIATION"|"1435519"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0220724"|"BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE"|"1435570"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0274725"|"The Opportunity Alliance"|"1435571"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0278623"|"Androscoqqin Valley Council of Governments"|"1435572"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0349310"|"INDEPENDENCE ADVOCATES OF MAINE INC"|"1435573"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0370827"|"THE BAY SCHOOL"|"1435574"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0584192"|"BRIGHT WORLD FOUNDATION"|"1436806"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"1436847"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0351334"|"Yarmouth Historical Society"|"1436848"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0563874"|"JEWISH ALLIANCE FOR LAW AND SOCIAL ACTION, INC."|"1436973"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0114035"|"Maine Education Association"|"1437170"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"1437171"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0243548"|"Haystack Mountain School of Crafts"|"1437174"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|""
"01-0266289"|"Maine Hospital Association Inc"|"1437175"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"1437176"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0275545"|"LONESOME PINE TRAILS INC"|"1437177"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0310087"|"Hancock County Planning Commission"|"1437178"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0343697"|"GROUP HOME FOUNDATION INC"|"1437179"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0343943"|"SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE"|"1437180"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0353371"|"SALT, INC ."|"1437181"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0355649"|"ST JOHN VALLEY ASSOCIATES INC"|"1437182"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1437183"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION INC"|"1437185"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"1437186"|""|"A"|"N"|"Y"|"N"|""|"Y"|"Y"|""|"S"
"01-0369793"|"Facilities Inc"|"1437188"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0371245"|"GROUP MAIN STREAM INCORPORATED"|"1437189"|"Y"|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"1437190"|"Y"|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1437191"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0412267"|"THE BANGOR AREA HOMELESS SHELTER"|"1437192"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0431293"|"Horizons Unlimited Inc"|"1437193"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"1437194"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0438846"|"AMERICA EAST"|"1437195"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0440729"|"Kennebec Land Trust"|"1437196"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER 339"|"1437198"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0460969"|"HABITAT FOR HUMANITY 7 RIVERS MAINE INC"|"1437199"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"1437200"|"Y"|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"1437201"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0504446"|"Hyde School at South Woodstock Inc"|"1437203"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0506148"|"BREWER YOUTH HOCKEY ASSOCIATION"|"1437204"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0510768"|"JHA Properties Inc"|"1437205"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0518534"|"THE SHARING FOUNDATION"|"1437206"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"C"|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"1437207"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0534293"|"THE CHILDREN'S CENTER"|"1437208"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"1437209"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST MARY'S"|"1437210"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"1437211"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0558393"|"DREAMLAND PRESCHOOL INC"|"1437212"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0594835"|"Oakland Kids First"|"1437217"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0684796"|"STEP BY STEP ACADEMY INC"|"1437220"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0684986"|"AMERICAN SOCIETY OFTRANSPORTATION AND LOGISTICS, INC."|"1437221"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0713045"|"METHODIST FAMILY CENTER PRESCHOOL"|"1437222"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0722629"|"MARIE A MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"1437223"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0726348"|"SOUTHWEST WASHINGTON WORKFORCE DEVELOPMENT COUNCIL"|"1437225"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"1437226"|""|"C"|"N"|"N"|""|""|"N"|"N"|""|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"1437227"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"1437229"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0757566"|"ACCESS HEALTH, INC"|"1437230"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0795152"|"Christian Friends of New Americans"|"1437231"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0839874"|"NORTH GRAND NEIGHBORHOOD SERVICES"|"1437232"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0865446"|"Cosby High School Athletic Boosters"|"1437233"|""|""|""|""|""|""|""|""|""|""
"01-0869799"|"Washingtons National Park Fund"|"1437234"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0902152"|"MILLENNIAL MUSIC (FKA ORANGE COUNTY MORMON CHORAL ORGANIZATION)"|"1437235"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6000787"|"Brunswick Public Library Association"|"1437239"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-6004444"|"FALMOUTH MEMORIAL LIBRARY ASSOCIATION"|"1437240"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6012053"|"Trustees of First Pansh in Portland"|"1437242"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6021559"|"Hyde School"|"1437243"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"1437244"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0267988"|"BRISTOL AREAL LIBRARY ASSOCIATION"|"1444398"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0681969"|"AMRRICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"1444399"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0119385"|"Megunticook Golf Club"|"1444580"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0143485"|"PORTLAND YACHT CLUB"|"1444581"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0196359"|"THE IRIS NETWORK"|"1444582"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0223755"|"BERWICK ACADEMY"|"1444583"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0223879"|"SKOWHEGAN STATE FAIR"|"1444584"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0241767"|"United Way Inc"|"1444585"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0276272"|"GREATER PORTLAND LANDMARKS INC"|"1444586"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0283794"|"Maine Health Care Association"|"1444587"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"C"|""
"01-0286071"|"KAPPA DELTA PHI INC"|"1444588"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0351782"|"Disability Rights Center"|"1444590"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0356261"|"AMERICAN VETERANS OF WWII"|"1444591"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"1444592"|""|"A"|"N"|"Y"|"N"|""|"Y"|"Y"|""|"S"
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"1444593"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"1444594"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"1444595"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0380763"|"LAUDHOLM TRUST"|"1444596"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0466768"|"American University in Bulgaria"|"1444597"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0471985"|"Broadreach Family & Community Services Inc"|"1444598"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0473057"|"Crossroads for Women Inc"|"1444599"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0540292"|"Konbit Sante Cap Haitien Health Partners"|"1444602"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0541892"|"WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY"|"1444603"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING INC"|"1444604"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0688897"|"OHIO NETWORK OF CHILDREN'S ADVOCACY CENTERS"|"1444606"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0733180"|"THE GLADES INITIATIVE, INC."|"1444607"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0783081"|"Chinese American Cooperation Council"|"1444608"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0846888"|"RESTORATION CENTER INC"|"1444610"|""|"C"|"Y"|"Y"|"Y"|""|"N"|"N"|""|""
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1444612"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-6000785"|"BANGOR PUBLIC LIBRARY"|"1444613"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"1444614"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0104256"|"GRAND LODGE OF NEW HAMPSHIRE FREE & ACCEPTED MASONS"|"1444617"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT OF N"|"1444618"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0243160"|"GIRL SCOUTS OF THE GREEN AND WHITE MOUNTAINS"|"1444621"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0220724"|"BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE"|"1449681"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0186800"|"YOUNG MEN'S CHRISTIAN ASSOCIATION"|"1449716"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0086202"|"THE HARBOR CLUB INC"|"1449788"|"Y"|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0198980"|"NORTHEAST HARBOR FLEET"|"1449789"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0211481"|"Bangor Children's Home"|"1449790"|""|"C"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0211512"|"Home for the Aged"|"1449791"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0233280"|"UNITED WAY OF MID-MAINE"|"1449792"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0271210"|"Husson University"|"1449794"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"1449795"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0317103"|"SENIORSPLUS"|"1449796"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0406624"|"Holocaust Human Rights Center of Maine"|"1449797"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0431501"|"THE CENTER FOR GRIEVING CHILDREN"|"1449798"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"1449800"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0530420"|"Jewish Community Alliance Southern Maine"|"1449801"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0595862"|"ACCESS INSTITUTE FOR PSYCHOLOGICAL SERVICES"|"1449804"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"1449805"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"B"
"01-0665300"|"BARTRAM TRAIL CDC INC"|"1449806"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"1449807"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1449808"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"B"
"01-0748214"|"Arbor Bay School"|"1449809"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0869701"|"Center for Civic Policy"|"1449811"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6011501"|"University of Maine Foundation"|"1449815"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0110580"|"Blue Mountain Forest Association"|"1449817"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"02-0223321"|"COTTAGE HOSPITAL"|"1449820"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0221132"|"D A HURD PUBLIC LIBRARY ASSOCIATION"|"1452653"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0243254"|"Morrison Center"|"1452654"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0409991"|"FAMILY FOCUS"|"1452656"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0467073"|"St Croix Regional Family Health Center"|"1452657"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
