"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FIRM_NAME"|"FIRM_STREET"|"FIRM_CITY"|"FIRM_STATE"|"FIRM_COUNTRY"|"FIRM_ZIP"|"FIRM_EIN"|"FIRM_PHONE"|"DISCUSS_WITH_PREPARER_CBX"|"PREP_SELF_EMP_CBX"
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"1503090"|"HAN GROUP LLC"|"8180 GREENSBORO DRIVE, SUITE 720"|"MCLEAN"|"VA"|"USA"|"22102"|""|"703-288-3700"|"Y"|""
"01-0227132"|"LE PARESSEUX INC"|"1499912"|""|""|""|""|""|""|""|""|""|""
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"1499913"|"CFO BUSINESS STRATEGIES, INC"|"7107 CROSSROADS BLVD STE 103"|"BRENTWOOD"|"TN"|"USA"|"37027"|"62-1802876"|"615-591-1381"|"Y"|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio Inc"|"1499914"|""|""|""|""|""|""|""|""|""|""
"01-0751931"|"UTAH BUSINESS LENDING CORPORATION"|"1499915"|""|""|""|""|""|""|""|""|""|""
"01-0972230"|"JOSEPH OMOSHEWA MINISTRIES WORLDWIDE"|"1499916"|""|""|""|""|""|""|""|""|"Y"|""
"02-0185330"|"Rochester Agncultural and Mechanical Assn."|"1499917"|"C. Boyen Thompson, PC"|"195 North Main St."|"Rochester"|"NH"|"USA"|"03867"|"02-0496042"|"603-332-7423"|"Y"|""
"01-0153128"|"Greater Rumford Community Center"|"1500583"|"RHR Smith & Company CPAs"|"3 Old Orchard Rd"|"Buxton"|"ME"|"USA"|"04093"|""|"207-929-4606"|"Y"|""
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES INC"|"1500584"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0518428"|"NORTH ATLANTIC FIGURE SKATING CLUB"|"1500585"|"Honeck OToole CPAs"|"511 Congress St Suite 900"|"Portland"|"ME"|"USA"|"04101"|""|"207-774-0882"|"Y"|""
"01-0211536"|"North Yarmouth Academy"|"1501490"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0351334"|"Yarmouth Historical Society"|"1501491"|"RON L BEAULIEU & CO CPAs"|"41 BATES STREET"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0442893"|"207-775-1717"|"Y"|""
"01-0324705"|"The Susan L Curtis Foundation"|"1503679"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0350707"|"Portland Ovations"|"1503680"|""|""|""|""|""|""|""|""|""|""
"01-0461120"|"Maine Pretrial Services"|"1503682"|"RON L BEAULIEU & CO CPAs"|"41 BATES STREET"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0442893"|"207-775-1717"|"Y"|""
"01-0720150"|"IDAHO VIRTUAL ACADEMY LEA NO 452"|"1503684"|"BAILEY & COMPANY CHARTERED"|"PO BOX 876"|"NAMPA"|"ID"|"USA"|"83653-0876"|""|"208-466-2493"|"Y"|""
"01-0723951"|"J C S BAND BOOSTERS INC"|"1503685"|"ADAMS TOPE & MOORE INC"|"210 PEARL STREET"|"JACKSON"|"OH"|"USA"|"45640"|""|"740-286-1063"|"Y"|""
"01-0768551"|"ASHLAND COUNTY LIFEWORX INC"|"1503686"|"IRWIN FINANCIAL ASSOCIATES INC"|"2025 CLAREMONT AVE"|"ASHLAND"|"OH"|"USA"|"44805"|""|""|"N"|""
"01-0892950"|"JUMP OF OHIO INC"|"1503689"|"DAVID C MURRAY & COMPANY CPAS INC"|"104 NORTH MARKET STREET"|"TROY"|"OH"|"USA"|"45373"|""|"937-335-3652"|"N"|""
"01-6023519"|"BAY CHAMBER CONCERTS, INC."|"1503690"|"LOISELLE, GOODWIN & HINDS"|"12 STILLWATER AVENUE STE 5"|"BANGOR"|"ME"|"USA"|"04402"|"04-3381760"|"207-990-4585"|"Y"|""
"02-0104257"|"St. John's Masonic Lodge"|"1506689"|"Danlel Stolworthy"|"33 Locust St"|"South Hampton"|"NH"|"USA"|"03827"|""|"603-394-2125"|"Y"|"Y"
"02-0119965"|"CLUB MONT ROYAL"|"1506690"|"PATRICK J KELLY CPA"|"713 CHESTNUT ST"|"MANCHESTER"|"NH"|"USA"|"03104-3002"|"02-0346299"|"603-669-6088"|"Y"|"Y"
"01-0309364"|"Deermg Memonal Post 6859. VFW"|"1506680"|""|""|""|""|"USA"|""|""|""|""|""
"01-0567777"|"Austin Drive Community Development"|"1506681"|""|""|""|""|""|""|""|""|""|""
"01-0605273"|"WE ARE ONE MINISTRIES INC"|"1506683"|"Moats & Company, P. C."|"1317 SW US Highway 40"|"Blue Springs"|"MO"|"USA"|"64015-4613"|"43-1744205"|"816-228-1788"|""|""
"01-0644063"|"Berkshire Emergency Squad, Inc"|"1506684"|""|""|""|""|""|""|""|""|""|""
"01-0728162"|"Coalition of Community Development Financial Institutions, Inc."|"1506685"|"Kronzek, Fisher & Lopez, PLLC"|"607 2nd Street, NE"|"Washington"|"DC"|"USA"|"20002-4909"|"52-1864182"|"202-547-2727"|"Y"|""
"01-0868265"|"COVENANTOFLOVEUUL,CORP"|"1506686"|""|"8916 EVENING STAKE"|"LAS VEGAS"|"NV"|"USA"|"89134"|"55-7629132"|"702-243-1244"|"Y"|""
"01-6018568"|"THE AMERICAN LEGION"|"1506687"|"H AND R BLOCK"|"45 PORTLAND RD"|"KENNEBUNK"|"ME"|"USA"|"04043"|"27-1274907"|"207-985-3327"|"N"|""
"01-0351143"|"Belfast Free Library"|"1508506"|"Nickerson PA"|"PO Box 211"|"Belfast"|"ME"|"USA"|"04915-0211"|""|"207-338-2770"|"Y"|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"1508517"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0441147"|"HABITAT FOR HUMANITY OF GREATER BANGOR"|"1508508"|""|""|""|""|""|""|""|""|""|""
"01-0119375"|"MEGANTIC FISH AND GAME"|"1508500"|"BERRY TALBOT ROYER"|"SIX FUNDY ROAD"|"FALMOUTH"|"ME"|"USA"|"04105"|"01-0452193"|"207-781-3445"|"Y"|""
"01-0158948"|"SIGMA KAPPA SORORITY"|"1508501"|"K B PARRISH & CO LLP"|"6840 EAGLE HIGHLANDS WAY"|"INDIANAPOLIS"|"IN"|"USA"|"46254"|"35-0905983"|"317-347-5200"|"Y"|""
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"1508502"|""|""|""|""|""|""|""|""|""|""
"01-0216811"|"WATERVILLE LODGE #33 F & A M"|"1508503"|"DB Johnston Associates"|"419 North Pond Road"|"Winslow"|"ME"|"USA"|"04901"|""|"207-873-4688"|"Y"|"Y"
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"1508504"|"MARSHALL & LIBBY LLC"|"2367 CONGRESS ST"|"PORTLAND"|"ME"|"USA"|"04102-1932"|"01-0450551"|"207-775-1111"|"Y"|""
"01-0339489"|"St Joseph's Rehabilitation & Residence"|"1508505"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0484154"|"MAHC INC"|"1508509"|"Macpage LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|"Y"|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"1508510"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0493897"|"Sunrise County Economic Council"|"1508511"|"RHR Smith & Company CPAs"|"3 Old Orchard Road"|"Buxton"|"ME"|"USA"|"04093"|""|"207-929-4606"|"Y"|""
"01-0612697"|"Farmington Youth Basketball Association"|"1508512"|"Haugen Binion & Co CPAs LLC"|"11995 County Road 11 Suite 230"|"Burnsville"|"MN"|"USA"|"55337-5102"|""|"952-808-8798"|"Y"|"Y"
"01-0686429"|"CLUB HORIZON INC"|"1508513"|"PERKINS LUND COLLAR & ASSOCIATES PLLC"|"2607 OBERLIN RD STE 104"|"RALEIGH"|"NC"|"USA"|"27608-1320"|""|"919-781-1721"|"N"|""
"01-0738748"|"SECOND IMPRESSIONS"|"1508514"|"YEO & YEO PC"|"710 E MILHAM AVE"|"KALAMAZOO"|"MI"|"USA"|"49002-1494"|""|"269-329-7007"|"Y"|""
"01-0880911"|"Ross Institute"|"1508516"|"Capin Crouse LLP"|"972 Emerson Parkway STE A"|"Greenwood"|"IN"|"USA"|"46143"|"36-3990892"|"317-885-2620"|"Y"|""
"01-0212444"|"York Hospital"|"1510743"|"Baker Newman & Noyes"|"PO Box 507"|"Portland"|"ME"|"USA"|"04112"|"01-0494526"|"207-879-2100"|"Y"|""
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"1510744"|"- Macpage LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|"Y"|""
"01-0331180"|"DOWNEAST HORIZONS INC"|"1510745"|"THE ACCOUNTING COACH"|"PO BOX 325"|"BREWER"|"ME"|"USA"|"04412-0325"|""|"207-825-1088"|"Y"|"Y"
"01-0356077"|"CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS"|"1510746"|"BKD LLP"|"910 E ST LOUIS 200/PO BOX 1190"|"SPRINGFIELD"|"MO"|"USA"|"65806-2523"|""|"417-865-8701"|"Y"|""
"01-0371992"|"Downeast Transportation"|"1510747"|"Horton, McFarland & Veysey, LLC"|"P. O. Box 543"|"Ellsworth"|"ME"|"USA"|"04605"|"01-0219197"|"207-667-5529"|"Y"|""
"01-0482994"|"MAINE ADULT EDUCATION ASSOCIATION"|"1510748"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0778179"|"The Brooklyn Montesson Ltd"|"1510749"|"SCHALL & ASHENFARB CPAS"|"307 5th Ave 15th Floor"|"NEW YORK"|"NY"|"USA"|"10016-6517"|""|"212-268-2800"|"Y"|""
"01-0364856"|"SHRINERS INTERNATIONAL"|"1504857"|"ROBUSTELLI SOUCY HUSSEY, P.A"|"1071 LISBON ST"|"LEWISTON"|"ME"|"USA"|"04240-5768"|""|"207-783-2839"|"Y"|""
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"1504858"|"HAVERLOCK, ESTEY & CURRAN LLC"|"8 COMMERCE COURT"|"HAMPDEN"|"ME"|"USA"|"04444-1538"|"01-0271013"|"207-945-5695"|"Y"|""
"01-0211568"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF SOUTHERN MAINE"|"1505400"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0353682"|"LEARNINGWORKS"|"1505401"|"Keirstead & Fox PA"|"2 Church Street"|"Westbrook"|"ME"|"USA"|"04092"|"01-0433621"|"207-854-1811"|""|""
"01-0369553"|"YESTERDAY'S CHILDREN INC"|"1505402"|"HORTON MCFARLAND & VEYSEY LLC"|"PO BOX 543"|"ELLSWORTH"|"ME"|"USA"|"04605"|"01-0219197"|"207-667-5529"|"Y"|""
"01-0483267"|"Institute for Civic Leadership"|"1505404"|"BAKER NEWMAN & NOYES"|"PO BOX 507"|"PORTLAND"|"ME"|"USA"|"04112"|"01-0494526"|"207-879-2100"|"Y"|""
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"1505405"|"Grant Thornton"|"2001 Market St. , Ste. 3100"|"Philadelphia"|"PA"|"USA"|"19103"|""|"215-561-4200"|"Y"|""
"01-0746064"|"The Laurel Park Community Boosters Club"|"1505407"|"MALLARD & MALLARD CPAS LLC"|"411 E CHURCH ST"|"MARTINSVILLE"|"VA"|"USA"|"24112-2910"|"01-0756964"|"276-632-5754"|"Y"|""
"01-0777856"|"Literacy for Environmental Justice"|"1505408"|"R. J. Ricciardi, Inc."|"1000 Fourth Street, Suite 400"|"San Rafael"|"CA"|"USA"|"94901"|""|"415-457-1215"|"Y"|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"1505409"|"SINGERLEWAK LLP"|"10960 WILSHIRE BLVD STE 700"|"LOS ANGELES"|"CA"|"USA"|"90024-3783"|"95-2302617"|"310-477-3924"|"Y"|""
"01-0833582"|"ALLIANCE COLLINS FAMILY COLLEGE-READY ACADEMY HS FKA ALLIANCE HUNTINGTON PARK"|"1505410"|"SINGERLEWAK LLP"|"10960 WILSHIRE BLVD, STE 700"|"LOS ANGELES"|"CA"|"USA"|"90024-3783"|"95-2302617"|"310-477-3924"|"Y"|""
"02-0164078"|"Littleton Building Association"|"1511527"|"Driscoll & Company, PLLC"|"240 Dells Road, P. O. Box 440"|"Littleton"|"NH"|"USA"|"03561"|"90-0112170"|"603-444-6733"|""|""
"01-0459677"|"YANA INC."|"1511518"|""|""|""|""|""|""|""|""|""|""
"01-0558388"|"The Link"|"1511520"|"Bartels & Company, LLC"|"7251 W. 20th Street, Bldg D1"|"Greeley"|"CO"|"USA"|"80634"|"32-0046037"|"970-352-7500"|"Y"|""
"01-0584486"|"ST. LOUIS SENIOR DOG PROJECT"|"1511521"|"HRB TAX GROUP INC"|"16 GRAVOIS STATION"|"HOUSE SPRINGS"|"MO"|"USA"|"63051"|"43-1871840"|"636-671-3335"|"Y"|""
"01-0656986"|"THE SURF CLUB OF RYE, INC"|"1511522"|"BIGELOW & COMPANY CPA, P.C."|"500 MARKET STREET SUITE 5"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"02-0394333"|"603-433-7383"|""|""
"01-0863786"|"MANALIVE-SACRAMENTO, INC."|"1511523"|"Koi Tax Service"|"1741 E Roseville Pkwy # 300"|"Roseville"|"CA"|"USA"|"95661-6451"|"55-9250587"|"916-367-6974"|"Y"|"Y"
"01-0922089"|"GOOSES GAMERS BASEBALL INC"|"1511524"|"HRB TAX BROUP INC"|"98 ELM ST"|"WEST HAVEN"|"CT"|"USA"|"06516"|"43-1871840"|"203-931-8902"|"N"|""
"01-6011388"|"PINE TREE COUNCIL BSATR DTD 1957 449515014"|"1511525"|""|""|""|""|""|""|""|""|"N"|""
"01-6038550"|"AMERICAN LEGION"|"1511526"|""|""|""|""|""|""|""|""|""|""
"01-0526734"|"OPERA HOUSE ARTS"|"1516922"|"BHA LLC"|"344 ELLSWORTH RD PO BOX 697"|"BLUE HILL"|"ME"|"USA"|"04614"|""|"207-374-9985"|"N"|""
"01-0379686"|"Ronald McDonald House of Bangor, Inc."|"1512581"|""|""|""|""|""|""|""|""|""|""
"01-0797012"|"BELOVED RAGAMUFFIN MINISTRY"|"1512582"|"The Accounting Department for NonProfits"|"2920 Signal Creek Place"|"Thornton"|"CO"|"USA"|"80241-1342"|"84-1515914"|"303-997-6827"|"Y"|""
"01-0963014"|"Coastal Marin Fund"|"1512583"|"Malcolm Ponder's West Marin Tax Service"|"3 Ocean Parkway"|"Bolinas"|"CA"|"USA"|"94924-8717"|"20-1060303"|"415-868-1854"|"Y"|"Y"
"01-0339295"|"MAINE HUMANITIES COUNCIL"|"1514626"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0831698"|"JEWISH COMMUNITY FOUNDATION"|"1514627"|"EKS&H LLLP"|"7979 E TUFTS AVENUE SUITE 400"|"DENVER"|"CO"|"USA"|"80237-2521"|"46-1497033"|"303-740-9400"|"Y"|""
"01-0530955"|"SKYLINE FARM"|"1516923"|""|""|""|""|""|""|""|""|""|""
"01-0211570"|"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CENTRAL MAINE"|"1516909"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON ST"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0224898"|"HEBRON ACADEMY INCORPORATED"|"1516910"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0249577"|"BREAKWATER SCHOOL"|"1516911"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"1516912"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0278395"|"WOODFORDS FAMILY SERVICES"|"1516913"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0366057"|"Maine Rural Water Association"|"1516915"|"BAKER NEWMAN & NOYES"|"BOX 507"|"PORTLAND"|"ME"|"USA"|"04112"|"01-0494526"|"207-879-2100"|"Y"|""
"01-0368096"|"Alpha One"|"1516916"|"Gibson LeClair LLC"|"150 Capitol Street Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|""|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1516917"|"BKD LLP"|"910 E ST LOUIS 200/PO BOX 1190"|"SPRINGFIELD"|"MO"|"USA"|"65806-2523"|""|"417-865-8701"|"Y"|""
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"1516918"|"BKD LLP"|"910 E ST LOUIS 200/PO BOX 1190"|"SPRINGFIELD"|"MO"|"USA"|"65806-2523"|""|"417-865-8701"|"Y"|""
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"1516920"|"DELOITTE TAX LLP"|"TWO JERICHO PLAZA"|"JERICHO"|"NY"|"USA"|"11753"|"86-1065772"|"516-918-7000"|"Y"|""
"01-0501998"|"GREATER HOULTON CHRISTIAN ACA"|"1516921"|"Davis,Gates & Alward, CPAs"|"52 Main Street Suite B"|"HOULTON"|"ME"|"USA"|"04730"|"46-3544680"|"207-532-1089"|"Y"|""
"01-0553077"|"LINKS OF HOPE INC"|"1516924"|"CARL E JOHNS JR CPA PA"|"5425 VILLAGE DR STE 103"|"VIERA"|"FL"|"USA"|"32955-6532"|""|"321-890-1384"|"Y"|""
"01-0719892"|"ALEXANDER HAMILTON HOME-SCHOOL ASSOCIATION"|"1516925"|"Marc M Radin PC"|"126 Valley Road Second Floor"|"Glen Rock"|"NJ"|"USA"|"07452"|""|"201-493-1199"|"Y"|""
"01-0735034"|"REED ACADEMY"|"1516926"|"Cullari Carrico SooJian Burke LLC"|"1700 Route 23 North Suite 300"|"Wayne"|"NJ"|"USA"|"07470"|""|"973-406-3955"|"Y"|""
"01-0802914"|"Assoc Students of California State Univ Channel Islands Inc"|"1516927"|"Vasin Heyn & Company"|"5000 N Parkway Calabasas 201"|"Calabasas"|"CA"|"USA"|"91302"|""|"818-222-3500"|"Y"|""
"01-6010995"|"WAYNE LIBRARY ASSOCIATION"|"1516929"|"DAWN C BROOKS"|"13 BESSE RD"|"WAYNE"|"ME"|"USA"|"04284"|""|"207-685-7343"|""|"Y"
"01-0370079"|"HARPSWELL NECK FIRE & RESCUE, INC."|"1519641"|"LORRAINE L. DARLING, CPA"|"26 UNION PARK"|"TOPSHAM"|"ME"|"USA"|"04086"|"51-0637576"|"207-798-4808"|""|""
"01-0608540"|"SHEPHERDS OF LOVE MINISTRIES, INC."|"1519642"|"Bell & Rhodes, P.C."|"2575 Kelley Pt Pkwy Suite 140"|"Edmond"|"OK"|"USA"|"73013-2907"|"73-1275305"|"405-341-2863"|"Y"|""
"01-0690242"|"PORTER' S CALL"|"1519643"|"MICHAEL F. SCARLETT, CPA, PLC"|"5250 VIRGINIA WAY, SUITE 220"|"BRENTWOOD"|"TN"|"USA"|"37027"|"33-1001531"|"615-377-4877"|"N"|"Y"
"01-0887074"|"Angels With A Mission Foundation, Inc."|"1519644"|"Rapid Tax Refund, Inc."|"6800 SW 40 st #210"|"Miami"|"FL"|"USA"|"33155"|"20-3722310"|""|"Y"|"Y"
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"1519645"|"DAVIS & DAVI, CPA'S, APC"|"PO BOX 2748"|"MONTEREY"|"CA"|"USA"|"93942"|"46-3165781"|"831-649-1665"|"Y"|""
"02-0102440"|"ABENAQUI COUNTRY CLUB, INC."|"1519646"|"BATCHELOR FRECHETTE MCCRORY MICHAEL & CO"|"P. O. BOX 156"|"PROVIDENCE"|"RI"|"USA"|"02901-0156"|"05-0487888"|"401-621-6200"|"Y"|""
"01-0317698"|"CALAIS METHODIST HOME, INC"|"1519639"|"BRANTNER, THIBODEAU & ASSOC."|"674 MT. HOPE AVENUE SUITE 1"|"BANGOR"|"ME"|"USA"|"04401"|"01-0535888"|"207-947-3325"|"Y"|""
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1519640"|"HAVERLOCK, ESTEY & CURRAN LLC"|"8 COMMERCE COURT"|"HAMPDEN"|"ME"|"USA"|"04444-1538"|"01-0271013"|"207-945-5695"|"Y"|""
"01-0729134"|"CLARE OAKS"|"1521085"|"CLIFTONLARSONALLEN LLP"|"1301 W 22ND ST STE 1100"|"OAK BROOK"|"IL"|"USA"|"60523"|"41-0746749"|"630-573-8600"|"Y"|""
"01-0745909"|"Academy for New Musical Theatre"|"1521086"|"Kevin Meyer LLC"|"15135 SUNSET BLVD STE 230"|"PALISADES"|"CA"|"USA"|"90272"|""|""|"Y"|"Y"
"01-0790428"|"St Joseph Health System Foundation"|"1521087"|"Deloitte Tax LLP"|"250 East Fifth Street Suite 1900"|"Cincinnati"|"OH"|"USA"|"45202"|"86-1065772"|"513-784-7100"|"Y"|""
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"1521088"|"CLIFTONLARSONALLEN LLP"|"1715 NORTH WESTSHORE BLVD STE 950"|"TAMPA"|"FL"|"USA"|"33607"|"41-0746749"|"813-384-2700"|"Y"|""
"01-0900952"|"PEABODY CHARTER SCHOOL"|"1521089"|"VAVRINEKTRINEDAY & CO LLP"|"8270 ASPEN STREET"|"RANCHO CUCAMONGA"|"CA"|"USA"|"91730"|"95-2648289"|"909-466-4410"|"Y"|""
"01-6009240"|"UNITED MID-COAST CHARITIES, INC"|"1521091"|"HAVERLOCK, ESTEY & CURRAN LLC"|"8 COMMERCE COURT"|"HAMPDEN"|"ME"|"USA"|"04444-1538"|"01-0271013"|"207-945-5695"|"Y"|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"1514903"|"LEE W BROWN INC"|"150 OAK POINT ROAD"|"TRENTON"|"ME"|"USA"|"04605"|"01-0464004"|"207-667-1227"|"Y"|""
"01-0130427"|"BRIDGTON HOSPITAL"|"1521066"|"BKD LLP"|"910 E ST LOUIS 200, PO BOX 1190"|"SPRINGFIELD"|"MO"|"USA"|"65806-2523"|""|"417-865-8701"|"Y"|""
"01-0191822"|"DEPARTMENT OF MAINE, VETERANS OF FOREIGN WARS OF THE UNITED STATES"|"1521067"|"BERTRAND G. LABONTE, CPA, MBA, MST"|"155 CENTER STREET - UNIT 12"|"AUBURN"|"ME"|"USA"|"04210"|"20-8071249"|"207-782-9500"|"Y"|""
"01-0198331"|"Maine Coast Regional Health Facilities"|"1521068"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0211484"|"Bangor Theological Seminary"|"1521069"|"Berry Dunn McNeil & Parker LLC"|"36 Pleasant Street"|"Bangor"|"ME"|"USA"|"04401"|"01-0523282"|"207-942-1600"|"Y"|""
"01-0215227"|"RUMFORD HOSPITAL"|"1521070"|"BKD LLP"|"910 E ST LOUIS 200/PO BOX 1190"|"SPRINGFIELD"|"MO"|"USA"|"65806-2523"|""|"417-865-8701"|"Y"|""
"01-0269460"|"CHEWONKI FOUNDATION INC"|"1521071"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0364852"|"HOPE AND JUSTICE PROJECT INC"|"1521072"|"EDWARDS FAUST & SMITH"|"716 UNION ST"|"BANGOR"|"ME"|"USA"|"04401-3156"|""|""|"N"|""
"01-0418917"|"PREBLE STREET"|"1521073"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROG"|"1521074"|"PFBFCPAS"|"46 FIRSTPARK DRIVE"|"OAKLAND"|"ME"|"USA"|"04963-5362"|""|"207-873-1603"|"Y"|""
"01-0502709"|"Atlantic States Rural Water and Wastewater Association"|"1521075"|"BAKER NEWMAN & NOYES"|"BOX 507"|"PORTLAND"|"ME"|"USA"|"04112"|"01-0494526"|"207-879-2100"|"Y"|""
"01-0518516"|"LifeFlight of Maine"|"1521076"|"Berry Dunn McNeil & Parker LLC"|"36 Pleasant Street"|"Bangor"|"ME"|"USA"|"04401"|"01-0523282"|"207-942-1600"|"Y"|""
"01-0525631"|"Harbor Schools of Maine Inc"|"1521077"|"Gibson LeClair LLC"|"150 Capitol Street Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|""|""
"01-0597318"|"DARE EDUCATION FOUNDATION INC"|"1521079"|"JOHNSON BURGESS MIZWLLE & STRAUB LLP"|"P. O. BOX 2229"|"KITTY HAWK"|"NC"|"USA"|"27949"|"56-1286943"|"252-261-2333"|"Y"|""
"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES INC"|"1521080"|"ACCOUNTENCY LLC"|"5084 DORSEY HALL DR STE 205"|"ELLICOTT CITY"|"MD"|"USA"|"21042"|""|"410-964-2913"|"Y"|""
"01-0662680"|"TIFTON JUDICIAL CIRCUIT SHELTER INC"|"1521081"|"CARR RIGGS & INGRAM LLC"|"PO BOX 7650"|"TIFTON"|"GA"|"USA"|"31793"|"72-1396621"|"229-382-8576"|"Y"|""
"01-0676306"|"CAMBRIDGE HEALTH ALLIANCE FOUNDATION INC"|"1521082"|"PricewaterhouseCoopers LLP"|"125 High Street"|"Boston"|"MA"|"USA"|"02110"|""|"617-530-5000"|"Y"|""
"01-0723319"|"TOBACCO FREE ALLEGHENY"|"1521084"|"PARENTEBEARD LLC"|"20 STANWIX ST SUITE 800"|"PITTSBURGH"|"PA"|"USA"|"15222"|"23-2932984"|"412-697-6400"|"Y"|""
