"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_COMP_ORG"|"TOTAL_COMP_RELATED_ORG"|"TOTAL_COMP_OTHER"|"TOTAL_PERSONS_100000"|"FORMER_1A_CBX"|"ANYBODY_150000_CBX"|"ANYBODY_COMP_UNRELATED_CBX"
"01-0319131"|"Sigma Delta Pi"|"1536295"|"31554.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211813"|"PENOBSCOT BAY YMCA"|"1536516"|"153743.0000"|""|"17941.0000"|""|"N"|"N"|"N"
"01-0212172"|"WEBBER AVENUE SOCIAL CLUB INC"|"1536517"|""|""|""|"0"|"N"|"N"|"N"
"01-0246804"|"VNA Home Health & Hospice"|"1536518"|""|""|""|""|"N"|"N"|"N"
"01-0280430"|"FORT KENT HOUSING INC"|"1536519"|""|""|""|""|"N"|"N"|"N"
"01-0287814"|"Caribou Country Club"|"1536520"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0523162"|"PSH PROPERTIES II"|"1536521"|"0.0000"|"0.0000"|"40551.0000"|"0"|"N"|"N"|"N"
"01-0582162"|"CONTEXTUAL FAMILY SERVICES"|"1536522"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0610304"|"COMMUNITY HEALTH NETWORK INC"|"1536523"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0656156"|"American College of Bankruptcy Foundation"|"1536525"|""|""|""|"0"|"N"|"N"|"N"
"01-0817613"|"WALKER MINISTRIES INC"|"1536526"|"14001.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0861042"|"WINDAL WALKER EVENGELISTIC MINISTRY INC"|"1536527"|""|""|""|""|"N"|"N"|"N"
"02-0150530"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS 633 TCWH LOCAL"|"1536531"|"808277.0000"|"0.0000"|"272797.0000"|"5"|"N"|"Y"|"N"
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"1536532"|"208947.0000"|""|""|"1"|"N"|"N"|"N"
"02-0223334"|"WEBSTER HOUSE"|"1536533"|"89387.0000"|"0.0000"|"17474.0000"|"0"|"N"|"N"|"N"
"01-0575746"|"Saint Giannas Home Inc."|"1538508"|"54556.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0444523"|"John M. Eagleson Jr. Institute"|"1538593"|"133477.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0245910"|"Presque Isle Country Club"|"1538931"|""|""|""|""|""|""|""
"01-0343289"|"Maine State Troopers Association"|"1538932"|"56788.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0370385"|"FRANKLIN COUNTY CHILDREN'S TASK FORCEINC"|"1538933"|""|""|""|"0"|"N"|"N"|"N"
"01-0377183"|"SUMMER STREET ASSOCIATES CO UPLIFT INC"|"1538934"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0477639"|"WELLPOINT RETIREE VEBA TRUST"|"1538935"|"43805.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0734062"|"Automotive Industry Trust"|"1538937"|""|""|""|"0"|"N"|"N"|"N"
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"1538938"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"1538939"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0911420"|"FairVote Minnesota"|"1538940"|"13504.0000"|"40513.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0943174"|"HOUSE OF JUDAH"|"1538941"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6015947"|"Camden Public Library Maintenance Fund"|"1538942"|""|""|""|"0"|"N"|"N"|"N"
"02-0128010"|"DUBLIN LAKE CLUB"|"1538943"|""|""|""|""|"N"|"N"|"N"
"02-0132120"|"The Farmington Cemetery Association"|"1538944"|"6700.0000"|""|""|"0"|"N"|"N"|"N"
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"1542627"|"130692.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0332352"|"PATTEN HOUSING CORPORATION"|"1542628"|""|""|""|"0"|"N"|"N"|"N"
"01-0365386"|"ISLAND FALLS HOUSING CORPORATION"|"1542629"|""|""|""|"0"|"N"|"N"|"N"
"01-0661979"|"MAJESTIC THEATER ASSOCIATION"|"1542630"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211508"|"Good Will Home Association"|"1543156"|"281479.0000"|"0.0000"|"42545.0000"|"1"|"N"|"Y"|"N"
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"1543687"|"148849.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0199142"|"ABENAKEE CLUB"|"1543688"|""|""|""|"0"|"N"|"N"|"N"
"01-0203708"|"AMERICAN LEGION POST 1"|"1543689"|"51379.0000"|""|""|""|"N"|"N"|"N"
"01-0382676"|"Employees of Municipal and Other Public Employers"|"1543690"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0652065"|"THE CAMPUS THEATRE LTD"|"1543691"|"38000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0897461"|"United African Organization"|"1543692"|"60000.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0914846"|"COMMUNITY 1ST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"1543693"|"0.0000"|"293962.0000"|"25500.0000"|"0"|"N"|"Y"|"N"
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"1546546"|"64588.0000"|""|"5099.0000"|""|"N"|"N"|"N"
"01-0574137"|"YUMA-SOUTHWEST CONTRACTORS ASSOCIATION"|"1546598"|"12560.0000"|""|""|"0"|"N"|"N"|"N"
"01-0748205"|"THE FRIENDS OF THALAMUS"|"1546599"|""|""|""|""|"N"|"N"|"N"
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"1547783"|"140362.0000"|"0.0000"|"25251.0000"|"0"|"N"|"N"|"N"
"01-0414169"|"THE WOODLANDS CLUB"|"1547784"|"121760.0000"|"0.0000"|"6087.0000"|"1"|"N"|"N"|"N"
"01-0667694"|"Family Health Center of Southern Oklahoma, Inc."|"1547785"|""|""|""|""|"N"|"Y"|"N"
"02-0237992"|"American Legion Post #22-Guyer Carignan"|"1547786"|"15565.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0032215"|"Boothbay Harbor Yacht Club"|"1548435"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0434215"|"MMC REALTY CORP"|"1548436"|""|"2427573.0000"|"264351.0000"|""|"N"|"Y"|"N"
"01-0465231"|"Eastern Maine Healthcare Systems (NB) Norumbega Medical Specialists LTD (NB)"|"1548437"|"0.0000"|"1862706.0000"|"638968.0000"|"0"|"Y"|"Y"|"N"
"01-0203515"|"SACO VALLEY CREDIT UNION"|"1548620"|"303808.0000"|"0.0000"|"0.0000"|"2"|"N"|"Y"|"N"
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"1548621"|"68126.0000"|""|""|""|"N"|"N"|"N"
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"1548622"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0601611"|"HARVEY HOUSE LTD"|"1548624"|""|""|""|"0"|"N"|"N"|"N"
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"1548625"|"89283.0000"|""|""|""|"N"|"N"|"N"
"01-0725431"|"TREASURES 4 TEACHERS INC"|"1548626"|"51231.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0930015"|"Breakforth Ministnes and Consulting Inc"|"1548628"|""|""|""|""|"N"|"N"|"N"
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"1548630"|""|""|""|""|"N"|"N"|"N"
"01-6015613"|"Orr's Island"|"1548631"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0647374"|"NATIONAL INSTITUTE FOR CHILDREN'S HEALTH QUALITY, INC."|"1550477"|"1310519.0000"|"0.0000"|"73826.0000"|"10"|"N"|"Y"|"N"
"01-0199596"|"THE WOMEN'S BOARD OF THE MAINE GENERAL HOSPITAL"|"1551037"|""|""|""|"0"|"N"|"N"|"N"
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"1551134"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6010198"|"AUBURN MASONIC ASSOCIATION"|"1551136"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0018927"|"AMERICAN LEGION POST 5 BOURQUE-LANIGAN"|"1552235"|"7200.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0024245"|"BANGOR REGION CHAMBER OF COMMERCE"|"1552236"|"101480.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0186800"|"Young Men's Christian Association"|"1552237"|"102000.0000"|""|""|""|"N"|"N"|"N"
"01-0212602"|"Blue Hill Public Library"|"1552238"|"68267.0000"|""|"13461.0000"|"0"|"N"|"N"|"N"
"01-0281420"|"FORT KENT GOLF CLUB"|"1552239"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0317602"|"Oceanview Manor Inc"|"1552240"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"1552241"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0492643"|"Mid Coast Hunger Prevention Program"|"1552242"|"57000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0507505"|"MAINE DAIRY PROMOTION BOARD"|"1552243"|"64395.0000"|"800.0000"|"13586.0000"|"0"|"N"|"N"|"N"
"01-0523209"|"MAINE COMPOSITES ALLIANCE"|"1552244"|"44423.0000"|""|""|""|"N"|"N"|"N"
"01-0523819"|"Mary's Walk"|"1552245"|""|""|""|"0"|"N"|"N"|"N"
"01-0628727"|"SUNSET WOODS ASSOCIATION"|"1552246"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0647817"|"IGLESIA PENTECOSTAL PODER DESDE LO ALTO INC"|"1552247"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0670943"|"TORREY PINES POP WARNER INC"|"1552248"|""|""|""|""|"N"|"N"|"N"
"01-0709509"|"Singles Pleasing the Lord Inc"|"1552249"|"29150.0000"|"0.0000"|"1428.0000"|"0"|"N"|"N"|"N"
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"1552250"|""|""|""|""|"N"|"N"|"N"
"01-0724516"|"ORGANIZACION DE IGUALDAD DE DERECHOS"|"1552251"|""|""|""|"0"|"N"|"N"|"N"
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"1552252"|""|""|""|""|"N"|"N"|"N"
"02-0103705"|"AMERICAN LEGION"|"1552254"|"11000.0000"|""|""|""|"Y"|"Y"|"N"
"01-0361797"|"SEBAGO LAKES REGION CHAMBER OF COMMERCE"|"1555181"|"46083.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0288757"|"Child And Family Opportunities, Inc."|"1555983"|"84763.0000"|"0.0000"|"357.0000"|"0"|"N"|"N"|"N"
"01-0430751"|"Eastern Maine Healthcare Systems (RNHI) Rosscare Nursing Homes, Inc (RNHI)"|"1555997"|"0.0000"|"2327194.0000"|"426769.0000"|"0"|"Y"|"Y"|"N"
"01-0515357"|"EqualityMaine Foundation"|"1555999"|"49831.0000"|"0.0000"|"4468.0000"|"0"|"N"|"N"|"N"
"01-6023748"|"Penquis CAP Inc"|"1556000"|"643328.0000"|"0.0000"|"90030.0000"|"4"|"N"|"Y"|"N"
"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY POST 14"|"1556188"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0242328"|"Bucks Harbor Yacht Club"|"1556189"|""|""|""|""|"N"|"N"|"N"
"01-0272150"|"Harbor House Community Service Center"|"1556190"|"56351.0000"|"0.0000"|"6075.0000"|"0"|"N"|"N"|"N"
"01-0357548"|"THE CONSERVATION TRUST OF BROOKSVILLE CASTINE & PENOBSCOT"|"1556191"|""|""|""|""|"N"|"N"|"N"
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"1556192"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0458555"|"SCARBOROUGH FISH & GAME ASSOCIATION"|"1556194"|""|""|""|""|"N"|"N"|"N"
"01-0593756"|"THE HERITAGE SOCCER CLUB, INC."|"1556195"|""|""|""|"0"|"N"|"N"|"N"
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"1556196"|""|""|""|"0"|"N"|"N"|"N"
"01-0749557"|"THE FIRST TEE OF NEW HAMPSHIRE, INC."|"1556197"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0791649"|"THE PROMISED LAND FOUNDATION INC"|"1556198"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0959428"|"GROW FOOD NORTHAMPTON INC"|"1556199"|"34086.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"1558063"|"8490911.0000"|"2442014.0000"|"1429224.0000"|"398"|"Y"|"Y"|"N"
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"1558085"|"95003.0000"|"0.0000"|"13957.0000"|"0"|"N"|"N"|"N"
"01-0518900"|"THE POPTECH INSTITUTE"|"1558086"|"505418.0000"|""|"45230.0000"|"4"|"N"|"Y"|"N"
"01-0347504"|"COASTAL ENTERPRISES INC"|"1559481"|"366672.0000"|""|"65373.0000"|"2"|"N"|"N"|"N"
"01-0377901"|"Eastern Maine Healthcare Systems(EMMCA) Eastern Maine Medical Center Auxiliary"|"1559482"|"0.0000"|"292226.0000"|"77438.0000"|"0"|"N"|"N"|"N"
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"1559483"|"0.0000"|"632451.0000"|"240027.0000"|"0"|"N"|"Y"|"N"
"01-0131390"|"OAKDALE COUNTRY CLUB"|"1560027"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0131770"|"ODD FELLOWS HALL CO OF DEERING IOOF 6"|"1560028"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0135937"|"LE PASSE-TEMPS INC"|"1560029"|""|""|""|""|"N"|"N"|"N"
"01-0206386"|"BLUE HILL COUNTRY CLUB INC"|"1560030"|""|""|""|""|"N"|"N"|"N"
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"1560031"|"116314.0000"|"0.0000"|"18905.0000"|"1"|"N"|"N"|"N"
"01-0288542"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL #2327"|"1560033"|"380386.0000"|"0.0000"|"18192.0000"|"3"|"N"|"N"|"N"
"01-0340560"|"Yarmouth Senior Housing Inc"|"1560034"|"15059.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0366464"|"KATAHDIN SHARED SERVICES INC"|"1560035"|"264861.0000"|"0.0000"|"69207.0000"|""|"N"|"Y"|"N"
"01-0369904"|"CASA INC"|"1560036"|"252640.0000"|"0.0000"|"30956.0000"|"1"|"N"|"N"|"N"
"01-0371037"|"UNION COUNTRY CLUB INC"|"1560037"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0371869"|"BOOTHBAY REGION LAND TRUST"|"1560038"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0372129"|"NORTH AMERICAN LAKE MANAGEMENT SOCIETY"|"1560039"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0376890"|"Pines Health Services"|"1560040"|"2298716.0000"|"0.0000"|"130157.0000"|"35"|"N"|"Y"|"N"
"01-0386284"|"HOPE HAVEN GOSPEL MISSION INC"|"1560041"|"39871.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0436438"|"Northern Oxford Regional Ambulance Service"|"1560042"|"63291.0000"|"0.0000"|"7706.0000"|"0"|"N"|"N"|"N"
"01-0451441"|"NEW LIFE MISSION"|"1560043"|"276023.0000"|"0.0000"|"0.0000"|"1"|"Y"|"N"|"N"
"01-0482767"|"Peaks Island Children's Workshop"|"1560044"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"1560045"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"1560046"|""|""|""|""|"N"|"N"|"N"
"01-0509087"|"HALL-DALE AFTER SCHOOL PROGRAM"|"1560047"|""|""|""|""|"N"|"N"|"N"
"01-0522241"|"ECOLOGY EDUCATION INC"|"1560048"|"81120.0000"|""|"17698.0000"|""|"N"|"N"|"N"
"01-0543385"|"Mt Blue Community Access TV Inc"|"1560049"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0558961"|"HARRISBURG CULTURAL & SOCIAL SERVIC"|"1560050"|""|""|""|""|"N"|"N"|"N"
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"1560052"|"206056.0000"|""|""|"1"|"N"|"N"|"N"
"01-0601585"|"OWEN HOUSE LTD"|"1560053"|""|""|""|"0"|"N"|"N"|"N"
"01-0665790"|"Council of State Historical Records Coordinators, Inc."|"1560054"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0692354"|"International Collegiate Licensing Association"|"1560056"|""|""|""|""|"N"|"N"|"Y"
"01-0716364"|"Branch Brook Park Alliance, Inc"|"1560057"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0729841"|"LOVE INC OF GREATER SHELDON"|"1560058"|""|""|""|""|"N"|"N"|"N"
"01-0769741"|"JOHNNY BURKE'S CHILDREN'S FOUNDATION"|"1560059"|""|""|""|""|"N"|"N"|"N"
"01-0775286"|"CAMBRIDGEGUERNSEY COUNTY VISITORS & CONVENTION BUREAU"|"1560060"|"63425.0000"|"0.0000"|"19250.0000"|"0"|"N"|"N"|"N"
"01-0777386"|"ROCHESTER NY CHAPTER NECA INC"|"1560061"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1560062"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0803067"|"EAST BAY GOLF FOUNDATION"|"1560063"|"64005.0000"|""|""|"0"|"N"|"N"|"N"
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"1560065"|""|""|""|""|"N"|"N"|"N"
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"1560067"|""|""|""|""|"N"|"N"|"N"
"01-6020038"|"CAMDEN FIRST AID ASSOCIATION"|"1560069"|"41231.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"1560071"|"37000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0185360"|"Rochester Cemetery Association"|"1560072"|"11000.0000"|""|""|""|"N"|"N"|"N"
"01-0499703"|"REM"|"1565775"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0505151"|"PROFESSIONAL LOGGING CONTRACTORS OF MAINE"|"1565776"|"73613.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0812774"|"Bonfield Exress Foundation"|"1565777"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0332353"|"CORINTH HOUSING CORPORATION"|"1566013"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0571372"|"Gandhi Memorial Trust Fund N F P"|"1566015"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0574719"|"Carver Heights Ministries Inc."|"1566016"|""|""|""|"0"|"N"|"N"|"N"
"02-0214073"|"AMERICAN LEGION ROBERT G DURGIN POST #6"|"1567331"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0728178"|"ALVEOLI CORPORATION"|"1567359"|"75000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0212178"|"AMERICAN LEGION POST 158 COOMBS-MONTFORT"|"1567745"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0223898"|"WINDSOR FAIR"|"1567746"|"39177.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"1567748"|"52842.0000"|"0.0000"|"1585.0000"|"0"|"N"|"N"|"N"
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1567749"|""|""|""|""|"N"|"N"|"N"
"01-0317899"|"DOVER-FOXCROFT HOUSING DEVELOPMENT CORPORATION"|"1567750"|""|""|""|""|"N"|"N"|"N"
"01-0327007"|"BETHEL HISTORICAL SOCIETY"|"1567751"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0357595"|"Somerset Humane Society"|"1567752"|""|""|""|"0"|"N"|"N"|"N"
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"1567753"|"741920.0000"|""|"74919.0000"|"5"|"N"|"Y"|"N"
"01-0363879"|"Pinewood Manor Inc"|"1567754"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0376696"|"BIRCH ROCK CAMP"|"1567755"|"113777.0000"|""|""|""|"N"|"N"|"N"
"01-0421974"|"ORR'S AND BAILEY ISLANDS FIRE DEPARTMENT"|"1567756"|"16239.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0446468"|"Kennebec Estuary Land Trust"|"1567760"|"58661.0000"|"0.0000"|"7488.0000"|"0"|"N"|"N"|"N"
"01-0478977"|"BIDDEFORD FREE CLINIC"|"1567761"|""|""|""|"0"|"N"|"N"|"N"
"01-0484793"|"TABLE OF PLENTY"|"1567762"|""|""|""|""|"N"|"N"|"N"
"01-0495974"|"ACADIA WILDLIFE FOUNDATION"|"1567763"|"28715.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0503294"|"MCKEEN STREET LEARNING CENTER"|"1567764"|"50350.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0548371"|"Muslim Legal Fund of Amenca"|"1567765"|"121300.0000"|"0.0000"|"0.0000"|"2"|"N"|"N"|"N"
"01-0554374"|"THE PENINSULA COMMUNITY FOUNDATION"|"1567766"|""|""|""|""|"N"|"N"|"N"
"01-0565782"|"The China Training Network"|"1567767"|"22001.0000"|"46509.0000"|""|"0"|"N"|"N"|"N"
"01-0589194"|"Brazilian Arts Foundation"|"1567768"|"52000.0000"|""|""|""|"N"|"N"|"N"
"01-0747396"|"VOUGHT AIRCRAFT HERITAGE FOUNDATION"|"1567772"|""|""|""|"0"|"N"|"N"|"N"
"01-0759974"|"THOUSAND ISLANDS EMERGENCY RESCUE SERVICE INC"|"1567773"|"48471.0000"|""|""|""|"N"|"N"|"N"
"01-0777882"|"COMMUNITY HOUSING III INC"|"1567774"|""|""|""|""|"N"|"N"|"N"
"01-0781452"|"NASHVILLE RBI INC"|"1567775"|""|""|""|""|"N"|"N"|"N"
"01-0796325"|"Glennwood Foundation Inc."|"1567776"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0837280"|"Galveston-Houston Knights of Columbus Charities, Inc."|"1567778"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0893778"|"WILLMAR AREA MULTICULTURAL BUSINESS CENTE"|"1567779"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0953997"|"BEACON OF HOPE MINISTRIES"|"1567780"|"28086.0000"|"0.0000"|"7070.0000"|"0"|"N"|"N"|"N"
"01-6010068"|"FARMINGTON PUBLIC LIBRARY ASS"|"1567781"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-6013593"|"Telephone Association of Maine"|"1567782"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"Y"
"01-6072252"|"TRUSTEES OF LOT OWNERS OF RIVERSIDE CEMETERY UNITRUST"|"1567783"|""|""|""|""|"N"|"N"|"N"
"01-6149025"|"The Mark and Emily Turner Mamorial Library Charitable Trust"|"1567784"|""|""|""|"0"|"N"|"N"|"N"
"01-0651559"|"Clarendon Hills Park Foundation"|"1573701"|""|""|""|""|"N"|"N"|"N"
"01-0651559"|"Clarendon Hills Park Foundation"|"1573703"|""|""|""|""|"N"|"N"|"N"
"01-0651559"|"Clarendon Hills Park Foundation"|"1573723"|""|""|""|""|"N"|"N"|"N"
"01-0847951"|"MOORPARK SAINTS PYFL"|"1573724"|""|""|""|"0"|"N"|"N"|"N"
"01-6021180"|"Maine Beer & Wine Wholesalers Assoc., Inc."|"1573935"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0590995"|"Animal Advocates of Moore County INC"|"1574296"|"0.0000"|"0.0000"|"0.0000"|"0"|"Y"|"N"|"N"
"01-0642220"|"4 S FOUNDATION INC"|"1574298"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-6029434"|"MAINE CHIROPRACTIC ASSOCIATION, INC."|"1574301"|"127790.0000"|"0.0000"|"5000.0000"|"1"|"N"|"N"|"N"
"02-0208422"|"Veterans of Foreign Wars Post #168"|"1574303"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0375377"|"ALLAGASH DEVELOPMENT CORPORATION"|"1575126"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0621026"|"INSTITUTO MAZATRAN BELLAS ARTES DE SACRAMENTO"|"1575128"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0651449"|"SERENE LIGHT INC"|"1575129"|""|""|""|""|"N"|"N"|"N"
"01-0761875"|"LOS ANGELES PRESS CLUB"|"1575130"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0966602"|"JESUS AND MARY HOPE MINISTRY"|"1575131"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0107545"|"BEACH CLUB, INC."|"1575787"|""|""|""|"0"|"N"|"N"|"N"
"01-0412221"|"Maine Council of Self insurers"|"1576384"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0452403"|"DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION, INC."|"1576385"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0614718"|"Cornerstone Chinese Bible Church of TX"|"1576388"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|""
