"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CASH_BOY"|"CASH_EOY"|"SAVINGS_BOY"|"SAVINGS_EOY"|"PLEDGES_GRANTS_BOY"|"PLEDGES_GRANTS_EOY"|"ACCOUNTS_RECEIVABLE_BOY"|"ACCOUNTS_RECEIVABLE_EOY"|"QUALIFIED_RECEIVABLE_BOY"|"QUALIFIED_RECEIVABLE_EOY"|"DISQUALIFIED_RECEIVABLE_BOY"|"DISQUALIFIED_RECEIVABLE_EOY"|"LOANS_RECEIVABLE_BOY"|"LOANS_RECEIVABLE_EOY"|"INVENTORY_BOY"|"INVENTORY_EOY"|"PREPAID_BOY"|"PREPAID_EOY"|"LBE_BASE"|"LESS_DEPRECIATION"|"LBE_BOY"|"LBE_EOY"|"PUBLIC_SECURITIES_BOY"|"PUBLIC_SECURITIES_EOY"|"OTHER_SECURITIES_BOY"|"OTHER_SECURITIES_EOY"|"INVEST_PROGRAMS_BOY"|"INVEST_PROGRAMS_EOY"|"INTANG_ASSETS_BOY"|"INTANG_ASSETS_EOY"|"OTHER_ASSETS_BOY"|"OTHER_ASSETS_EOY"|"ASSETS_TOTAL_BOY"|"ASSETS_TOTAL_EOY"|"ACCOUNTS_PAYABLE_BOY"|"ACCOUNTS_PAYABLE_EOY"|"GRANTS_PAYABLE_BOY"|"GRANTS_PAYABLE_EOY"|"DEFERRED_REVENUE_BOY"|"DEFERRED_REVENUE_EOY"|"TAX_EXEMPT_BONDS_BOY"|"TAX_EXEMPT_BONDS_EOY"|"ESCROW_LIABILITY_BOY"|"ESCROW_LIABILITY_EOY"|"PAYABLE_OFFICERS_BOY"|"PAYABLE_OFFICERS_EOY"|"SECURED_NOTES_PAYABLE_BOY"|"SECURED_NOTES_PAYABLE_EOY"|"UNSECURED_NOTES_PAYABLE_BOY"|"UNSECURED_NOTES_PAYABLE_EOY"|"LIABILITY_OTHER_BOY"|"LIABILITY_OTHER_EOY"|"LIABILITY_TOTAL_BOY"|"LIABILITY_TOTAL_EOY"|"UNRESTRICTED_BOY"|"UNRESTRICTED_EOY"|"TEMP_RESTRICTED_BOY"|"TEMP_RESTRICTED_EOY"|"PERM_RESTRICTED_BOY"|"PERM_RESTRICTED_EOY"|"CAPITAL_BOY"|"CAPITAL_EOY"|"PAID_IN_BOY"|"PAID_IN_EOY"|"RETAINED_BOY"|"RETAINED_EOY"|"NET_TOTAL_BOY"|"NET_TOTAL_EOY"|"BALANCES_BOY"|"BALANCES_EOY"
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"1724970"|"723380.0000"|"405953.0000"|""|"453746.0000"|""|""|"194376.0000"|"364355.0000"|""|""|""|""|""|""|""|""|"6356.0000"|"6454.0000"|"24458.0000"|"15084.0000"|"12761.0000"|"9374.0000"|""|""|""|""|""|""|""|""|""|""|"936873.0000"|"1239882.0000"|"200456.0000"|"286601.0000"|""|""|"102849.0000"|"84969.0000"|""|""|""|""|""|""|""|""|""|""|"633568.0000"|"868312.0000"|"936873.0000"|"1239882.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"936873.0000"|"1239882.0000"
"01-0679411"|"AMERICAN FRIENDS OF RETORNO"|"1724971"|"158490.0000"|"8554.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"158490.0000"|"8554.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"158490.0000"|"8554.0000"|"158490.0000"|"8554.0000"|"158490.0000"|"8554.0000"
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"1724972"|"260985.0000"|"701045.0000"|""|""|"1231062.0000"|"1377577.0000"|""|""|""|""|""|""|""|""|""|""|"31691.0000"|"32945.0000"|"28329.0000"|"24410.0000"|"8240.0000"|"3919.0000"|""|""|""|""|""|""|""|""|""|""|"1531978.0000"|"2115486.0000"|"704733.0000"|"995757.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"442.0000"|"0.0000"|"705175.0000"|"995757.0000"|"505381.0000"|"849534.0000"|"321422.0000"|"270195.0000"|""|""|""|""|""|""|""|""|"826803.0000"|"1119729.0000"|"1531978.0000"|"2115486.0000"
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"1710811"|"1327804.0000"|"726609.0000"|"577258.0000"|"171760.0000"|""|""|"24528.0000"|"250242.0000"|""|""|""|""|""|""|""|""|"64214.0000"|"16798.0000"|"170226.0000"|"140771.0000"|"60144.0000"|"29455.0000"|""|""|""|""|""|""|""|""|""|""|"2053948.0000"|"1194864.0000"|"206702.0000"|"156686.0000"|""|""|""|"365409.0000"|""|""|""|""|""|""|""|""|""|""|"1700529.0000"|"473332.0000"|"1907231.0000"|"995427.0000"|"146717.0000"|"199437.0000"|""|""|""|""|""|""|""|""|""|""|"146717.0000"|"199437.0000"|"2053948.0000"|"1194864.0000"
"01-0216328"|"EVERGREEN CREDIT UNION"|"1712442"|"1069637.0000"|"963137.0000"|"22994531.0000"|"18228167.0000"|""|""|""|""|""|""|""|""|"124830050.0000"|"128036011.0000"|""|""|""|""|"8321973.0000"|"2377447.0000"|"6221344.0000"|"5944526.0000"|""|""|"53984582.0000"|"61767407.0000"|""|""|""|""|"5554138.0000"|"5467300.0000"|"214654282.0000"|"220406548.0000"|"53968.0000"|"73429.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"196981445.0000"|"201711937.0000"|"197035413.0000"|"201785366.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"17618869.0000"|"18621182.0000"|"17618869.0000"|"18621182.0000"|"214654282.0000"|"220406548.0000"
"01-0531223"|"JORDAN BAY PLACE"|"1712443"|"11130.0000"|"8437.0000"|"61647.0000"|"62521.0000"|""|""|"569.0000"|"262.0000"|""|""|""|""|""|""|""|""|"3061.0000"|"3292.0000"|"2039649.0000"|"656617.0000"|"1428809.0000"|"1383032.0000"|""|""|""|""|""|""|""|""|"7385.0000"|"7494.0000"|"1512601.0000"|"1465038.0000"|"4968.0000"|"3904.0000"|""|""|"440.0000"|"421.0000"|""|""|""|""|""|""|""|""|""|""|"7385.0000"|"7494.0000"|"12793.0000"|"11819.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1499808.0000"|"1453219.0000"|"1499808.0000"|"1453219.0000"|"1512601.0000"|"1465038.0000"
"01-0927325"|"ELECTRIFICATION COALITION ALLIANCE"|"1712444"|"224.0000"|"566.0000"|""|""|"20000.0000"|""|"605103.0000"|"495673.0000"|""|""|""|""|""|""|""|""|"4536.0000"|"3552.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"629863.0000"|"499791.0000"|"211074.0000"|"385507.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"211074.0000"|"385507.0000"|"315674.0000"|"114284.0000"|"103115.0000"|"0.0000"|""|""|""|""|""|""|""|""|"418789.0000"|"114284.0000"|"629863.0000"|"499791.0000"
"02-0196520"|"BELLWETHER COMMUNITY CREDIT UNION"|"1712445"|"9265826.0000"|"14556240.0000"|"744359.0000"|""|""|""|""|""|""|"1808971.0000"|""|""|"243335047.0000"|"259761679.0000"|""|""|"0.0000"|""|"18214561.0000"|"6698139.0000"|"11326458.0000"|"11516422.0000"|"87543614.0000"|"87848668.0000"|""|""|""|""|""|""|"8875133.0000"|"12260741.0000"|"361090437.0000"|"387752721.0000"|"3445596.0000"|"3695650.0000"|""|""|""|""|""|""|""|""|""|""|"41000000.0000"|"60000000.0000"|""|""|"270261760.0000"|"281193129.0000"|"314707356.0000"|"344888779.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"46383081.0000"|"42863942.0000"|"46383081.0000"|"42863942.0000"|"361090437.0000"|"387752721.0000"
"01-0422885"|"Altemative Health Services"|"1713322"|"72321.0000"|"74571.0000"|"1170.0000"|"0.0000"|""|""|"253000.0000"|"232531.0000"|""|""|""|""|""|""|""|""|"11642.0000"|"10105.0000"|"151565.0000"|"149232.0000"|"3109.0000"|"2333.0000"|"504.0000"|"0.0000"|""|""|""|""|""|""|""|""|"341746.0000"|"319540.0000"|"141134.0000"|"112655.0000"|""|""|"75492.0000"|"46228.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"216626.0000"|"158883.0000"|"125120.0000"|"160657.0000"|""|""|""|""|""|""|""|""|""|""|"125120.0000"|"160657.0000"|"341746.0000"|"319540.0000"
"01-0599150"|"REACHING U A FOUNDATION FOR URUGUAY"|"1713323"|"543456.0000"|"681424.0000"|"25668.0000"|"25693.0000"|""|"29829.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12650.0000"|"0.0000"|"581774.0000"|"736946.0000"|"27066.0000"|"43398.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"27066.0000"|"43398.0000"|"428708.0000"|"650609.0000"|"126000.0000"|"42939.0000"|""|""|""|""|""|""|""|""|"554708.0000"|"693548.0000"|"581774.0000"|"736946.0000"
"01-0736063"|"Mc Closkey Family Foundation Inc"|"1727237"|"58609.0000"|"38951.0000"|"16011.0000"|"10275.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|""|""|"0.0000"|"214879.0000"|"276552.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"289499.0000"|"325778.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"289499.0000"|"325778.0000"|""|""|""|""|""|""|""|""|""|""|"289499.0000"|"325778.0000"|"289499.0000"|"325778.0000"
"01-0853006"|"North Park VSBC Youth association"|"1716515"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0022415"|"Kennebec Valley Chamber of Commerce"|"1716625"|"10952.0000"|"9334.0000"|"84990.0000"|"99733.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"179824.0000"|"138054.0000"|"45097.0000"|"41770.0000"|"81387.0000"|"99964.0000"|""|""|""|""|""|""|""|""|"222426.0000"|"250801.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"28675.0000"|"29584.0000"|"28675.0000"|"29584.0000"|"193751.0000"|"221217.0000"|""|""|""|""|""|""|""|""|""|""|"193751.0000"|"221217.0000"|"222426.0000"|"250801.0000"
"01-0211784"|"CAMP KETCHA"|"1728730"|"26531.0000"|"34766.0000"|"50065.0000"|"85161.0000"|""|""|"31267.0000"|"57572.0000"|""|""|""|""|""|""|""|""|"13584.0000"|"13068.0000"|"1322979.0000"|"658306.0000"|"683456.0000"|"664673.0000"|""|""|""|""|""|""|"1270.0000"|"317.0000"|""|""|"806173.0000"|"855557.0000"|"14664.0000"|"43413.0000"|""|""|"17615.0000"|"32845.0000"|""|""|""|""|""|""|"332626.0000"|"320781.0000"|""|""|"59630.0000"|"63966.0000"|"424535.0000"|"461005.0000"|"374433.0000"|"333586.0000"|"6755.0000"|"60516.0000"|"450.0000"|"450.0000"|""|""|""|""|""|""|"381638.0000"|"394552.0000"|"806173.0000"|"855557.0000"
"01-0287624"|"HOME INC"|"1728731"|"215046.0000"|"349181.0000"|"242533.0000"|"271799.0000"|""|"0.0000"|"44739.0000"|"128134.0000"|""|"934.0000"|""|"0.0000"|""|"0.0000"|"9633.0000"|"9633.0000"|""|"0.0000"|"2628972.0000"|"1297657.0000"|"1306844.0000"|"1331315.0000"|"136549.0000"|"207475.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"180747.0000"|"182176.0000"|"2136091.0000"|"2480647.0000"|"229648.0000"|"121887.0000"|""|""|""|""|""|""|""|""|"7832.0000"|""|"318938.0000"|"419603.0000"|"19883.0000"|"44565.0000"|"21942.0000"|"16731.0000"|"598243.0000"|"602786.0000"|"969792.0000"|"1114442.0000"|"568056.0000"|"763419.0000"|""|""|""|""|""|""|""|""|"1537848.0000"|"1877861.0000"|"2136091.0000"|"2480647.0000"
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"1728732"|"4408.0000"|"6080.0000"|"1204.0000"|"1131.0000"|""|""|"0.0000"|"13.0000"|""|""|""|""|""|""|""|""|"2230.0000"|"4209.0000"|"1214452.0000"|"829622.0000"|"418618.0000"|"384830.0000"|""|""|""|""|"37393.0000"|"67447.0000"|"35050.0000"|"33309.0000"|"6844.0000"|"5529.0000"|"505747.0000"|"502548.0000"|"11195.0000"|"15987.0000"|""|""|"0.0000"|"1.0000"|""|""|""|""|""|""|"1012356.0000"|"1001567.0000"|""|""|"5958.0000"|"5529.0000"|"1029509.0000"|"1023084.0000"|"-523762.0000"|"-520536.0000"|""|""|""|""|""|""|""|""|""|""|"-523762.0000"|"-520536.0000"|"505747.0000"|"502548.0000"
"01-0531224"|"FIVE GRAHAM STREET"|"1728733"|"19934.0000"|"4539.0000"|"136640.0000"|"145772.0000"|""|""|"824.0000"|""|""|""|""|""|""|""|""|""|"4004.0000"|"4299.0000"|"2706150.0000"|"840253.0000"|"1931437.0000"|"1865897.0000"|""|""|""|""|""|""|""|""|"10973.0000"|"10742.0000"|"2103812.0000"|"2031249.0000"|"6777.0000"|"6630.0000"|""|""|"2175.0000"|"2982.0000"|""|""|""|""|""|""|""|""|""|""|"10973.0000"|"10742.0000"|"19925.0000"|"20354.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"2083887.0000"|"2010895.0000"|"2083887.0000"|"2010895.0000"|"2103812.0000"|"2031249.0000"
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"1728735"|"33401.0000"|"43836.0000"|"717985.0000"|"477429.0000"|""|""|"5000.0000"|"2845.0000"|""|""|""|""|""|""|""|""|"6200.0000"|"19784.0000"|"617437.0000"|"97343.0000"|"526303.0000"|"520094.0000"|""|""|""|""|""|""|""|""|"5107.0000"|"5107.0000"|"1293996.0000"|"1069095.0000"|"22124.0000"|"30016.0000"|""|""|"165557.0000"|"108803.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"187681.0000"|"138819.0000"|"1106315.0000"|"930276.0000"|""|""|""|""|""|""|""|""|""|""|"1106315.0000"|"930276.0000"|"1293996.0000"|"1069095.0000"
"01-0598053"|"Sears Brazos Retirement Corporation"|"1728736"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"100.0000"|"100.0000"|""|""|""|""|""|""|"100.0000"|"100.0000"|"767.0000"|"242.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3709.0000"|"24977.0000"|"4476.0000"|"25219.0000"|"-4376.0000"|"-25119.0000"|""|""|""|""|""|""|""|""|""|""|"-4376.0000"|"-25119.0000"|"100.0000"|"100.0000"
"01-0606353"|"MIDWEST REGION LABORERS'-EMPLOYERS' COOPERATION & EDUCATION TRUST"|"1728737"|"526219.0000"|"574721.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"66652.0000"|"19487.0000"|"57318.0000"|"47165.0000"|"316108.0000"|"333229.0000"|""|""|""|""|""|""|"120.0000"|"252.0000"|"899765.0000"|"955367.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2429.0000"|"667.0000"|"2429.0000"|"667.0000"|"897336.0000"|"954700.0000"|""|""|""|""|""|""|""|""|""|""|"897336.0000"|"954700.0000"|"899765.0000"|"955367.0000"
"01-0684347"|"IN ARMS REACH INC"|"1728738"|"23202.0000"|"3986.0000"|""|""|""|""|""|""|"21422.0000"|"28932.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"44624.0000"|"32918.0000"|"4400.0000"|"4840.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"15000.0000"|""|""|"4400.0000"|"19840.0000"|"40224.0000"|"13078.0000"|""|""|""|""|""|""|""|""|""|""|"40224.0000"|"13078.0000"|"44624.0000"|"32918.0000"
"01-0710884"|"CHRISTIAN OUTDOOR ALLIANCE INC"|"1728739"|"16131.0000"|"99756.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"112916.0000"|"112916.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"16131.0000"|"99756.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"13507.0000"|"9340.0000"|""|"22277.0000"|"13507.0000"|"31617.0000"|"2624.0000"|"68139.0000"|""|""|""|""|""|""|""|""|""|""|"2624.0000"|"68139.0000"|"16131.0000"|"99756.0000"
"01-0729151"|"HEALTHPLUS PARTNERS INC"|"1728740"|"32085729.0000"|"24755345.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"5885984.0000"|"6250189.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|"0.0000"|""|"14171209.0000"|"22703698.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"52142922.0000"|"53709232.0000"|"9777387.0000"|"11304793.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"14654024.0000"|"12345720.0000"|"24431411.0000"|"23650513.0000"|"27711511.0000"|"30058719.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"27711511.0000"|"30058719.0000"|"52142922.0000"|"53709232.0000"
"01-0730325"|"THE MOUNT KENYA ACADEMY FOUNDATION, INC."|"1728741"|"368168.0000"|"205295.0000"|""|""|""|""|"23115.0000"|"37786.0000"|""|""|""|""|""|""|""|""|""|""|"2877922.0000"|"805110.0000"|"2072860.0000"|"2072812.0000"|""|""|""|""|""|""|""|""|""|""|"2464143.0000"|"2315893.0000"|"83044.0000"|"119407.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"155868.0000"|"68583.0000"|"238912.0000"|"187990.0000"|"2225231.0000"|"2127903.0000"|""|""|""|""|""|""|""|""|""|""|"2225231.0000"|"2127903.0000"|"2464143.0000"|"2315893.0000"
"01-0803184"|"CHRIST ENRICHMENT CENTER INC"|"1728742"|"56096.0000"|"24902.0000"|"30010.0000"|"25603.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1606600.0000"|""|"1606600.0000"|"1606600.0000"|""|""|""|""|""|""|""|""|""|""|"1692706.0000"|"1657105.0000"|"1998.0000"|"5909.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"100084.0000"|"93084.0000"|""|""|"102082.0000"|"98993.0000"|"1578364.0000"|"1510570.0000"|"12260.0000"|"47542.0000"|""|""|""|""|""|""|""|""|"1590624.0000"|"1558112.0000"|"1692706.0000"|"1657105.0000"
"01-0884383"|"MILAGRE KIDS SCHOOLS INC"|"1728743"|"25500.0000"|"8120.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"25500.0000"|"8120.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"25500.0000"|"8120.0000"|"25500.0000"|"8120.0000"|"25500.0000"|"8120.0000"
"01-0925282"|"HERO House"|"1728744"|"48597.0000"|"48457.0000"|""|""|"39980.0000"|"43713.0000"|"2212.0000"|"1715.0000"|""|""|""|""|""|""|"454.0000"|"454.0000"|""|""|"64375.0000"|"58517.0000"|"12388.0000"|"5858.0000"|"5140.0000"|"6884.0000"|""|""|""|""|""|""|"300.0000"|""|"109071.0000"|"107081.0000"|"7906.0000"|"6538.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"15891.0000"|"23133.0000"|"23797.0000"|"29671.0000"|"85274.0000"|"72410.0000"|""|"5000.0000"|""|""|""|""|""|""|""|""|"85274.0000"|"77410.0000"|"109071.0000"|"107081.0000"
"01-6011483"|"PORTLAND FIREFIGHTERS' UNION LOCAL #740"|"1728745"|"15613.0000"|"4044.0000"|"115516.0000"|"84717.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"65481.0000"|"64038.0000"|"1888.0000"|"1443.0000"|"60584.0000"|"75578.0000"|""|""|""|""|""|""|""|""|"193601.0000"|"165782.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"193601.0000"|"165782.0000"|""|""|""|""|""|""|""|""|""|""|"193601.0000"|"165782.0000"|"193601.0000"|"165782.0000"
"01-6017053"|"MAINE MEDICAL EDUCATION FOUNDATION"|"1728746"|"134578.0000"|"150135.0000"|""|"0.0000"|""|"0.0000"|"111880.0000"|"124288.0000"|""|"0.0000"|""|"0.0000"|"2937663.0000"|"2909715.0000"|""|"0.0000"|""|"0.0000"|"1055949.0000"|"556527.0000"|"532605.0000"|"499422.0000"|"832105.0000"|"974355.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"4548831.0000"|"4657915.0000"|"10250.0000"|"10250.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"10250.0000"|"10250.0000"|"4538581.0000"|"4647665.0000"|""|""|""|""|""|""|""|""|""|""|"4538581.0000"|"4647665.0000"|"4548831.0000"|"4657915.0000"
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"1716626"|"132555.0000"|"35331.0000"|"224327.0000"|"221475.0000"|""|""|"177346.0000"|"180837.0000"|""|""|""|""|""|""|""|""|"49208.0000"|"51292.0000"|"584402.0000"|"486189.0000"|"122213.0000"|"98213.0000"|""|""|"121631.0000"|"121631.0000"|""|""|""|""|""|""|"827280.0000"|"708779.0000"|"461964.0000"|"573123.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"129671.0000"|"100929.0000"|"591635.0000"|"674052.0000"|"229001.0000"|"28075.0000"|"6644.0000"|"6652.0000"|""|""|""|""|""|""|""|""|"235645.0000"|"34727.0000"|"827280.0000"|"708779.0000"
"01-0211812"|"BATH AREA FAMILY YMCA"|"1716627"|"65456.0000"|"46642.0000"|"18933.0000"|"21349.0000"|"3447.0000"|"2743.0000"|"83967.0000"|"99819.0000"|""|""|""|""|""|""|""|""|"10.0000"|"7965.0000"|"6443464.0000"|"1926995.0000"|"4648597.0000"|"4516469.0000"|"319751.0000"|"379283.0000"|"7491.0000"|""|""|""|""|""|"731287.0000"|"665663.0000"|"5878939.0000"|"5739933.0000"|"219073.0000"|"272030.0000"|""|""|"27636.0000"|"22021.0000"|""|""|""|""|""|""|"875176.0000"|"858523.0000"|""|""|"12634.0000"|"17961.0000"|"1134519.0000"|"1170535.0000"|"4534199.0000"|"4359176.0000"|""|""|"210221.0000"|"210221.0000"|""|""|""|""|""|""|"4744420.0000"|"4569397.0000"|"5878939.0000"|"5739932.0000"
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS INC"|"1716628"|""|""|"601886.0000"|"891296.0000"|"242113.0000"|"110376.0000"|"402581.0000"|"381104.0000"|""|""|""|""|""|""|"21517.0000"|"26086.0000"|"48221.0000"|"40648.0000"|"7284016.0000"|"2487818.0000"|"4750791.0000"|"4796198.0000"|""|""|"11051288.0000"|"12095356.0000"|""|""|""|""|"4271000.0000"|"4637000.0000"|"21389397.0000"|"22978064.0000"|"283063.0000"|"249570.0000"|""|""|""|""|""|""|""|""|""|""|"512131.0000"|"440008.0000"|""|""|""|""|"795194.0000"|"689578.0000"|"13889007.0000"|"14699625.0000"|"617505.0000"|"963583.0000"|"6087691.0000"|"6625278.0000"|""|""|""|""|""|""|"20594203.0000"|"22288486.0000"|"21389397.0000"|"22978064.0000"
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"1716639"|"269522.0000"|"619692.0000"|"2061941.0000"|"2419363.0000"|"932606.0000"|"1298769.0000"|"673817.0000"|"401041.0000"|""|""|""|""|""|""|""|""|"56031.0000"|"44439.0000"|"6170850.0000"|"1799942.0000"|"4544396.0000"|"4370908.0000"|"2742863.0000"|"2216207.0000"|""|""|""|""|""|""|"132541.0000"|"238798.0000"|"11413717.0000"|"11609217.0000"|"626918.0000"|"461152.0000"|""|""|""|""|""|""|""|""|""|""|"1201039.0000"|"580587.0000"|""|""|"13502.0000"|"4216.0000"|"1841459.0000"|"1045955.0000"|"6739954.0000"|"7267889.0000"|"2832304.0000"|"2422748.0000"|""|"872625.0000"|""|""|""|""|""|""|"9572258.0000"|"10563262.0000"|"11413717.0000"|"11609217.0000"
"01-0750822"|"TMG FOUNDATION"|"1734709"|"0.0000"|"7500.0000"|"173303.0000"|"454921.0000"|""|""|"441.0000"|""|""|""|""|""|""|""|""|""|""|""|"24689.0000"|"24689.0000"|"0.0000"|"0.0000"|"211125.0000"|"260486.0000"|"314900.0000"|"314900.0000"|"130000.0000"|"383197.0000"|""|""|"152597.0000"|"19400.0000"|"982366.0000"|"1440404.0000"|"10260.0000"|"5419.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"187500.0000"|"165858.0000"|"277360.0000"|"176118.0000"|"470279.0000"|"713628.0000"|"970125.0000"|"92620.0000"|""|""|""|""|""|""|""|""|""|"806248.0000"|"970125.0000"|"982366.0000"|"1440404.0000"
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"1716629"|"377184.0000"|"324981.0000"|"106388.0000"|"106412.0000"|""|""|"3684.0000"|"19980.0000"|""|""|""|""|""|""|"13212.0000"|"14611.0000"|""|""|"377851.0000"|"112018.0000"|"268552.0000"|"265833.0000"|""|""|""|""|""|""|""|""|""|""|"769020.0000"|"731817.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2200.0000"|"1200.0000"|"2200.0000"|"1200.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"766820.0000"|"730617.0000"|"766820.0000"|"730617.0000"|"769020.0000"|"731817.0000"
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC"|"1716630"|"650.0000"|"650.0000"|"899532.0000"|"305284.0000"|"129964.0000"|"87409.0000"|"17927.0000"|"43667.0000"|""|""|""|""|""|""|"12144.0000"|"13411.0000"|"50312.0000"|"58007.0000"|"5719228.0000"|"2314648.0000"|"3032897.0000"|"3404580.0000"|"10914662.0000"|"12911448.0000"|"1563110.0000"|"1941699.0000"|""|""|""|""|"17205.0000"|"17205.0000"|"16638403.0000"|"18783360.0000"|"34076.0000"|"54333.0000"|""|""|"4650.0000"|"4980.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"38726.0000"|"59313.0000"|"7703654.0000"|"8638518.0000"|"2094638.0000"|"3234144.0000"|"6801385.0000"|"6851385.0000"|""|""|""|""|""|""|"16599677.0000"|"18724047.0000"|"16638403.0000"|"18783360.0000"
