"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"PROVIDE_DESCRIPTION"|"NEEDS_ASSESSMENT"|"PATIENT_EDUCATION"|"COMMUNITY_INFORMATION"|"COMMUNITY_ACIVITIES"|"OTHER_INFORMATION"|"AFFILIATED_SYSTEM"|"IDENTIFY_STATES"|"SUPPLEMENTAL_INFORMATION"|"FRG_DESCR"
"01-0487091"|"COASTAL MEDICAL CARE"|"1650955"|""|""|""|""|""|""|""|""|""|""
"01-0496860"|"PORTLAND OPERA REPERTORY THEATRE"|"1650956"|""|""|""|""|""|""|""|""|""|""
"01-0211558"|"ST MARY'S D'YOUVILLE PAVILION"|"1651118"|""|""|""|""|""|""|""|""|""|""
"01-0220091"|"NORTHEAST HARBOR LIBRARY"|"1651119"|""|""|""|""|""|""|""|""|""|""
"01-0275875"|"METHODIST CONFERENCE HOME INC"|"1651120"|""|""|""|""|""|""|""|""|""|""
"01-0282197"|"GUILFORD DEVELOPMENT CORPORATION"|"1651121"|""|""|""|""|""|""|""|""|""|""
"01-0342874"|"MERTON IRA STAPLES AMVETS POST 1"|"1651122"|""|""|""|""|""|""|""|""|""|""
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1651123"|""|""|""|""|""|""|""|""|""|""
"01-0383489"|"PINE TREE QUILTERS GUILD INC"|"1651124"|""|""|""|""|""|""|""|""|""|""
"01-0523789"|"Park Street Home"|"1651125"|""|""|""|""|""|""|""|""|""|""
"01-0529491"|"AVIAN HAVEN"|"1651126"|""|""|""|""|""|""|""|""|""|""
"01-0535494"|"GULF OF MAINE LOBSTER FOUNDATION"|"1651127"|""|""|""|""|""|""|""|""|""|""
"01-0541597"|"Maine Traditional Music Association"|"1651128"|""|""|""|""|""|""|""|""|""|""
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"1651129"|""|""|""|""|""|""|""|""|""|""
"01-0584192"|"BRIGHT WORLD FOUNDATION"|"1651130"|""|""|""|""|""|""|""|""|""|""
"01-0598889"|"A LITTLE HOPE INC CO SANFORD WEINTRAUB"|"1651131"|""|""|""|""|""|""|""|""|""|""
"01-0671672"|"CNL TV"|"1651132"|""|""|""|""|""|""|""|""|""|""
"01-0686191"|"4th Street Basement Boutique"|"1651133"|""|""|""|""|""|""|""|""|""|""
"01-0695292"|"SOWERS OF THE HARVEST MINISTRIES IN"|"1651134"|""|""|""|""|""|""|""|""|""|""
"01-0701794"|"MAKING A DIFFERENCE FOUNDATION"|"1651135"|""|""|""|""|""|""|""|""|""|""
"01-0735690"|"TEXAS CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"1651136"|""|""|""|""|""|""|""|""|""|""
"01-0780689"|"HOLLENBECK POLICE ACTIVITIES LEAGUE"|"1651138"|""|""|""|""|""|""|""|""|""|""
"01-0815275"|"Y'SHUA OUTREACH MINISTRIES"|"1651140"|""|""|""|""|""|""|""|""|""|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"1651141"|""|""|""|""|""|""|""|""|""|""
"02-0211990"|"AMERICAN LEGION CLUB WHITEMAN-DAVIDSON POST 49"|"1651146"|""|""|""|""|""|""|""|""|""|""
"02-0217171"|"Veterans of Foreign Wars Post #8l6"|"1651147"|""|""|""|""|""|""|""|""|""|""
"01-0745483"|"DOROTHY'S SOFT TOUCH CORP"|"1654709"|""|""|""|""|""|""|""|""|""|""
"01-0923793"|"Camp Ten Trees"|"1655244"|""|""|""|""|""|""|""|""|""|""
"01-0145133"|"PROUTS NECK ASSOCIATION"|"1655343"|""|""|""|""|""|""|""|""|""|""
"01-0196194"|"MAINE STATE CREDIT UNION"|"1655344"|""|""|""|""|""|""|""|""|""|""
"01-0211791"|"Seventy-Five State Street"|"1655345"|""|""|""|""|""|""|""|""|""|""
"01-0315296"|"AVESTA HOUSING DEVELOPMENT CORPORATION"|"1655346"|""|""|""|""|""|""|""|""|""|""
"01-0357895"|"Fifth Maine Regiment Museum"|"1655347"|""|""|""|""|""|""|""|""|""|""
"01-0379498"|"Stanley Museum Inc"|"1655348"|""|""|""|""|""|""|""|""|""|""
"01-0408591"|"INDUSTRIAL ENERGY CONSUMER GROUP"|"1655349"|""|""|""|""|""|""|""|""|""|""
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1655350"|""|""|""|""|""|""|""|""|""|""
"01-0613834"|"HIRES FAMILY RESOURCES INC"|"1655352"|""|""|""|""|""|""|""|""|""|""
"01-0773533"|"FIRST BAPTIST CHILDREN'S ACADEMY INC"|"1655353"|""|""|""|""|""|""|""|""|""|""
"01-0813672"|"ASIAN FESTIVAL CORP"|"1655355"|""|""|""|""|""|""|""|""|""|""
"01-0857998"|"Communities In Schools of Southeast"|"1655356"|""|""|""|""|""|""|""|""|""|""
"01-0116390"|"SHRINERS INTERNATIONAL"|"1658263"|""|""|""|""|""|""|""|""|""|""
"01-0383493"|"MAINE PEOPLE'S ALLIANCE"|"1658264"|""|""|""|""|""|""|""|""|""|""
"01-0601798"|"US GREEN BUILDING COUNCIL NEW YORK CHAPTER"|"1658265"|""|""|""|""|""|""|""|""|""|""
"01-0210495"|"Amencan Legion Post 0015 Henry Pratt"|"1658810"|""|""|""|""|""|""|""|""|""|""
"01-0225008"|"FRANKLIN COUNTY AGRICULTURAL"|"1659080"|""|""|""|""|""|""|""|""|""|""
"01-0377623"|"CASTINE HISTORICAL SOCIETY INC"|"1659159"|""|""|""|""|""|""|""|""|""|""
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"1659161"|""|""|""|""|""|""|""|""|""|""
"01-0559608"|"ALLIED MEDIA PROJECTS, INC."|"1659162"|""|""|""|""|""|""|""|""|""|""
"01-0566111"|"SCHENECTADY COMMUNITY HOME INC"|"1659163"|""|""|""|""|""|""|""|""|""|""
"01-0567018"|"ALLIANCE OF NEW YORK STATE YMCAS INC"|"1659164"|""|""|""|""|""|""|""|""|""|""
"01-0795543"|"NALLS FOUNDATION"|"1659166"|""|""|""|""|""|""|""|""|""|""
"01-6012414"|"KATAHDIN COUNCIL INC BOY SCOUTS OF AMERICA"|"1659168"|""|""|""|""|""|""|""|""|""|""
"01-0421234"|"Eastern Maine Healthcare Systems LW Lakewood A Continuing Care Center LW"|"1663806"|""|""|""|""|""|""|""|""|""|""
"01-0444245"|"MAINESHARE"|"1663835"|""|""|""|""|""|""|""|""|""|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE INC"|"1663836"|""|""|""|""|""|""|""|""|""|""
"01-0686634"|"DREAM CENTER OF LAKELAND INC"|"1663837"|""|""|""|""|""|""|""|""|""|""
"01-0729039"|"NORTHEAST WILDERNESS TRUST CORPORATION"|"1663838"|""|""|""|""|""|""|""|""|""|""
"01-0441229"|"DOWN EAST AIDS NETWORK INC"|"1664196"|""|""|""|""|""|""|""|""|""|""
"01-0713126"|"NORTH RIVER CARE INC"|"1664197"|""|""|""|""|""|""|""|""|""|""
"01-0798626"|"Harnson Center for the Arts Inc"|"1664198"|""|""|""|""|""|""|""|""|""|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1665328"|"SPRING HARBOR HOSPITAL DOES NOT PROVIDE DISCOUNTED CARE ONLY FREE CARE FOR WHICH THE FPG IS USED TO DETERMINE ELIGIBILITY SPRING HARBORS ANNUAL COMMUNITY BENEFIT REPORT INFORMATION IS CONTAINED IN A REPORT PREPARED BY SPRING HARBORS PARENT ORGANIZATION MAINE MENTAL HEALTH PARTNERS SEE ATTACHED REPORT CHARITY CARE COST DATA PRESENTED IN THIS SECTION HASBEEN CALCU LATED BY ASSIGNING THE AVERAGE OVERALL SPRING HARBOR RATIO OF COST TO CHARGES TO THE A CTUAL GROSS AMOUNT OF CHARITY CARE CHARGES RECORDED BY THE HOSPITAL DURING THE PERIOD OTHER BENEFIT COST DATA HAS BEEN CALCULATED THROUGH THE USE OF A COMBINATION OF ACTUAL GENERAL LEDGER SPECIFIC COST DATA AND THE USE OF EMPLOYEE TIME STUDIES ALL OTHER BENEFIT COST DATA IN PART I LINE 7 MATCHES THE DATA PRESENTED FOR SPRING HARBOR HOSPITAL IN MAINEME NTAL HEALTH PARTERS ANNUAL COMMUNITY RFNFFTT RFPORT SPRING HARB OR HOSPITAL DOES NOT HAVE A SPECIFIC FOOTNOTE IN THE FINANCIAL STATEMENTS THAT DESCRIBES BAD DEBT EXPENSE HOWEVER REFERENCE IS MADE WITHIN THE FOO TNO TES TO A BAD DEBT POLICY IN A COUPLE OF INSTANCES WITHIN THE FOO TNOTE DESCRIBING SIGNIFICANT ACCOUNTING POLICES IS THE SECTION TITLED ACCOUNTS RECEIVABLE WHERE THE FOLLOWING EXPLAINS THE BAD DEBT RESERVE THE RESERVE FORUNCOLLECTIBLE ACCOUNTS IS PROVIDED BASED ON AN ANALYSIS BY MANAGEMENT OF THE COLLECTIBILITY OF OUTSTANDING BALANCES MANAGEMENT CONSIDERS THE AGE OF OUTSANDING BALANCES AND PAST COLLECTION EFFORTS IN DETERMINING THE RESERVE FOR UNCOLLECTIBLE ACCOUNTS"|"SPRING HARBOR HOSPITAL IS A MEMBER OF MAINEHEALTH WHICH CONDUCTSA THOROUGH COMMUNITY NEEDS ASSESSMENT AND DIRECTS ITS MEMBER ORGANIZATIONS TO RESPOND TO THE NEEDS IDENTIFIED MAINEHEALTH MEMBERS ALSO PARTICIPATE IN VARIOUS INITIATIVES TO KEEP THOSE ASSESSMENTS UP TO DATE SOME OF THESE INITIATIVES INCLUDE CLINICAL STRATEGIC PLANNING FINANCIAL STRATEGIC PLANNING FACILITY PLANNIGH HUMAN RESOURCE PLANNING FACILITY PLANNING HUMAN RESOURCE PLANNING STAFF DEVELO PMENT PLANNING PHYSICIAN RECRUITMENT STRATEGIC PLANNING EMERGENCY PREPAREDNESS PLANNING IN ADDITION TO THESE INTERNAL ASSESSMENTS MAINEHEALTH MEMBER ORGANIZATIONS ALSO REVIEWAND ACT ON MANY OF THE RECOMMENDA TIONS PROVIDED BY EXTERNAL GROUPS AND STATE HEALTH PLANNING INITIATIVES SUCH AS THE MAINE DEPARTMENT OF HEALTH AND HUMAN SERVICES HEALTHY MAINE 2010 AND AUTISM SPECTRUM DISORDERS REPORT THE MAINE CENTER FOR DISEASE CONTROL AND PREVENTION AND THE STATE HEALTH PLAN CREATEDBY THE ADVISORY COMMITTEE FOR HEALTH SYSTEMS DEVELOPMENT"|"SPRING HARBOR HOSPITAL DISTRIBUTES A PATIENT FINGANCIAL PLOICIES BRO CHURE TO EACH PATIENT UPON ADMISSION WHICH INCLUDES BUT IS NOT LIMITED TO INFORMATION ON HOW TO ACCESS AND APPLY FOR SPRING HARBOR HOSPITALS FINANCIAL ASSISTANCE PROGRAM FINANCIAL COUNSELING SERVICES MAINECARE MEDICARE AND SO CIAL SECURITY"|"SPRING HARBOR HOSPITALS SERVICE REGION WHILE CONCENTRA TED TO SOME EXTENT IN CUMBERLAND COUNTY ENCOMPASSES THE SOUTHERNMOST 11 COUNTIES OF MAINE AND ITS APPRO XIMATELY 960000 RESIDENTS THREE QUARTERS OF THE STATE POPULATION OF THIS NUMBER IT IS ESTIMATED THAT 7 OF CHILDREN AND 23 OF ADULTS HAVE A DIAGNOSABLE MENTAL ILLNESS THIS EQUATES TO A POTENTIAL POPULATION SERVDE OF 190000 MAINE RESIDENTS"|""|"SPRING HARBOR HOSPITAL IN PARTNERSHIP WITH MAINEHEALTH DEVELOPED A PROGRAM TO IMPROVE PRIMARY CAREMENTAL HEALTH INTEGRATION AND HELPS PEOPLE WITH DEPRESSION AND THOSE WHO CARE FOR AND ABOUT THEM THE PROGRAM TRAINS PRIMARY CARE PROVIDERS ON THE DIAGNOSIS AND TREASURER TMENT OF PATIENTS AND MANY PHYSICIANS USE AN ELECTRO NIC RECISTRY TO TRACK OUT COME MEASURES THE PROGRAM CONDUCTS A COLLABO RATIVE LEARNING COMMUNITY XEPLORING THE EFFECTIVENESS EFFICIENCY AND COSTBENEFIT OF INFEGRATION WITH PRIMARY CAREMENTAL HEALTH PARTNERS"|"SPRING HARBOR HOSPITAL IS A MEMBER OF MAINE MENTAL HEALTH PARTNERS MAINE MENTAL HEALTH PARTNERS MISSION IS TO BUILD HEALTHIER COMMUNITIES BY TRANSFORMING HEALTHCARE DELIVERY AND SERVICE EXPERIENCES BY PROMOTING INDIVIDUALS SUCCESSFUL FUNCTIONING IN THE COMMUNITY IE RECOVERY SUPPORTING ACCESS TO SAFE HIGHQUALITY CARE DELIVERED AS CLOSE AS POSSIBLE TO AN INDIVIDUALS HOME AND AT THE BEST POSSIBLE COST DESIGNING DEVELOPING AND SUPPORTING A CONTINUUM OF CARE THAT FULFILLS EACH REGIONS MENTAL HEALTH NEEDS ADVOCATING LOCALLY STATEWIDE REGIONALLY AND NATIONALLY TO ENHANCE MENTAL HEALTH FOR MAINE PEOPLE CREATING A MODEL SYSTEM OF LEADERSHIP CLINICAL EXCELLENCE INNOVATION AND EXPERTISE"|"MAINE"|""|"THE HOSPITAL CONVENED A PLANNING GROUP MADE UP OF PEOPLE REPRESENTING THE BROAD INTERESTS OF THE COMMUNITY SERVED THE ORGANIZATIONS INDIVIDUAL EXPERTS AND INDIVIDUAL LEADERSREP RESENTATIVES INVOLVED IN THE PLANNING GROUP INCLUDED NEW ENGLAND REHABILITATION HOSPITAL DIRECTOR OF MARKETING OPERATIONS CITY OF PORTLAND STATE OF MAINE HEALTH HUMAN SERVICES DEPT RESEARCH DATA MANAGER AND ACCESS PROJECT DIRECTOR THE OPPORTUNITY ALLIANCE DIRECTORS AND COALITION DIRECTOR MERCY HEALTH SYSTEM VICE PRESIDENT OF MISSION EFFECTIVENESS VNA HOME HEALTH HOSPICE CEO MAINE CENTERS FOR DISEASE CONTROL CUMBERLAND DISTRICT PUBLIC HEALTH LIAISON UNITED WAY OF GREATER PORTLAND COMMUNITY IMPACT DIRECTOR HEALTHY CASCO BAY PROGRAM COORDINATOR MAINE MEDICAL CENTER PLANNER MAINEHEALTH SVP COMMUNITY HEALTH MAINEHEALTH EASTERN MAINE HEALTHCARE SYSTEMS AND MAINEGENERAL HEALTH THE REPORT IS AVAILABLE ON THE SPRING HARBOR HOSPITAL WEBSITE WWWSPRINGHARBORORG AND THE MAINEHEALTH WEBSITE WWWMAINEHEALTH ORG CHARGES ARE BASED ON SPRING HARBOR HOSPITALS NORMAL FEE STRUCTURE WITH SUBSEQUENT WRITE OFF TO CHARITY CARE"
"01-0453264"|"Maine Tree Foundation"|"1665366"|""|""|""|""|""|""|""|""|""|""
"01-0741733"|"INTERNATIONAL PARTNERSHIP FOR MICROBICIDES INC"|"1665368"|""|""|""|""|""|""|""|""|""|""
"01-0211546"|"Community Health and Nursing Services"|"1666111"|""|""|""|""|""|""|""|""|""|""
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"1666112"|""|""|""|""|""|""|""|""|""|""
"01-0579367"|"TURNING POINT COMMUNITY SERVICES INC"|"1666113"|""|""|""|""|""|""|""|""|""|""
"01-0724403"|"Wild Waterways Conservancy Inc"|"1666114"|""|""|""|""|""|""|""|""|""|""
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"1666115"|""|""|""|""|""|""|""|""|""|""
"01-0815503"|"PLYMOUTH BAY HOUSING CORPORATION"|"1666116"|""|""|""|""|""|""|""|""|""|""
"01-6133041"|"MAINE FINANCIAL INSTITUTIONS EMPLOYEE BENEFITS TRUST"|"1668195"|""|""|""|""|""|""|""|""|""|""
"01-0211567"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF LEWISTON-AUBURN"|"1669106"|""|""|""|""|""|""|""|""|""|""
"01-0676352"|"GREG MATHIS CHARTER HIGH SCHOOL"|"1669450"|""|""|""|""|""|""|""|""|""|""
"01-0676352"|"GREG MATHIS CHARTER HIGH SCHOOL"|"1669454"|""|""|""|""|""|""|""|""|""|""
"01-0676352"|"GREG MATHIS CHARTER HIGH SCHOOL"|"1669482"|""|""|""|""|""|""|""|""|""|""
"01-0100593"|"KENNEBUNK RIVER CLUB"|"1669548"|""|""|""|""|""|""|""|""|""|""
"01-0353352"|"NEW MARBLEHEAD SENIORS HOUSING CORP"|"1669550"|""|""|""|""|""|""|""|""|""|""
"01-0461075"|"MARIAN MOVEMENT OF PRIESTS"|"1669551"|""|""|""|""|""|""|""|""|""|""
"01-0631361"|"Washington International School"|"1669555"|""|""|""|""|""|""|""|""|""|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1669557"|""|""|""|""|""|""|""|""|""|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"1669559"|""|""|""|""|""|""|""|""|""|""
"01-0974882"|"Faith & Dreams Academy Inc"|"1669561"|""|""|""|""|""|""|""|""|""|""
"01-6208491"|"SEDGWICK CLAIMS MANAGEMENT SERVICES INC WELFARE BENEFITS PLAN"|"1669563"|""|""|""|""|""|""|""|""|""|""
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"1673200"|""|""|""|""|""|""|""|""|""|""
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1673201"|""|""|""|""|""|""|""|""|""|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"1674762"|"THE AMOUNTS REPORTED IN THE TABLE WERE CALCULATED USING THE WORKSHEETS PROVIDED IN THE SCHEDULE H INSTRUCTIONS THE COSTTOCHARGE RATIO WAS USED AS THE COSTING METHODOLOGY AND WAS ALSO CALCULATED USING WORKSHEET 2 OF THE SCHEDULE H INSTRUCTIONS THE ORGANIZATION USES A COSTTOCHARGE RATIO METHODOLOGY THE AMOUNT REPORTEDON PART III LINE 2 WAS DETERMINED USING THE COSTTOCHARGE RATIO METHODOLOGY DISCOUNTS PROVIDED TO PATIENTS ARE NOT INCLUDED IN BAD DEBT EXPENSE AN AMOUNT THAT COULD BE ATTRIBUTABLE TO PATIENTS WHO LIKELY WOULD QUALIFY FOR FINANCIAL ASSISTANCE UNDER THE HOSPITALS CHARITY CARE POLICY IF SUFFICIENT INFORMATION HAD BEEN AVAILABLE TO MAKE A DETERMINATION OF THEIR ELIGIBILITY COULD NOT BE REASONABLE DETERMINED PART III LINE 4 BAD DEBT FOOTNOTE IN THE ORGANIZATIONS FINANCIAL STATEMENTS CHARGES FOR SERVICES RENDERED TO INDIVIDUALS FROM WHOM PAYMENT IS EXPECTED AND ULTIMATELY NOT RECEIVED ARE WRITTEN OFF AND INCLUDED IN EXPENSES AS PART OF THE PROVISION FOR BAD DEBTS BAD DEBT EXPENSE REPRESENTS HEALTHCARE SERVICES WALDO COUNTY GENERAL HOSPITAL HAS PROVIDED WITHOUT COMPENSATION AS A TAXEXEMPT HOSPITAL WALDO COUNTY GENERAL HOSPITAL PROVIDES NECESSARY PATIENT CARE REGARDLESS OF THE PATIENTS ABILITY TO PAY FOR THE SERVICES A PORTION OF THE HOSPITALS BAD DEBT EXPENSE IS ATTRIBUTABLE TO PATIENTS ELIGIBLE FOR FINANCIAL ASSISTANCE THAT FORA VARIETY OF REASONSDO NOT COMPLETE THE FINANCIAL ASSISTANCE APPLICATION PROCESS WALDO COUNTY GENERAL HOSPITAL CANNOT DETERMINE"|"SEE ATTACHED COMMUNITY BENEFITS REPORT"|"SEE ATTACHED COMMUNITY BENEFITS REPORT"|"SEE ATTACHED COMMUNITY BENEFITS REPORT"|""|""|"SEE ATTACHED COMMUNITY BENEFITS REPORT"|""|"PHYSICIAN CLINIC COSTS WERE INCLUDED AS SUBSIDIZED HEALTH SERVICES IN THE AMOUNT OF 12899000 SEE ATTACHED COMMUNITY BENEFITS REPORT MAINE PARTV SECTION BLINE 5A URLFORCOMMUNITY HEALTH NEEDS ASSESSMENT HTTPWWWMAINEHEALTHORGWORKFILESMHCOMMUNITYWALDOCHNA AND IMPLEMENTA TIO NPLANFY 2O13FY2O15P DF THE ORGANIZATION CONVENED A PLANNINGGROUP MADE UP OF PEOPLE REPRESENTING THE BROAD INTERESTS OF THE COMMUNITY PRIOR TO HOLDING THE FORUMS THE OBJECTIVES OF THE MEETINGS OVER A PERIOD OF SEVERAL MONTHS INCLUDED THE FOLLOWING REVIEW OF THE DATA IN COMMUNITY HEALTH NEEDS ASSESSMENT REPORT DISCUSSION OF PRIORITY AREAS AMONG THE ORGANIZATIONSREPRESENTED IN THE PLANNING GROUP DEFINE AN APPROACH TO THE COMMUNITY FORUM TO MAXIMIZE PARTICIPATING BY A CROSS SECTION OF THE COMMUNITY DEVELOP THE FORUM AGENDA RELATIONSHIP AND NETWORK BUILDING FOR FUTURE COLLABORATION IF NOT ALREADY IN EXISTENCE SUCCESSFUL EXECUTION OF THE FORUMS FORUM DEBRIEF AND DISCUSSION OF THE NEXT STEPS SEE COMMUNITY NEEDS ASSESSMENT IMPLEMENTATION PLAN HTTPWWWMAINEHEALTHORGWORKFILESMHCOMMUNITYWALDOCHNAANDIMPLEMENTA TIONPLANFY 2O13FY2O15P DF THECHNA WASFACILITATEDBY ONEMAINE HEALTH A COLLABORATION BETWEEN EASTERN MAINE HEALTHCARE SYSTEMS MAINEGENERAL HEALTH AND MAINEHEALTH THE THREE HEALTH SYSTEMS WORKED WITH MAINE HOSPITALS AND HEALTHY MAINE PARTNERSHIPS TO HOST LOCAL FORUMSTO SHARE THE INFORMATION BEGIN DISCUSSIONS AND DEVELOP HEALTHY ACTION PLANS BASED ON THE REPORTS FINDINGS REPRODUCTIVE HEALTH NEEDS"|""
"01-0833168"|"UNIVERSITIES ALLIED FOR ESSENTIAL MEDICINES CORP"|"1674827"|""|""|""|""|""|""|""|""|""|""
"01-0155360"|"MAINE BANKERS ASSOCIATION"|"1675292"|""|""|""|""|""|""|""|""|""|""
"01-0186375"|"YORK HARBOR READING ROOM"|"1675942"|""|""|""|""|""|""|""|""|""|""
"01-0425071"|"Friends of Acadia"|"1675943"|""|""|""|""|""|""|""|""|""|""
"01-0485474"|"TELESIS HOUSING CORPORATION"|"1675944"|""|""|""|""|""|""|""|""|""|""
"01-0582371"|"SUNSHINE SOCIAL SERVICES INC"|"1675946"|""|""|""|""|""|""|""|""|""|""
"01-0628076"|"GIRLS ON THE RUN OF SILICON VALLEY INC"|"1675947"|""|""|""|""|""|""|""|""|""|""
"01-0755874"|"MANZANO MOUNTAIN EARLY LEARNING CENTER"|"1675948"|""|""|""|""|""|""|""|""|""|""
"01-0771671"|"SUB-SAHARAN AFRICAN YOUTH AND FAMIL"|"1675949"|""|""|""|""|""|""|""|""|""|""
"01-0669290"|"Bgichertown Land Trust, Inc."|"1676782"|""|""|""|""|""|""|""|""|""|""
"01-0213979"|"EASTPORT MEMORIAL HOSPITAL"|"1677145"|""|""|""|""|""|""|""|""|""|""
"01-0540180"|"Hospice of Southern Maine"|"1677147"|""|""|""|""|""|""|""|""|""|""
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1677148"|""|""|""|""|""|""|""|""|""|""
"01-0693679"|"LONG ISLAND MEDICAL FOUNDATION INC"|"1677149"|""|""|""|""|""|""|""|""|""|""
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1677150"|""|""|""|""|""|""|""|""|""|""
"02-0103680"|"American Guernsey Association"|"1677151"|""|""|""|""|""|""|""|""|""|""
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1677152"|""|""|""|""|""|""|""|""|""|""
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"1678312"|""|""|""|""|""|""|""|""|""|""
"01-0211486"|"MT DESERT ISLAND YMCA"|"1678430"|""|""|""|""|""|""|""|""|""|""
"01-0279387"|"Pine Tree Legal Assistance Inc"|"1678431"|""|""|""|""|""|""|""|""|""|""
"01-0342353"|"FALMOUTH ELDERLY HOUSING CORPORATION"|"1678432"|""|""|""|""|""|""|""|""|""|""
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1678433"|""|""|""|""|""|""|""|""|""|""
"01-0449348"|"The Cobscook Community Learning Center"|"1678434"|""|""|""|""|""|""|""|""|""|""
"01-0463255"|"Maine Sheriffs Association"|"1678435"|""|""|""|""|""|""|""|""|""|""
"01-0505695"|"BOSSOV BALLET THEATRE BOSSOV BALLET THEATR"|"1678437"|""|""|""|""|""|""|""|""|""|""
"01-0602578"|"VISION 21 LEARNING CENTER INC"|"1678439"|""|""|""|""|""|""|""|""|""|""
"01-0621494"|"NEIGHBORHOOD LEADERSHIP INSTITUTE"|"1678441"|""|""|""|""|""|""|""|""|""|""
"01-0729555"|"First Defense Legal Aid"|"1678444"|""|""|""|""|""|""|""|""|""|""
"01-0771966"|"Fibromuscular Dysplasia Society of America Inc"|"1678445"|""|""|""|""|""|""|""|""|""|""
"01-0825899"|"Dalton Convention and Visitors Bureau"|"1678446"|""|""|""|""|""|""|""|""|""|""
"01-0931463"|"Protecting Our Children Outreach"|"1678448"|""|""|""|""|""|""|""|""|""|""
"01-0964759"|"Ho'okipalpal LLC"|"1678449"|""|""|""|""|""|""|""|""|""|""
"01-6129359"|"Weathervane Seafoods Health & Welfare Trust"|"1678451"|""|""|""|""|""|""|""|""|""|""
"01-6196051"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|"1678452"|""|""|""|""|""|""|""|""|""|""
